   7.1   0.02755
   7.2   0.0297
   7.3   0.0318
   7.4   0.034
   7.5   0.0361
   7.6   0.0383
   7.7   0.0404
   7.8   0.04254
   7.9   0.03355
   8.0   0.0323
   8.1   0.0311
   8.2   0.0298
   8.3   0.02859
   8.4   0.0257
   8.5   0.0228
   8.6   0.01995
   8.7   0.06595
   8.8   0.01706
   8.9   0.0312
   9.0   0.0454
   9.1   0.05961
   9.2   0.03274
   9.3   0.03217
   9.4   0.0299
   9.5   0.0276
   9.6   0.02536
   9.7   0.06583
   9.8   0.1103
   9.8   0.08624
   9.9   0.06837
   10.0   0.08508
   10.1   0.08866
   10.2   0.06837
   10.2   0.1164
   10.3   0.1026
   10.4   0.08877
   10.5   0.0991
   10.6   0.1095
   10.7   0.1199
   10.8   0.1337
