                    ************************************************************************************************
                    *  Z= 22 A= 46: Positive-Parity Spin-dependent Level Density [MeV-1] for Ti 46 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
 130.00  4.285  3.29E+11 5.09E+16 2.08E+11 1.16E+08 3.41E+08 5.46E+08 7.22E+08 8.60E+08 9.53E+08 1.00E+09 1.01E+09 9.75E+08 9.13E+08 8.28E+08 7.30E+08 6.26E+08 5.20E+08 4.20E+08 3.33E+08 2.56E+08 1.92E+08 1.39E+08 9.90E+07 6.85E+07 4.60E+07 3.01E+07 1.92E+07 1.19E+07 7.12E+06 4.14E+06 2.34E+06 1.28E+06 6.73E+05
 140.00  4.447  1.10E+12 2.99E+17 6.96E+11 3.65E+08 1.08E+09 1.72E+09 2.29E+09 2.72E+09 3.03E+09 3.20E+09 3.24E+09 3.15E+09 2.98E+09 2.72E+09 2.42E+09 2.09E+09 1.76E+09 1.44E+09 1.15E+09 8.98E+08 6.83E+08 5.06E+08 3.66E+08 2.57E+08 1.76E+08 1.18E+08 7.71E+07 4.89E+07 3.02E+07 1.81E+07 1.05E+07 5.95E+06 3.26E+06
 150.00  4.603  3.52E+12 1.65E+18 2.22E+12 1.10E+09 3.25E+09 5.22E+09 6.92E+09 8.26E+09 9.28E+09 9.80E+09 9.95E+09 9.73E+09 9.30E+09 8.50E+09 7.63E+09 6.66E+09 5.65E+09 4.69E+09 3.79E+09 2.99E+09 2.30E+09 1.73E+09 1.27E+09 9.11E+08 6.36E+08 4.34E+08 2.89E+08 1.87E+08 1.19E+08 7.29E+07 4.37E+07 2.54E+07 1.44E+07
 160.00  4.754  1.08E+13 8.54E+18 6.79E+12 3.19E+09 9.39E+09 1.51E+10 2.01E+10 2.41E+10 2.70E+10 2.88E+10 2.94E+10 2.89E+10 2.76E+10 2.56E+10 2.31E+10 2.03E+10 1.74E+10 1.45E+10 1.18E+10 9.46E+09 7.38E+09 5.64E+09 4.18E+09 3.04E+09 2.16E+09 1.50E+09 1.02E+09 6.72E+08 4.36E+08 2.74E+08 1.68E+08 1.00E+08 5.84E+07
 170.00  4.900  3.17E+13 4.18E+19 1.99E+13 8.87E+09 2.62E+10 4.21E+10 5.61E+10 6.76E+10 7.58E+10 8.11E+10 8.31E+10 8.22E+10 7.89E+10 7.35E+10 6.68E+10 5.90E+10 5.11E+10 4.31E+10 3.54E+10 2.86E+10 2.25E+10 1.74E+10 1.31E+10 9.66E+09 6.97E+09 4.90E+09 3.39E+09 2.28E+09 1.50E+09 9.64E+08 6.07E+08 3.70E+08 2.21E+08
 180.00  5.042  8.94E+13 1.93E+20 5.60E+13 2.39E+10 7.04E+10 1.14E+11 1.51E+11 1.82E+11 2.06E+11 2.19E+11 2.27E+11 2.25E+11 2.17E+11 2.03E+11 1.85E+11 1.65E+11 1.44E+11 1.22E+11 1.02E+11 8.27E+10 6.58E+10 5.13E+10 3.91E+10 2.92E+10 2.14E+10 1.53E+10 1.07E+10 7.32E+09 4.90E+09 3.21E+09 2.05E+09 1.28E+09 7.84E+08
 190.00  5.180  2.44E+14 8.52E+20 1.52E+14 6.17E+10 1.82E+11 2.95E+11 3.93E+11 4.74E+11 5.35E+11 5.75E+11 5.94E+11 5.92E+11 5.74E+11 5.41E+11 4.96E+11 4.45E+11 3.90E+11 3.34E+11 2.80E+11 2.30E+11 1.85E+11 1.45E+11 1.12E+11 8.44E+10 6.24E+10 4.52E+10 3.20E+10 2.23E+10 1.51E+10 1.01E+10 6.56E+09 4.18E+09 2.60E+09
 200.00  5.315  6.36E+14 3.51E+21 3.91E+14 1.52E+11 4.51E+11 7.31E+11 9.70E+11 1.18E+12 1.33E+12 1.43E+12 1.49E+12 1.49E+12 1.45E+12 1.37E+12 1.26E+12 1.14E+12 1.00E+12 8.62E+11 7.29E+11 6.06E+11 4.89E+11 3.88E+11 3.02E+11 2.30E+11 1.72E+11 1.26E+11 9.10E+10 6.39E+10 4.40E+10 2.97E+10 1.97E+10 1.27E+10 8.09E+09

                    ************************************************************************************************
                    *  Z= 22 A= 46: Negative-Parity Spin-dependent Level Density [MeV-1] for Ti 46 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.188  4.43E-02 0.00E+00 9.00E-28 2.99E-02 1.00E-30 3.66E-02 1.00E-30 1.11E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.266  1.72E-01 0.00E+00 9.00E-28 1.17E-01 1.00E-30 2.83E-01 5.51E-03 1.06E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.325  3.84E-01 0.00E+00 9.00E-28 9.36E-02 1.00E-30 5.67E-01 8.65E-02 9.67E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.376  6.38E-01 0.00E+00 9.00E-28 5.66E-02 1.00E-30 3.82E-01 4.59E-01 1.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.420  8.84E-01 0.00E+00 1.68E-01 1.56E-01 1.16E-02 2.30E-01 3.75E-01 7.30E-02 7.33E-02 2.17E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.460  1.22E+00 0.00E+00 1.13E+00 1.18E-01 3.21E-02 3.11E-01 3.85E-01 7.30E-02 1.19E-01 8.22E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.497  1.77E+00 0.00E+00 2.05E+00 2.45E-01 7.08E-02 4.95E-01 4.38E-01 2.33E-01 2.21E-01 1.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.531  2.40E+00 0.00E+00 2.59E+00 2.32E-01 9.30E-02 4.37E-01 5.44E-01 3.68E-01 2.57E-01 1.32E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.564  3.08E+00 3.41E-01 2.31E+00 1.44E-01 4.20E-01 3.06E-01 3.69E-01 6.21E-01 1.76E-01 1.98E-01 6.19E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.594  3.91E+00 2.27E+00 2.62E+00 1.76E-01 5.35E-01 4.95E-01 3.70E-01 7.71E-01 1.65E-01 2.22E-01 7.82E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.623  4.75E+00 3.93E+00 3.84E+00 2.09E-01 2.01E-01 6.24E-01 4.37E-01 6.40E-01 2.08E-01 1.35E-01 1.30E-01 1.04E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.651  5.58E+00 5.14E+00 4.62E+00 1.70E-01 3.15E-01 5.94E-01 3.59E-01 5.57E-01 2.13E-01 1.40E-01 1.62E-01 1.86E-02 8.22E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.677  6.59E+00 4.78E+00 7.62E+00 1.74E-01 4.12E-01 5.07E-01 3.67E-01 6.85E-01 2.52E-01 2.66E-01 1.23E-01 3.42E-02 1.53E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.703  8.20E+00 6.55E+00 1.37E+01 2.13E-01 6.79E-01 7.32E-01 4.91E-01 9.31E-01 3.61E-01 5.55E-01 2.44E-01 1.12E-01 1.53E-01 3.12E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.728  1.03E+01 1.04E+01 2.31E+01 5.31E-01 4.35E-01 6.89E-01 9.21E-01 5.46E-01 7.01E-01 6.14E-01 1.95E-01 3.08E-01 1.72E-01 9.39E-02 1.52E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.752  1.27E+01 1.19E+01 3.50E+01 8.51E-01 2.96E-01 7.74E-01 8.57E-01 7.62E-01 8.72E-01 4.55E-01 5.11E-01 2.52E-01 2.50E-01 2.28E-01 1.89E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.775  1.62E+01 2.09E+01 5.94E+01 3.66E-01 3.75E-01 9.16E-01 1.11E+00 9.61E-01 1.09E+00 7.04E-01 6.97E-01 4.28E-01 3.55E-01 3.08E-01 1.31E-01 4.15E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.797  2.10E+01 3.72E+01 9.85E+01 1.24E-01 5.36E-01 1.09E+00 1.58E+00 1.14E+00 1.38E+00 1.28E+00 7.89E-01 8.91E-01 4.95E-01 3.65E-01 2.49E-01 8.48E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.819  2.93E+01 5.75E+01 1.88E+02 2.49E-01 9.78E-01 1.58E+00 2.29E+00 2.02E+00 2.35E+00 2.15E+00 1.46E+00 1.65E+00 9.92E-01 7.34E-01 4.92E-01 1.48E-01 4.03E-02 2.31E-05 2.76E-02 1.06E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.840  4.43E+01 8.08E+01 3.53E+02 7.15E-01 1.87E+00 2.39E+00 3.35E+00 3.90E+00 4.24E+00 3.57E+00 2.97E+00 3.00E+00 2.15E+00 1.64E+00 1.03E+00 2.63E-01 8.28E-02 4.75E-05 5.67E-02 2.18E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.881  1.12E+02 2.33E+02 8.29E+02 1.32E+00 3.26E+00 5.63E+00 7.23E+00 8.65E+00 8.79E+00 8.57E+00 7.57E+00 6.75E+00 5.41E+00 4.27E+00 3.02E+00 5.90E-01 2.75E-01 1.14E-03 3.44E-01 2.19E-01 8.03E-02 1.77E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.921  1.46E+02 8.63E+02 5.72E+02 5.16E-01 1.48E+00 2.23E+00 2.57E+00 2.70E+00 2.68E+00 2.51E+00 2.27E+00 1.93E+00 1.40E+00 9.16E-01 5.32E-01 2.22E-01 7.45E-02 2.52E-02 3.19E-02 1.87E-02 6.95E-03 1.54E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.958  1.88E+02 2.08E+03 4.79E+02 1.05E+00 2.92E+00 4.24E+00 4.76E+00 4.97E+00 4.96E+00 4.85E+00 4.58E+00 4.01E+00 3.06E+00 2.07E+00 1.22E+00 7.86E-01 4.11E-01 2.75E-01 1.47E-01 3.38E-02 1.29E-02 5.26E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.994  2.69E+02 1.59E+03 1.01E+03 1.70E+00 4.70E+00 7.20E+00 8.58E+00 9.57E+00 9.87E+00 9.82E+00 9.15E+00 8.05E+00 6.37E+00 4.78E+00 3.28E+00 2.20E+00 1.39E+00 8.93E-01 4.89E-01 1.20E-01 4.78E-02 1.32E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.029  4.30E+02 1.57E+03 2.18E+03 2.46E+00 6.85E+00 1.12E+01 1.43E+01 1.69E+01 1.80E+01 1.82E+01 1.70E+01 1.53E+01 1.27E+01 1.03E+01 7.81E+00 5.75E+00 3.96E+00 2.66E+00 1.60E+00 2.98E-01 1.43E-01 6.91E-02 2.91E-02 1.27E-02 8.96E-03 4.06E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.063  5.99E+02 3.54E+03 2.20E+03 2.64E+00 7.39E+00 1.21E+01 1.57E+01 1.86E+01 1.96E+01 2.00E+01 1.87E+01 1.69E+01 1.41E+01 1.16E+01 8.99E+00 6.71E+00 4.65E+00 3.08E+00 1.84E+00 9.82E-02 2.89E-02 5.65E-03 4.38E-03 4.65E-03 1.66E-02 7.24E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.096  6.93E+02 8.44E+03 1.11E+03 1.75E+00 4.83E+00 7.90E+00 1.01E+01 1.17E+01 1.22E+01 1.20E+01 1.09E+01 9.53E+00 7.47E+00 5.97E+00 4.49E+00 3.24E+00 2.11E+00 1.29E+00 6.53E-01 1.32E-01 8.87E-02 6.37E-02 2.05E-02 1.15E-02 1.72E-03 7.39E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.127  7.63E+02 8.98E+03 7.32E+02 1.53E+00 4.18E+00 6.79E+00 8.56E+00 9.88E+00 1.02E+01 9.94E+00 8.91E+00 7.67E+00 5.85E+00 4.64E+00 3.47E+00 2.48E+00 1.58E+00 9.20E-01 4.44E-01 1.74E-01 6.01E-02 2.15E-02 5.35E-03 2.13E-03 1.99E-04 6.56E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.158  8.35E+02 4.84E+03 8.85E+02 1.21E+00 3.44E+00 5.62E+00 7.28E+00 8.54E+00 9.05E+00 9.00E+00 8.29E+00 7.27E+00 4.79E+00 3.94E+00 3.03E+00 2.25E+00 1.53E+00 9.93E-01 5.75E-01 3.23E-01 1.52E-01 6.94E-02 5.09E-03 1.75E-03 1.35E-02 3.79E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.188  9.11E+02 3.76E+03 1.14E+03 9.58E-01 2.81E+00 4.63E+00 6.18E+00 7.39E+00 8.08E+00 8.21E+00 7.80E+00 6.98E+00 3.93E+00 3.36E+00 2.66E+00 2.06E+00 1.50E+00 1.11E+00 7.87E-01 6.21E-01 4.39E-01 2.81E-01 6.04E-03 2.14E-03 2.53E-02 7.09E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.246  1.24E+03 7.21E+03 2.83E+03 1.77E+00 5.16E+00 8.05E+00 1.04E+01 1.18E+01 1.23E+01 1.20E+01 1.09E+01 9.55E+00 7.79E+00 6.29E+00 4.86E+00 3.61E+00 2.49E+00 1.60E+00 9.25E-01 4.80E-01 1.97E-01 6.51E-02 1.03E-02 1.76E-04 9.51E-04 1.61E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.302  1.81E+03 2.40E+04 3.95E+03 4.37E+00 1.25E+01 1.99E+01 2.56E+01 2.95E+01 3.11E+01 3.09E+01 2.89E+01 2.58E+01 2.18E+01 1.76E+01 1.33E+01 9.73E+00 6.71E+00 4.26E+00 2.60E+00 1.52E+00 4.27E-01 1.80E-01 6.19E-02 2.02E-02 3.75E-04 1.10E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.355  2.17E+03 3.70E+04 2.85E+03 2.64E+00 7.48E+00 1.19E+01 1.52E+01 1.76E+01 1.84E+01 1.82E+01 1.67E+01 1.48E+01 1.24E+01 9.99E+00 8.06E+00 5.97E+00 4.14E+00 3.17E+00 2.00E+00 1.24E+00 6.25E-01 2.23E-01 7.03E-02 2.12E-02 1.77E-04 2.67E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.406  3.06E+03 3.02E+04 6.10E+03 6.63E+00 1.91E+01 3.01E+01 3.85E+01 4.40E+01 4.63E+01 4.58E+01 4.29E+01 3.86E+01 3.32E+01 2.76E+01 2.05E+01 1.53E+01 1.08E+01 5.99E+00 3.67E+00 2.11E+00 1.11E+00 5.37E-01 1.80E-01 5.85E-02 1.23E-02 4.01E-04 1.14E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.455  3.79E+03 8.78E+04 6.00E+03 4.23E+00 1.22E+01 1.96E+01 2.55E+01 2.96E+01 3.17E+01 3.18E+01 3.00E+01 2.70E+01 2.32E+01 1.91E+01 1.84E+01 1.49E+01 1.12E+01 8.38E+00 5.25E+00 3.10E+00 1.71E+00 8.89E-01 1.38E-01 4.28E-02 9.38E-03 5.29E-04 5.30E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.503  4.54E+03 9.06E+04 5.78E+03 4.86E+00 1.41E+01 2.22E+01 2.84E+01 3.23E+01 3.38E+01 3.32E+01 3.09E+01 2.76E+01 2.37E+01 1.97E+01 1.53E+01 1.14E+01 8.26E+00 7.98E+00 5.28E+00 3.28E+00 1.91E+00 1.04E+00 1.01E-01 2.87E-02 6.67E-03 6.98E-04 3.00E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.549  5.33E+03 1.10E+05 4.41E+03 7.48E+00 2.17E+01 3.42E+01 4.35E+01 4.95E+01 5.18E+01 5.11E+01 4.76E+01 4.22E+01 3.55E+01 2.88E+01 1.46E+01 1.03E+01 7.23E+00 5.87E+00 3.45E+00 1.82E+00 9.08E-01 4.30E-01 1.60E-01 9.12E-02 3.80E-02 1.24E-02 2.99E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.594  6.11E+03 1.02E+05 4.02E+03 7.68E+00 2.22E+01 3.50E+01 4.48E+01 5.09E+01 5.31E+01 5.18E+01 4.73E+01 4.12E+01 3.40E+01 2.68E+01 1.92E+01 1.34E+01 8.88E+00 5.55E+00 3.18E+00 1.71E+00 8.50E-01 3.98E-01 1.72E-01 6.59E-02 2.11E-02 6.29E-03 2.38E-04 9.17E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.638  7.49E+03 1.11E+05 7.72E+03 1.21E+01 3.49E+01 5.48E+01 7.00E+01 7.96E+01 8.36E+01 8.23E+01 7.73E+01 6.93E+01 5.96E+01 4.93E+01 1.76E+01 1.21E+01 7.88E+00 4.76E+00 2.65E+00 1.39E+00 6.75E-01 3.07E-01 1.30E-01 4.67E-02 1.41E-02 1.25E-02 2.97E-03 2.30E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.681  8.98E+03 2.86E+05 8.67E+03 1.24E+01 3.60E+01 5.66E+01 7.24E+01 8.26E+01 8.68E+01 8.57E+01 8.03E+01 7.18E+01 6.15E+01 5.05E+01 2.38E+01 1.67E+01 1.11E+01 6.89E+00 3.95E+00 2.13E+00 1.06E+00 5.00E-01 2.18E-01 8.35E-02 2.66E-02 1.53E-02 2.83E-03 1.57E-04 9.99E-06 4.14E-06 2.05E-06 1.00E-30 1.00E-30
  22.50  1.783  1.39E+04 4.78E+05 1.37E+04 1.48E+01 4.30E+01 6.77E+01 8.69E+01 9.94E+01 1.05E+02 1.03E+02 9.66E+01 8.62E+01 7.32E+01 5.94E+01 4.60E+01 3.38E+01 2.36E+01 1.54E+01 9.52E+00 5.54E+00 2.73E+00 1.40E+00 6.84E-01 3.04E-01 1.16E-01 3.53E-02 6.21E-03 1.93E-03 1.03E-04 3.15E-05 9.10E-05 1.00E-30 1.00E-30
  25.00  1.879  2.13E+04 1.17E+06 2.20E+04 2.13E+01 6.20E+01 9.75E+01 1.25E+02 1.43E+02 1.51E+02 1.48E+02 1.39E+02 1.24E+02 1.06E+02 8.59E+01 6.67E+01 4.94E+01 3.48E+01 2.33E+01 1.48E+01 8.97E+00 4.20E+00 2.25E+00 1.19E+00 5.72E-01 2.50E-01 9.64E-02 3.17E-02 5.50E-03 2.43E-03 6.94E-04 2.20E-04 2.62E-05 1.00E-30
  30.00  2.058  4.96E+04 4.44E+06 4.36E+04 3.95E+01 1.15E+02 1.81E+02 2.32E+02 2.65E+02 2.80E+02 2.76E+02 2.58E+02 2.29E+02 1.93E+02 1.56E+02 1.20E+02 8.71E+01 6.05E+01 4.01E+01 2.52E+01 1.50E+01 8.41E+00 4.46E+00 2.22E+00 1.04E+00 4.54E-01 1.87E-01 7.29E-02 2.63E-02 8.67E-03 2.52E-03 1.73E-03 3.75E-04 1.00E-30
  40.00  2.377  2.71E+05 5.22E+07 1.65E+05 1.58E+02 4.61E+02 7.25E+02 9.29E+02 1.06E+03 1.12E+03 1.11E+03 1.04E+03 9.24E+02 7.85E+02 6.36E+02 4.92E+02 3.63E+02 2.55E+02 1.73E+02 1.12E+02 6.92E+01 4.07E+01 2.27E+01 1.20E+01 5.95E+00 2.78E+00 1.22E+00 5.05E-01 1.95E-01 7.09E-02 2.36E-02 6.52E-03 1.31E-03 9.64E-05
  50.00  2.657  1.35E+06 5.80E+08 7.05E+05 8.57E+02 2.50E+03 3.92E+03 5.04E+03 5.78E+03 6.12E+03 6.08E+03 5.72E+03 5.13E+03 4.39E+03 3.60E+03 2.83E+03 2.13E+03 1.54E+03 1.06E+03 7.04E+02 4.45E+02 2.67E+02 1.53E+02 8.30E+01 4.24E+01 2.04E+01 9.17E+00 3.79E+00 1.43E+00 4.86E-01 1.43E-01 3.49E-02 6.34E-03 6.21E-04
  60.00  2.911  7.61E+06 9.90E+09 5.03E+06 4.04E+03 1.18E+04 1.86E+04 2.40E+04 2.76E+04 2.95E+04 2.96E+04 2.81E+04 2.55E+04 2.22E+04 1.85E+04 1.48E+04 1.13E+04 8.34E+03 5.92E+03 4.01E+03 2.62E+03 1.63E+03 9.70E+02 5.49E+02 2.96E+02 1.52E+02 7.35E+01 3.34E+01 1.43E+01 5.70E+00 2.10E+00 7.06E-01 2.03E-01 4.85E-02
  70.00  3.144  4.69E+07 1.33E+11 2.99E+07 2.57E+04 7.51E+04 1.19E+05 1.55E+05 1.80E+05 1.93E+05 1.96E+05 1.88E+05 1.74E+05 1.54E+05 1.30E+05 1.06E+05 8.38E+04 6.37E+04 4.67E+04 3.29E+04 2.23E+04 1.45E+04 9.08E+03 5.44E+03 3.12E+03 1.71E+03 8.89E+02 4.39E+02 2.05E+02 8.94E+01 3.65E+01 1.37E+01 4.74E+00 1.47E+00
  80.00  3.361  2.67E+08 1.66E+12 1.72E+08 1.37E+05 4.02E+05 6.38E+05 8.29E+05 9.68E+05 1.05E+06 1.06E+06 1.03E+06 9.57E+05 8.52E+05 7.32E+05 6.05E+05 4.82E+05 3.71E+05 2.76E+05 1.98E+05 1.36E+05 9.09E+04 5.82E+04 3.58E+04 2.12E+04 1.20E+04 6.51E+03 3.36E+03 1.64E+03 7.63E+02 3.32E+02 1.35E+02 5.13E+01 1.79E+01
