                    ************************************************************************************************
                    *  Z= 21 A= 45: Positive-Parity Spin-dependent Level Density [MeV-1] for Sc 45 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
 140.00  4.272  3.38E+18 1.14E+17 2.35E+18 2.73E+15 5.32E+15 7.60E+15 9.46E+15 1.08E+16 1.17E+16 1.20E+16 1.19E+16 1.13E+16 1.04E+16 9.33E+15 8.11E+15 6.85E+15 5.63E+15 4.52E+15 3.52E+15 2.67E+15 1.98E+15 1.42E+15 1.00E+15 6.84E+14 4.55E+14 2.94E+14 1.85E+14 1.13E+14 6.71E+13 3.86E+13 2.15E+13 1.16E+13 6.05E+12
 150.00  4.422  1.86E+19 6.24E+17 1.30E+19 1.43E+16 2.79E+16 3.99E+16 4.99E+16 5.73E+16 6.20E+16 6.41E+16 6.35E+16 6.09E+16 5.65E+16 5.10E+16 4.46E+16 3.81E+16 3.16E+16 2.56E+16 2.03E+16 1.56E+16 1.17E+16 8.57E+15 6.12E+15 4.26E+15 2.89E+15 1.91E+15 1.23E+15 7.70E+14 4.68E+14 2.77E+14 1.59E+14 8.89E+13 4.80E+13
 160.00  4.567  9.65E+19 3.21E+18 6.79E+19 7.08E+16 1.38E+17 1.97E+17 2.48E+17 2.85E+17 3.10E+17 3.21E+17 3.21E+17 3.09E+17 2.88E+17 2.62E+17 2.31E+17 1.99E+17 1.67E+17 1.36E+17 1.09E+17 8.49E+16 6.46E+16 4.80E+16 3.47E+16 2.46E+16 1.70E+16 1.14E+16 7.51E+15 4.80E+15 2.99E+15 1.82E+15 1.07E+15 6.14E+14 3.42E+14
 170.00  4.707  4.72E+20 1.56E+19 3.34E+20 3.31E+17 6.45E+17 9.26E+17 1.16E+18 1.34E+18 1.47E+18 1.53E+18 1.53E+18 1.48E+18 1.39E+18 1.27E+18 1.13E+18 9.78E+17 8.27E+17 6.83E+17 5.51E+17 4.34E+17 3.34E+17 2.51E+17 1.85E+17 1.33E+17 9.28E+16 6.35E+16 4.26E+16 2.78E+16 1.76E+16 1.09E+16 6.61E+15 3.88E+15 2.23E+15
 180.00  4.844  2.20E+21 7.20E+19 1.55E+21 1.47E+18 2.86E+18 4.12E+18 5.17E+18 5.99E+18 6.54E+18 6.84E+18 6.89E+18 6.70E+18 6.33E+18 5.81E+18 5.20E+18 4.54E+18 3.88E+18 3.22E+18 2.62E+18 2.08E+18 1.63E+18 1.23E+18 9.20E+17 6.69E+17 4.75E+17 3.30E+17 2.25E+17 1.49E+17 9.66E+16 6.11E+16 3.77E+16 2.26E+16 1.33E+16
 190.00  4.977  9.68E+21 3.15E+20 6.86E+21 6.19E+18 1.21E+19 1.74E+19 2.19E+19 2.55E+19 2.78E+19 2.92E+19 2.95E+19 2.88E+19 2.74E+19 2.53E+19 2.28E+19 2.00E+19 1.71E+19 1.44E+19 1.18E+19 9.50E+18 7.46E+18 5.73E+18 4.31E+18 3.18E+18 2.28E+18 1.61E+18 1.11E+18 7.48E+17 4.93E+17 3.17E+17 2.00E+17 1.23E+17 7.35E+16
 200.00  5.106  4.03E+22 1.29E+21 2.86E+22 2.46E+19 4.82E+19 6.95E+19 8.76E+19 1.02E+20 1.12E+20 1.18E+20 1.20E+20 1.17E+20 1.12E+20 1.04E+20 9.37E+19 8.29E+19 7.17E+19 6.05E+19 5.01E+19 4.06E+19 3.21E+19 2.49E+19 1.89E+19 1.42E+19 1.03E+19 7.34E+18 5.12E+18 3.50E+18 2.35E+18 1.53E+18 9.79E+17 6.12E+17 3.74E+17

                    ************************************************************************************************
                    *  Z= 21 A= 45: Negative-Parity Spin-dependent Level Density [MeV-1] for Sc 45 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.181  5.93E-01 2.66E-02 1.64E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.255  1.88E+00 6.57E-02 4.20E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.313  4.14E+00 2.30E-01 7.91E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.361  5.37E+00 5.24E-01 3.70E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.404  6.82E+00 8.18E-01 4.08E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.442  8.50E+00 2.59E+00 6.02E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.478  1.53E+01 5.67E+00 2.84E+02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.511  3.51E+01 9.64E+00 7.88E+02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.542  5.76E+01 4.46E+00 9.04E+02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.571  6.85E+01 6.04E+00 3.97E+02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 5.59E-03 5.62E-03 1.37E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.599  7.99E+01 6.80E+00 3.84E+02 8.16E-02 7.95E-02 8.78E-02 9.30E-02 1.01E-01 1.01E-01 9.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.625  9.92E+01 3.31E+01 7.19E+02 1.84E-01 1.81E-01 1.92E-01 1.99E-01 2.08E-01 2.08E-01 2.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.651  1.34E+02 8.93E+01 1.28E+03 2.59E-02 2.37E-02 3.60E-02 4.43E-02 5.53E-02 5.53E-02 4.71E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.675  1.81E+02 9.00E+01 1.90E+03 6.22E-02 5.85E-02 7.37E-02 8.30E-02 9.52E-02 9.52E-02 8.62E-02 6.88E-02 4.98E-02 3.27E-02 2.46E-02 1.64E-02 1.10E-02 1.09E-02 2.75E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.699  2.44E+02 3.96E+01 2.57E+03 9.83E-01 1.97E-02 2.43E-02 2.71E-02 3.09E-02 3.11E-02 2.83E-02 2.33E-02 1.74E-02 1.05E-02 7.82E-03 5.22E-03 3.58E-03 1.48E-01 7.52E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.722  3.48E+02 4.56E+01 3.60E+03 2.87E+00 1.12E+01 1.52E+01 1.74E+01 1.82E+01 1.74E+01 1.58E+01 1.35E+01 7.95E+00 6.02E+00 4.57E+00 3.09E+00 2.36E+00 8.88E-01 5.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.744  5.32E+02 8.16E+01 5.02E+03 8.45E+00 2.40E+01 3.25E+01 3.72E+01 3.90E+01 3.73E+01 3.37E+01 2.88E+01 1.70E+01 1.29E+01 9.76E+00 6.60E+00 5.05E+00 1.71E+00 1.15E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.766  7.73E+02 1.49E+02 2.32E+03 1.98E+01 4.52E+01 6.12E+01 7.02E+01 7.36E+01 7.05E+01 6.38E+01 5.46E+01 3.73E+01 2.34E+01 1.74E+01 1.26E+01 8.96E+00 3.62E+00 2.11E+00 3.00E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.787  1.08E+03 1.96E+02 8.58E+02 4.51E+01 8.62E+01 1.17E+02 1.35E+02 1.41E+02 1.36E+02 1.23E+02 1.05E+02 8.49E+01 4.29E+01 3.12E+01 2.43E+01 1.60E+01 7.97E+00 3.95E+00 6.41E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.807  1.53E+03 2.55E+02 2.92E+03 5.79E+01 1.08E+02 1.47E+02 1.71E+02 1.78E+02 1.72E+02 1.56E+02 1.34E+02 1.09E+02 6.57E+01 4.73E+01 3.49E+01 2.23E+01 1.18E+01 5.67E+00 1.88E+00 8.91E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.847  2.98E+03 4.70E+02 1.32E+04 7.00E+01 1.31E+02 1.78E+02 2.08E+02 2.17E+02 2.11E+02 1.91E+02 1.64E+02 1.33E+02 1.03E+02 7.36E+01 4.98E+01 3.10E+01 1.72E+01 8.12E+00 3.34E+00 1.20E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.884  4.34E+03 7.20E+01 1.37E+04 6.00E+01 1.13E+02 1.53E+02 1.77E+02 1.85E+02 1.78E+02 1.61E+02 1.38E+02 1.14E+02 8.89E+01 6.46E+01 4.30E+01 2.66E+01 1.49E+01 7.09E+00 2.83E+00 7.37E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.920  5.57E+03 1.01E+03 1.57E+04 4.16E+01 7.79E+01 1.05E+02 1.19E+02 1.23E+02 1.17E+02 1.04E+02 8.91E+01 7.53E+01 5.92E+01 4.46E+01 3.00E+01 1.84E+01 1.02E+01 4.85E+00 1.81E+00 4.83E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.955  6.71E+03 1.26E+03 1.54E+04 3.62E+01 6.67E+01 8.97E+01 1.02E+02 1.05E+02 9.96E+01 8.85E+01 7.60E+01 6.33E+01 5.05E+01 3.90E+01 2.85E+01 1.85E+01 1.13E+01 9.73E+00 3.93E+00 2.39E+00 4.20E-01 1.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.989  7.80E+03 1.09E+03 5.87E+03 5.43E+01 9.90E+01 1.35E+02 1.58E+02 1.66E+02 1.61E+02 1.47E+02 1.28E+02 1.08E+02 8.68E+01 6.79E+01 5.33E+01 3.74E+01 2.63E+01 3.73E+01 1.85E+01 7.69E+00 2.00E+00 5.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.021  9.45E+03 1.84E+03 8.24E+03 7.47E+01 1.34E+02 1.87E+02 2.23E+02 2.43E+02 2.41E+02 2.26E+02 2.00E+02 1.70E+02 1.38E+02 1.08E+02 9.01E+01 6.71E+01 4.78E+01 2.57E+01 1.29E+01 5.46E+00 2.10E+00 4.76E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.053  1.26E+04 8.42E+02 4.60E+04 8.15E+01 1.45E+02 2.03E+02 2.47E+02 2.73E+02 2.77E+02 2.62E+02 2.34E+02 2.00E+02 1.63E+02 1.30E+02 1.13E+02 8.51E+01 6.17E+01 2.38E+01 1.28E+01 6.10E+00 4.29E+00 1.85E+00 2.93E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.083  1.73E+04 2.64E+02 6.36E+04 1.25E+02 2.13E+02 2.97E+02 3.61E+02 3.99E+02 4.04E+02 3.81E+02 3.42E+02 2.91E+02 2.36E+02 1.88E+02 1.56E+02 1.10E+02 7.35E+01 4.63E+01 2.52E+01 1.37E+01 5.79E+00 3.23E+00 5.43E-01 1.45E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.113  2.15E+04 2.43E+03 3.62E+04 1.97E+02 3.04E+02 4.17E+02 4.96E+02 5.35E+02 5.30E+02 4.95E+02 4.39E+02 3.71E+02 3.00E+02 2.32E+02 1.79E+02 1.18E+02 7.23E+01 3.98E+01 1.77E+01 7.50E+00 2.07E+00 1.30E+00 2.62E-01 4.77E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.142  2.56E+04 6.55E+03 2.85E+04 2.75E+02 4.04E+02 5.40E+02 6.32E+02 6.68E+02 6.52E+02 6.02E+02 5.28E+02 4.42E+02 3.53E+02 2.67E+02 2.23E+02 1.44E+02 8.52E+01 4.51E+01 1.91E+01 7.60E+00 1.92E+00 1.10E+00 3.44E-01 5.55E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.197  3.93E+04 2.28E+03 5.90E+04 3.64E+02 5.69E+02 7.41E+02 8.54E+02 8.91E+02 8.62E+02 7.86E+02 6.79E+02 5.60E+02 4.39E+02 3.25E+02 3.79E+02 2.56E+02 1.63E+02 9.95E+01 6.02E+01 3.17E+01 1.41E+01 5.57E+00 1.50E+00 2.11E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.251  7.51E+04 3.13E+03 2.78E+05 4.33E+02 8.17E+02 1.13E+03 1.34E+03 1.44E+03 1.43E+03 1.34E+03 1.19E+03 1.00E+03 8.15E+02 6.38E+02 4.71E+02 3.32E+02 2.18E+02 1.36E+02 1.26E+02 6.84E+01 3.46E+01 1.70E+01 3.72E+00 6.91E-01 1.39E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.302  1.25E+05 2.28E+04 2.72E+05 8.28E+02 1.62E+03 2.33E+03 2.85E+03 3.15E+03 3.22E+03 3.07E+03 2.74E+03 2.32E+03 1.86E+03 1.40E+03 1.02E+03 7.00E+02 4.58E+02 2.81E+02 2.28E+02 1.26E+02 6.44E+01 3.03E+01 7.45E+00 2.54E+00 9.19E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.351  1.98E+05 1.94E+04 4.69E+05 1.05E+03 2.05E+03 2.90E+03 3.54E+03 3.92E+03 3.98E+03 3.78E+03 3.37E+03 2.87E+03 2.32E+03 1.80E+03 1.33E+03 9.35E+02 6.26E+02 3.98E+02 2.40E+02 1.35E+02 7.15E+01 3.52E+01 1.50E+01 5.51E+00 1.64E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.398  2.86E+05 3.08E+04 7.44E+05 9.14E+02 1.76E+03 2.46E+03 2.95E+03 3.21E+03 3.22E+03 3.01E+03 2.65E+03 2.26E+03 1.82E+03 1.41E+03 1.04E+03 7.25E+02 4.76E+02 2.95E+02 1.69E+02 9.17E+01 4.66E+01 2.22E+01 9.79E+00 3.77E+00 1.71E+00 1.20E-01 1.95E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.444  3.89E+05 6.14E+04 5.72E+05 1.66E+03 3.25E+03 4.62E+03 5.69E+03 6.32E+03 6.49E+03 6.22E+03 5.60E+03 4.80E+03 3.92E+03 3.06E+03 2.27E+03 1.62E+03 1.09E+03 7.04E+02 4.34E+02 2.55E+02 1.40E+02 7.13E+01 3.28E+01 1.40E+01 4.89E+00 4.53E-01 6.94E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.489  5.19E+05 4.12E+04 7.81E+05 1.89E+03 3.70E+03 5.30E+03 6.54E+03 7.28E+03 7.46E+03 7.12E+03 6.38E+03 5.41E+03 4.39E+03 3.41E+03 2.51E+03 1.77E+03 1.18E+03 7.51E+02 4.57E+02 2.62E+02 1.39E+02 6.82E+01 2.97E+01 1.19E+01 3.44E+00 4.56E-01 3.95E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.532  7.32E+05 5.59E+04 1.41E+06 2.88E+03 5.62E+03 8.00E+03 9.82E+03 1.09E+04 1.12E+04 1.07E+04 9.65E+03 8.27E+03 6.76E+03 5.29E+03 3.97E+03 2.85E+03 1.95E+03 1.27E+03 7.76E+02 4.51E+02 2.44E+02 1.24E+02 5.82E+01 2.36E+01 7.82E+00 1.77E+00 1.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.574  1.07E+06 1.03E+05 2.18E+06 5.13E+03 9.90E+03 1.39E+04 1.68E+04 1.85E+04 1.88E+04 1.79E+04 1.62E+04 1.40E+04 1.16E+04 9.08E+03 6.83E+03 4.87E+03 3.29E+03 2.09E+03 1.24E+03 6.84E+02 3.49E+02 1.67E+02 7.49E+01 3.01E+01 1.03E+01 2.60E+00 3.61E-01 2.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.615  1.54E+06 1.50E+05 3.16E+06 6.99E+03 1.35E+04 1.90E+04 2.30E+04 2.53E+04 2.58E+04 2.48E+04 2.27E+04 1.97E+04 1.65E+04 1.31E+04 1.00E+04 7.24E+03 4.97E+03 3.21E+03 1.94E+03 1.10E+03 5.75E+02 2.80E+02 1.27E+02 5.12E+01 1.76E+01 4.53E+00 1.14E+00 1.39E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.713  4.09E+06 3.74E+05 5.99E+06 1.61E+04 3.09E+04 4.34E+04 5.25E+04 5.80E+04 5.95E+04 5.77E+04 5.32E+04 4.69E+04 3.96E+04 3.21E+04 2.49E+04 1.83E+04 1.28E+04 8.52E+03 5.37E+03 3.21E+03 1.80E+03 9.49E+02 4.64E+02 2.07E+02 8.12E+01 2.59E+01 5.45E+00 1.37E+00 2.13E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.805  9.06E+06 5.34E+05 1.03E+07 3.47E+04 6.67E+04 9.33E+04 1.13E+05 1.24E+05 1.27E+05 1.23E+05 1.14E+05 1.00E+05 8.47E+04 6.84E+04 5.27E+04 3.85E+04 2.69E+04 1.80E+04 1.15E+04 7.10E+03 4.17E+03 2.35E+03 1.20E+03 5.79E+02 2.56E+02 9.89E+01 1.99E+01 3.75E+00 5.99E-01 1.00E-30 1.00E-30 1.25E-02 1.00E-30
  30.00  1.978  4.62E+07 2.43E+06 4.44E+07 1.21E+05 2.33E+05 3.24E+05 3.91E+05 4.29E+05 4.40E+05 4.26E+05 3.92E+05 3.45E+05 2.90E+05 2.32E+05 1.76E+05 1.26E+05 8.76E+04 5.80E+04 3.71E+04 2.29E+04 1.36E+04 7.72E+03 3.67E+03 1.64E+03 6.95E+02 2.65E+02 6.70E+01 1.75E+01 3.22E+00 5.58E-01 3.27E-03 4.49E-02 1.00E-30
  40.00  2.283  8.14E+08 2.75E+07 4.94E+08 1.21E+06 2.31E+06 3.21E+06 3.85E+06 4.20E+06 4.25E+06 4.06E+06 3.67E+06 3.16E+06 2.59E+06 2.02E+06 1.51E+06 1.07E+06 7.24E+05 4.64E+05 2.82E+05 1.62E+05 8.78E+04 4.48E+04 2.14E+04 9.60E+03 4.09E+03 1.68E+03 6.42E+02 2.17E+02 5.90E+01 8.86E+00 4.20E+01 1.39E+01 4.41E+00
  50.00  2.553  1.05E+10 3.78E+08 7.10E+09 1.29E+07 2.47E+07 3.46E+07 4.19E+07 4.62E+07 4.74E+07 4.60E+07 4.24E+07 3.73E+07 3.14E+07 2.53E+07 1.96E+07 1.46E+07 1.03E+07 7.06E+06 4.61E+06 2.87E+06 1.72E+06 9.84E+05 5.35E+05 2.76E+05 1.35E+05 6.21E+04 2.68E+04 1.08E+04 4.09E+03 1.44E+03 4.76E+02 1.55E+02 4.83E+01
  60.00  2.797  1.54E+11 5.13E+09 9.60E+10 2.07E+08 3.96E+08 5.55E+08 6.72E+08 7.42E+08 7.65E+08 7.44E+08 6.90E+08 6.10E+08 5.16E+08 4.19E+08 3.27E+08 2.45E+08 1.76E+08 1.21E+08 7.96E+07 5.02E+07 3.02E+07 1.73E+07 9.41E+06 4.84E+06 2.36E+06 1.07E+06 4.59E+05 1.82E+05 6.76E+04 2.31E+04 7.30E+03 2.12E+03 5.73E+02
  70.00  3.021  1.88E+12 6.59E+10 1.24E+12 2.29E+09 4.39E+09 6.17E+09 7.50E+09 8.32E+09 8.62E+09 8.46E+09 7.89E+09 7.06E+09 6.04E+09 4.97E+09 3.93E+09 3.00E+09 2.20E+09 1.55E+09 1.05E+09 6.80E+08 4.23E+08 2.52E+08 1.43E+08 7.74E+07 3.97E+07 1.94E+07 8.85E+06 3.80E+06 1.52E+06 5.58E+05 1.87E+05 5.71E+04 1.54E+04
  80.00  3.229  2.03E+13 6.97E+11 1.33E+13 2.35E+10 4.53E+10 6.38E+10 7.79E+10 8.70E+10 9.07E+10 8.97E+10 8.47E+10 7.66E+10 6.65E+10 5.56E+10 4.48E+10 3.49E+10 2.62E+10 1.89E+10 1.32E+10 8.84E+09 5.72E+09 3.54E+09 2.11E+09 1.21E+09 6.60E+08 3.44E+08 1.70E+08 7.98E+07 3.52E+07 1.46E+07 5.63E+06 2.00E+06 6.47E+05
