                    ************************************************************************************************
                    *  Z= 38 A= 86: Positive-Parity Spin-dependent Level Density [MeV-1] for Sr 86 and ldmodel= 1  *
   2.25  0.432  1.01E+02 7.24E+01 6.05E+02 3.22E+00 8.83E+00 1.23E+01 1.31E+01 1.18E+01 9.19E+00 6.34E+00 3.90E+00 2.15E+00 1.07E+00 4.81E-01 1.96E-01 7.25E-02 2.43E-02 7.42E-03 2.06E-03 5.20E-04 1.20E-04 2.51E-05 4.79E-06 8.34E-07 1.32E-07 1.92E-08 2.53E-09 3.05E-10 3.36E-11 3.37E-12 3.09E-13 2.58E-14 1.97E-15
   2.50  0.456  1.56E+02 1.10E+02 9.23E+02 4.91E+00 1.35E+01 1.87E+01 2.00E+01 1.80E+01 1.40E+01 9.65E+00 5.94E+00 3.28E+00 1.63E+00 7.34E-01 2.99E-01 1.10E-01 3.71E-02 1.13E-02 3.14E-03 7.93E-04 1.82E-04 3.82E-05 7.30E-06 1.27E-06 2.02E-07 2.92E-08 3.86E-09 4.65E-10 5.12E-11 5.14E-12 4.70E-13 3.93E-14 3.00E-15
   2.75  0.478  2.40E+02 1.68E+02 1.40E+03 7.45E+00 2.04E+01 2.84E+01 3.04E+01 2.73E+01 2.13E+01 1.47E+01 9.01E+00 4.98E+00 2.48E+00 1.11E+00 4.54E-01 1.68E-01 5.63E-02 1.72E-02 4.77E-03 1.20E-03 2.77E-04 5.80E-05 1.11E-05 1.93E-06 3.06E-07 4.44E-08 5.86E-09 7.07E-10 7.77E-11 7.80E-12 7.14E-13 5.97E-14 4.56E-15
   3.00  0.499  3.67E+02 2.54E+02 2.14E+03 1.11E+01 3.04E+01 4.24E+01 4.56E+01 4.12E+01 3.24E+01 2.26E+01 1.40E+01 7.86E+00 3.97E+00 1.82E+00 7.55E-01 2.85E-01 9.78E-02 3.06E-02 8.70E-03 2.26E-03 5.35E-04 1.16E-04 2.28E-05 4.12E-06 6.77E-07 1.02E-07 1.40E-08 1.76E-09 2.02E-10 2.12E-11 2.03E-12 1.78E-13 1.43E-14
   3.25  0.520  5.58E+02 3.83E+02 3.26E+03 1.64E+01 4.50E+01 6.31E+01 6.82E+01 6.20E+01 4.92E+01 3.47E+01 2.18E+01 1.24E+01 6.37E+00 2.97E+00 1.26E+00 4.85E-01 1.70E-01 5.46E-02 1.60E-02 4.27E-03 1.04E-03 2.33E-04 4.76E-05 8.89E-06 1.52E-06 2.38E-07 3.41E-08 4.47E-09 5.37E-10 5.91E-11 5.95E-12 5.49E-13 4.65E-14
   3.50  0.539  8.46E+02 5.76E+02 4.96E+03 2.41E+01 6.65E+01 9.36E+01 1.02E+02 9.31E+01 7.46E+01 5.30E+01 3.38E+01 1.95E+01 1.02E+01 4.82E+00 2.08E+00 8.19E-01 2.94E-01 9.67E-02 2.90E-02 7.98E-03 2.01E-03 4.62E-04 9.76E-05 1.89E-05 3.35E-06 5.44E-07 8.12E-08 1.11E-08 1.39E-09 1.60E-10 1.69E-11 1.64E-12 1.46E-13
   3.75  0.558  1.28E+03 8.65E+02 7.53E+03 3.55E+01 9.81E+01 1.38E+02 1.51E+02 1.39E+02 1.13E+02 8.08E+01 5.22E+01 3.05E+01 1.61E+01 7.78E+00 3.42E+00 1.37E+00 5.04E-01 1.70E-01 5.22E-02 1.47E-02 3.81E-03 9.05E-04 1.97E-04 3.94E-05 7.24E-06 1.22E-06 1.89E-07 2.69E-08 3.52E-09 4.23E-10 4.67E-11 4.74E-12 4.43E-13
   4.00  0.576  1.93E+03 1.30E+03 1.14E+04 5.22E+01 1.44E+02 2.04E+02 2.24E+02 2.08E+02 1.69E+02 1.23E+02 8.02E+01 4.74E+01 2.55E+01 1.25E+01 5.58E+00 2.29E+00 8.57E-01 2.95E-01 9.29E-02 2.69E-02 7.16E-03 1.75E-03 3.93E-04 8.11E-05 1.54E-05 2.69E-06 4.33E-07 6.40E-08 8.71E-09 1.09E-09 1.26E-10 1.34E-11 1.31E-12
   4.25  0.594  2.90E+03 1.94E+03 1.72E+04 7.66E+01 2.12E+02 3.01E+02 3.32E+02 3.10E+02 2.54E+02 1.86E+02 1.23E+02 7.35E+01 4.00E+01 1.99E+01 9.07E+00 3.78E+00 1.45E+00 5.08E-01 1.64E-01 4.87E-02 1.33E-02 3.34E-03 7.72E-04 1.64E-04 3.23E-05 5.83E-06 9.71E-07 1.49E-07 2.11E-08 2.75E-09 3.30E-10 3.66E-11 3.74E-12
   4.50  0.611  4.34E+03 2.89E+03 2.59E+04 1.12E+02 3.11E+02 4.43E+02 4.90E+02 4.61E+02 3.81E+02 2.81E+02 1.88E+02 1.14E+02 6.27E+01 3.17E+01 1.46E+01 6.22E+00 2.42E+00 8.70E-01 2.87E-01 8.72E-02 2.44E-02 6.30E-03 1.50E-03 3.29E-04 6.66E-05 1.24E-05 2.14E-06 3.40E-07 5.00E-08 6.77E-09 8.48E-10 9.80E-11 1.05E-11
   4.75  0.628  6.49E+03 4.30E+03 3.89E+04 1.64E+02 4.55E+02 6.51E+02 7.23E+02 6.84E+02 5.69E+02 4.24E+02 2.85E+02 1.75E+02 9.78E+01 5.01E+01 2.35E+01 1.02E+01 4.04E+00 1.48E+00 4.98E-01 1.55E-01 4.44E-02 1.18E-02 2.88E-03 6.49E-04 1.35E-04 2.61E-05 4.65E-06 7.65E-07 1.16E-07 1.64E-08 2.13E-09 2.56E-10 2.85E-11
   5.00  0.644  9.69E+03 6.40E+03 5.84E+04 2.39E+02 6.66E+02 9.54E+02 1.07E+03 1.01E+03 8.48E+02 6.37E+02 4.33E+02 2.68E+02 1.52E+02 7.89E+01 3.76E+01 1.65E+01 6.69E+00 2.49E+00 8.58E-01 2.73E-01 8.01E-02 2.17E-02 5.46E-03 1.27E-03 2.72E-04 5.40E-05 9.92E-06 1.69E-06 2.66E-07 3.88E-08 5.23E-09 6.54E-10 7.57E-11
   5.50  0.676  2.38E+04 1.41E+04 1.31E+05 5.09E+02 1.42E+03 2.04E+03 2.30E+03 2.21E+03 1.87E+03 1.43E+03 9.90E+02 6.26E+02 3.63E+02 1.93E+02 9.50E+01 4.30E+01 1.80E+01 6.97E+00 2.50E+00 8.27E-01 2.54E-01 7.22E-02 1.90E-02 4.66E-03 1.06E-03 2.22E-04 4.34E-05 7.85E-06 1.32E-06 2.06E-07 2.98E-08 4.01E-09 5.01E-10
   6.00  0.706  5.46E+04 3.08E+04 2.91E+05 1.08E+03 3.01E+03 4.35E+03 4.93E+03 4.78E+03 4.11E+03 3.18E+03 2.24E+03 1.45E+03 8.57E+02 4.68E+02 2.36E+02 1.10E+02 4.76E+01 1.90E+01 7.07E+00 2.44E+00 7.80E-01 2.32E-01 6.40E-02 1.64E-02 3.92E-03 8.71E-04 1.80E-04 3.45E-05 6.17E-06 1.03E-06 1.59E-07 2.28E-08 3.06E-09
   6.50  0.735  1.22E+05 6.70E+04 6.43E+05 2.26E+03 6.35E+03 9.23E+03 1.05E+04 1.03E+04 8.96E+03 7.03E+03 5.03E+03 3.30E+03 2.00E+03 1.12E+03 5.78E+02 2.77E+02 1.23E+02 5.09E+01 1.96E+01 7.00E+00 2.33E+00 7.21E-01 2.08E-01 5.59E-02 1.40E-02 3.26E-03 7.10E-04 1.44E-04 2.73E-05 4.81E-06 7.91E-07 1.21E-07 1.74E-08
   7.00  0.763  2.67E+05 1.45E+05 1.41E+06 4.75E+03 1.33E+04 1.95E+04 2.24E+04 2.21E+04 1.94E+04 1.54E+04 1.12E+04 7.49E+03 4.62E+03 2.64E+03 1.40E+03 6.87E+02 3.14E+02 1.34E+02 5.31E+01 1.96E+01 6.77E+00 2.18E+00 6.55E-01 1.84E-01 4.81E-02 1.18E-02 2.69E-03 5.74E-04 1.15E-04 2.14E-05 3.72E-06 6.07E-07 9.25E-08
   7.50  0.789  5.79E+05 3.13E+05 3.10E+06 9.88E+03 2.78E+04 4.08E+04 4.72E+04 4.70E+04 4.18E+04 3.37E+04 2.49E+04 1.69E+04 1.07E+04 6.23E+03 3.38E+03 1.71E+03 8.08E+02 3.55E+02 1.46E+02 5.61E+01 2.01E+01 6.75E+00 2.12E+00 6.23E-01 1.71E-01 4.41E-02 1.06E-02 2.40E-03 5.08E-04 1.01E-04 1.87E-05 3.25E-06 5.30E-07
   8.00  0.815  1.24E+06 6.59E+05 6.70E+06 1.99E+04 5.61E+04 8.28E+04 9.66E+04 9.74E+04 8.78E+04 7.21E+04 5.44E+04 3.79E+04 2.45E+04 1.48E+04 8.28E+03 4.34E+03 2.13E+03 9.77E+02 4.20E+02 1.69E+02 6.38E+01 2.26E+01 7.51E+00 2.34E+00 6.85E-01 1.88E-01 4.87E-02 1.18E-02 2.69E-03 5.76E-04 1.16E-04 2.19E-05 3.89E-06
   8.50  0.840  2.59E+06 1.35E+06 1.41E+07 3.91E+04 1.11E+05 1.64E+05 1.93E+05 1.97E+05 1.80E+05 1.50E+05 1.15E+05 8.19E+04 5.42E+04 3.35E+04 1.93E+04 1.05E+04 5.30E+03 2.52E+03 1.13E+03 4.73E+02 1.87E+02 6.92E+01 2.42E+01 7.94E+00 2.45E+00 7.14E-01 1.96E-01 5.05E-02 1.23E-02 2.81E-03 6.07E-04 1.23E-04 2.36E-05
   9.00  0.865  5.31E+06 2.72E+06 2.88E+07 7.54E+04 2.14E+05 3.19E+05 3.77E+05 3.88E+05 3.59E+05 3.03E+05 2.36E+05 1.71E+05 1.16E+05 7.32E+04 4.34E+04 2.41E+04 1.26E+04 6.18E+03 2.86E+03 1.24E+03 5.10E+02 1.97E+02 7.19E+01 2.47E+01 8.02E+00 2.45E+00 7.08E-01 1.93E-01 4.97E-02 1.21E-02 2.77E-03 6.01E-04 1.23E-04
   9.50  0.888  1.06E+07 5.34E+06 5.77E+07 1.43E+05 4.06E+05 6.07E+05 7.23E+05 7.50E+05 7.00E+05 5.99E+05 4.74E+05 3.49E+05 2.40E+05 1.55E+05 9.39E+04 5.35E+04 2.87E+04 1.45E+04 6.90E+03 3.10E+03 1.32E+03 5.28E+02 2.00E+02 7.17E+01 2.43E+01 7.76E+00 2.35E+00 6.72E-01 1.82E-01 4.66E-02 1.13E-02 2.59E-03 5.63E-04
  10.00  0.911  2.09E+07 1.03E+07 1.13E+08 2.66E+05 7.57E+05 1.14E+06 1.36E+06 1.42E+06 1.34E+06 1.16E+06 9.29E+05 6.94E+05 4.86E+05 3.19E+05 1.97E+05 1.15E+05 6.30E+04 3.27E+04 1.60E+04 7.40E+03 3.24E+03 1.34E+03 5.27E+02 1.96E+02 6.88E+01 2.29E+01 7.23E+00 2.16E+00 6.12E-01 1.64E-01 4.19E-02 1.01E-02 2.31E-03
  11.00  0.956  9.34E+07 3.63E+07 4.11E+08 8.81E+05 2.52E+06 3.80E+06 4.60E+06 4.86E+06 4.65E+06 4.10E+06 3.36E+06 2.58E+06 1.85E+06 1.26E+06 8.04E+05 4.86E+05 2.78E+05 1.50E+05 7.72E+04 3.76E+04 1.74E+04 7.61E+03 3.17E+03 1.25E+03 4.71E+02 1.68E+02 5.70E+01 1.84E+01 5.63E+00 1.64E+00 4.55E-01 1.20E-01 3.00E-02
  12.00  0.998  3.34E+08 1.20E+08 1.40E+09 2.77E+06 7.92E+06 1.20E+07 1.47E+07 1.57E+07 1.52E+07 1.36E+07 1.14E+07 8.89E+06 6.55E+06 4.56E+06 3.00E+06 1.87E+06 1.11E+06 6.22E+05 3.32E+05 1.69E+05 8.15E+04 3.74E+04 1.64E+04 6.83E+03 2.71E+03 1.02E+03 3.69E+02 1.27E+02 4.15E+01 1.29E+01 3.85E+00 1.09E+00 2.95E-01
  13.00  1.039  1.09E+09 3.78E+08 4.52E+09 8.29E+06 2.38E+07 3.63E+07 4.45E+07 4.80E+07 4.71E+07 4.27E+07 3.62E+07 2.89E+07 2.17E+07 1.54E+07 1.04E+07 6.68E+06 4.07E+06 2.36E+06 1.30E+06 6.85E+05 3.44E+05 1.64E+05 7.51E+04 3.27E+04 1.36E+04 5.40E+03 2.05E+03 7.43E+02 2.57E+02 8.50E+01 2.69E+01 8.11E+00 2.34E+00
  14.00  1.078  3.36E+09 1.14E+09 1.39E+10 2.38E+07 6.85E+07 1.05E+08 1.29E+08 1.41E+08 1.39E+08 1.28E+08 1.10E+08 8.89E+07 6.80E+07 4.94E+07 3.40E+07 2.23E+07 1.39E+07 8.30E+06 4.72E+06 2.56E+06 1.33E+06 6.58E+05 3.12E+05 1.41E+05 6.11E+04 2.53E+04 1.01E+04 3.81E+03 1.39E+03 4.82E+02 1.60E+02 5.12E+01 1.56E+01
  15.00  1.116  9.93E+09 3.28E+09 4.09E+10 6.59E+07 1.90E+08 2.92E+08 3.62E+08 3.96E+08 3.96E+08 3.67E+08 3.19E+08 2.62E+08 2.03E+08 1.50E+08 1.05E+08 7.05E+07 4.50E+07 2.75E+07 1.60E+07 8.94E+06 4.77E+06 2.44E+06 1.19E+06 5.58E+05 2.51E+05 1.08E+05 4.45E+04 1.76E+04 6.66E+03 2.42E+03 8.44E+02 2.82E+02 9.05E+01
  16.00  1.153  2.82E+10 9.12E+09 1.16E+11 1.77E+08 5.10E+08 7.86E+08 9.79E+08 1.08E+09 1.08E+09 1.01E+09 8.91E+08 7.40E+08 5.83E+08 4.37E+08 3.12E+08 2.12E+08 1.38E+08 8.62E+07 5.14E+07 2.94E+07 1.61E+07 8.44E+06 4.25E+06 2.05E+06 9.50E+05 4.23E+05 1.80E+05 7.39E+04 2.91E+04 1.10E+04 3.99E+03 1.39E+03 4.66E+02
  17.00  1.188  7.73E+10 2.46E+10 3.18E+11 4.59E+08 1.33E+09 2.05E+09 2.56E+09 2.84E+09 2.87E+09 2.71E+09 2.41E+09 2.02E+09 1.61E+09 1.22E+09 8.85E+08 6.13E+08 4.06E+08 2.58E+08 1.57E+08 9.16E+07 5.13E+07 2.76E+07 1.43E+07 7.07E+06 3.37E+06 1.54E+06 6.80E+05 2.88E+05 1.17E+05 4.58E+04 1.73E+04 6.25E+03 2.18E+03
  18.00  1.223  2.06E+11 6.41E+10 8.43E+11 1.16E+09 3.36E+09 5.20E+09 6.53E+09 7.26E+09 7.40E+09 7.03E+09 6.29E+09 5.33E+09 4.30E+09 3.30E+09 2.42E+09 1.70E+09 1.15E+09 7.41E+08 4.59E+08 2.73E+08 1.56E+08 8.59E+07 4.54E+07 2.31E+07 1.13E+07 5.30E+06 2.40E+06 1.05E+06 4.39E+05 1.77E+05 6.90E+04 2.59E+04 9.33E+03
  19.00  1.256  5.32E+11 1.63E+11 2.18E+12 2.86E+09 8.28E+09 1.29E+10 1.62E+10 1.81E+10 1.85E+10 1.77E+10 1.60E+10 1.37E+10 1.11E+10 8.65E+09 6.43E+09 4.58E+09 3.13E+09 2.05E+09 1.29E+09 7.83E+08 4.56E+08 2.56E+08 1.38E+08 7.16E+07 3.59E+07 1.73E+07 8.02E+06 3.59E+06 1.55E+06 6.44E+05 2.58E+05 9.97E+04 3.71E+04
  20.00  1.289  1.34E+12 4.04E+11 5.48E+12 6.89E+09 2.00E+10 3.11E+10 3.93E+10 4.40E+10 4.54E+10 4.37E+10 3.96E+10 3.42E+10 2.81E+10 2.20E+10 1.65E+10 1.19E+10 8.25E+09 5.49E+09 3.51E+09 2.16E+09 1.28E+09 7.31E+08 4.02E+08 2.13E+08 1.09E+08 5.37E+07 2.55E+07 1.17E+07 5.17E+06 2.21E+06 9.09E+05 3.61E+05 1.39E+05
  22.50  1.367  1.91E+13 3.55E+12 4.97E+13 5.67E+10 1.65E+11 2.58E+11 3.28E+11 3.71E+11 3.86E+11 3.76E+11 3.47E+11 3.04E+11 2.55E+11 2.04E+11 1.57E+11 1.16E+11 8.28E+10 5.68E+10 3.75E+10 2.39E+10 1.47E+10 8.73E+09 5.01E+09 2.77E+09 1.48E+09 7.66E+08 3.83E+08 1.85E+08 8.63E+07 3.90E+07 1.70E+07 7.19E+06 2.94E+06
  25.00  1.441  1.58E+14 2.77E+13 3.99E+14 4.18E+11 1.22E+12 1.91E+12 2.44E+12 2.78E+12 2.92E+12 2.88E+12 2.69E+12 2.39E+12 2.03E+12 1.66E+12 1.30E+12 9.86E+11 7.19E+11 5.05E+11 3.43E+11 2.25E+11 1.43E+11 8.75E+10 5.19E+10 2.98E+10 1.66E+10 8.90E+09 4.64E+09 2.34E+09 1.14E+09 5.40E+08 2.48E+08 1.10E+08 4.74E+07
  30.00  1.579  1.28E+16 1.26E+15 1.91E+16 1.73E+13 5.04E+13 7.95E+13 1.02E+14 1.18E+14 1.26E+14 1.26E+14 1.20E+14 1.09E+14 9.55E+13 8.02E+13 6.50E+13 5.08E+13 3.84E+13 2.81E+13 1.99E+13 1.37E+13 9.10E+12 5.87E+12 3.68E+12 2.23E+12 1.32E+12 7.54E+11 4.19E+11 2.26E+11 1.19E+11 6.05E+10 2.99E+10 1.44E+10 6.73E+09
  40.00  1.823  2.24E+19 1.12E+18 1.83E+19 1.31E+16 3.85E+16 6.12E+16 7.99E+16 9.35E+16 1.02E+17 1.04E+17 1.02E+17 9.57E+16 8.66E+16 7.56E+16 6.39E+16 5.24E+16 4.17E+16 3.22E+16 2.42E+16 1.77E+16 1.25E+16 8.68E+15 5.85E+15 3.84E+15 2.46E+15 1.53E+15 9.32E+14 5.52E+14 3.19E+14 1.80E+14 9.88E+13 5.30E+13 2.77E+13
  50.00  2.038  9.01E+21 4.49E+20 7.78E+21 4.69E+18 1.38E+19 2.20E+19 2.90E+19 3.43E+19 3.77E+19 3.93E+19 3.92E+19 3.75E+19 3.47E+19 3.11E+19 2.71E+19 2.29E+19 1.88E+19 1.51E+19 1.18E+19 8.97E+18 6.66E+18 4.83E+18 3.42E+18 2.36E+18 1.60E+18 1.05E+18 6.80E+17 4.29E+17 2.64E+17 1.59E+17 9.39E+16 5.41E+16 3.05E+16
  60.00  2.233  2.07E+24 1.03E+23 1.87E+24 9.78E+20 2.88E+21 4.62E+21 6.10E+21 7.27E+21 8.08E+21 8.52E+21 8.60E+21 8.37E+21 7.88E+21 7.20E+21 6.39E+21 5.53E+21 4.66E+21 3.83E+21 3.08E+21 2.41E+21 1.85E+21 1.39E+21 1.02E+21 7.32E+20 5.14E+20 3.54E+20 2.38E+20 1.57E+20 1.02E+20 6.44E+19 3.99E+19 2.43E+19 1.44E+19
  70.00  2.411  3.10E+26 1.54E+25 2.90E+26 1.35E+23 3.98E+23 6.41E+23 8.51E+23 1.02E+24 1.14E+24 1.21E+24 1.24E+24 1.22E+24 1.16E+24 1.08E+24 9.73E+23 8.56E+23 7.35E+23 6.17E+23 5.07E+23 4.07E+23 3.20E+23 2.46E+23 1.86E+23 1.37E+23 9.95E+22 7.07E+22 4.92E+22 3.36E+22 2.25E+22 1.48E+22 9.56E+21 6.05E+21 3.76E+21
  80.00  2.578  3.32E+28 1.64E+27 3.21E+28 1.35E+25 3.98E+25 6.42E+25 8.55E+25 1.03E+26 1.16E+26 1.24E+26 1.28E+26 1.27E+26 1.22E+26 1.15E+26 1.05E+26 9.35E+25 8.15E+25 6.96E+25 5.81E+25 4.76E+25 3.81E+25 3.00E+25 2.31E+25 1.75E+25 1.30E+25 9.47E+24 6.77E+24 4.76E+24 3.28E+24 2.23E+24 1.48E+24 9.69E+23 6.22E+23
  90.00  2.734  2.70E+30 1.33E+29 2.68E+30 1.03E+27 3.04E+27 4.91E+27 6.57E+27 7.93E+27 8.98E+27 9.67E+27 1.00E+28 1.00E+28 9.74E+27 9.22E+27 8.52E+27 7.69E+27 6.79E+27 5.87E+27 4.98E+27 4.14E+27 3.37E+27 2.70E+27 2.12E+27 1.63E+27 1.24E+27 9.21E+26 6.74E+26 4.85E+26 3.42E+26 2.38E+26 1.63E+26 1.09E+26 7.21E+25
 100.00  2.882  1.74E+32 8.56E+30 1.76E+32 6.27E+28 1.85E+29 3.00E+29 4.02E+29 4.87E+29 5.53E+29 5.99E+29 6.24E+29 6.28E+29 6.15E+29 5.87E+29 5.47E+29 4.99E+29 4.45E+29 3.89E+29 3.34E+29 2.81E+29 2.32E+29 1.89E+29 1.50E+29 1.18E+29 9.09E+28 6.89E+28 5.13E+28 3.76E+28 2.71E+28 1.93E+28 1.34E+28 9.24E+27 6.25E+27
 110.00  3.023  9.20E+33 4.51E+32 9.51E+33 3.15E+30 9.31E+30 1.51E+31 2.03E+31 2.46E+31 2.81E+31 3.05E+31 3.19E+31 3.24E+31 3.19E+31 3.06E+31 2.88E+31 2.65E+31 2.38E+31 2.10E+31 1.82E+31 1.55E+31 1.30E+31 1.07E+31 8.62E+30 6.85E+30 5.36E+30 4.12E+30 3.12E+30 2.33E+30 1.71E+30 1.23E+30 8.78E+29 6.15E+29 4.25E+29
 120.00  3.157  4.10E+35 2.00E+34 4.31E+35 1.34E+32 3.96E+32 6.42E+32 8.64E+32 1.05E+33 1.20E+33 1.31E+33 1.38E+33 1.40E+33 1.39E+33 1.35E+33 1.27E+33 1.18E+33 1.07E+33 9.52E+32 8.33E+32 7.16E+32 6.05E+32 5.02E+32 4.11E+32 3.30E+32 2.62E+32 2.04E+32 1.57E+32 1.18E+32 8.83E+31 6.48E+31 4.69E+31 3.34E+31 2.35E+31
 130.00  3.286  1.57E+37 7.64E+35 1.67E+37 4.90E+33 1.45E+34 2.36E+34 3.17E+34 3.88E+34 4.44E+34 4.86E+34 5.13E+34 5.24E+34 5.22E+34 5.08E+34 4.83E+34 4.50E+34 4.11E+34 3.69E+34 3.25E+34 2.82E+34 2.40E+34 2.02E+34 1.66E+34 1.35E+34 1.08E+34 8.55E+33 6.65E+33 5.09E+33 3.84E+33 2.86E+33 2.10E+33 1.52E+33 1.08E+33
 140.00  3.410  5.25E+38 2.55E+37 5.68E+38 1.57E+35 4.66E+35 7.58E+35 1.02E+36 1.25E+36 1.44E+36 1.58E+36 1.67E+36 1.71E+36 1.71E+36 1.67E+36 1.60E+36 1.50E+36 1.38E+36 1.25E+36 1.11E+36 9.66E+35 8.30E+35 7.02E+35 5.85E+35 4.80E+35 3.89E+35 3.10E+35 2.43E+35 1.89E+35 1.44E+35 1.09E+35 8.07E+34 5.91E+34 4.27E+34
 150.00  3.530  1.56E+40 7.53E+38 1.71E+40 4.49E+36 1.33E+37 2.17E+37 2.93E+37 3.59E+37 4.13E+37 4.55E+37 4.82E+37 4.97E+37 4.99E+37 4.89E+37 4.70E+37 4.42E+37 4.09E+37 3.72E+37 3.32E+37 2.92E+37 2.53E+37 2.16E+37 1.81E+37 1.50E+37 1.22E+37 9.85E+36 7.81E+36 6.12E+36 4.72E+36 3.60E+36 2.70E+36 2.01E+36 1.47E+36
 160.00  3.646  4.15E+41 2.00E+40 4.59E+41 1.15E+38 3.42E+38 5.57E+38 7.53E+38 9.25E+38 1.07E+39 1.18E+39 1.25E+39 1.29E+39 1.30E+39 1.28E+39 1.24E+39 1.17E+39 1.09E+39 9.94E+38 8.93E+38 7.90E+38 6.89E+38 5.91E+38 5.00E+38 4.17E+38 3.43E+38 2.79E+38 2.23E+38 1.76E+38 1.37E+38 1.06E+38 8.03E+37 6.02E+37 4.46E+37
 170.00  3.758  1.00E+43 4.80E+41 1.12E+43 2.69E+39 7.98E+39 1.30E+40 1.76E+40 2.16E+40 2.50E+40 2.76E+40 2.95E+40 3.05E+40 3.08E+40 3.05E+40 2.95E+40 2.80E+40 2.62E+40 2.40E+40 2.17E+40 1.93E+40 1.69E+40 1.46E+40 1.25E+40 1.05E+40 8.68E+39 7.09E+39 5.73E+39 4.56E+39 3.59E+39 2.78E+39 2.14E+39 1.62E+39 1.21E+39
