                    ************************************************************************************************
                    *  Z= 33 A= 73: Positive-Parity Spin-dependent Level Density [MeV-1] for As 73 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
  50.00  2.008  8.42E+13 2.85E+12 6.89E+13 7.43E+10 1.47E+11 2.13E+11 2.70E+11 3.09E+11 3.38E+11 3.44E+11 3.44E+11 3.23E+11 3.02E+11 2.69E+11 2.37E+11 1.99E+11 1.68E+11 1.33E+11 1.06E+11 8.00E+10 6.04E+10 4.37E+10 3.16E+10 2.16E+10 1.49E+10 9.69E+09 6.27E+09 3.89E+09 2.41E+09 1.42E+09 8.33E+08 4.64E+08 2.56E+08
  60.00  2.200  1.65E+15 5.41E+13 1.39E+15 1.23E+12 2.44E+12 3.61E+12 4.73E+12 5.78E+12 6.11E+12 6.39E+12 6.66E+12 6.21E+12 5.87E+12 5.38E+12 4.62E+12 4.04E+12 3.48E+12 2.83E+12 2.28E+12 1.79E+12 1.39E+12 1.04E+12 7.82E+11 5.29E+11 3.81E+11 2.55E+11 1.68E+11 1.10E+11 7.10E+10 4.28E+10 2.64E+10 1.55E+10 8.93E+09
  70.00  2.376  3.48E+16 1.17E+15 3.05E+16 2.46E+13 4.88E+13 7.23E+13 9.48E+13 1.16E+14 1.24E+14 1.30E+14 1.36E+14 1.29E+14 1.23E+14 1.14E+14 9.95E+13 8.82E+13 7.70E+13 6.38E+13 5.25E+13 4.19E+13 3.32E+13 2.56E+13 1.96E+13 1.37E+13 1.01E+13 6.98E+12 4.75E+12 3.22E+12 2.14E+12 1.35E+12 8.60E+11 5.26E+11 3.17E+11
  80.00  2.540  6.24E+17 2.12E+16 5.58E+17 4.15E+14 8.22E+14 1.22E+15 1.60E+15 1.96E+15 2.10E+15 2.23E+15 2.34E+15 2.23E+15 2.15E+15 2.03E+15 1.78E+15 1.60E+15 1.41E+15 1.19E+15 9.93E+14 8.04E+14 6.50E+14 5.09E+14 3.99E+14 2.85E+14 2.15E+14 1.53E+14 1.07E+14 7.45E+13 5.11E+13 3.32E+13 2.19E+13 1.39E+13 8.72E+12
  90.00  2.694  9.60E+18 3.28E+17 8.75E+18 6.04E+15 1.20E+16 1.78E+16 2.34E+16 2.87E+16 3.09E+16 3.30E+16 3.48E+16 3.35E+16 3.25E+16 3.08E+16 2.74E+16 2.48E+16 2.21E+16 1.88E+16 1.60E+16 1.31E+16 1.07E+16 8.54E+15 6.80E+15 4.98E+15 3.82E+15 2.77E+15 1.98E+15 1.41E+15 9.97E+14 6.66E+14 4.53E+14 2.96E+14 1.92E+14
 100.00  2.840  1.31E+20 4.48E+18 1.20E+20 7.80E+16 1.55E+17 2.30E+17 3.03E+17 3.71E+17 4.02E+17 4.31E+17 4.56E+17 4.42E+17 4.31E+17 4.10E+17 3.69E+17 3.37E+17 3.03E+17 2.61E+17 2.24E+17 1.86E+17 1.54E+17 1.24E+17 1.00E+17 7.48E+16 5.83E+16 4.30E+16 3.16E+16 2.29E+16 1.64E+16 1.12E+16 7.83E+15 5.24E+15 3.48E+15
 110.00  2.979  1.59E+21 5.47E+19 1.48E+21 9.07E+17 1.81E+18 2.67E+18 3.52E+18 4.32E+18 4.71E+18 5.06E+18 5.38E+18 5.23E+18 5.13E+18 4.92E+18 4.46E+18 4.09E+18 3.72E+18 3.23E+18 2.79E+18 2.35E+18 1.96E+18 1.60E+18 1.31E+18 9.91E+17 7.82E+17 5.88E+17 4.37E+17 3.23E+17 2.36E+17 1.65E+17 1.17E+17 7.99E+16 5.42E+16
 120.00  3.111  1.76E+22 6.06E+20 1.66E+22 9.61E+18 1.91E+19 2.84E+19 3.74E+19 4.59E+19 5.02E+19 5.40E+19 5.76E+19 5.63E+19 5.55E+19 5.35E+19 4.89E+19 4.52E+19 4.13E+19 3.61E+19 3.15E+19 2.67E+19 2.26E+19 1.86E+19 1.53E+19 1.18E+19 9.41E+18 7.16E+18 5.41E+18 4.05E+18 3.01E+18 2.14E+18 1.54E+18 1.07E+18 7.41E+17
 130.00  3.238  1.79E+23 6.17E+21 1.70E+23 9.38E+19 1.87E+20 2.78E+20 3.65E+20 4.49E+20 4.92E+20 5.31E+20 5.68E+20 5.58E+20 5.53E+20 5.35E+20 4.92E+20 4.57E+20 4.21E+20 3.71E+20 3.26E+20 2.78E+20 2.37E+20 1.97E+20 1.65E+20 1.27E+20 1.03E+20 7.92E+19 6.05E+19 4.59E+19 3.45E+19 2.49E+19 1.82E+19 1.29E+19 9.06E+18
 140.00  3.360  1.69E+24 5.82E+22 1.62E+24 8.51E+20 1.69E+21 2.51E+21 3.31E+21 4.08E+21 4.48E+21 4.86E+21 5.19E+21 5.13E+21 5.10E+21 4.96E+21 4.58E+21 4.28E+21 3.96E+21 3.51E+21 3.11E+21 2.67E+21 2.29E+21 1.93E+21 1.62E+21 1.27E+21 1.03E+21 8.03E+20 6.20E+20 4.76E+20 3.63E+20 2.65E+20 1.96E+20 1.41E+20 1.01E+20
 150.00  3.478  1.49E+25 5.13E+23 1.44E+25 7.23E+21 1.44E+22 2.14E+22 2.81E+22 3.47E+22 3.83E+22 4.15E+22 4.45E+22 4.41E+22 4.40E+22 4.30E+22 3.99E+22 3.74E+22 3.48E+22 3.11E+22 2.76E+22 2.39E+22 2.07E+22 1.75E+22 1.48E+22 1.17E+22 9.59E+21 7.55E+21 5.89E+21 4.56E+21 3.51E+21 2.60E+21 1.95E+21 1.41E+21 1.02E+21
 160.00  3.592  1.23E+26 4.24E+24 1.20E+26 5.78E+22 1.15E+23 1.71E+23 2.26E+23 2.78E+23 3.06E+23 3.33E+23 3.59E+23 3.58E+23 3.57E+23 3.49E+23 3.26E+23 3.07E+23 2.87E+23 2.57E+23 2.31E+23 2.00E+23 1.75E+23 1.48E+23 1.26E+23 1.01E+23 8.33E+22 6.61E+22 5.20E+22 4.07E+22 3.17E+22 2.36E+22 1.79E+22 1.31E+22 9.63E+21
 170.00  3.703  9.66E+26 3.31E+25 9.40E+26 4.38E+23 8.71E+23 1.29E+24 1.71E+24 2.10E+24 2.33E+24 2.54E+24 2.74E+24 2.73E+24 2.74E+24 2.69E+24 2.52E+24 2.38E+24 2.24E+24 2.01E+24 1.81E+24 1.58E+24 1.39E+24 1.19E+24 1.02E+24 8.17E+23 6.80E+23 5.44E+23 4.32E+23 3.41E+23 2.67E+23 2.02E+23 1.54E+23 1.14E+23 8.46E+22
 180.00  3.810  7.19E+27 2.46E+26 7.01E+27 3.15E+24 6.27E+24 9.33E+24 1.23E+25 1.51E+25 1.68E+25 1.84E+25 1.98E+25 1.98E+25 1.99E+25 1.97E+25 1.85E+25 1.76E+25 1.64E+25 1.49E+25 1.35E+25 1.19E+25 1.04E+25 8.98E+24 7.73E+24 6.26E+24 5.25E+24 4.22E+24 3.38E+24 2.69E+24 2.12E+24 1.61E+24 1.25E+24 9.34E+23 6.98E+23
 190.00  3.915  5.00E+28 1.74E+27 4.87E+28 2.11E+25 4.21E+25 6.27E+25 8.27E+25 1.02E+26 1.13E+26 1.24E+26 1.34E+26 1.34E+26 1.35E+26 1.34E+26 1.27E+26 1.20E+26 1.13E+26 1.03E+26 9.35E+25 8.27E+25 7.31E+25 6.31E+25 5.46E+25 4.45E+25 3.75E+25 3.05E+25 2.45E+25 1.97E+25 1.56E+25 1.20E+25 9.31E+24 7.04E+24 5.30E+24
 200.00  4.016  2.88E+29 9.70E+27 2.75E+29 1.16E+26 2.31E+26 3.43E+26 4.54E+26 5.59E+26 6.22E+26 6.81E+26 7.36E+26 7.42E+26 7.49E+26 7.42E+26 7.01E+26 6.70E+26 6.35E+26 5.79E+26 5.27E+26 4.68E+26 4.15E+26 3.60E+26 3.13E+26 2.57E+26 2.17E+26 1.77E+26 1.43E+26 1.16E+26 9.25E+25 7.14E+25 5.59E+25 4.26E+25 3.23E+25

                    ************************************************************************************************
                    *  Z= 33 A= 73: Negative-Parity Spin-dependent Level Density [MeV-1] for As 73 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.142  2.03E+00 2.20E+00 4.86E+01 1.00E-30 1.00E-30 1.00E-30 6.50E-03 8.02E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.201  6.36E+00 2.85E+00 7.40E+01 5.28E-01 1.30E+00 2.25E+00 1.29E+00 2.04E+00 1.04E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.246  1.35E+01 2.85E+00 1.05E+02 6.58E-01 1.62E+00 3.27E+00 3.55E+00 3.00E+00 1.76E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.284  2.24E+01 6.65E+00 1.33E+02 6.58E-01 1.62E+00 3.40E+00 4.31E+00 4.80E+00 2.59E+00 4.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.318  3.47E+01 8.15E+00 1.81E+02 6.90E-01 1.93E+00 4.63E+00 5.09E+00 5.07E+00 4.01E+00 2.12E+00 8.02E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.348  5.29E+01 7.11E+00 2.72E+02 2.66E+00 4.56E+00 5.87E+00 6.71E+00 6.48E+00 5.78E+00 4.15E+00 2.28E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.376  7.77E+01 1.06E+01 3.57E+02 3.14E+00 5.66E+00 7.74E+00 9.87E+00 8.55E+00 7.14E+00 7.28E+00 3.52E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.402  1.17E+02 1.56E+01 5.40E+02 6.28E+00 1.06E+01 1.32E+01 1.57E+01 1.38E+01 1.13E+01 1.04E+01 5.70E+00 7.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.426  1.72E+02 1.86E+01 7.56E+02 9.66E+00 1.44E+01 1.80E+01 2.48E+01 2.05E+01 1.61E+01 1.17E+01 8.15E+00 2.66E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.449  2.38E+02 2.66E+01 9.78E+02 9.33E+00 1.25E+01 1.84E+01 2.99E+01 2.56E+01 2.32E+01 1.43E+01 8.61E+00 4.48E+00 7.23E-01 1.00E-30 2.85E-02 5.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.471  3.30E+02 3.68E+01 1.52E+03 1.08E+01 1.49E+01 2.05E+01 2.96E+01 3.16E+01 2.91E+01 1.83E+01 1.08E+01 8.20E+00 2.18E+00 5.61E-01 5.96E-01 9.41E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.492  4.64E+02 4.87E+01 2.21E+03 1.56E+01 2.77E+01 3.47E+01 3.73E+01 3.97E+01 4.29E+01 2.82E+01 1.55E+01 1.22E+01 4.98E+00 1.18E+00 9.80E-01 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.512  6.44E+02 7.39E+01 3.08E+03 1.72E+01 3.46E+01 4.78E+01 5.53E+01 4.87E+01 5.30E+01 3.90E+01 2.32E+01 1.41E+01 7.99E+00 1.98E+00 1.57E+00 1.56E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.531  8.93E+02 1.00E+02 4.38E+03 2.23E+01 4.95E+01 7.12E+01 6.92E+01 7.11E+01 6.70E+01 5.52E+01 3.40E+01 1.91E+01 1.14E+01 4.39E+00 3.19E+00 1.61E+00 3.80E-01 5.61E-01 5.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.550  1.23E+03 1.23E+02 6.28E+03 3.02E+01 6.80E+01 9.51E+01 9.51E+01 9.47E+01 8.78E+01 6.97E+01 5.04E+01 2.69E+01 1.49E+01 8.30E+00 4.86E+00 2.13E+00 1.27E+00 1.18E+00 9.41E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.568  1.70E+03 2.09E+02 8.66E+03 4.34E+01 9.32E+01 1.27E+02 1.32E+02 1.27E+02 1.17E+02 9.11E+01 6.74E+01 3.90E+01 2.10E+01 1.30E+01 7.22E+00 3.00E+00 2.07E+00 1.82E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.585  2.33E+03 2.93E+02 1.18E+04 6.34E+01 1.29E+02 1.71E+02 1.81E+02 1.71E+02 1.56E+02 1.21E+02 8.80E+01 5.68E+01 3.03E+01 1.98E+01 1.09E+01 4.20E+00 3.19E+00 2.76E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.602  3.16E+03 3.96E+02 1.57E+04 8.59E+01 1.64E+02 2.16E+02 2.43E+02 2.35E+02 2.10E+02 1.61E+02 1.21E+02 7.71E+01 4.39E+01 2.69E+01 1.57E+01 6.70E+00 4.90E+00 3.47E+00 8.90E-01 2.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.619  4.25E+03 5.49E+02 2.06E+04 1.14E+02 2.06E+02 2.70E+02 3.25E+02 3.25E+02 2.84E+02 2.14E+02 1.68E+02 1.03E+02 6.36E+01 3.56E+01 2.24E+01 1.11E+01 7.53E+00 4.15E+00 7.52E-01 6.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.635  5.71E+03 7.59E+02 2.79E+04 1.50E+02 2.74E+02 3.66E+02 4.42E+02 4.30E+02 3.84E+02 2.92E+02 2.27E+02 1.42E+02 9.06E+01 5.26E+01 3.14E+01 1.72E+01 1.09E+01 4.98E+00 1.65E+00 1.50E+00 2.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.666  1.10E+04 1.38E+03 5.04E+04 2.63E+02 5.08E+02 6.98E+02 8.10E+02 7.50E+02 6.91E+02 5.46E+02 4.18E+02 2.68E+02 1.77E+02 1.14E+02 6.10E+01 3.68E+01 2.11E+01 8.55E+00 4.53E+00 3.34E+00 8.20E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.696  2.01E+04 2.33E+03 8.82E+04 4.32E+02 8.63E+02 1.19E+03 1.37E+03 1.30E+03 1.21E+03 9.82E+02 7.55E+02 4.83E+02 3.24E+02 2.08E+02 1.19E+02 6.93E+01 3.99E+01 1.94E+01 1.10E+01 5.22E+00 9.60E-01 2.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.724  3.57E+04 4.18E+03 1.56E+05 6.85E+02 1.36E+03 1.87E+03 2.20E+03 2.16E+03 2.07E+03 1.66E+03 1.30E+03 8.72E+02 5.91E+02 3.62E+02 2.33E+02 1.36E+02 8.04E+01 4.15E+01 2.11E+01 8.40E+00 1.86E+00 1.50E+00 2.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.751  6.21E+04 7.10E+03 2.70E+05 1.17E+03 2.31E+03 3.12E+03 3.59E+03 3.54E+03 3.43E+03 2.80E+03 2.22E+03 1.56E+03 1.07E+03 6.68E+02 4.35E+02 2.63E+02 1.47E+02 7.77E+01 3.96E+01 1.67E+01 5.23E+00 4.05E+00 1.10E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.778  1.06E+05 1.24E+04 4.60E+05 1.84E+03 3.61E+03 4.92E+03 5.75E+03 5.77E+03 5.51E+03 4.57E+03 3.71E+03 2.62E+03 1.85E+03 1.20E+03 7.77E+02 4.63E+02 2.64E+02 1.50E+02 7.83E+01 3.37E+01 1.53E+01 9.28E+00 2.02E+00 2.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.803  1.76E+05 2.13E+04 7.65E+05 2.92E+03 5.73E+03 7.80E+03 9.16E+03 9.14E+03 8.88E+03 7.37E+03 6.05E+03 4.37E+03 3.15E+03 2.09E+03 1.37E+03 8.07E+02 5.03E+02 2.83E+02 1.48E+02 7.11E+01 3.57E+01 1.57E+01 3.78E+00 2.34E+00 5.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.828  2.90E+05 3.58E+04 1.24E+06 4.61E+03 9.05E+03 1.23E+04 1.44E+04 1.45E+04 1.41E+04 1.19E+04 9.81E+03 7.13E+03 5.24E+03 3.57E+03 2.35E+03 1.41E+03 8.98E+02 5.03E+02 2.77E+02 1.37E+02 6.93E+01 2.81E+01 1.05E+01 7.14E+00 2.15E+00 2.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.852  4.67E+05 5.95E+04 1.97E+06 7.03E+03 1.38E+04 1.89E+04 2.24E+04 2.26E+04 2.20E+04 1.88E+04 1.56E+04 1.14E+04 8.55E+03 5.90E+03 3.94E+03 2.43E+03 1.53E+03 8.78E+02 4.98E+02 2.47E+02 1.29E+02 5.80E+01 2.79E+01 1.59E+01 5.04E+00 1.58E+00 1.40E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.875  7.42E+05 9.55E+04 3.07E+06 1.05E+04 2.07E+04 2.87E+04 3.43E+04 3.49E+04 3.42E+04 2.92E+04 2.44E+04 1.82E+04 1.37E+04 9.48E+03 6.49E+03 4.06E+03 2.57E+03 1.48E+03 8.63E+02 4.46E+02 2.34E+02 1.16E+02 5.59E+01 2.69E+01 8.44E+00 3.78E+00 4.90E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.898  1.16E+06 1.50E+05 4.75E+06 1.56E+04 3.09E+04 4.28E+04 5.14E+04 5.27E+04 5.20E+04 4.49E+04 3.78E+04 2.85E+04 2.17E+04 1.51E+04 1.05E+04 6.66E+03 4.26E+03 2.46E+03 1.46E+03 7.77E+02 4.15E+02 2.19E+02 1.07E+02 4.76E+01 1.63E+01 7.09E+00 2.04E+00 3.41E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  0.942  3.02E+06 3.54E+05 1.09E+07 3.30E+04 6.50E+04 9.01E+04 1.08E+05 1.12E+05 1.13E+05 1.00E+05 8.60E+04 6.65E+04 5.12E+04 3.65E+04 2.57E+04 1.67E+04 1.09E+04 6.48E+03 3.87E+03 2.08E+03 1.16E+03 6.20E+02 3.23E+02 1.58E+02 7.75E+01 3.19E+01 9.55E+00 2.46E+00 5.61E-01 1.40E-01 1.00E-30 1.00E-30 1.00E-30
  12.00  0.984  6.91E+06 7.96E+05 2.36E+07 6.48E+04 1.28E+05 1.78E+05 2.14E+05 2.25E+05 2.29E+05 2.06E+05 1.81E+05 1.44E+05 1.13E+05 8.24E+04 5.88E+04 3.89E+04 2.59E+04 1.56E+04 9.44E+03 5.21E+03 2.98E+03 1.63E+03 8.43E+02 4.08E+02 1.99E+02 8.57E+01 3.42E+01 1.36E+01 3.64E+00 9.00E-01 1.00E-30 1.00E-30 1.00E-30
  13.00  1.024  1.46E+07 1.71E+06 4.74E+07 1.22E+05 2.42E+05 3.38E+05 4.10E+05 4.36E+05 4.46E+05 4.05E+05 3.62E+05 2.92E+05 2.35E+05 1.75E+05 1.27E+05 8.55E+04 5.77E+04 3.56E+04 2.19E+04 1.24E+04 7.16E+03 3.96E+03 2.15E+03 1.13E+03 5.68E+02 2.63E+02 1.16E+02 4.43E+01 1.40E+01 2.77E+00 1.30E+00 3.41E-01 1.00E-30
  14.00  1.063  2.88E+07 3.37E+06 9.07E+07 2.17E+05 4.29E+05 6.02E+05 7.36E+05 7.90E+05 8.18E+05 7.58E+05 6.85E+05 5.63E+05 4.61E+05 3.49E+05 2.60E+05 1.78E+05 1.21E+05 7.55E+04 4.71E+04 2.71E+04 1.58E+04 8.88E+03 4.89E+03 2.55E+03 1.33E+03 6.22E+02 2.89E+02 1.20E+02 5.00E+01 2.06E+01 6.71E+00 1.42E+00 1.00E-30
  15.00  1.100  5.42E+07 6.33E+06 1.66E+08 3.66E+05 7.22E+05 1.02E+06 1.26E+06 1.36E+06 1.42E+06 1.33E+06 1.23E+06 1.03E+06 8.56E+05 6.58E+05 4.99E+05 3.48E+05 2.41E+05 1.52E+05 9.53E+04 5.54E+04 3.25E+04 1.80E+04 1.00E+04 5.23E+03 2.73E+03 1.28E+03 5.77E+02 2.20E+02 8.68E+01 3.17E+01 8.86E+00 1.58E+00 4.01E-01
  16.00  1.136  9.76E+07 1.14E+07 2.91E+08 5.95E+05 1.18E+06 1.66E+06 2.05E+06 2.23E+06 2.35E+06 2.24E+06 2.09E+06 1.79E+06 1.51E+06 1.18E+06 9.10E+05 6.47E+05 4.54E+05 2.94E+05 1.86E+05 1.09E+05 6.48E+04 3.64E+04 2.03E+04 1.06E+04 5.56E+03 2.66E+03 1.24E+03 5.14E+02 2.12E+02 7.62E+01 2.16E+01 8.70E+00 2.52E+00
  17.00  1.171  1.69E+08 1.97E+07 4.88E+08 9.43E+05 1.86E+06 2.64E+06 3.27E+06 3.58E+06 3.79E+06 3.63E+06 3.41E+06 2.97E+06 2.55E+06 2.04E+06 1.60E+06 1.16E+06 8.26E+05 5.41E+05 3.50E+05 2.09E+05 1.25E+05 7.03E+04 3.93E+04 2.07E+04 1.09E+04 5.25E+03 2.49E+03 1.12E+03 4.75E+02 1.81E+02 7.26E+01 2.49E+01 6.01E+00
  18.00  1.205  2.82E+08 3.24E+07 7.92E+08 1.44E+06 2.85E+06 4.04E+06 5.02E+06 5.55E+06 5.90E+06 5.74E+06 5.41E+06 4.76E+06 4.13E+06 3.36E+06 2.68E+06 1.98E+06 1.44E+06 9.61E+05 6.30E+05 3.83E+05 2.30E+05 1.30E+05 7.29E+04 3.82E+04 2.01E+04 9.68E+03 4.59E+03 1.98E+03 8.02E+02 3.18E+02 1.14E+02 3.04E+01 6.39E+00
  19.00  1.238  4.57E+08 5.16E+07 1.25E+09 2.14E+06 4.22E+06 6.01E+06 7.49E+06 8.35E+06 8.91E+06 8.73E+06 8.31E+06 7.41E+06 6.49E+06 5.34E+06 4.31E+06 3.24E+06 2.41E+06 1.63E+06 1.09E+06 6.73E+05 4.10E+05 2.33E+05 1.31E+05 6.88E+04 3.64E+04 1.80E+04 8.60E+03 3.75E+03 1.58E+03 6.16E+02 2.17E+02 6.87E+01 1.96E+01
