                    ************************************************************************************************
                    *  Z= 27 A= 57: Positive-Parity Spin-dependent Level Density [MeV-1] for Co 57 and ldmodel= 6  *
   4.25  0.810  1.04E+02 6.91E-01 1.46E+02 4.53E-01 1.28E+00 1.64E+00 1.89E+00 1.99E+00 1.63E+00 3.69E+00 1.97E+00 3.90E-01 1.71E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.833  1.30E+02 1.31E+00 1.94E+02 1.32E+00 1.97E+00 2.41E+00 2.66E+00 2.69E+00 2.80E+00 4.34E+00 2.25E+00 6.64E-01 3.32E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.856  1.60E+02 3.21E+00 2.65E+02 2.77E+00 3.45E+00 3.27E+00 3.29E+00 4.52E+00 5.72E+00 4.08E+00 2.24E+00 1.29E+00 5.31E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.879  1.96E+02 7.06E+00 3.82E+02 2.95E+00 5.64E+00 4.94E+00 4.46E+00 6.54E+00 8.48E+00 5.40E+00 3.21E+00 2.03E+00 6.20E-02 3.92E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.921  3.03E+02 1.72E+01 7.80E+02 2.94E+00 1.14E+01 1.17E+01 9.62E+00 1.12E+01 1.19E+01 1.25E+01 8.51E+00 4.25E+00 8.57E-01 2.74E-01 1.15E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.962  4.95E+02 3.62E+01 1.24E+03 8.91E+00 1.67E+01 2.14E+01 2.16E+01 2.01E+01 1.81E+01 1.56E+01 1.09E+01 6.30E+00 2.72E+00 7.60E-01 7.50E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  1.002  8.45E+02 7.36E+01 1.68E+03 1.78E+01 2.57E+01 3.33E+01 3.35E+01 3.06E+01 2.44E+01 1.77E+01 1.28E+01 8.90E+00 3.29E+00 4.60E-01 2.14E-03 3.26E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  1.040  1.38E+03 1.23E+02 2.07E+03 1.99E+01 2.79E+01 3.46E+01 3.36E+01 3.66E+01 3.05E+01 2.67E+01 1.90E+01 9.97E+00 3.83E+00 1.11E+00 4.23E-03 4.29E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.076  2.19E+03 2.13E+02 4.38E+03 3.22E+01 5.81E+01 7.49E+01 7.25E+01 7.20E+01 6.64E+01 5.47E+01 3.90E+01 2.29E+01 9.13E+00 2.27E+00 2.00E-01 1.49E-03 5.36E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.111  3.47E+03 2.00E+02 8.30E+03 6.16E+01 1.18E+02 1.48E+02 1.50E+02 1.40E+02 1.15E+02 9.23E+01 6.84E+01 4.56E+01 2.14E+01 6.14E+00 1.32E+00 6.09E-02 1.32E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.145  5.54E+03 3.97E+02 1.10E+04 6.28E+01 1.31E+02 1.76E+02 1.95E+02 1.88E+02 1.51E+02 1.20E+02 9.15E+01 6.27E+01 3.36E+01 1.20E+01 3.42E+00 5.04E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.179  8.06E+03 9.15E+02 1.29E+04 9.60E+01 1.75E+02 2.21E+02 2.32E+02 2.17E+02 1.83E+02 1.43E+02 1.03E+02 6.57E+01 3.51E+01 1.28E+01 4.40E+00 1.12E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.211  1.00E+04 1.12E+03 1.15E+04 8.66E+01 1.59E+02 1.99E+02 2.08E+02 1.96E+02 1.66E+02 1.31E+02 9.35E+01 5.81E+01 2.98E+01 8.84E+00 2.74E+00 7.11E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.242  1.21E+04 1.53E+03 1.08E+04 7.97E+01 1.46E+02 1.85E+02 1.94E+02 1.84E+02 1.57E+02 1.25E+02 8.94E+01 5.61E+01 2.88E+01 6.89E+00 1.96E+00 4.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.303  3.39E+04 1.24E+03 1.18E+04 7.14E+01 1.26E+02 1.78E+02 2.00E+02 1.88E+02 1.59E+02 1.28E+02 9.82E+01 7.36E+01 4.67E+01 8.97E+00 2.61E+00 1.50E+00 2.06E-01 2.64E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.361  6.01E+04 1.33E+03 1.74E+04 8.67E+01 1.54E+02 2.23E+02 2.55E+02 2.45E+02 2.04E+02 1.64E+02 1.28E+02 1.04E+02 7.71E+01 4.76E+01 2.35E+01 1.01E+01 2.86E+00 9.33E+00 2.26E+00 3.30E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.417  1.12E+05 1.04E+03 3.12E+05 1.20E+03 2.28E+03 3.10E+03 3.60E+03 3.75E+03 3.58E+03 3.17E+03 2.62E+03 2.03E+03 1.46E+03 9.71E+02 5.84E+02 3.14E+02 1.43E+02 5.21E+01 1.30E+01 2.03E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.470  1.43E+05 3.62E+04 1.17E+05 4.78E+02 9.00E+02 1.20E+03 1.36E+03 1.38E+03 1.30E+03 1.13E+03 9.36E+02 7.32E+02 5.38E+02 3.75E+02 2.35E+02 1.32E+02 6.42E+01 2.59E+01 7.52E+00 1.14E+01 2.82E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.522  2.63E+05 7.48E+03 1.17E+06 3.68E+03 6.96E+03 9.58E+03 1.13E+04 1.21E+04 1.19E+04 1.09E+04 9.48E+03 7.70E+03 5.89E+03 4.23E+03 2.84E+03 1.77E+03 1.01E+03 5.12E+02 2.23E+02 7.85E+01 2.02E+01 5.13E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.572  4.14E+05 9.62E+04 1.08E+06 3.52E+03 6.68E+03 9.18E+03 1.08E+04 1.14E+04 1.12E+04 1.03E+04 8.77E+03 7.06E+03 5.32E+03 3.78E+03 2.50E+03 1.54E+03 8.53E+02 4.20E+02 1.77E+02 5.98E+01 2.06E+01 3.06E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.620  6.01E+05 1.28E+05 2.28E+05 9.54E+02 1.79E+03 2.41E+03 2.75E+03 2.84E+03 2.69E+03 2.35E+03 1.89E+03 1.41E+03 9.80E+02 6.39E+02 3.91E+02 2.27E+02 1.18E+02 5.40E+01 2.16E+01 6.39E+00 8.84E+00 2.06E+00 5.98E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.667  9.98E+05 1.52E+04 2.41E+06 6.22E+03 1.19E+04 1.66E+04 2.14E+04 2.34E+04 2.35E+04 2.21E+04 1.95E+04 1.62E+04 1.27E+04 9.31E+03 6.38E+03 4.07E+03 2.37E+03 1.25E+03 5.77E+02 2.28E+02 7.22E+01 1.83E+01 3.44E+00 3.86E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.713  1.52E+06 1.76E+05 5.14E+06 1.29E+04 2.47E+04 3.44E+04 4.19E+04 4.58E+04 4.66E+04 4.46E+04 4.01E+04 3.39E+04 2.72E+04 2.07E+04 1.48E+04 9.91E+03 6.13E+03 3.50E+03 1.80E+03 8.19E+02 3.19E+02 1.03E+02 2.43E+01 3.19E+00 6.86E-01 4.14E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.757  2.20E+06 3.96E+05 6.70E+06 1.48E+04 2.84E+04 3.95E+04 5.35E+04 5.88E+04 5.98E+04 5.72E+04 5.16E+04 4.39E+04 3.54E+04 2.71E+04 1.97E+04 1.34E+04 8.60E+03 5.11E+03 2.78E+03 1.36E+03 5.84E+02 2.12E+02 5.96E+01 1.07E+01 5.45E+00 3.29E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.864  6.31E+06 7.27E+05 1.59E+07 1.94E+04 3.72E+04 5.20E+04 1.15E+05 1.30E+05 1.33E+05 1.29E+05 1.18E+05 1.03E+05 8.51E+04 6.74E+04 5.08E+04 3.65E+04 2.50E+04 1.61E+04 9.71E+03 5.41E+03 2.75E+03 1.24E+03 4.79E+02 1.49E+02 1.08E+01 6.86E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.964  1.65E+07 1.97E+06 3.98E+07 3.84E+04 7.38E+04 1.03E+05 2.71E+05 3.10E+05 3.20E+05 3.11E+05 2.88E+05 2.54E+05 2.13E+05 1.71E+05 1.32E+05 9.65E+04 6.72E+04 4.45E+04 2.76E+04 1.60E+04 8.63E+03 4.25E+03 1.87E+03 7.16E+02 2.77E+01 7.19E+01 1.75E+01 2.52E+00 1.66E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  30.00  2.152  9.73E+07 8.91E+06 1.51E+08 3.63E+05 6.93E+05 9.64E+05 1.15E+06 1.25E+06 1.27E+06 1.21E+06 1.09E+06 9.37E+05 7.69E+05 6.02E+05 4.51E+05 3.24E+05 2.21E+05 1.46E+05 9.09E+04 5.41E+04 3.05E+04 1.62E+04 7.96E+03 3.56E+03 1.40E+03 4.69E+02 1.23E+02 1.99E+01 8.06E+01 2.44E+01 5.94E+00 9.78E-01 6.98E-02
  40.00  2.485  2.50E+09 9.28E+07 1.75E+09 3.67E+06 7.05E+06 9.86E+06 1.19E+07 1.31E+07 1.34E+07 1.30E+07 1.20E+07 1.06E+07 8.90E+06 7.17E+06 5.56E+06 4.14E+06 2.94E+06 2.01E+06 1.32E+06 8.25E+05 4.94E+05 2.81E+05 1.53E+05 7.90E+04 3.87E+04 1.81E+04 8.05E+03 3.27E+03 1.20E+03 3.79E+02 9.79E+01 1.78E+01 2.02E+02
  50.00  2.778  4.63E+10 1.63E+09 3.42E+10 5.77E+07 1.11E+08 1.57E+08 1.91E+08 2.14E+08 2.24E+08 2.23E+08 2.11E+08 1.93E+08 1.69E+08 1.42E+08 1.15E+08 9.08E+07 6.91E+07 5.09E+07 3.63E+07 2.49E+07 1.66E+07 1.06E+07 6.60E+06 3.94E+06 2.27E+06 1.26E+06 5.29E+05 2.61E+05 1.18E+05 5.23E+04 2.17E+04 8.41E+03 2.97E+03
  60.00  3.043  9.94E+11 3.64E+10 7.46E+11 1.11E+09 2.15E+09 3.05E+09 3.76E+09 4.24E+09 4.49E+09 4.51E+09 4.34E+09 4.02E+09 3.58E+09 3.08E+09 2.57E+09 2.07E+09 1.62E+09 1.23E+09 9.00E+08 6.39E+08 4.40E+08 2.92E+08 1.89E+08 1.17E+08 7.03E+07 4.06E+07 2.26E+07 1.20E+07 6.13E+06 2.97E+06 1.38E+06 6.01E+05 2.47E+05
  70.00  3.287  1.40E+13 4.55E+11 1.02E+13 1.39E+10 2.69E+10 3.82E+10 4.73E+10 5.37E+10 5.72E+10 5.80E+10 5.64E+10 5.28E+10 4.76E+10 4.16E+10 3.52E+10 2.89E+10 2.30E+10 1.78E+10 1.33E+10 9.71E+09 6.86E+09 4.70E+09 3.11E+09 2.01E+09 1.25E+09 7.52E+08 4.37E+08 2.45E+08 1.32E+08 6.83E+07 3.39E+07 1.61E+07 7.23E+06
  80.00  3.514  2.57E+14 9.11E+12 2.02E+14 2.52E+11 4.89E+11 6.97E+11 8.66E+11 9.88E+11 1.06E+12 1.09E+12 1.06E+12 1.01E+12 9.19E+11 8.14E+11 7.00E+11 5.85E+11 4.74E+11 3.74E+11 2.87E+11 2.15E+11 1.56E+11 1.10E+11 7.56E+10 5.05E+10 3.27E+10 2.05E+10 1.25E+10 7.35E+09 4.19E+09 2.31E+09 1.22E+09 6.24E+08 3.06E+08
  90.00  3.727  3.69E+15 1.30E+14 2.87E+15 3.35E+12 6.50E+12 9.28E+12 1.16E+13 1.33E+13 1.43E+13 1.47E+13 1.45E+13 1.38E+13 1.27E+13 1.14E+13 9.90E+12 8.38E+12 6.88E+12 5.51E+12 4.30E+12 3.27E+12 2.42E+12 1.74E+12 1.22E+12 8.36E+11 5.55E+11 3.59E+11 2.25E+11 1.36E+11 8.09E+10 4.63E+10 2.57E+10 1.37E+10 7.08E+09
 100.00  3.929  4.22E+16 1.46E+15 3.32E+16 3.59E+13 6.98E+13 1.00E+14 1.25E+14 1.44E+14 1.56E+14 1.62E+14 1.60E+14 1.54E+14 1.43E+14 1.29E+14 1.14E+14 9.72E+13 8.10E+13 6.59E+13 5.22E+13 4.03E+13 3.04E+13 2.23E+13 1.60E+13 1.12E+13 7.61E+12 5.04E+12 3.26E+12 2.05E+12 1.25E+12 7.43E+11 4.28E+11 2.40E+11 1.29E+11
 110.00  4.121  4.58E+17 1.63E+16 3.66E+17 3.69E+14 7.19E+14 1.03E+15 1.30E+15 1.50E+15 1.63E+15 1.69E+15 1.69E+15 1.63E+15 1.53E+15 1.40E+15 1.24E+15 1.07E+15 9.06E+14 7.46E+14 6.00E+14 4.71E+14 3.61E+14 2.70E+14 1.97E+14 1.41E+14 9.79E+13 6.65E+13 4.41E+13 2.85E+13 1.80E+13 1.10E+13 6.54E+12 3.79E+12 2.13E+12
 120.00  4.304  3.92E+18 1.37E+17 3.12E+18 2.95E+15 5.75E+15 8.26E+15 1.04E+16 1.20E+16 1.31E+16 1.37E+16 1.39E+16 1.35E+16 1.28E+16 1.17E+16 1.05E+16 9.13E+15 7.79E+15 6.49E+15 5.28E+15 4.20E+15 3.26E+15 2.48E+15 1.84E+15 1.34E+15 9.51E+14 6.60E+14 4.47E+14 2.96E+14 1.91E+14 1.20E+14 7.39E+13 4.42E+13 2.57E+13
 130.00  4.480  3.05E+19 1.06E+18 2.45E+19 2.18E+16 4.25E+16 6.13E+16 7.72E+16 8.97E+16 9.83E+16 1.03E+17 1.04E+17 1.02E+17 9.72E+16 8.99E+16 8.11E+16 7.14E+16 6.14E+16 5.17E+16 4.26E+16 3.43E+16 2.70E+16 2.09E+16 1.57E+16 1.16E+16 8.37E+15 5.91E+15 4.08E+15 2.76E+15 1.82E+15 1.17E+15 7.40E+14 4.54E+14 2.72E+14
 140.00  4.649  2.20E+20 7.64E+18 1.78E+20 1.50E+17 2.92E+17 4.23E+17 5.33E+17 6.21E+17 6.83E+17 7.20E+17 7.31E+17 7.20E+17 6.88E+17 6.42E+17 5.82E+17 5.17E+17 4.49E+17 3.81E+17 3.17E+17 2.58E+17 2.05E+17 1.60E+17 1.22E+17 9.16E+16 6.72E+16 4.83E+16 3.40E+16 2.33E+16 1.57E+16 1.03E+16 6.66E+15 4.19E+15 2.57E+15
 150.00  4.812  1.49E+21 5.13E+19 1.21E+21 9.65E+17 1.88E+18 2.73E+18 3.44E+18 4.03E+18 4.44E+18 4.69E+18 4.79E+18 4.73E+18 4.55E+18 4.27E+18 3.90E+18 3.48E+18 3.05E+18 2.61E+18 2.19E+18 1.80E+18 1.45E+18 1.14E+18 8.84E+17 6.70E+17 4.98E+17 3.63E+17 2.59E+17 1.81E+17 1.24E+17 8.32E+16 5.46E+16 3.51E+16 2.21E+16
 160.00  4.970  9.41E+21 3.23E+20 7.71E+21 5.85E+18 1.14E+19 1.65E+19 2.09E+19 2.46E+19 2.72E+19 2.88E+19 2.95E+19 2.93E+19 2.83E+19 2.66E+19 2.45E+19 2.20E+19 1.94E+19 1.67E+19 1.41E+19 1.17E+19 9.53E+18 7.59E+18 5.93E+18 4.55E+18 3.43E+18 2.53E+18 1.83E+18 1.29E+18 9.03E+17 6.16E+17 4.11E+17 2.69E+17 1.73E+17
