   5.4   0.1453
   5.4   0.1164
   5.4   0.1257
   5.5   0.1218
   5.6   0.118
   5.7   0.1141
   5.8   0.1015
   5.9   0.1038
   6.0   0.128
   6.1   0.1522
   6.1   0.1038
   6.2   0.1579
   6.3   0.1551
   6.4   0.1522
   6.5   0.1549
   6.6   0.1576
   6.7   0.1603
   6.8   0.1937
   6.9   0.2294
   7.0   0.2435
   7.1   0.2576
   7.2   0.2718
   7.3   0.2859
   7.4   0.2968
   7.5   0.3078
   7.6   0.3353
   7.7   0.3628
   7.8   0.3903
   7.9   0.4179
   8.0   0.4454
   8.1   0.4729
   8.2   0.5004
