   5.6   0.1891
   5.6   0.2006
   5.7   0.2182
   5.8   0.2358
   5.9   0.2533
   6.0   0.2709
   6.1   0.2798
   6.2   0.2886
   6.3   0.2975
   6.4   0.2663
   6.5   0.2692
   6.6   0.2721
   6.7   0.313
   6.8   0.3539
   6.9   0.3147
   7.0   0.3044
   7.1   0.294
   7.2   0.2836
   7.3   0.3343
   7.4   0.3885
   7.4   0.3159
   7.5   0.3984
   7.6   0.4808
   7.7   0.2986
   7.8   0.3464
   7.9   0.3943
   8.0   0.4508
   8.1   0.4392
   8.2   0.4277
   8.3   0.4591
   8.4   0.4906
   8.5   0.522
   8.6   0.5534
   8.7   0.5303
   8.8   0.5073
   8.9   0.4842
   9.0   0.5104
   9.1   0.5367
   9.2   0.5629
   9.3   0.5892
   9.4   0.6154
   9.5   0.6416
   9.6   0.6679
   9.7   0.6941
