                    ************************************************************************************************
                    *  Z= 32 A= 70: Positive-Parity Spin-dependent Level Density [MeV-1] for Ge 70 and ldmodel= 6  *
   2.25  0.450  2.61E+00 2.42E+01 2.63E+01 7.05E-01 3.92E-01 2.75E+00 9.52E-01 4.45E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.474  5.30E+00 3.07E+01 4.27E+01 1.33E+00 6.74E-01 3.14E+00 2.32E+00 8.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.497  9.05E+00 3.97E+01 5.47E+01 2.50E+00 9.83E-01 3.30E+00 2.73E+00 1.51E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.519  1.48E+01 7.22E+01 7.94E+01 4.08E+00 1.93E+00 5.27E+00 2.25E+00 3.04E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.540  2.38E+01 1.19E+02 1.20E+02 5.02E+00 2.90E+00 8.00E+00 2.65E+00 5.08E+00 1.67E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.561  3.85E+01 1.65E+02 1.73E+02 4.52E+00 3.00E+00 1.07E+01 4.21E+00 6.17E+00 1.57E+00 2.87E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.580  6.06E+01 2.47E+02 2.36E+02 4.58E+00 3.75E+00 1.41E+01 6.20E+00 6.11E+00 3.75E+00 6.56E-01 3.55E-03 5.65E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.599  9.70E+01 4.09E+02 4.20E+02 8.57E+00 7.35E+00 2.47E+01 1.22E+01 1.01E+01 5.62E+00 1.53E+00 4.73E-02 3.17E-01 1.00E-30 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.618  1.57E+02 6.51E+02 7.37E+02 1.32E+01 1.24E+01 3.56E+01 2.36E+01 1.78E+01 7.56E+00 5.14E+00 6.48E-01 8.43E-01 1.47E-01 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.636  2.49E+02 9.07E+02 1.12E+03 1.84E+01 1.51E+01 4.06E+01 3.16E+01 2.78E+01 1.15E+01 1.10E+01 3.12E+00 1.97E+00 8.23E-01 6.32E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.653  3.81E+02 1.23E+03 1.66E+03 3.12E+01 2.56E+01 5.72E+01 4.01E+01 4.41E+01 1.95E+01 1.53E+01 5.68E+00 2.45E+00 1.35E+00 8.58E-01 7.45E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.670  5.79E+02 2.30E+03 2.70E+03 5.21E+01 4.65E+01 1.02E+02 6.11E+01 6.31E+01 3.46E+01 2.30E+01 1.07E+01 3.17E+00 2.24E+00 1.64E+00 5.50E-01 5.26E-01 1.76E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.703  1.47E+03 4.73E+03 7.18E+03 7.47E+01 7.44E+01 2.00E+02 1.48E+02 1.35E+02 9.94E+01 6.77E+01 3.88E+01 2.41E+01 1.45E+01 1.13E+01 4.11E+00 1.82E+00 4.37E-01 6.46E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.734  3.68E+03 7.04E+03 1.79E+04 2.17E+02 2.12E+02 4.65E+02 3.39E+02 3.61E+02 2.22E+02 1.82E+02 1.07E+02 6.23E+01 3.29E+01 1.84E+01 1.06E+01 9.66E+00 4.22E+00 1.51E+00 3.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.764  8.09E+03 1.04E+04 4.03E+04 3.73E+02 3.64E+02 9.17E+02 7.17E+02 7.23E+02 5.16E+02 3.92E+02 2.51E+02 1.56E+02 9.98E+01 6.80E+01 4.08E+01 2.76E+01 1.30E+01 5.51E+00 1.45E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.793  1.47E+04 1.41E+04 6.05E+04 5.62E+02 5.46E+02 1.35E+03 1.05E+03 1.11E+03 7.87E+02 5.77E+02 3.76E+02 2.37E+02 1.51E+02 1.03E+02 6.35E+01 3.96E+01 1.95E+01 9.24E+00 3.12E+00 1.75E-01 9.10E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.821  2.45E+04 1.95E+04 9.08E+04 7.99E+02 8.01E+02 1.97E+03 1.53E+03 1.61E+03 1.17E+03 8.48E+02 5.73E+02 3.78E+02 2.45E+02 1.69E+02 1.05E+02 5.86E+01 3.17E+01 1.73E+01 6.42E+00 1.55E+00 5.27E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.848  3.78E+04 2.70E+04 1.22E+05 1.12E+03 1.12E+03 2.68E+03 2.11E+03 2.16E+03 1.57E+03 1.09E+03 7.48E+02 5.07E+02 3.25E+02 2.32E+02 1.50E+02 8.01E+01 4.46E+01 2.49E+01 9.02E+00 2.96E+00 1.04E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.874  5.62E+04 3.83E+04 1.70E+05 1.53E+03 1.53E+03 3.71E+03 2.93E+03 3.05E+03 2.18E+03 1.52E+03 1.02E+03 6.95E+02 4.42E+02 3.21E+02 2.08E+02 1.16E+02 6.72E+01 3.65E+01 1.41E+01 6.28E+00 1.72E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.899  8.24E+04 5.42E+04 2.40E+05 2.04E+03 2.03E+03 4.99E+03 4.05E+03 4.33E+03 2.99E+03 2.15E+03 1.47E+03 1.02E+03 6.53E+02 4.64E+02 3.07E+02 1.77E+02 1.04E+02 5.55E+01 2.31E+01 1.12E+01 3.92E+00 2.58E-01 1.57E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.924  1.19E+05 7.31E+04 3.40E+05 3.00E+03 3.06E+03 7.06E+03 5.47E+03 6.02E+03 4.17E+03 3.03E+03 2.06E+03 1.46E+03 9.70E+02 6.67E+02 4.48E+02 2.70E+02 1.62E+02 8.98E+01 4.27E+01 2.11E+01 8.74E+00 2.67E+00 1.09E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.948  1.71E+05 9.29E+04 4.83E+05 4.11E+03 4.25E+03 1.02E+04 7.93E+03 8.37E+03 5.88E+03 4.27E+03 2.92E+03 2.08E+03 1.38E+03 9.49E+02 6.47E+02 3.94E+02 2.36E+02 1.33E+02 6.79E+01 3.40E+01 1.42E+01 5.06E+00 1.63E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  0.994  3.51E+05 1.48E+05 8.38E+05 7.27E+03 7.39E+03 1.71E+04 1.38E+04 1.40E+04 9.56E+03 7.27E+03 4.93E+03 3.56E+03 2.61E+03 1.78E+03 1.26E+03 7.80E+02 4.85E+02 2.69E+02 1.44E+02 7.11E+01 3.51E+01 1.67E+01 6.53E+00 1.16E+00 2.40E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.038  6.41E+05 2.22E+05 1.37E+06 1.11E+04 1.15E+04 2.67E+04 2.16E+04 2.21E+04 1.47E+04 1.17E+04 8.08E+03 5.94E+03 4.47E+03 3.10E+03 2.24E+03 1.45E+03 9.37E+02 5.78E+02 3.27E+02 1.78E+02 9.53E+01 4.64E+01 1.83E+01 6.83E+00 2.45E+00 1.11E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.081  1.07E+06 2.97E+05 2.12E+06 1.64E+04 1.75E+04 3.85E+04 3.13E+04 3.21E+04 2.23E+04 1.77E+04 1.26E+04 9.69E+03 7.33E+03 5.26E+03 3.78E+03 2.57E+03 1.73E+03 1.05E+03 6.20E+02 3.43E+02 1.80E+02 8.48E+01 3.51E+01 1.58E+01 4.29E+00 5.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.122  1.65E+06 3.96E+05 2.96E+06 2.07E+04 2.29E+04 5.01E+04 4.18E+04 4.07E+04 2.85E+04 2.29E+04 1.74E+04 1.39E+04 1.09E+04 8.16E+03 6.17E+03 4.31E+03 2.97E+03 1.96E+03 1.19E+03 7.20E+02 3.87E+02 2.06E+02 1.00E+02 3.80E+01 1.80E+01 2.36E+00 2.18E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.161  2.44E+06 5.97E+05 4.13E+06 2.58E+04 2.97E+04 6.09E+04 5.40E+04 5.25E+04 3.88E+04 3.21E+04 2.50E+04 2.06E+04 1.61E+04 1.22E+04 9.27E+03 6.63E+03 4.56E+03 3.01E+03 1.84E+03 1.09E+03 5.91E+02 3.19E+02 1.49E+02 6.13E+01 3.03E+01 9.75E+00 2.23E+00 2.73E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.199  3.59E+06 8.47E+05 6.60E+06 3.42E+04 4.15E+04 8.39E+04 7.49E+04 7.51E+04 5.91E+04 5.07E+04 4.16E+04 3.48E+04 2.78E+04 2.16E+04 1.65E+04 1.18E+04 8.09E+03 5.45E+03 3.44E+03 2.05E+03 1.16E+03 6.32E+02 3.09E+02 1.52E+02 6.28E+01 2.00E+01 5.88E+00 1.82E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.236  5.26E+06 1.24E+06 9.82E+06 4.23E+04 5.49E+04 1.10E+05 1.02E+05 1.03E+05 8.45E+04 7.38E+04 6.23E+04 5.26E+04 4.29E+04 3.42E+04 2.65E+04 1.94E+04 1.36E+04 9.22E+03 5.79E+03 3.52E+03 2.03E+03 1.09E+03 5.66E+02 2.63E+02 1.15E+02 4.71E+01 1.91E+01 5.08E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.272  7.67E+06 1.62E+06 1.50E+07 5.40E+04 7.60E+04 1.46E+05 1.38E+05 1.44E+05 1.25E+05 1.12E+05 9.66E+04 8.33E+04 6.91E+04 5.48E+04 4.23E+04 3.13E+04 2.23E+04 1.51E+04 9.71E+03 5.98E+03 3.45E+03 1.91E+03 9.76E+02 4.77E+02 2.10E+02 9.17E+01 2.83E+01 1.02E+01 5.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.307  1.09E+07 2.29E+06 2.09E+07 5.57E+04 8.81E+04 1.65E+05 1.67E+05 1.78E+05 1.65E+05 1.54E+05 1.39E+05 1.21E+05 1.02E+05 8.23E+04 6.40E+04 4.77E+04 3.38E+04 2.31E+04 1.51E+04 9.25E+03 5.40E+03 3.03E+03 1.57E+03 7.68E+02 3.41E+02 1.35E+02 5.91E+01 2.24E+01 5.49E+00 6.10E-02 1.00E-30 1.00E-30 1.00E-30
  20.00  1.340  1.54E+07 3.64E+06 3.08E+07 6.09E+04 1.11E+05 2.01E+05 2.18E+05 2.43E+05 2.37E+05 2.25E+05 2.06E+05 1.81E+05 1.53E+05 1.25E+05 9.75E+04 7.30E+04 5.24E+04 3.58E+04 2.34E+04 1.46E+04 8.63E+03 4.96E+03 2.59E+03 1.27E+03 6.07E+02 2.62E+02 9.67E+01 3.31E+01 1.00E+01 2.03E+00 1.00E-30 8.81E-01 1.00E-30
  22.50  1.422  4.65E+07 9.04E+06 9.00E+07 1.07E+05 2.55E+05 4.38E+05 5.31E+05 6.27E+05 6.45E+05 6.47E+05 6.03E+05 5.47E+05 4.63E+05 3.85E+05 3.01E+05 2.30E+05 1.66E+05 1.16E+05 7.64E+04 4.91E+04 2.91E+04 1.68E+04 8.97E+03 4.57E+03 2.15E+03 9.06E+02 3.39E+02 1.19E+02 3.55E+01 6.06E+00 1.72E+00 1.09E+00 2.06E-03
  25.00  1.499  1.25E+08 2.24E+07 2.29E+08 2.25E+05 6.17E+05 1.01E+06 1.28E+06 1.50E+06 1.58E+06 1.60E+06 1.51E+06 1.38E+06 1.18E+06 9.90E+05 7.80E+05 6.03E+05 4.40E+05 3.12E+05 2.10E+05 1.37E+05 8.36E+04 4.96E+04 2.73E+04 1.43E+04 6.95E+03 3.11E+03 1.27E+03 4.75E+02 1.59E+02 4.18E+01 9.13E+00 3.35E+00 1.21E-02
  30.00  1.642  1.21E+09 1.62E+08 1.67E+09 1.43E+06 4.15E+06 6.60E+06 8.55E+06 9.92E+06 1.06E+07 1.08E+07 1.04E+07 9.54E+06 8.42E+06 7.13E+06 5.81E+06 4.59E+06 3.48E+06 2.55E+06 1.80E+06 1.22E+06 7.95E+05 4.98E+05 2.97E+05 1.70E+05 9.22E+04 4.73E+04 2.28E+04 1.03E+04 4.33E+03 1.64E+03 5.18E+02 1.52E+02 7.45E+01
  40.00  1.896  8.23E+10 5.53E+09 6.32E+10 4.43E+07 1.30E+08 2.07E+08 2.71E+08 3.18E+08 3.47E+08 3.59E+08 3.53E+08 3.34E+08 3.04E+08 2.66E+08 2.26E+08 1.85E+08 1.47E+08 1.13E+08 8.46E+07 6.08E+07 4.24E+07 2.85E+07 1.85E+07 1.16E+07 6.99E+06 4.03E+06 2.22E+06 1.17E+06 5.87E+05 2.77E+05 1.23E+05 5.04E+04 1.90E+04
  50.00  2.119  1.99E+12 1.29E+11 1.62E+12 9.63E+08 2.83E+09 4.53E+09 5.96E+09 7.07E+09 7.84E+09 8.20E+09 8.19E+09 7.88E+09 7.35E+09 6.59E+09 5.75E+09 4.87E+09 4.00E+09 3.20E+09 2.49E+09 1.88E+09 1.37E+09 9.77E+08 6.75E+08 4.53E+08 2.94E+08 1.85E+08 1.12E+08 6.55E+07 3.69E+07 2.00E+07 1.04E+07 5.13E+06 2.41E+06
  60.00  2.322  4.36E+13 2.89E+12 3.84E+13 1.95E+10 5.75E+10 9.22E+10 1.22E+11 1.47E+11 1.63E+11 1.73E+11 1.75E+11 1.72E+11 1.62E+11 1.49E+11 1.33E+11 1.16E+11 9.78E+10 8.09E+10 6.47E+10 5.07E+10 3.87E+10 2.88E+10 2.09E+10 1.48E+10 1.02E+10 6.81E+09 4.43E+09 2.81E+09 1.72E+09 1.02E+09 5.90E+08 3.29E+08 1.77E+08
  70.00  2.508  7.65E+14 4.78E+13 6.79E+14 3.12E+11 9.17E+11 1.48E+12 1.97E+12 2.37E+12 2.66E+12 2.84E+12 2.90E+12 2.86E+12 2.74E+12 2.55E+12 2.30E+12 2.03E+12 1.75E+12 1.47E+12 1.20E+12 9.62E+11 7.52E+11 5.73E+11 4.27E+11 3.11E+11 2.21E+11 1.53E+11 1.03E+11 6.81E+10 4.37E+10 2.73E+10 1.66E+10 9.74E+09 5.58E+09
  80.00  2.681  1.20E+16 7.41E+14 1.09E+16 4.58E+12 1.35E+13 2.18E+13 2.91E+13 3.51E+13 3.95E+13 4.25E+13 4.38E+13 4.36E+13 4.21E+13 3.95E+13 3.61E+13 3.23E+13 2.81E+13 2.40E+13 2.00E+13 1.63E+13 1.30E+13 1.01E+13 7.70E+12 5.76E+12 4.21E+12 3.00E+12 2.09E+12 1.43E+12 9.47E+11 6.17E+11 3.91E+11 2.41E+11 1.45E+11
  90.00  2.844  2.24E+17 1.43E+16 2.10E+17 8.27E+13 2.44E+14 3.93E+14 5.26E+14 6.36E+14 7.19E+14 7.74E+14 8.03E+14 8.03E+14 7.80E+14 7.39E+14 6.82E+14 6.14E+14 5.41E+14 4.66E+14 3.93E+14 3.24E+14 2.62E+14 2.07E+14 1.61E+14 1.22E+14 9.08E+13 6.59E+13 4.70E+13 3.28E+13 2.24E+13 1.49E+13 9.68E+12 6.17E+12 3.83E+12
 100.00  2.997  3.47E+18 2.13E+17 3.28E+18 1.22E+15 3.58E+15 5.81E+15 7.79E+15 9.40E+15 1.07E+16 1.15E+16 1.21E+16 1.21E+16 1.18E+16 1.13E+16 1.04E+16 9.50E+15 8.43E+15 7.32E+15 6.23E+15 5.19E+15 4.25E+15 3.40E+15 2.67E+15 2.06E+15 1.55E+15 1.15E+15 8.33E+14 5.91E+14 4.11E+14 2.80E+14 1.87E+14 1.22E+14 7.77E+13
 110.00  3.144  4.46E+19 2.66E+18 4.26E+19 1.47E+16 4.35E+16 7.06E+16 9.50E+16 1.15E+17 1.31E+17 1.42E+17 1.49E+17 1.51E+17 1.48E+17 1.42E+17 1.33E+17 1.22E+17 1.08E+17 9.51E+16 8.19E+16 6.92E+16 5.72E+16 4.65E+16 3.70E+16 2.89E+16 2.22E+16 1.67E+16 1.24E+16 8.91E+15 6.35E+15 4.43E+15 3.02E+15 2.02E+15 1.32E+15
 120.00  3.284  5.07E+20 2.95E+19 4.90E+20 1.59E+17 4.69E+17 7.62E+17 1.02E+18 1.24E+18 1.42E+18 1.55E+18 1.63E+18 1.66E+18 1.63E+18 1.58E+18 1.48E+18 1.37E+18 1.24E+18 1.10E+18 9.53E+17 8.12E+17 6.78E+17 5.57E+17 4.49E+17 3.56E+17 2.77E+17 2.12E+17 1.59E+17 1.17E+17 8.48E+16 6.02E+16 4.20E+16 2.87E+16 1.93E+16
 130.00  3.418  5.40E+21 3.10E+20 5.28E+21 1.61E+18 4.77E+18 7.74E+18 1.04E+19 1.27E+19 1.46E+19 1.59E+19 1.68E+19 1.71E+19 1.70E+19 1.65E+19 1.56E+19 1.45E+19 1.32E+19 1.18E+19 1.03E+19 8.88E+18 7.50E+18 6.23E+18 5.08E+18 4.08E+18 3.21E+18 2.49E+18 1.89E+18 1.42E+18 1.05E+18 7.55E+17 5.36E+17 3.74E+17 2.56E+17
 140.00  3.547  4.94E+22 2.74E+21 4.84E+22 1.39E+19 4.12E+19 6.70E+19 9.02E+19 1.10E+20 1.27E+20 1.39E+20 1.47E+20 1.50E+20 1.50E+20 1.47E+20 1.40E+20 1.31E+20 1.19E+20 1.07E+20 9.52E+19 8.24E+19 7.03E+19 5.89E+19 4.86E+19 3.94E+19 3.14E+19 2.47E+19 1.90E+19 1.45E+19 1.08E+19 7.90E+18 5.73E+18 4.07E+18 2.84E+18
 150.00  3.671  4.15E+23 2.26E+22 4.09E+23 1.11E+20 3.29E+20 5.36E+20 7.24E+20 8.84E+20 1.02E+21 1.13E+21 1.19E+21 1.22E+21 1.23E+21 1.21E+21 1.15E+21 1.08E+21 9.94E+20 9.04E+20 8.03E+20 7.02E+20 6.04E+20 5.11E+20 4.25E+20 3.49E+20 2.81E+20 2.24E+20 1.74E+20 1.34E+20 1.01E+20 7.56E+19 5.55E+19 4.00E+19 2.84E+19
 160.00  3.791  3.26E+24 1.75E+23 3.23E+24 8.33E+20 2.47E+21 4.03E+21 5.44E+21 6.68E+21 7.71E+21 8.49E+21 9.05E+21 9.30E+21 9.37E+21 9.21E+21 8.87E+21 8.38E+21 7.77E+21 7.08E+21 6.34E+21 5.58E+21 4.84E+21 4.13E+21 3.47E+21 2.86E+21 2.34E+21 1.87E+21 1.48E+21 1.15E+21 8.85E+20 6.65E+20 4.94E+20 3.61E+20 2.60E+20
 170.00  3.908  2.41E+25 1.27E+24 2.40E+25 5.90E+21 1.75E+22 2.85E+22 3.86E+22 4.74E+22 5.48E+22 6.06E+22 6.47E+22 6.69E+22 6.75E+22 6.67E+22 6.45E+22 6.12E+22 5.70E+22 5.22E+22 4.70E+22 4.17E+22 3.63E+22 3.12E+22 2.64E+22 2.21E+22 1.81E+22 1.46E+22 1.17E+22 9.17E+21 7.13E+21 5.44E+21 4.09E+21 3.03E+21 2.21E+21
