                    ************************************************************************************************
                    *  Z= 21 A= 45: Positive-Parity Spin-dependent Level Density [MeV-1] for Sc 45 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
  90.00  3.738  2.76E+16 1.25E+15 1.65E+16 3.87E+13 7.39E+13 1.02E+14 1.22E+14 1.33E+14 1.34E+14 1.28E+14 1.15E+14 9.94E+13 8.20E+13 6.49E+13 4.93E+13 3.61E+13 2.55E+13 1.73E+13 1.14E+13 7.19E+12 4.40E+12 2.60E+12 1.48E+12 8.19E+11 4.37E+11 2.25E+11 1.13E+11 5.44E+10 2.54E+10 1.15E+10 5.03E+09 2.13E+09 8.74E+08
 100.00  3.940  2.69E+17 1.21E+16 1.63E+17 3.54E+14 6.77E+14 9.43E+14 1.13E+15 1.24E+15 1.26E+15 1.21E+15 1.11E+15 9.67E+14 8.10E+14 6.51E+14 5.04E+14 3.76E+14 2.71E+14 1.89E+14 1.27E+14 8.23E+13 5.17E+13 3.15E+13 1.85E+13 1.06E+13 5.83E+12 3.11E+12 1.61E+12 8.10E+11 3.94E+11 1.86E+11 8.48E+10 3.76E+10 1.61E+10
 110.00  4.133  2.37E+18 1.05E+17 1.45E+18 2.94E+15 5.64E+15 7.87E+15 9.50E+15 1.04E+16 1.07E+16 1.04E+16 9.60E+15 8.48E+15 7.19E+15 5.87E+15 4.61E+15 3.50E+15 2.57E+15 1.82E+15 1.25E+15 8.31E+14 5.35E+14 3.33E+14 2.01E+14 1.18E+14 6.71E+13 3.70E+13 1.98E+13 1.03E+13 5.16E+12 2.52E+12 1.20E+12 5.50E+11 2.46E+11
 120.00  4.316  1.91E+19 8.35E+17 1.18E+19 2.25E+16 4.31E+16 6.04E+16 7.32E+16 8.09E+16 8.36E+16 8.17E+16 7.61E+16 6.79E+16 5.82E+16 4.81E+16 3.83E+16 2.95E+16 2.20E+16 1.59E+16 1.11E+16 7.52E+15 4.94E+15 3.15E+15 1.95E+15 1.17E+15 6.82E+14 3.86E+14 2.12E+14 1.13E+14 5.88E+13 2.96E+13 1.45E+13 6.91E+12 3.20E+12
 130.00  4.493  1.42E+20 6.15E+18 8.91E+19 1.59E+17 3.06E+17 4.30E+17 5.23E+17 5.81E+17 6.04E+17 5.94E+17 5.57E+17 5.02E+17 4.35E+17 3.63E+17 2.93E+17 2.29E+17 1.73E+17 1.27E+17 8.99E+16 6.20E+16 4.15E+16 2.70E+16 1.70E+16 1.04E+16 6.22E+15 3.60E+15 2.03E+15 1.11E+15 5.93E+14 3.07E+14 1.55E+14 7.60E+13 3.63E+13
 140.00  4.662  9.87E+20 4.23E+19 6.24E+20 1.06E+18 2.03E+18 2.86E+18 3.49E+18 3.90E+18 4.07E+18 4.03E+18 3.81E+18 3.45E+18 3.02E+18 2.55E+18 2.08E+18 1.64E+18 1.26E+18 9.32E+17 6.72E+17 4.70E+17 3.20E+17 2.11E+17 1.36E+17 8.50E+16 5.17E+16 3.06E+16 1.76E+16 9.88E+15 5.39E+15 2.86E+15 1.48E+15 7.46E+14 3.66E+14
 150.00  4.826  6.44E+21 2.73E+20 4.10E+21 6.59E+18 1.27E+19 1.79E+19 2.19E+19 2.46E+19 2.58E+19 2.57E+19 2.44E+19 2.23E+19 1.96E+19 1.67E+19 1.38E+19 1.10E+19 8.51E+18 6.39E+18 4.67E+18 3.31E+18 2.29E+18 1.54E+18 1.00E+18 6.38E+17 3.95E+17 2.38E+17 1.40E+17 8.02E+16 4.47E+16 2.43E+16 1.29E+16 6.63E+15 3.34E+15
 160.00  4.984  3.97E+22 1.66E+21 2.54E+22 3.90E+19 7.52E+19 1.06E+20 1.30E+20 1.47E+20 1.54E+20 1.54E+20 1.48E+20 1.36E+20 1.21E+20 1.03E+20 8.59E+19 6.92E+19 5.42E+19 4.12E+19 3.04E+19 2.19E+19 1.53E+19 1.04E+19 6.91E+18 4.46E+18 2.81E+18 1.72E+18 1.03E+18 6.01E+17 3.42E+17 1.89E+17 1.02E+17 5.40E+16 2.78E+16
 170.00  5.138  2.32E+23 9.64E+21 1.50E+23 2.19E+20 4.23E+20 5.99E+20 7.37E+20 8.31E+20 8.79E+20 8.83E+20 8.49E+20 7.86E+20 7.02E+20 6.06E+20 5.08E+20 4.13E+20 3.26E+20 2.50E+20 1.87E+20 1.36E+20 9.62E+19 6.64E+19 4.46E+19 2.92E+19 1.87E+19 1.16E+19 7.08E+18 4.20E+18 2.43E+18 1.37E+18 7.56E+17 4.07E+17 2.13E+17
 180.00  5.287  1.30E+24 5.32E+22 8.39E+23 1.18E+21 2.27E+21 3.23E+21 3.98E+21 4.50E+21 4.77E+21 4.81E+21 4.65E+21 4.33E+21 3.89E+21 3.38E+21 2.85E+21 2.34E+21 1.86E+21 1.44E+21 1.09E+21 8.00E+20 5.73E+20 4.00E+20 2.72E+20 1.81E+20 1.17E+20 7.40E+19 4.57E+19 2.75E+19 1.62E+19 9.29E+18 5.21E+18 2.85E+18 1.53E+18
 190.00  5.431  6.92E+24 2.81E+23 4.50E+24 6.05E+21 1.17E+22 1.66E+22 2.06E+22 2.33E+22 2.48E+22 2.51E+22 2.44E+22 2.28E+22 2.06E+22 1.80E+22 1.53E+22 1.26E+22 1.02E+22 7.93E+21 6.04E+21 4.48E+21 3.24E+21 2.29E+21 1.57E+21 1.06E+21 6.94E+20 4.45E+20 2.78E+20 1.70E+20 1.02E+20 5.92E+19 3.38E+19 1.88E+19 1.02E+19
 200.00  5.572  3.55E+25 1.43E+24 2.31E+25 3.00E+22 5.81E+22 8.26E+22 1.02E+23 1.16E+23 1.24E+23 1.26E+23 1.23E+23 1.15E+23 1.05E+23 9.23E+22 7.88E+22 6.55E+22 5.30E+22 4.17E+22 3.20E+22 2.40E+22 1.75E+22 1.25E+22 8.69E+21 5.90E+21 3.92E+21 2.54E+21 1.61E+21 9.97E+20 6.04E+20 3.57E+20 2.07E+20 1.17E+20 6.47E+19

