                    ************************************************************************************************
                    *  Z= 26 A= 58: Positive-Parity Spin-dependent Level Density [MeV-1] for Fe 58 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
 100.00  3.555  1.39E+15 4.52E+15 1.16E+15 5.76E+11 1.69E+12 2.73E+12 3.61E+12 4.32E+12 4.83E+12 5.12E+12 5.20E+12 5.10E+12 4.84E+12 4.45E+12 3.98E+12 3.47E+12 2.95E+12 2.44E+12 1.97E+12 1.55E+12 1.19E+12 8.97E+11 6.57E+11 4.69E+11 3.28E+11 2.23E+11 1.48E+11 9.52E+10 5.98E+10 3.65E+10 2.18E+10 1.25E+10 7.00E+09
 110.00  3.728  1.28E+16 4.91E+16 1.07E+16 4.95E+12 1.46E+13 2.35E+13 3.13E+13 3.75E+13 4.20E+13 4.48E+13 4.58E+13 4.52E+13 4.32E+13 4.02E+13 3.63E+13 3.19E+13 2.75E+13 2.31E+13 1.89E+13 1.51E+13 1.18E+13 9.03E+12 6.75E+12 4.93E+12 3.51E+12 2.44E+12 1.66E+12 1.10E+12 7.14E+11 4.51E+11 2.77E+11 1.66E+11 9.66E+10
 120.00  3.894  1.14E+17 5.28E+17 9.79E+16 4.15E+13 1.23E+14 1.98E+14 2.64E+14 3.18E+14 3.58E+14 3.84E+14 3.95E+14 3.93E+14 3.79E+14 3.55E+14 3.25E+14 2.90E+14 2.52E+14 2.15E+14 1.78E+14 1.45E+14 1.15E+14 8.98E+13 6.84E+13 5.10E+13 3.71E+13 2.65E+13 1.85E+13 1.26E+13 8.38E+12 5.44E+12 3.45E+12 2.14E+12 1.29E+12
 130.00  4.053  8.22E+17 4.36E+18 7.00E+17 2.79E+14 8.23E+14 1.34E+15 1.78E+15 2.15E+15 2.43E+15 2.62E+15 2.71E+15 2.71E+15 2.63E+15 2.48E+15 2.28E+15 2.05E+15 1.80E+15 1.55E+15 1.30E+15 1.07E+15 8.65E+14 6.80E+14 5.25E+14 3.97E+14 2.95E+14 2.14E+14 1.52E+14 1.05E+14 7.17E+13 4.76E+13 3.10E+13 1.97E+13 1.22E+13
 140.00  4.206  5.33E+18 3.29E+19 4.54E+18 1.71E+15 5.05E+15 8.18E+15 1.09E+16 1.33E+16 1.50E+16 1.62E+16 1.68E+16 1.69E+16 1.65E+16 1.57E+16 1.45E+16 1.32E+16 1.16E+16 1.01E+16 8.55E+15 7.10E+15 5.79E+15 4.62E+15 3.62E+15 2.77E+15 2.09E+15 1.54E+15 1.11E+15 7.86E+14 5.43E+14 3.68E+14 2.44E+14 1.58E+14 1.01E+14
 150.00  4.354  3.25E+19 2.34E+20 2.79E+19 9.95E+15 2.94E+16 4.76E+16 6.40E+16 7.74E+16 8.78E+16 9.54E+16 9.94E+16 1.01E+17 9.82E+16 9.41E+16 8.76E+16 8.00E+16 7.13E+16 6.20E+16 5.32E+16 4.47E+16 3.67E+16 2.96E+16 2.34E+16 1.82E+16 1.39E+16 1.04E+16 7.59E+15 5.46E+15 3.85E+15 2.66E+15 1.80E+15 1.19E+15 7.75E+14
 160.00  4.497  1.89E+20 1.58E+21 1.63E+20 5.50E+16 1.63E+17 2.64E+17 3.54E+17 4.31E+17 4.91E+17 5.35E+17 5.59E+17 5.64E+17 5.59E+17 5.34E+17 4.99E+17 4.60E+17 4.13E+17 3.64E+17 3.14E+17 2.66E+17 2.21E+17 1.80E+17 1.44E+17 1.13E+17 8.69E+16 6.57E+16 4.89E+16 3.57E+16 2.55E+16 1.79E+16 1.23E+16 8.33E+15 5.50E+15
 170.00  4.635  1.03E+21 9.97E+21 8.94E+20 2.88E+17 8.53E+17 1.38E+18 1.86E+18 2.26E+18 2.59E+18 2.82E+18 2.96E+18 3.01E+18 2.98E+18 2.87E+18 2.70E+18 2.50E+18 2.25E+18 2.00E+18 1.74E+18 1.48E+18 1.24E+18 1.02E+18 8.22E+17 6.53E+17 5.09E+17 3.90E+17 2.93E+17 2.17E+17 1.57E+17 1.12E+17 7.82E+16 5.39E+16 3.61E+16
 180.00  4.769  5.35E+21 5.93E+22 4.64E+21 1.43E+18 4.23E+18 6.86E+18 9.27E+18 1.13E+19 1.29E+19 1.41E+19 1.48E+19 1.52E+19 1.50E+19 1.46E+19 1.38E+19 1.28E+19 1.16E+19 1.04E+19 9.05E+18 7.78E+18 6.57E+18 5.44E+18 4.42E+18 3.55E+18 2.80E+18 2.16E+18 1.65E+18 1.23E+18 9.02E+17 6.53E+17 4.61E+17 3.22E+17 2.20E+17
 190.00  4.900  2.64E+22 3.35E+23 2.30E+22 6.77E+18 2.01E+19 3.24E+19 4.38E+19 5.35E+19 6.14E+19 6.74E+19 7.11E+19 7.27E+19 7.24E+19 7.04E+19 6.70E+19 6.25E+19 5.72E+19 5.12E+19 4.49E+19 3.89E+19 3.29E+19 2.76E+19 2.27E+19 1.83E+19 1.45E+19 1.14E+19 8.74E+18 6.58E+18 4.90E+18 3.58E+18 2.57E+18 1.81E+18 1.26E+18
 200.00  5.027  1.23E+23 1.77E+24 1.06E+23 3.01E+19 8.91E+19 1.45E+20 1.95E+20 2.39E+20 2.76E+20 3.01E+20 3.20E+20 3.28E+20 3.28E+20 3.19E+20 3.06E+20 2.86E+20 2.62E+20 2.36E+20 2.09E+20 1.82E+20 1.55E+20 1.31E+20 1.08E+20 8.80E+19 7.03E+19 5.54E+19 4.31E+19 3.28E+19 2.46E+19 1.82E+19 1.32E+19 9.43E+18 6.64E+18

                    ************************************************************************************************
                    *  Z= 26 A= 58: Negative-Parity Spin-dependent Level Density [MeV-1] for Fe 58 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.178  2.50E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.251  5.00E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.308  1.86E-03 0.00E+00 9.00E-28 1.78E-03 1.00E-30 5.66E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.355  7.24E-02 0.00E+00 9.00E-28 6.74E-02 1.00E-30 2.15E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.397  8.97E-02 0.00E+00 9.00E-28 1.27E-02 1.00E-30 5.08E-02 1.00E-30 5.57E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.435  1.70E-01 0.00E+00 9.00E-28 1.01E-02 3.33E-03 6.17E-02 1.00E-30 2.47E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.470  5.51E-01 0.00E+00 9.00E-28 5.67E-02 1.57E-01 8.41E-01 1.00E-30 4.74E-01 1.00E-30 1.98E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.503  1.20E+00 0.00E+00 9.00E-28 1.33E-01 6.47E-01 1.54E+00 1.36E-02 1.85E-01 1.70E-05 9.06E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.533  2.22E+00 0.00E+00 9.00E-28 7.43E-01 7.23E-01 1.70E+00 6.16E-01 5.46E-02 7.89E-04 2.41E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.562  3.68E+00 0.00E+00 9.00E-28 9.72E-01 5.57E-01 1.77E+00 1.27E+00 6.08E-01 2.43E-03 6.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.590  5.45E+00 0.00E+00 9.00E-28 5.94E-01 1.15E+00 2.44E+00 1.15E+00 1.21E+00 4.15E-03 5.42E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.616  8.39E+00 5.24E-01 9.00E-28 1.37E+00 1.79E+00 4.79E+00 1.89E+00 1.56E+00 1.31E-01 2.18E-01 3.45E-03 4.93E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.641  1.33E+01 3.09E+00 9.00E-28 2.65E+00 2.12E+00 6.42E+00 3.69E+00 2.23E+00 1.06E+00 1.10E+00 1.61E-01 2.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.665  1.86E+01 7.92E+00 1.73E-02 2.89E+00 1.84E+00 5.52E+00 4.27E+00 3.19E+00 1.22E+00 1.49E+00 4.83E-01 3.54E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.688  2.47E+01 1.35E+01 8.73E-01 3.38E+00 2.06E+00 5.40E+00 4.24E+00 4.86E+00 1.66E+00 1.51E+00 5.69E-01 4.49E-01 1.63E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.711  3.26E+01 1.90E+01 5.43E+00 3.90E+00 2.90E+00 7.41E+00 4.23E+00 6.66E+00 2.37E+00 1.47E+00 4.77E-01 5.37E-01 7.87E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.733  4.28E+01 1.97E+01 1.51E+01 4.45E+00 3.74E+00 1.03E+01 4.61E+00 7.53E+00 3.23E+00 1.92E+00 5.25E-01 6.30E-01 3.22E-01 1.37E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.754  5.51E+01 2.21E+01 2.71E+01 5.07E+00 4.59E+00 1.21E+01 5.78E+00 7.67E+00 3.57E+00 2.38E+00 7.85E-01 7.90E-01 1.74E-01 6.44E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.775  7.04E+01 3.22E+01 4.10E+01 5.30E+00 5.44E+00 1.45E+01 7.41E+00 8.62E+00 5.03E+00 3.08E+00 1.18E+00 1.20E+00 3.87E-01 1.94E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.795  8.67E+01 5.01E+01 4.62E+01 5.99E+00 6.18E+00 1.33E+01 9.83E+00 9.51E+00 5.42E+00 3.16E+00 1.56E+00 1.15E+00 3.35E-01 2.51E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.834  1.30E+02 9.26E+01 7.31E+01 7.65E+00 8.90E+00 1.87E+01 1.09E+01 1.02E+01 6.79E+00 4.04E+00 2.29E+00 1.77E+00 7.79E-01 1.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.871  1.94E+02 1.17E+02 1.55E+02 9.68E+00 1.04E+01 2.48E+01 1.46E+01 1.60E+01 1.04E+01 7.13E+00 3.71E+00 2.69E+00 1.20E+00 4.20E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.906  2.79E+02 1.54E+02 2.50E+02 1.13E+01 1.25E+01 2.95E+01 2.13E+01 2.11E+01 1.34E+01 9.23E+00 6.03E+00 3.96E+00 1.93E+00 9.31E-01 1.50E-01 2.60E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.941  3.81E+02 3.41E+02 3.68E+02 1.44E+01 1.54E+01 2.88E+01 2.52E+01 2.37E+01 1.54E+01 1.18E+01 8.45E+00 6.39E+00 3.32E+00 1.96E+00 6.94E-01 2.22E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.974  5.25E+02 4.38E+02 7.16E+02 1.62E+01 1.85E+01 3.18E+01 3.08E+01 3.01E+01 2.24E+01 1.90E+01 1.37E+01 1.01E+01 5.71E+00 3.98E+00 1.87E+00 8.28E-01 3.88E-01 6.06E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.005  7.24E+02 6.25E+02 1.15E+03 1.62E+01 2.20E+01 3.88E+01 3.90E+01 3.98E+01 3.35E+01 2.74E+01 1.85E+01 1.37E+01 8.57E+00 6.11E+00 3.22E+00 1.60E+00 5.49E-01 1.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.036  9.78E+02 9.25E+02 1.57E+03 1.86E+01 2.54E+01 4.55E+01 4.81E+01 4.85E+01 4.41E+01 3.60E+01 2.55E+01 1.89E+01 1.24E+01 8.67E+00 4.42E+00 2.22E+00 7.11E-01 2.19E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.066  1.32E+03 1.48E+03 2.49E+03 1.91E+01 3.01E+01 5.46E+01 5.89E+01 6.16E+01 5.82E+01 5.09E+01 4.01E+01 3.01E+01 2.04E+01 1.40E+01 7.58E+00 4.43E+00 1.71E+00 6.51E-01 8.30E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.096  1.80E+03 2.26E+03 3.97E+03 2.07E+01 4.21E+01 7.06E+01 7.51E+01 8.40E+01 7.72E+01 6.93E+01 5.63E+01 4.22E+01 2.96E+01 1.89E+01 1.12E+01 6.66E+00 2.60E+00 1.23E+00 1.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.124  2.48E+03 3.58E+03 5.97E+03 3.06E+01 5.83E+01 9.28E+01 1.05E+02 1.14E+02 1.04E+02 9.31E+01 7.50E+01 5.69E+01 3.98E+01 2.58E+01 1.63E+01 8.94E+00 3.78E+00 1.89E+00 3.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.179  5.20E+03 7.54E+03 1.40E+04 4.44E+01 9.69E+01 1.34E+02 1.73E+02 2.03E+02 1.89E+02 1.78E+02 1.62E+02 1.31E+02 8.95E+01 6.45E+01 4.17E+01 2.31E+01 1.27E+01 5.91E+00 2.16E+00 5.35E-01 5.31E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.231  1.01E+04 1.32E+04 2.69E+04 6.64E+01 1.72E+02 2.42E+02 3.07E+02 3.56E+02 3.28E+02 3.14E+02 2.78E+02 2.25E+02 1.60E+02 1.14E+02 7.87E+01 4.34E+01 2.35E+01 1.27E+01 4.08E+00 1.38E+00 2.12E-01 1.22E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.282  1.81E+04 2.35E+04 4.55E+04 7.99E+01 2.42E+02 4.05E+02 4.80E+02 5.30E+02 5.48E+02 5.05E+02 4.33E+02 3.55E+02 2.78E+02 2.01E+02 1.27E+02 8.26E+01 4.54E+01 2.43E+01 1.02E+01 3.28E+00 1.03E+00 1.48E-01 6.01E-06 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.330  3.13E+04 4.05E+04 7.75E+04 1.54E+02 3.88E+02 6.00E+02 7.79E+02 8.51E+02 8.42E+02 7.90E+02 7.19E+02 5.91E+02 4.36E+02 3.47E+02 2.36E+02 1.43E+02 8.57E+01 4.97E+01 2.28E+01 8.41E+00 3.22E+00 6.02E-01 1.65E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.377  5.19E+04 6.93E+04 1.28E+05 2.04E+02 5.82E+02 9.05E+02 1.13E+03 1.26E+03 1.28E+03 1.21E+03 1.08E+03 9.03E+02 7.15E+02 5.41E+02 3.80E+02 2.52E+02 1.52E+02 8.59E+01 4.37E+01 1.95E+01 7.09E+00 2.06E+00 2.49E-01 1.00E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.422  8.37E+04 1.38E+05 2.18E+05 2.70E+02 7.78E+02 1.21E+03 1.53E+03 1.72E+03 1.75E+03 1.68E+03 1.50E+03 1.28E+03 1.02E+03 7.87E+02 5.60E+02 3.78E+02 2.37E+02 1.39E+02 7.48E+01 3.60E+01 1.47E+01 4.85E+00 1.17E+00 1.40E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.466  1.32E+05 2.30E+05 4.01E+05 3.39E+02 9.75E+02 1.51E+03 1.89E+03 2.11E+03 2.13E+03 2.02E+03 1.80E+03 1.51E+03 1.20E+03 9.41E+02 6.68E+02 4.50E+02 2.84E+02 1.70E+02 9.49E+01 4.80E+01 2.10E+01 7.94E+00 2.45E+00 5.09E-01 4.23E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.508  2.03E+05 3.46E+05 6.30E+05 4.60E+02 1.33E+03 2.06E+03 2.58E+03 2.86E+03 2.89E+03 2.72E+03 2.40E+03 2.00E+03 1.57E+03 1.30E+03 9.13E+02 6.06E+02 3.79E+02 2.25E+02 1.34E+02 6.98E+01 3.19E+01 1.27E+01 4.11E+00 1.13E+00 2.55E-01 1.15E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.550  3.11E+05 3.81E+05 8.28E+05 7.76E+02 2.24E+03 3.49E+03 4.39E+03 4.91E+03 5.04E+03 4.81E+03 4.33E+03 3.68E+03 2.96E+03 2.26E+03 1.63E+03 1.11E+03 7.13E+02 4.34E+02 2.42E+02 1.27E+02 6.07E+01 2.59E+01 9.34E+00 2.66E+00 6.08E-01 3.68E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.590  4.71E+05 4.89E+05 8.78E+05 1.61E+03 4.65E+03 7.28E+03 9.22E+03 1.04E+04 1.08E+04 1.04E+04 9.50E+03 8.22E+03 6.76E+03 4.38E+03 3.23E+03 2.26E+03 1.51E+03 9.54E+02 4.42E+02 2.23E+02 1.07E+02 4.64E+01 1.74E+01 5.50E+00 1.58E+00 4.79E-01 3.06E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.686  1.24E+06 1.19E+06 1.72E+06 2.83E+03 8.23E+03 1.28E+04 1.64E+04 1.84E+04 1.91E+04 1.85E+04 1.69E+04 1.46E+04 1.19E+04 1.00E+04 7.40E+03 5.19E+03 3.44E+03 2.16E+03 1.34E+03 7.50E+02 3.96E+02 1.97E+02 9.03E+01 3.80E+01 1.39E+01 4.25E+00 1.38E+00 2.82E-01 1.99E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.777  2.90E+06 2.80E+06 3.86E+06 6.08E+03 1.77E+04 2.76E+04 3.54E+04 4.01E+04 4.18E+04 4.09E+04 3.77E+04 3.29E+04 2.73E+04 2.16E+04 1.62E+04 1.16E+04 7.87E+03 5.07E+03 3.09E+03 1.79E+03 9.79E+02 5.12E+02 2.54E+02 1.20E+02 5.33E+01 2.18E+01 7.70E+00 2.26E+00 9.51E-01 5.23E-02 1.68E-02 1.00E-30 1.00E-30
  30.00  1.947  1.38E+07 1.05E+07 1.27E+07 1.96E+04 5.71E+04 8.95E+04 1.14E+05 1.30E+05 1.35E+05 1.33E+05 1.23E+05 1.08E+05 9.04E+04 7.22E+04 5.51E+04 4.03E+04 2.81E+04 1.87E+04 1.18E+04 7.13E+03 4.06E+03 2.18E+03 1.10E+03 5.19E+02 2.28E+02 9.33E+01 3.57E+01 1.30E+01 4.28E+00 1.40E+00 3.01E-01 1.00E-30 1.00E-30
  40.00  2.248  3.13E+08 2.46E+08 2.21E+08 2.08E+05 6.08E+05 9.60E+05 1.23E+06 1.42E+06 1.51E+06 1.52E+06 1.44E+06 1.30E+06 1.13E+06 9.39E+05 7.51E+05 5.80E+05 4.29E+05 3.06E+05 2.09E+05 1.38E+05 8.73E+04 5.28E+04 3.05E+04 1.69E+04 8.88E+03 4.42E+03 2.08E+03 9.22E+02 3.80E+02 1.43E+02 4.71E+01 1.96E+01 4.66E+00
  50.00  2.514  4.75E+09 5.13E+09 3.64E+09 2.65E+06 7.76E+06 1.23E+07 1.60E+07 1.87E+07 2.01E+07 2.06E+07 2.00E+07 1.86E+07 1.66E+07 1.42E+07 1.18E+07 9.46E+06 7.33E+06 5.48E+06 3.95E+06 2.75E+06 1.85E+06 1.20E+06 7.49E+05 4.50E+05 2.59E+05 1.43E+05 7.51E+04 3.76E+04 1.79E+04 7.98E+03 3.33E+03 1.28E+03 4.49E+02
