                    ************************************************************************************************
                    *  Z= 30 A= 66: Positive-Parity Spin-dependent Level Density [MeV-1] for Zn 66 and ldmodel= 6  *
   2.25  0.481  1.09E+00 2.21E+01 1.41E+01 9.05E-01 5.77E-01 1.45E+00 7.11E-02 4.06E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.507  2.81E+00 3.19E+01 3.14E+01 1.45E+00 1.24E+00 2.80E+00 4.14E-01 1.04E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.532  5.28E+00 3.93E+01 4.26E+01 2.05E+00 1.23E+00 3.71E+00 1.49E+00 8.83E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.556  9.03E+00 5.97E+01 6.00E+01 3.98E+00 1.09E+00 3.80E+00 3.56E+00 8.59E-01 1.02E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.578  1.49E+01 9.70E+01 9.35E+01 6.68E+00 1.20E+00 3.83E+00 5.75E+00 2.15E+00 3.23E-01 6.47E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.600  2.35E+01 1.33E+02 1.41E+02 9.51E+00 1.86E+00 4.30E+00 7.85E+00 4.07E+00 4.47E-01 5.79E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.621  3.51E+01 1.71E+02 2.06E+02 7.81E+00 3.12E+00 6.78E+00 1.06E+01 6.04E+00 8.30E-01 1.34E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.642  5.23E+01 2.23E+02 3.22E+02 8.30E+00 4.79E+00 1.26E+01 1.21E+01 9.15E+00 4.09E+00 1.57E+00 4.80E-02 2.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.661  8.19E+01 2.86E+02 5.02E+02 1.62E+01 6.66E+00 1.93E+01 1.76E+01 1.30E+01 7.68E+00 2.25E+00 3.50E-01 6.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.681  1.27E+02 3.65E+02 7.36E+02 2.31E+01 9.85E+00 2.79E+01 2.43E+01 1.84E+01 1.16E+01 3.30E+00 1.22E+00 1.14E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.699  1.88E+02 5.23E+02 9.95E+02 2.29E+01 1.75E+01 3.89E+01 2.83E+01 2.75E+01 1.40E+01 5.09E+00 2.32E+00 1.49E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.717  2.72E+02 7.41E+02 1.33E+03 2.05E+01 2.95E+01 5.42E+01 3.15E+01 3.96E+01 1.54E+01 8.94E+00 3.40E+00 1.96E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.752  5.91E+02 1.08E+03 2.33E+03 2.51E+01 4.22E+01 9.19E+01 5.41E+01 6.46E+01 2.95E+01 2.13E+01 6.47E+00 3.46E+00 8.56E-03 1.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.786  1.24E+03 1.57E+03 4.80E+03 6.86E+01 6.50E+01 1.54E+02 1.21E+02 1.12E+02 6.71E+01 4.12E+01 2.19E+01 9.76E+00 2.96E+00 2.71E+00 4.43E-01 1.91E-01 3.83E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.818  2.26E+03 2.29E+03 7.50E+03 1.03E+02 1.00E+02 2.30E+02 1.76E+02 1.69E+02 1.06E+02 6.23E+01 3.58E+01 1.96E+01 6.91E+00 6.26E+00 3.22E+00 1.34E-01 2.43E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.849  3.79E+03 3.44E+03 1.09E+04 1.56E+02 1.54E+02 3.37E+02 2.47E+02 2.43E+02 1.47E+02 9.47E+01 5.13E+01 2.95E+01 1.30E+01 9.71E+00 4.62E+00 1.28E+00 2.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.879  6.02E+03 4.92E+03 1.60E+04 2.29E+02 2.32E+02 4.98E+02 3.54E+02 3.45E+02 2.00E+02 1.39E+02 7.70E+01 4.10E+01 2.56E+01 1.57E+01 7.38E+00 4.50E+00 1.12E+00 5.49E-01 4.39E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.908  9.23E+03 6.72E+03 2.43E+04 3.55E+02 3.26E+02 7.28E+02 5.49E+02 4.87E+02 2.93E+02 2.09E+02 1.15E+02 6.98E+01 4.76E+01 2.85E+01 1.36E+01 9.29E+00 3.32E+00 2.12E+00 8.12E-01 4.54E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.935  1.38E+04 9.43E+03 3.60E+04 4.64E+02 4.86E+02 1.03E+03 7.70E+02 6.99E+02 4.30E+02 3.05E+02 1.75E+02 1.27E+02 7.58E+01 4.60E+01 3.02E+01 1.16E+01 8.48E+00 3.81E+00 7.21E-01 9.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.963  2.01E+04 1.29E+04 5.09E+04 5.60E+02 6.66E+02 1.40E+03 1.03E+03 9.88E+02 6.24E+02 4.26E+02 2.64E+02 1.89E+02 1.12E+02 7.23E+01 4.46E+01 2.04E+01 1.13E+01 5.07E+00 1.19E+00 5.67E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.989  2.90E+04 1.76E+04 7.32E+04 7.91E+02 9.00E+02 1.86E+03 1.43E+03 1.35E+03 8.74E+02 6.10E+02 4.27E+02 2.70E+02 1.86E+02 1.24E+02 6.16E+01 4.57E+01 1.94E+01 9.93E+00 4.44E+00 2.32E+00 7.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.015  4.11E+04 2.25E+04 1.02E+05 1.12E+03 1.21E+03 2.47E+03 1.96E+03 1.77E+03 1.19E+03 8.41E+02 6.00E+02 3.83E+02 2.88E+02 1.88E+02 1.05E+02 7.79E+01 3.34E+01 1.98E+01 8.48E+00 5.19E+00 2.29E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.064  8.38E+04 3.81E+04 1.87E+05 1.75E+03 2.14E+03 4.28E+03 3.33E+03 3.04E+03 2.18E+03 1.56E+03 1.11E+03 8.16E+02 5.56E+02 3.67E+02 2.55E+02 1.40E+02 8.17E+01 4.54E+01 1.71E+01 5.83E+00 1.87E+00 5.14E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.111  1.57E+05 6.22E+04 3.30E+05 3.12E+03 3.38E+03 6.56E+03 5.43E+03 4.97E+03 3.68E+03 2.73E+03 2.08E+03 1.50E+03 1.14E+03 7.92E+02 4.89E+02 3.40E+02 1.89E+02 1.06E+02 5.18E+01 2.46E+01 7.90E+00 3.75E+00 8.13E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.157  2.76E+05 9.44E+04 5.68E+05 4.29E+03 5.54E+03 1.04E+04 8.38E+03 7.96E+03 6.07E+03 4.70E+03 3.57E+03 2.89E+03 2.05E+03 1.49E+03 1.06E+03 6.33E+02 4.11E+02 2.33E+02 1.08E+02 5.28E+01 2.15E+01 6.47E+00 1.56E+00 5.99E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.201  4.63E+05 1.53E+05 9.11E+05 6.55E+03 7.71E+03 1.45E+04 1.24E+04 1.17E+04 9.30E+03 7.44E+03 6.11E+03 4.75E+03 3.61E+03 2.71E+03 1.78E+03 1.24E+03 7.60E+02 4.29E+02 2.43E+02 1.20E+02 5.16E+01 2.42E+01 8.81E+00 3.53E+00 5.65E-01 1.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.243  7.52E+05 2.23E+05 1.56E+06 8.65E+03 1.15E+04 2.15E+04 1.89E+04 1.84E+04 1.51E+04 1.29E+04 1.05E+04 8.67E+03 6.74E+03 5.00E+03 3.63E+03 2.44E+03 1.54E+03 9.17E+02 5.06E+02 2.65E+02 1.18E+02 5.20E+01 1.82E+01 5.25E+00 2.00E+00 3.64E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.283  1.19E+06 3.41E+05 2.40E+06 1.24E+04 1.53E+04 2.91E+04 2.69E+04 2.56E+04 2.27E+04 1.94E+04 1.68E+04 1.36E+04 1.07E+04 8.29E+03 5.75E+03 4.13E+03 2.64E+03 1.56E+03 9.63E+02 5.04E+02 2.34E+02 1.31E+02 4.13E+01 1.85E+01 7.51E+00 3.94E-02 8.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.323  1.85E+06 5.28E+05 3.84E+06 1.62E+04 2.21E+04 3.99E+04 3.87E+04 3.79E+04 3.45E+04 3.09E+04 2.70E+04 2.25E+04 1.81E+04 1.41E+04 1.01E+04 7.12E+03 4.70E+03 2.86E+03 1.74E+03 9.45E+02 4.70E+02 2.37E+02 9.06E+01 3.87E+01 1.21E+01 2.14E+00 1.46E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.361  2.88E+06 8.02E+05 6.23E+06 1.94E+04 3.11E+04 5.60E+04 5.59E+04 5.87E+04 5.47E+04 4.96E+04 4.43E+04 3.75E+04 3.03E+04 2.38E+04 1.74E+04 1.24E+04 8.22E+03 5.21E+03 3.16E+03 1.73E+03 9.34E+02 4.39E+02 1.90E+02 8.18E+01 2.18E+01 7.41E+00 1.26E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.399  4.43E+06 1.18E+06 9.82E+06 2.41E+04 4.39E+04 7.68E+04 8.16E+04 8.93E+04 8.34E+04 7.89E+04 6.97E+04 5.99E+04 4.91E+04 3.80E+04 2.89E+04 2.02E+04 1.37E+04 8.99E+03 5.23E+03 3.12E+03 1.62E+03 7.89E+02 3.76E+02 1.39E+02 4.98E+01 1.49E+01 1.80E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.435  6.73E+06 1.98E+06 1.50E+07 3.17E+04 5.94E+04 1.05E+05 1.17E+05 1.28E+05 1.24E+05 1.19E+05 1.06E+05 9.18E+04 7.56E+04 5.97E+04 4.50E+04 3.23E+04 2.22E+04 1.43E+04 8.86E+03 5.16E+03 2.75E+03 1.42E+03 6.27E+02 2.67E+02 9.89E+01 2.59E+01 7.12E+00 1.74E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.522  2.31E+07 4.80E+06 4.53E+07 6.27E+04 1.44E+05 2.47E+05 2.97E+05 3.47E+05 3.51E+05 3.50E+05 3.17E+05 2.84E+05 2.35E+05 1.92E+05 1.45E+05 1.08E+05 7.50E+04 5.01E+04 3.15E+04 1.91E+04 1.06E+04 5.74E+03 2.70E+03 1.22E+03 5.14E+02 1.70E+02 6.16E+01 1.26E+01 3.93E+00 1.14E+00 1.46E-03 1.00E-30 1.00E-30
  25.00  1.604  6.29E+07 1.17E+07 1.14E+08 1.29E+05 3.41E+05 5.56E+05 6.94E+05 8.15E+05 8.50E+05 8.48E+05 7.83E+05 7.04E+05 5.94E+05 4.88E+05 3.74E+05 2.81E+05 1.99E+05 1.36E+05 8.67E+04 5.41E+04 3.11E+04 1.72E+04 8.69E+03 4.11E+03 1.79E+03 6.79E+02 2.27E+02 7.21E+01 1.65E+01 4.34E+00 1.35E-01 1.08E-03 1.00E-30
  30.00  1.757  6.54E+08 9.19E+07 8.63E+08 8.49E+05 2.45E+06 3.88E+06 4.97E+06 5.74E+06 6.09E+06 6.08E+06 5.74E+06 5.18E+06 4.47E+06 3.71E+06 2.93E+06 2.24E+06 1.63E+06 1.15E+06 7.68E+05 4.96E+05 3.04E+05 1.77E+05 9.83E+04 5.14E+04 2.51E+04 1.14E+04 4.68E+03 1.77E+03 5.90E+02 1.74E+02 8.17E+01 1.70E+01 3.00E+00
  40.00  2.029  4.25E+10 3.07E+09 3.33E+10 2.56E+07 7.53E+07 1.19E+08 1.55E+08 1.81E+08 1.97E+08 2.01E+08 1.96E+08 1.83E+08 1.64E+08 1.42E+08 1.18E+08 9.49E+07 7.42E+07 5.58E+07 4.06E+07 2.85E+07 1.93E+07 1.26E+07 7.93E+06 4.80E+06 2.77E+06 1.53E+06 8.01E+05 3.97E+05 1.85E+05 6.42E+04 2.45E+04 8.48E+03 2.68E+03
  50.00  2.269  1.01E+12 6.77E+10 8.14E+11 5.28E+08 1.55E+09 2.48E+09 3.25E+09 3.83E+09 4.21E+09 4.37E+09 4.34E+09 4.13E+09 3.80E+09 3.37E+09 2.90E+09 2.42E+09 1.95E+09 1.53E+09 1.17E+09 8.59E+08 6.16E+08 4.28E+08 2.88E+08 1.87E+08 1.18E+08 7.16E+07 4.18E+07 2.36E+07 1.27E+07 6.37E+06 3.13E+06 1.46E+06 6.37E+05
  60.00  2.485  2.07E+13 1.32E+12 1.69E+13 9.60E+09 2.82E+10 4.52E+10 5.97E+10 7.09E+10 7.83E+10 8.25E+10 8.31E+10 8.01E+10 7.49E+10 6.76E+10 5.94E+10 5.06E+10 4.20E+10 3.38E+10 2.66E+10 2.03E+10 1.51E+10 1.09E+10 7.62E+09 5.22E+09 3.46E+09 2.23E+09 1.39E+09 8.35E+08 4.89E+08 2.75E+08 1.50E+08 7.85E+07 3.92E+07
  70.00  2.684  3.87E+14 2.53E+13 3.38E+14 1.69E+11 4.99E+11 8.01E+11 1.06E+12 1.27E+12 1.42E+12 1.50E+12 1.53E+12 1.50E+12 1.42E+12 1.30E+12 1.16E+12 1.01E+12 8.61E+11 7.11E+11 5.73E+11 4.51E+11 3.46E+11 2.59E+11 1.89E+11 1.34E+11 9.34E+10 6.30E+10 4.14E+10 2.65E+10 1.65E+10 9.94E+09 5.84E+09 3.31E+09 1.82E+09
  80.00  2.870  7.57E+15 4.95E+14 6.75E+15 3.14E+12 9.27E+12 1.49E+13 1.98E+13 2.38E+13 2.66E+13 2.84E+13 2.90E+13 2.86E+13 2.73E+13 2.54E+13 2.29E+13 2.02E+13 1.73E+13 1.45E+13 1.18E+13 9.52E+12 7.42E+12 5.64E+12 4.20E+12 3.06E+12 2.17E+12 1.50E+12 1.02E+12 6.70E+11 4.31E+11 2.70E+11 1.65E+11 9.84E+10 5.70E+10
  90.00  3.044  1.19E+17 7.45E+15 1.07E+17 4.64E+13 1.37E+14 2.21E+14 2.94E+14 3.54E+14 3.99E+14 4.27E+14 4.39E+14 4.35E+14 4.19E+14 3.92E+14 3.57E+14 3.17E+14 2.75E+14 2.33E+14 1.93E+14 1.57E+14 1.24E+14 9.61E+13 7.29E+13 5.41E+13 3.92E+13 2.78E+13 1.92E+13 1.30E+13 8.58E+12 5.56E+12 3.50E+12 2.15E+12 1.29E+12
 100.00  3.209  1.60E+18 9.76E+16 1.46E+18 5.87E+14 1.74E+15 2.80E+15 3.74E+15 4.52E+15 5.11E+15 5.49E+15 5.68E+15 5.67E+15 5.49E+15 5.18E+15 4.77E+15 4.28E+15 3.75E+15 3.22E+15 2.70E+15 2.22E+15 1.79E+15 1.40E+15 1.09E+15 8.22E+14 6.07E+14 4.39E+14 3.12E+14 2.16E+14 1.47E+14 9.72E+13 6.33E+13 4.01E+13 2.48E+13
 110.00  3.365  1.92E+19 1.14E+18 1.77E+19 6.64E+15 1.96E+16 3.18E+16 4.25E+16 5.15E+16 5.84E+16 6.31E+16 6.55E+16 6.59E+16 6.43E+16 6.11E+16 5.66E+16 5.13E+16 4.54E+16 3.94E+16 3.35E+16 2.79E+16 2.27E+16 1.82E+16 1.42E+16 1.09E+16 8.25E+15 6.08E+15 4.40E+15 3.12E+15 2.17E+15 1.47E+15 9.85E+14 6.40E+14 4.08E+14
 120.00  3.515  2.15E+20 1.27E+19 2.02E+20 7.09E+16 2.09E+17 3.40E+17 4.56E+17 5.54E+17 6.29E+17 6.82E+17 7.12E+17 7.20E+17 7.06E+17 6.75E+17 6.31E+17 5.76E+17 5.15E+17 4.51E+17 3.87E+17 3.26E+17 2.69E+17 2.18E+17 1.73E+17 1.34E+17 1.03E+17 7.76E+16 5.69E+16 4.11E+16 2.91E+16 2.02E+16 1.38E+16 9.18E+15 6.02E+15
 130.00  3.658  2.20E+21 1.27E+20 2.08E+21 6.88E+17 2.04E+18 3.30E+18 4.44E+18 5.39E+18 6.16E+18 6.70E+18 7.02E+18 7.12E+18 7.02E+18 6.76E+18 6.35E+18 5.84E+18 5.26E+18 4.65E+18 4.02E+18 3.41E+18 2.85E+18 2.34E+18 1.88E+18 1.48E+18 1.14E+18 8.73E+17 6.53E+17 4.79E+17 3.46E+17 2.44E+17 1.70E+17 1.15E+17 7.69E+16
 140.00  3.796  1.92E+22 1.07E+21 1.82E+22 5.67E+18 1.68E+19 2.72E+19 3.67E+19 4.47E+19 5.12E+19 5.58E+19 5.87E+19 5.99E+19 5.93E+19 5.74E+19 5.43E+19 5.02E+19 4.56E+19 4.06E+19 3.54E+19 3.03E+19 2.56E+19 2.11E+19 1.71E+19 1.37E+19 1.08E+19 8.33E+18 6.30E+18 4.70E+18 3.44E+18 2.47E+18 1.75E+18 1.21E+18 8.23E+17
 150.00  3.930  1.54E+23 8.38E+21 1.46E+23 4.33E+19 1.28E+20 2.08E+20 2.81E+20 3.43E+20 3.93E+20 4.30E+20 4.54E+20 4.64E+20 4.62E+20 4.49E+20 4.27E+20 3.98E+20 3.64E+20 3.26E+20 2.86E+20 2.48E+20 2.10E+20 1.75E+20 1.44E+20 1.16E+20 9.22E+19 7.21E+19 5.53E+19 4.18E+19 3.11E+19 2.26E+19 1.62E+19 1.15E+19 7.93E+18
 160.00  4.059  1.15E+24 6.17E+22 1.10E+24 3.09E+20 9.15E+20 1.49E+21 2.02E+21 2.46E+21 2.83E+21 3.11E+21 3.29E+21 3.38E+21 3.38E+21 3.30E+21 3.15E+21 2.95E+21 2.71E+21 2.44E+21 2.17E+21 1.88E+21 1.62E+21 1.36E+21 1.12E+21 9.14E+20 7.35E+20 5.80E+20 4.51E+20 3.44E+20 2.59E+20 1.92E+20 1.40E+20 9.99E+19 7.03E+19
 170.00  4.183  8.10E+24 4.28E+23 7.81E+24 2.09E+21 6.20E+21 1.01E+22 1.36E+22 1.67E+22 1.92E+22 2.12E+22 2.25E+22 2.31E+22 2.33E+22 2.28E+22 2.19E+22 2.05E+22 1.90E+22 1.72E+22 1.53E+22 1.34E+22 1.16E+22 9.87E+21 8.24E+21 6.76E+21 5.47E+21 4.36E+21 3.42E+21 2.64E+21 2.01E+21 1.51E+21 1.11E+21 8.08E+20 5.75E+20
