                    ************************************************************************************************
                    *  Z= 39 A= 90: Positive-Parity Spin-dependent Level Density [MeV-1] for Y  90 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   6.50  0.775  3.59E+03 1.64E+03 1.13E+04 2.32E+01 6.61E+01 1.05E+02 1.34E+02 1.49E+02 1.47E+02 1.31E+02 1.06E+02 7.61E+01 4.89E+01 2.83E+01 1.51E+01 6.21E+00 2.26E+00 4.35E-01 1.83E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.804  7.53E+03 7.40E+02 4.23E+04 8.36E+01 2.41E+02 3.74E+02 4.68E+02 5.15E+02 5.09E+02 4.60E+02 3.80E+02 2.87E+02 1.98E+02 1.25E+02 7.15E+01 3.57E+01 1.59E+01 3.04E+00 2.13E+00 1.62E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.833  1.36E+04 7.53E+02 6.84E+04 1.29E+02 3.71E+02 5.73E+02 7.18E+02 7.88E+02 7.84E+02 7.14E+02 6.01E+02 4.67E+02 3.34E+02 2.20E+02 1.32E+02 7.19E+01 3.47E+01 1.42E+01 4.69E+00 6.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.860  1.92E+04 3.94E+03 6.41E+04 1.14E+02 3.32E+02 5.12E+02 6.42E+02 7.06E+02 7.09E+02 6.53E+02 5.58E+02 4.42E+02 3.24E+02 2.20E+02 1.35E+02 7.55E+01 3.70E+01 1.53E+01 5.08E+00 9.75E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.886  2.50E+04 8.98E+03 7.70E+04 1.27E+02 3.69E+02 5.72E+02 7.20E+02 8.01E+02 8.13E+02 7.61E+02 6.63E+02 5.38E+02 4.05E+02 2.83E+02 1.80E+02 1.03E+02 5.29E+01 2.24E+01 7.81E+00 1.58E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.912  3.47E+04 8.89E+03 1.45E+05 2.25E+02 6.51E+02 1.01E+03 1.28E+03 1.43E+03 1.47E+03 1.39E+03 1.22E+03 1.01E+03 7.77E+02 5.55E+02 3.67E+02 2.20E+02 1.20E+02 5.54E+01 2.17E+01 6.14E+00 2.67E+00 4.14E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.937  5.27E+04 7.62E+03 2.77E+05 4.10E+02 1.19E+03 1.86E+03 2.35E+03 2.63E+03 2.70E+03 2.57E+03 2.29E+03 1.91E+03 1.50E+03 1.09E+03 7.41E+02 4.63E+02 2.65E+02 1.33E+02 5.82E+01 2.01E+01 8.86E+00 1.37E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.961  8.00E+04 1.40E+04 4.15E+05 5.90E+02 1.71E+03 2.68E+03 3.38E+03 3.80E+03 3.92E+03 3.75E+03 3.37E+03 2.84E+03 2.26E+03 1.67E+03 1.16E+03 7.43E+02 4.37E+02 2.31E+02 1.08E+02 4.21E+01 1.32E+01 2.18E+00 5.08E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.008  1.62E+05 5.04E+04 5.56E+05 7.45E+02 2.16E+03 3.38E+03 4.29E+03 4.85E+03 5.03E+03 4.87E+03 4.43E+03 3.80E+03 3.08E+03 2.33E+03 1.66E+03 1.07E+03 6.46E+02 3.51E+02 1.70E+02 6.89E+01 2.36E+01 5.39E+00 1.59E+00 1.23E-01 4.56E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.053  3.49E+05 5.78E+04 1.27E+06 1.59E+03 4.60E+03 7.20E+03 9.20E+03 1.05E+04 1.09E+04 1.06E+04 9.81E+03 8.54E+03 7.04E+03 5.48E+03 4.03E+03 2.64E+03 1.68E+03 9.92E+02 5.34E+02 2.56E+02 1.08E+02 3.69E+01 9.84E+00 3.33E+00 9.15E-01 1.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
