                    ************************************************************************************************
                    *  Z= 38 A= 84: Positive-Parity Spin-dependent Level Density [MeV-1] for Sr 84 and ldmodel= 1  *
   2.25  0.421  6.42E+00 3.86E+00 2.67E+01 2.48E-01 6.53E-01 8.38E-01 7.92E-01 6.04E-01 3.84E-01 2.07E-01 9.56E-02 3.81E-02 1.31E-02 3.92E-03 1.02E-03 2.31E-04 4.55E-05 7.83E-06 1.18E-06 1.55E-07 1.78E-08 1.78E-09 1.57E-10 1.21E-11 8.11E-13 4.78E-14 2.47E-15 1.11E-16 4.41E-18 1.53E-19 4.65E-21 1.24E-22 2.89E-24
   2.50  0.444  9.12E+00 5.40E+00 3.75E+01 3.46E-01 9.11E-01 1.17E+00 1.11E+00 8.47E-01 5.40E-01 2.92E-01 1.35E-01 5.42E-02 1.88E-02 5.64E-03 1.48E-03 3.36E-04 6.68E-05 1.16E-05 1.76E-06 2.33E-07 2.70E-08 2.74E-09 2.44E-10 1.90E-11 1.29E-12 7.71E-14 4.03E-15 1.85E-16 7.42E-18 2.61E-19 8.06E-21 2.18E-22 5.18E-24
   2.75  0.466  1.29E+01 7.56E+00 5.39E+01 4.60E-01 1.22E+00 1.59E+00 1.53E+00 1.20E+00 7.92E-01 4.46E-01 2.17E-01 9.13E-02 3.36E-02 1.08E-02 3.03E-03 7.47E-04 1.62E-04 3.08E-05 5.16E-06 7.60E-07 9.85E-08 1.13E-08 1.13E-09 1.01E-10 7.87E-12 5.43E-13 3.30E-14 1.77E-15 8.39E-17 3.51E-18 1.29E-19 4.21E-21 1.21E-22
   3.00  0.486  1.82E+01 1.06E+01 7.73E+01 6.13E-01 1.64E+00 2.15E+00 2.12E+00 1.70E+00 1.16E+00 6.74E-01 3.41E-01 1.51E-01 5.85E-02 1.99E-02 5.99E-03 1.59E-03 3.71E-04 7.67E-05 1.40E-05 2.28E-06 3.27E-07 4.15E-08 4.68E-09 4.68E-10 4.15E-11 3.26E-12 2.28E-13 1.41E-14 7.75E-16 3.78E-17 1.64E-18 6.29E-20 2.15E-21
   3.25  0.506  2.56E+01 1.48E+01 1.11E+02 8.20E-01 2.20E+00 2.93E+00 2.93E+00 2.40E+00 1.67E+00 1.01E+00 5.31E-01 2.45E-01 9.97E-02 3.59E-02 1.14E-02 3.23E-03 8.11E-04 1.81E-04 3.59E-05 6.34E-06 9.98E-07 1.40E-07 1.75E-08 1.95E-09 1.93E-10 1.71E-11 1.35E-12 9.53E-14 6.00E-15 3.37E-16 1.69E-17 7.54E-19 3.01E-20
   3.50  0.525  3.60E+01 2.07E+01 1.59E+02 1.10E+00 2.96E+00 3.98E+00 4.04E+00 3.38E+00 2.41E+00 1.50E+00 8.16E-01 3.92E-01 1.67E-01 6.30E-02 2.12E-02 6.36E-03 1.70E-03 4.07E-04 8.69E-05 1.66E-05 2.84E-06 4.35E-07 5.97E-08 7.34E-09 8.09E-10 7.98E-11 7.06E-12 5.60E-13 3.99E-14 2.54E-15 1.46E-16 7.48E-18 3.45E-19
   3.75  0.544  5.05E+01 2.90E+01 2.27E+02 1.47E+00 3.99E+00 5.41E+00 5.57E+00 4.74E+00 3.47E+00 2.21E+00 1.24E+00 6.19E-01 2.74E-01 1.08E-01 3.83E-02 1.21E-02 3.44E-03 8.77E-04 2.00E-04 4.12E-05 7.61E-06 1.26E-06 1.89E-07 2.54E-08 3.08E-09 3.36E-10 3.30E-11 2.91E-12 2.32E-13 1.67E-14 1.08E-15 6.28E-17 3.30E-18
   4.00  0.562  7.08E+01 4.06E+01 3.24E+02 1.98E+00 5.38E+00 7.36E+00 7.67E+00 6.65E+00 4.96E+00 3.24E+00 1.88E+00 9.66E-01 4.44E-01 1.83E-01 6.77E-02 2.25E-02 6.75E-03 1.82E-03 4.43E-04 9.74E-05 1.93E-05 3.46E-06 5.59E-07 8.17E-08 1.08E-08 1.29E-09 1.39E-10 1.36E-11 1.20E-12 9.61E-14 6.95E-15 4.55E-16 2.69E-17
   4.25  0.579  9.93E+01 5.69E+01 4.63E+02 2.67E+00 7.27E+00 1.00E+01 1.06E+01 9.30E+00 7.07E+00 4.73E+00 2.81E+00 1.49E+00 7.10E-01 3.04E-01 1.17E-01 4.09E-02 1.29E-02 3.67E-03 9.45E-04 2.21E-04 4.67E-05 8.96E-06 1.56E-06 2.46E-07 3.52E-08 4.57E-09 5.40E-10 5.78E-11 5.62E-12 4.96E-13 3.98E-14 2.90E-15 1.92E-16
   4.50  0.596  1.39E+02 7.97E+01 6.61E+02 3.59E+00 9.84E+00 1.37E+01 1.45E+01 1.30E+01 1.01E+01 6.87E+00 4.19E+00 2.29E+00 1.12E+00 4.98E-01 2.00E-01 7.27E-02 2.40E-02 7.17E-03 1.95E-03 4.82E-04 1.08E-04 2.21E-05 4.12E-06 6.97E-07 1.08E-07 1.51E-08 1.93E-09 2.25E-10 2.40E-11 2.32E-12 2.05E-13 1.65E-14 1.21E-15
   4.75  0.612  1.95E+02 1.12E+02 9.42E+02 4.85E+00 1.33E+01 1.86E+01 2.00E+01 1.81E+01 1.43E+01 9.94E+00 6.20E+00 3.47E+00 1.76E+00 8.06E-01 3.35E-01 1.27E-01 4.36E-02 1.37E-02 3.90E-03 1.02E-03 2.42E-04 5.24E-05 1.04E-05 1.88E-06 3.10E-07 4.69E-08 6.47E-09 8.16E-10 9.41E-11 9.93E-12 9.58E-13 8.45E-14 6.81E-15
   5.00  0.628  2.73E+02 1.56E+02 1.34E+03 6.56E+00 1.81E+01 2.54E+01 2.76E+01 2.52E+01 2.02E+01 1.43E+01 9.12E+00 5.24E+00 2.73E+00 1.29E+00 5.55E-01 2.18E-01 7.79E-02 2.55E-02 7.62E-03 2.08E-03 5.22E-04 1.20E-04 2.51E-05 4.83E-06 8.50E-07 1.37E-07 2.03E-08 2.76E-09 3.44E-10 3.93E-11 4.11E-12 3.95E-13 3.48E-14
   5.50  0.659  5.79E+02 3.06E+02 2.72E+03 1.20E+01 3.33E+01 4.74E+01 5.23E+01 4.89E+01 4.02E+01 2.95E+01 1.95E+01 1.17E+01 6.41E+00 3.20E+00 1.46E+00 6.14E-01 2.36E-01 8.34E-02 2.71E-02 8.10E-03 2.23E-03 5.63E-04 1.31E-04 2.82E-05 5.58E-06 1.02E-06 1.71E-07 2.65E-08 3.79E-09 5.00E-10 6.08E-11 6.82E-12 7.06E-13
   6.00  0.688  1.18E+03 6.00E+02 5.50E+03 2.21E+01 6.17E+01 8.85E+01 9.91E+01 9.46E+01 7.96E+01 6.01E+01 4.12E+01 2.57E+01 1.47E+01 7.70E+00 3.71E+00 1.65E+00 6.76E-01 2.56E-01 8.93E-02 2.88E-02 8.60E-03 2.38E-03 6.08E-04 1.44E-04 3.15E-05 6.39E-06 1.20E-06 2.09E-07 3.38E-08 5.05E-09 6.99E-10 8.99E-11 1.07E-11
   6.50  0.716  2.35E+03 1.18E+03 1.11E+04 4.09E+01 1.14E+02 1.66E+02 1.88E+02 1.82E+02 1.57E+02 1.22E+02 8.58E+01 5.54E+01 3.29E+01 1.80E+01 9.11E+00 4.26E+00 1.85E+00 7.41E-01 2.76E-01 9.55E-02 3.07E-02 9.15E-03 2.54E-03 6.54E-04 1.57E-04 3.50E-05 7.25E-06 1.40E-06 2.51E-07 4.20E-08 6.54E-09 9.48E-10 1.28E-10
   7.00  0.743  4.66E+03 2.30E+03 2.24E+04 7.59E+01 2.13E+02 3.11E+02 3.56E+02 3.51E+02 3.08E+02 2.44E+02 1.77E+02 1.18E+02 7.25E+01 4.12E+01 2.17E+01 1.06E+01 4.85E+00 2.05E+00 8.11E-01 2.98E-01 1.02E-01 3.27E-02 9.74E-03 2.71E-03 7.05E-04 1.71E-04 3.87E-05 8.20E-06 1.62E-06 2.99E-07 5.16E-08 8.33E-09 1.26E-09
   7.50  0.769  9.08E+03 4.43E+03 4.42E+04 1.38E+02 3.90E+02 5.73E+02 6.64E+02 6.63E+02 5.92E+02 4.79E+02 3.55E+02 2.43E+02 1.54E+02 9.07E+01 4.97E+01 2.53E+01 1.21E+01 5.36E+00 2.22E+00 8.63E-01 3.14E-01 1.07E-01 3.39E-02 1.01E-02 2.82E-03 7.37E-04 1.81E-04 4.14E-05 8.92E-06 1.80E-06 3.40E-07 6.04E-08 1.00E-08
   8.00  0.794  1.74E+04 8.28E+03 8.46E+04 2.47E+02 6.98E+02 1.03E+03 1.21E+03 1.22E+03 1.10E+03 9.08E+02 6.88E+02 4.82E+02 3.14E+02 1.90E+02 1.07E+02 5.67E+01 2.80E+01 1.30E+01 5.62E+00 2.29E+00 8.73E-01 3.13E-01 1.05E-01 3.32E-02 9.85E-03 2.74E-03 7.19E-04 1.77E-04 4.10E-05 8.91E-06 1.82E-06 3.51E-07 6.35E-08
   8.50  0.819  3.25E+04 1.51E+04 1.58E+05 4.32E+02 1.22E+03 1.82E+03 2.14E+03 2.18E+03 2.00E+03 1.67E+03 1.29E+03 9.23E+02 6.14E+02 3.81E+02 2.22E+02 1.21E+02 6.16E+01 2.96E+01 1.33E+01 5.64E+00 2.25E+00 8.42E-01 2.97E-01 9.87E-02 3.09E-02 9.09E-03 2.52E-03 6.61E-04 1.63E-04 3.78E-05 8.29E-06 1.71E-06 3.33E-07
   9.00  0.842  5.94E+04 2.69E+04 2.87E+05 7.41E+02 2.10E+03 3.14E+03 3.72E+03 3.83E+03 3.55E+03 3.01E+03 2.36E+03 1.71E+03 1.16E+03 7.40E+02 4.40E+02 2.46E+02 1.29E+02 6.41E+01 2.98E+01 1.31E+01 5.42E+00 2.11E+00 7.78E-01 2.70E-01 8.85E-02 2.74E-02 8.00E-03 2.21E-03 5.76E-04 1.42E-04 3.30E-05 7.25E-06 1.51E-06
   9.50  0.866  1.07E+05 4.71E+04 5.11E+05 1.25E+03 3.55E+03 5.32E+03 6.35E+03 6.59E+03 6.17E+03 5.29E+03 4.20E+03 3.11E+03 2.15E+03 1.39E+03 8.47E+02 4.85E+02 2.61E+02 1.33E+02 6.38E+01 2.89E+01 1.24E+01 5.00E+00 1.91E+00 6.90E-01 2.36E-01 7.62E-02 2.33E-02 6.74E-03 1.85E-03 4.78E-04 1.17E-04 2.73E-05 6.00E-06
  10.00  0.888  1.87E+05 8.09E+04 8.93E+05 2.08E+03 5.91E+03 8.89E+03 1.07E+04 1.11E+04 1.05E+04 9.12E+03 7.33E+03 5.50E+03 3.86E+03 2.55E+03 1.58E+03 9.25E+02 5.10E+02 2.66E+02 1.31E+02 6.11E+01 2.69E+01 1.12E+01 4.44E+00 1.66E+00 5.89E-01 1.98E-01 6.31E-02 1.90E-02 5.45E-03 1.48E-03 3.81E-04 9.30E-05 2.15E-05
  11.00  0.931  6.42E+05 2.28E+05 2.59E+06 5.49E+03 1.57E+04 2.37E+04 2.87E+04 3.04E+04 2.92E+04 2.57E+04 2.11E+04 1.62E+04 1.17E+04 7.97E+03 5.12E+03 3.10E+03 1.78E+03 9.70E+02 5.00E+02 2.45E+02 1.14E+02 5.01E+01 2.10E+01 8.35E+00 3.16E+00 1.13E+00 3.88E-01 1.26E-01 3.89E-02 1.14E-02 3.20E-03 8.50E-04 2.15E-04
  12.00  0.973  1.85E+06 6.05E+05 7.07E+06 1.38E+04 3.97E+04 6.03E+04 7.35E+04 7.86E+04 7.64E+04 6.85E+04 5.72E+04 4.49E+04 3.32E+04 2.31E+04 1.53E+04 9.55E+03 5.67E+03 3.20E+03 1.71E+03 8.73E+02 4.23E+02 1.95E+02 8.59E+01 3.60E+01 1.43E+01 5.45E+00 1.98E+00 6.82E-01 2.25E-01 7.06E-02 2.11E-02 6.03E-03 1.64E-03
  13.00  1.012  4.92E+06 1.53E+06 1.84E+07 3.35E+04 9.61E+04 1.47E+05 1.80E+05 1.94E+05 1.91E+05 1.73E+05 1.47E+05 1.17E+05 8.83E+04 6.30E+04 4.26E+04 2.73E+04 1.67E+04 9.70E+03 5.37E+03 2.83E+03 1.43E+03 6.85E+02 3.14E+02 1.37E+02 5.73E+01 2.28E+01 8.70E+00 3.16E+00 1.10E+00 3.65E-01 1.16E-01 3.52E-02 1.02E-02
  14.00  1.051  1.24E+07 3.73E+06 4.57E+07 7.79E+04 2.24E+05 3.44E+05 4.24E+05 4.61E+05 4.57E+05 4.20E+05 3.61E+05 2.92E+05 2.24E+05 1.63E+05 1.12E+05 7.37E+04 4.61E+04 2.75E+04 1.57E+04 8.53E+03 4.43E+03 2.20E+03 1.04E+03 4.74E+02 2.06E+02 8.56E+01 3.40E+01 1.30E+01 4.72E+00 1.65E+00 5.50E-01 1.76E-01 5.39E-02
  15.00  1.088  2.99E+07 8.76E+06 1.09E+08 1.76E+05 5.06E+05 7.79E+05 9.66E+05 1.06E+06 1.06E+06 9.79E+05 8.52E+05 6.99E+05 5.44E+05 4.01E+05 2.82E+05 1.89E+05 1.21E+05 7.38E+04 4.31E+04 2.41E+04 1.29E+04 6.57E+03 3.22E+03 1.51E+03 6.79E+02 2.93E+02 1.21E+02 4.79E+01 1.82E+01 6.62E+00 2.31E+00 7.75E-01 2.49E-01
  16.00  1.123  6.97E+07 1.99E+07 2.53E+08 3.85E+05 1.11E+06 1.71E+06 2.13E+06 2.35E+06 2.36E+06 2.21E+06 1.94E+06 1.61E+06 1.27E+06 9.53E+05 6.80E+05 4.64E+05 3.02E+05 1.88E+05 1.12E+05 6.42E+04 3.52E+04 1.85E+04 9.31E+03 4.50E+03 2.08E+03 9.27E+02 3.96E+02 1.62E+02 6.40E+01 2.42E+01 8.79E+00 3.07E+00 1.03E+00
  17.00  1.158  1.58E+08 4.39E+07 5.68E+08 8.21E+05 2.37E+06 3.67E+06 4.59E+06 5.08E+06 5.14E+06 4.85E+06 4.30E+06 3.61E+06 2.88E+06 2.18E+06 1.58E+06 1.10E+06 7.26E+05 4.61E+05 2.81E+05 1.64E+05 9.17E+04 4.93E+04 2.54E+04 1.26E+04 6.01E+03 2.75E+03 1.21E+03 5.13E+02 2.09E+02 8.17E+01 3.07E+01 1.11E+01 3.87E+00
  18.00  1.191  3.47E+08 9.45E+07 1.24E+09 1.71E+06 4.95E+06 7.67E+06 9.63E+06 1.07E+07 1.09E+07 1.04E+07 9.27E+06 7.85E+06 6.32E+06 4.86E+06 3.56E+06 2.50E+06 1.68E+06 1.09E+06 6.73E+05 4.00E+05 2.29E+05 1.26E+05 6.63E+04 3.37E+04 1.65E+04 7.73E+03 3.50E+03 1.52E+03 6.38E+02 2.57E+02 1.00E+02 3.74E+01 1.35E+01
  19.00  1.224  7.44E+08 1.99E+08 2.65E+09 3.49E+06 1.01E+07 1.57E+07 1.98E+07 2.21E+07 2.26E+07 2.16E+07 1.95E+07 1.66E+07 1.35E+07 1.05E+07 7.80E+06 5.55E+06 3.79E+06 2.48E+06 1.56E+06 9.45E+05 5.50E+05 3.08E+05 1.66E+05 8.60E+04 4.30E+04 2.07E+04 9.58E+03 4.28E+03 1.84E+03 7.64E+02 3.06E+02 1.18E+02 4.38E+01
  20.00  1.256  1.56E+09 4.08E+08 5.52E+09 6.98E+06 2.02E+07 3.15E+07 3.98E+07 4.46E+07 4.59E+07 4.41E+07 4.00E+07 3.45E+07 2.83E+07 2.22E+07 1.67E+07 1.20E+07 8.28E+06 5.50E+06 3.51E+06 2.16E+06 1.28E+06 7.28E+05 3.99E+05 2.11E+05 1.08E+05 5.29E+04 2.51E+04 1.15E+04 5.06E+03 2.15E+03 8.84E+02 3.50E+02 1.34E+02
  22.50  1.332  1.30E+10 2.28E+09 3.19E+10 3.67E+07 1.06E+08 1.66E+08 2.11E+08 2.39E+08 2.49E+08 2.42E+08 2.23E+08 1.95E+08 1.63E+08 1.31E+08 1.00E+08 7.42E+07 5.27E+07 3.61E+07 2.38E+07 1.51E+07 9.27E+06 5.48E+06 3.13E+06 1.73E+06 9.22E+05 4.75E+05 2.36E+05 1.14E+05 5.29E+04 2.38E+04 1.03E+04 4.34E+03 1.77E+03
  25.00  1.404  7.08E+10 1.16E+10 1.66E+11 1.75E+08 5.11E+08 8.01E+08 1.02E+09 1.16E+09 1.22E+09 1.20E+09 1.12E+09 9.96E+08 8.46E+08 6.90E+08 5.40E+08 4.07E+08 2.96E+08 2.08E+08 1.40E+08 9.18E+07 5.80E+07 3.54E+07 2.09E+07 1.20E+07 6.62E+06 3.54E+06 1.84E+06 9.22E+05 4.48E+05 2.11E+05 9.61E+04 4.24E+04 1.81E+04
  30.00  1.538  2.41E+12 2.34E+11 3.52E+12 3.22E+09 9.41E+09 1.48E+10 1.91E+10 2.20E+10 2.34E+10 2.34E+10 2.23E+10 2.02E+10 1.76E+10 1.48E+10 1.19E+10 9.30E+09 7.01E+09 5.11E+09 3.60E+09 2.46E+09 1.63E+09 1.05E+09 6.52E+08 3.94E+08 2.31E+08 1.31E+08 7.26E+07 3.90E+07 2.03E+07 1.03E+07 5.04E+06 2.41E+06 1.12E+06
  40.00  1.776  9.68E+14 4.83E+13 7.83E+14 5.75E+11 1.68E+12 2.68E+12 3.49E+12 4.07E+12 4.42E+12 4.53E+12 4.42E+12 4.14E+12 3.73E+12 3.25E+12 2.73E+12 2.23E+12 1.77E+12 1.36E+12 1.01E+12 7.37E+11 5.21E+11 3.58E+11 2.40E+11 1.56E+11 9.94E+10 6.15E+10 3.71E+10 2.18E+10 1.25E+10 6.98E+09 3.80E+09 2.02E+09 1.05E+09
  50.00  1.986  1.08E+17 5.36E+15 9.19E+16 5.69E+13 1.67E+14 2.67E+14 3.51E+14 4.14E+14 4.55E+14 4.73E+14 4.70E+14 4.49E+14 4.14E+14 3.70E+14 3.21E+14 2.70E+14 2.21E+14 1.76E+14 1.37E+14 1.03E+14 7.64E+13 5.50E+13 3.87E+13 2.66E+13 1.78E+13 1.17E+13 7.46E+12 4.66E+12 2.85E+12 1.70E+12 9.92E+11 5.66E+11 3.16E+11
  60.00  2.175  7.80E+18 3.85E+17 6.91E+18 3.73E+15 1.10E+16 1.76E+16 2.32E+16 2.76E+16 3.06E+16 3.22E+16 3.25E+16 3.15E+16 2.95E+16 2.69E+16 2.38E+16 2.05E+16 1.72E+16 1.40E+16 1.12E+16 8.75E+15 6.67E+15 4.97E+15 3.62E+15 2.58E+15 1.80E+15 1.23E+15 8.21E+14 5.37E+14 3.44E+14 2.15E+14 1.32E+14 7.96E+13 4.69E+13
  70.00  2.349  4.06E+20 1.99E+19 3.71E+20 1.78E+17 5.26E+17 8.45E+17 1.12E+18 1.34E+18 1.50E+18 1.59E+18 1.62E+18 1.59E+18 1.51E+18 1.39E+18 1.25E+18 1.10E+18 9.38E+17 7.83E+17 6.39E+17 5.10E+17 3.99E+17 3.05E+17 2.29E+17 1.68E+17 1.21E+17 8.50E+16 5.87E+16 3.97E+16 2.64E+16 1.72E+16 1.10E+16 6.87E+15 4.22E+15
  80.00  2.512  1.63E+22 7.93E+20 1.53E+22 6.65E+18 1.96E+19 3.16E+19 4.21E+19 5.06E+19 5.68E+19 6.07E+19 6.23E+19 6.17E+19 5.93E+19 5.54E+19 5.04E+19 4.48E+19 3.89E+19 3.30E+19 2.74E+19 2.23E+19 1.78E+19 1.39E+19 1.06E+19 7.99E+18 5.89E+18 4.26E+18 3.02E+18 2.10E+18 1.44E+18 9.66E+17 6.37E+17 4.12E+17 2.62E+17
  90.00  2.664  5.26E+23 2.55E+22 5.07E+23 2.02E+20 5.95E+20 9.61E+20 1.28E+21 1.55E+21 1.75E+21 1.88E+21 1.94E+21 1.94E+21 1.88E+21 1.77E+21 1.63E+21 1.46E+21 1.29E+21 1.11E+21 9.34E+20 7.72E+20 6.25E+20 4.97E+20 3.88E+20 2.97E+20 2.23E+20 1.65E+20 1.20E+20 8.53E+19 5.98E+19 4.11E+19 2.78E+19 1.85E+19 1.21E+19
 100.00  2.808  1.42E+25 6.85E+23 1.40E+25 5.14E+21 1.52E+22 2.46E+22 3.29E+22 3.98E+22 4.51E+22 4.87E+22 5.06E+22 5.09E+22 4.97E+22 4.72E+22 4.39E+22 3.98E+22 3.54E+22 3.08E+22 2.63E+22 2.20E+22 1.81E+22 1.46E+22 1.15E+22 8.99E+21 6.88E+21 5.17E+21 3.82E+21 2.78E+21 1.99E+21 1.40E+21 9.67E+20 6.58E+20 4.41E+20
 110.00  2.945  3.30E+26 1.58E+25 3.29E+26 1.13E+23 3.34E+23 5.41E+23 7.25E+23 8.80E+23 1.00E+24 1.09E+24 1.13E+24 1.15E+24 1.13E+24 1.08E+24 1.01E+24 9.24E+23 8.28E+23 7.28E+23 6.28E+23 5.31E+23 4.42E+23 3.61E+23 2.90E+23 2.29E+23 1.78E+23 1.36E+23 1.02E+23 7.54E+22 5.49E+22 3.93E+22 2.77E+22 1.92E+22 1.31E+22
 120.00  3.076  6.69E+27 3.18E+26 6.77E+27 2.18E+24 6.44E+24 1.04E+25 1.40E+25 1.71E+25 1.95E+25 2.12E+25 2.22E+25 2.26E+25 2.23E+25 2.15E+25 2.03E+25 1.87E+25 1.69E+25 1.50E+25 1.30E+25 1.11E+25 9.36E+24 7.73E+24 6.28E+24 5.02E+24 3.95E+24 3.06E+24 2.33E+24 1.75E+24 1.29E+24 9.40E+23 6.74E+23 4.76E+23 3.31E+23
 130.00  3.202  1.21E+29 5.70E+27 1.23E+29 3.74E+25 1.11E+26 1.80E+26 2.42E+26 2.95E+26 3.38E+26 3.69E+26 3.88E+26 3.96E+26 3.93E+26 3.81E+26 3.61E+26 3.35E+26 3.05E+26 2.73E+26 2.39E+26 2.06E+26 1.75E+26 1.46E+26 1.20E+26 9.67E+25 7.69E+25 6.03E+25 4.65E+25 3.54E+25 2.65E+25 1.95E+25 1.42E+25 1.02E+25 7.20E+24
 140.00  3.323  1.96E+30 9.19E+28 2.02E+30 5.82E+26 1.72E+27 2.80E+27 3.77E+27 4.61E+27 5.29E+27 5.79E+27 6.12E+27 6.26E+27 6.24E+27 6.08E+27 5.79E+27 5.41E+27 4.95E+27 4.45E+27 3.94E+27 3.42E+27 2.92E+27 2.46E+27 2.04E+27 1.66E+27 1.34E+27 1.06E+27 8.25E+26 6.34E+26 4.81E+26 3.59E+26 2.65E+26 1.92E+26 1.38E+26
 150.00  3.439  2.89E+31 1.35E+30 3.02E+31 8.24E+27 2.44E+28 3.97E+28 5.36E+28 6.56E+28 7.54E+28 8.28E+28 8.77E+28 9.02E+28 9.02E+28 8.82E+28 8.45E+28 7.92E+28 7.30E+28 6.60E+28 5.87E+28 5.14E+28 4.43E+28 3.75E+28 3.13E+28 2.58E+28 2.09E+28 1.67E+28 1.32E+28 1.02E+28 7.84E+27 5.93E+27 4.42E+27 3.25E+27 2.36E+27
 160.00  3.552  3.92E+32 1.82E+31 4.12E+32 1.08E+29 3.19E+29 5.19E+29 7.01E+29 8.60E+29 9.90E+29 1.09E+30 1.16E+30 1.19E+30 1.20E+30 1.18E+30 1.13E+30 1.07E+30 9.87E+29 8.98E+29 8.03E+29 7.07E+29 6.13E+29 5.24E+29 4.40E+29 3.65E+29 2.99E+29 2.41E+29 1.91E+29 1.50E+29 1.16E+29 8.87E+28 6.68E+28 4.97E+28 3.65E+28
 170.00  3.661  4.92E+33 2.26E+32 5.21E+33 1.30E+30 3.86E+30 6.28E+30 8.50E+30 1.04E+31 1.20E+31 1.33E+31 1.41E+31 1.46E+31 1.47E+31 1.45E+31 1.40E+31 1.33E+31 1.23E+31 1.13E+31 1.01E+31 8.98E+30 7.83E+30 6.73E+30 5.70E+30 4.76E+30 3.92E+30 3.19E+30 2.55E+30 2.02E+30 1.58E+30 1.22E+30 9.25E+29 6.94E+29 5.15E+29
