   6.5   0.1799
   6.5   0.1556
   6.6   0.1902
   6.7   0.2248
   6.8   0.1522
   6.9   0.1652
   7.0   0.1782
   7.1   0.1911
   7.2   0.2041
   7.3   0.2087
   7.4   0.2421
   7.5   0.2306
   7.6   0.279
   7.6   0.3124
   7.7   0.2536
   7.7   0.2652
   7.8   0.271
   7.9   0.2767
   8.0   0.2467
   8.0   0.2779
   8.1   0.3217
   8.1   0.2721
   8.2   0.2667
   8.3   0.2613
   8.4   0.2559
   8.4   0.3528
   8.5   0.3516
   8.6   0.3505
   8.7   0.3493
   8.8   0.3482
   8.9   0.347
   9.0   0.3612
   9.1   0.3754
   9.2   0.3897
   9.3   0.4039
   9.4   0.4181
   9.5   0.4323
   9.6   0.4466
   9.7   0.4608
   9.8   0.475
   9.9   0.4952
   10.0   0.5154
   10.1   0.5355
   10.2   0.5557
   10.3   0.5759
   10.4   0.5961
   10.5   0.6163
   10.6   0.6364
   10.7   0.6566
   10.8   0.6768
