   7.1   0.04808
   7.1   0.04116
   7.2   0.03067
   7.2   0.03793
   7.3   0.05522
   7.4   0.0598
   7.5   0.06445
   7.5   0.04542
   7.6   0.05603
   7.6   0.0324
   7.6   0.03782
   7.7   0.0513
   7.8   0.0649
   7.9   0.0784
   7.9   0.05603
   8.0   0.059
   8.1   0.062
   8.2   0.065
   8.3   0.06802
   8.3   0.05672
   8.3   0.04934
   8.4   0.09927
   8.4   0.08508
   8.5   0.0909
   8.6   0.0967
   8.7   0.1024
   8.8   0.1082
   8.9   0.114
   9.0   0.1198
   9.1   0.1256
   9.2   0.1314
   9.2   0.1109
   9.2   0.1005
   9.3   0.1075
   9.4   0.1145
   9.5   0.1215
   9.6   0.1285
   9.7   0.1356
   9.8   0.1426
   9.9   0.1496
   10.0   0.1566
   10.1   0.1636
   10.2   0.1706
   10.2   0.151
   10.2   0.1372
