                    ************************************************************************************************
                    *  Z= 40 A= 90: Positive-Parity Spin-dependent Level Density [MeV-1] for Zr 90 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
 150.00  3.791  4.92E+25 2.21E+24 5.62E+25 1.02E+22 3.04E+22 4.97E+22 6.77E+22 8.40E+22 9.81E+22 1.10E+23 1.19E+23 1.25E+23 1.30E+23 1.31E+23 1.30E+23 1.25E+23 1.20E+23 1.14E+23 1.06E+23 9.79E+22 8.88E+22 7.94E+22 7.02E+22 6.14E+22 5.29E+22 4.51E+22 3.81E+22 3.17E+22 2.60E+22 2.12E+22 1.70E+22 1.36E+22 1.06E+22
 160.00  3.916  4.96E+26 2.21E+25 5.66E+26 9.86E+22 2.93E+23 4.80E+23 6.55E+23 8.13E+23 9.52E+23 1.07E+24 1.16E+24 1.22E+24 1.26E+24 1.27E+24 1.27E+24 1.24E+24 1.19E+24 1.13E+24 1.06E+24 9.82E+23 8.96E+23 8.06E+23 7.17E+23 6.30E+23 5.47E+23 4.71E+23 3.99E+23 3.35E+23 2.77E+23 2.28E+23 1.84E+23 1.48E+23 1.17E+23
 170.00  4.036  4.68E+27 2.07E+26 5.37E+27 8.98E+23 2.67E+24 4.38E+24 5.98E+24 7.43E+24 8.71E+24 9.78E+24 1.06E+25 1.12E+25 1.16E+25 1.18E+25 1.18E+25 1.15E+25 1.12E+25 1.06E+25 1.00E+25 9.28E+24 8.51E+24 7.70E+24 6.88E+24 6.08E+24 5.31E+24 4.59E+24 3.92E+24 3.32E+24 2.77E+24 2.29E+24 1.87E+24 1.51E+24 1.20E+24
 180.00  4.153  4.17E+28 1.83E+27 4.80E+28 7.72E+24 2.29E+25 3.77E+25 5.15E+25 6.40E+25 7.50E+25 8.44E+25 9.19E+25 9.76E+25 1.01E+26 1.03E+26 1.03E+26 1.01E+26 9.82E+25 9.39E+25 8.86E+25 8.25E+25 7.59E+25 6.90E+25 6.20E+25 5.51E+25 4.84E+25 4.21E+25 3.61E+25 3.07E+25 2.58E+25 2.15E+25 1.77E+25 1.45E+25 1.16E+25
 190.00  4.267  3.53E+29 1.54E+28 4.06E+29 6.30E+25 1.88E+26 3.07E+26 4.20E+26 5.23E+26 6.14E+26 6.92E+26 7.54E+26 8.02E+26 8.34E+26 8.50E+26 8.52E+26 8.41E+26 8.18E+26 7.84E+26 7.42E+26 6.94E+26 6.41E+26 5.85E+26 5.28E+26 4.72E+26 4.16E+26 3.64E+26 3.14E+26 2.69E+26 2.27E+26 1.91E+26 1.58E+26 1.29E+26 1.05E+26
 200.00  4.378  2.37E+30 1.00E+29 2.66E+30 4.00E+26 1.19E+27 1.95E+27 2.67E+27 3.33E+27 3.91E+27 4.41E+27 4.82E+27 5.13E+27 5.34E+27 5.45E+27 5.48E+27 5.42E+27 5.28E+27 5.08E+27 4.83E+27 4.52E+27 4.19E+27 3.84E+27 3.48E+27 3.12E+27 2.77E+27 2.42E+27 2.11E+27 1.81E+27 1.54E+27 1.29E+27 1.08E+27 8.92E+26 7.28E+26

                    ************************************************************************************************
                    *  Z= 40 A= 90: Negative-Parity Spin-dependent Level Density [MeV-1] for Zr 90 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.155  1.98E-01 0.00E+00 9.00E-28 7.93E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.219  1.98E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.268  1.98E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.310  1.98E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.346  1.98E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.379  2.50E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 2.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.409  5.00E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.438  8.02E-01 0.00E+00 1.45E+00 1.00E-30 1.00E-30 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.464  1.38E+00 1.00E+00 1.11E+01 1.00E-30 1.00E-30 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.489  2.32E+00 3.00E+00 2.70E+01 1.00E-30 1.00E-30 7.93E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.513  3.07E+00 3.00E+00 2.70E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.536  3.76E+00 3.00E+00 2.56E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.558  4.34E+00 2.00E+00 2.41E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.579  5.34E+00 4.00E+00 4.00E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.599  6.63E+00 4.00E+00 5.24E+01 2.07E-01 1.00E-30 2.07E-01 1.00E-30 4.14E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.619  1.06E+01 1.00E+01 1.00E+02 1.21E+00 1.00E-30 1.41E+00 2.07E-01 2.31E+00 2.07E-01 4.14E-01 2.07E-01 2.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.638  1.69E+01 1.00E+01 9.90E+01 2.00E+00 1.00E-30 3.00E+00 1.00E+00 4.00E+00 1.00E+00 2.00E+00 1.00E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.657  2.38E+01 1.10E+01 1.13E+02 2.00E+00 1.00E-30 3.00E+00 1.00E+00 4.00E+00 1.00E+00 2.00E+00 1.00E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.675  3.25E+01 2.10E+01 1.81E+02 2.00E+00 1.00E-30 3.00E+00 1.00E+00 3.77E+00 1.00E+00 2.17E+00 1.00E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.692  3.99E+01 1.50E+01 1.31E+02 1.90E+00 1.03E-01 3.00E+00 1.10E+00 3.00E+00 1.10E+00 3.00E+00 1.10E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.726  5.53E+01 1.00E+01 1.09E+02 1.00E+00 1.31E+00 3.22E+00 2.24E+00 3.22E+00 2.24E+00 3.22E+00 2.24E+00 1.31E+00 2.07E-01 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.758  9.39E+01 2.00E+01 2.23E+02 1.52E+00 4.48E+00 6.83E+00 6.89E+00 6.98E+00 6.92E+00 6.92E+00 6.72E+00 4.55E+00 2.31E+00 1.31E+00 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.789  2.16E+02 5.00E+01 5.78E+02 6.18E+00 1.21E+01 2.14E+01 2.34E+01 2.66E+01 2.45E+01 2.46E+01 1.82E+01 1.43E+01 8.10E+00 4.09E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.819  4.11E+02 1.65E+02 1.76E+03 8.00E+00 1.33E+01 2.52E+01 2.73E+01 3.33E+01 2.94E+01 3.02E+01 2.04E+01 1.73E+01 9.27E+00 5.18E+00 1.10E+00 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.848  6.57E+02 2.39E+02 2.66E+03 8.00E+00 1.58E+01 2.69E+01 2.97E+01 3.58E+01 3.27E+01 3.18E+01 2.39E+01 2.00E+01 1.20E+01 7.10E+00 2.09E+00 1.10E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.876  9.39E+02 2.94E+02 3.55E+03 8.34E+00 1.47E+01 2.73E+01 2.85E+01 3.57E+01 3.16E+01 3.16E+01 2.42E+01 2.10E+01 1.26E+01 8.34E+00 3.16E+00 2.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.902  1.47E+03 5.80E+02 7.08E+03 1.33E+01 2.59E+01 4.60E+01 5.09E+01 6.09E+01 5.55E+01 5.54E+01 4.32E+01 3.63E+01 2.18E+01 1.39E+01 5.95E+00 2.45E+00 5.17E-01 2.07E-01 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.929  2.68E+03 1.04E+03 1.34E+04 3.16E+01 7.15E+01 1.24E+02 1.44E+02 1.69E+02 1.61E+02 1.57E+02 1.29E+02 1.07E+02 7.21E+01 4.97E+01 2.68E+01 1.40E+01 5.00E+00 2.00E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.954  4.51E+03 2.45E+03 2.93E+04 2.90E+01 6.31E+01 1.12E+02 1.29E+02 1.53E+02 1.45E+02 1.43E+02 1.18E+02 1.00E+02 6.91E+01 5.00E+01 2.70E+01 1.52E+01 5.56E+00 2.24E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.979  6.89E+03 2.69E+03 3.40E+04 4.16E+01 1.04E+02 1.71E+02 2.07E+02 2.37E+02 2.35E+02 2.29E+02 1.98E+02 1.69E+02 1.27E+02 9.29E+01 5.76E+01 3.39E+01 1.55E+01 6.68E+00 1.93E+00 3.10E-01 5.17E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.027  2.19E+04 7.17E+03 9.24E+04 1.39E+02 3.87E+02 6.19E+02 7.78E+02 8.87E+02 9.09E+02 8.80E+02 7.86E+02 6.71E+02 5.32E+02 4.02E+02 2.77E+02 1.78E+02 1.01E+02 5.08E+01 2.03E+01 6.51E+00 1.36E+00 5.17E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.072  5.23E+04 1.33E+04 1.77E+05 2.87E+02 7.96E+02 1.27E+03 1.60E+03 1.84E+03 1.91E+03 1.87E+03 1.69E+03 1.47E+03 1.19E+03 9.23E+02 6.61E+02 4.51E+02 2.74E+02 1.55E+02 7.37E+01 3.12E+01 8.77E+00 1.72E+00 1.55E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.116  1.22E+05 2.95E+04 4.23E+05 6.18E+02 1.74E+03 2.79E+03 3.54E+03 4.09E+03 4.28E+03 4.23E+03 3.89E+03 3.45E+03 2.86E+03 2.28E+03 1.70E+03 1.21E+03 7.93E+02 4.83E+02 2.60E+02 1.26E+02 4.97E+01 1.60E+01 3.22E+00 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.158  3.08E+05 9.45E+04 1.36E+06 1.38E+03 3.89E+03 6.22E+03 7.94E+03 9.17E+03 9.63E+03 9.56E+03 8.87E+03 7.88E+03 6.59E+03 5.29E+03 3.99E+03 2.87E+03 1.90E+03 1.18E+03 6.61E+02 3.36E+02 1.44E+02 5.32E+01 1.30E+01 2.23E+00 1.55E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.199  6.60E+05 1.85E+05 2.76E+06 2.40E+03 6.91E+03 1.09E+04 1.41E+04 1.63E+04 1.73E+04 1.72E+04 1.61E+04 1.44E+04 1.22E+04 9.98E+03 7.70E+03 5.67E+03 3.93E+03 2.55E+03 1.54E+03 8.49E+02 4.15E+02 1.80E+02 6.38E+01 1.79E+01 3.43E+00 4.14E-01 5.17E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.238  1.48E+06 3.71E+05 5.53E+06 6.06E+03 1.76E+04 2.79E+04 3.61E+04 4.19E+04 4.49E+04 4.52E+04 4.31E+04 3.92E+04 3.40E+04 2.82E+04 2.24E+04 1.69E+04 1.22E+04 8.30E+03 5.31E+03 3.18E+03 1.75E+03 8.77E+02 3.86E+02 1.47E+02 4.35E+01 8.93E+00 1.78E+00 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.276  2.90E+06 6.35E+05 9.76E+06 1.01E+04 2.93E+04 4.66E+04 6.04E+04 7.03E+04 7.57E+04 7.67E+04 7.39E+04 6.79E+04 5.97E+04 5.04E+04 4.08E+04 3.16E+04 2.35E+04 1.66E+04 1.11E+04 7.10E+03 4.21E+03 2.33E+03 1.17E+03 5.34E+02 2.10E+02 7.04E+01 1.69E+01 2.16E+00 5.17E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.313  5.96E+06 1.50E+06 2.34E+07 1.96E+04 5.70E+04 9.06E+04 1.18E+05 1.38E+05 1.48E+05 1.51E+05 1.46E+05 1.35E+05 1.19E+05 1.02E+05 8.29E+04 6.49E+04 4.86E+04 3.48E+04 2.37E+04 1.54E+04 9.34E+03 5.31E+03 2.76E+03 1.30E+03 5.38E+02 1.89E+02 5.13E+01 1.00E+01 1.67E+00 5.17E-02 1.00E-30 1.00E-30 1.00E-30
  19.00  1.349  1.16E+07 2.48E+06 3.93E+07 3.83E+04 1.12E+05 1.78E+05 2.33E+05 2.72E+05 2.95E+05 3.02E+05 2.94E+05 2.73E+05 2.44E+05 2.09E+05 1.73E+05 1.37E+05 1.05E+05 7.67E+04 5.37E+04 3.59E+04 2.26E+04 1.36E+04 7.54E+03 3.88E+03 1.81E+03 7.51E+02 2.67E+02 7.63E+01 1.49E+01 1.41E+00 5.17E-02 1.00E-30 1.00E-30
  20.00  1.384  2.06E+07 4.59E+06 7.46E+07 5.25E+04 1.54E+05 2.45E+05 3.18E+05 3.73E+05 4.05E+05 4.15E+05 4.05E+05 3.77E+05 3.38E+05 2.91E+05 2.41E+05 1.92E+05 1.48E+05 1.09E+05 7.70E+04 5.22E+04 3.36E+04 2.05E+04 1.18E+04 6.33E+03 3.12E+03 1.39E+03 5.41E+02 1.81E+02 4.77E+01 9.65E+00 2.43E+00 2.69E-01 2.07E-02
  22.50  1.468  1.01E+08 1.77E+07 2.92E+08 1.64E+05 4.79E+05 7.63E+05 9.99E+05 1.18E+06 1.28E+06 1.32E+06 1.30E+06 1.23E+06 1.12E+06 9.77E+05 8.24E+05 6.73E+05 5.30E+05 4.03E+05 2.95E+05 2.09E+05 1.42E+05 9.25E+04 5.76E+04 3.41E+04 1.90E+04 9.96E+03 4.80E+03 2.10E+03 8.19E+02 2.74E+02 7.36E+01 1.38E+01 2.36E+00
  25.00  1.548  3.12E+08 4.01E+07 6.69E+08 4.88E+05 1.44E+06 2.28E+06 3.00E+06 3.54E+06 3.87E+06 4.02E+06 3.97E+06 3.76E+06 3.44E+06 3.03E+06 2.58E+06 2.13E+06 1.69E+06 1.31E+06 9.73E+05 7.01E+05 4.87E+05 3.25E+05 2.10E+05 1.30E+05 7.66E+04 4.30E+04 2.28E+04 1.14E+04 5.26E+03 2.21E+03 8.27E+02 2.70E+02 7.02E+01
  30.00  1.695  3.31E+09 3.02E+08 5.28E+09 3.02E+06 8.90E+06 1.42E+07 1.88E+07 2.22E+07 2.45E+07 2.56E+07 2.56E+07 2.46E+07 2.29E+07 2.04E+07 1.78E+07 1.50E+07 1.23E+07 9.75E+06 7.53E+06 5.64E+06 4.10E+06 2.90E+06 1.98E+06 1.31E+06 8.40E+05 5.21E+05 3.12E+05 1.80E+05 1.00E+05 5.33E+04 2.71E+04 1.31E+04 5.90E+03
  40.00  1.958  3.18E+11 1.42E+10 2.71E+11 1.47E+08 4.32E+08 6.96E+08 9.27E+08 1.11E+09 1.25E+09 1.33E+09 1.36E+09 1.35E+09 1.29E+09 1.20E+09 1.09E+09 9.62E+08 8.28E+08 6.95E+08 5.70E+08 4.56E+08 3.56E+08 2.71E+08 2.02E+08 1.47E+08 1.04E+08 7.14E+07 4.78E+07 3.12E+07 1.97E+07 1.21E+07 7.18E+06 4.11E+06 2.27E+06
  50.00  2.189  1.41E+13 7.27E+11 1.48E+13 4.97E+09 1.47E+10 2.37E+10 3.18E+10 3.84E+10 4.36E+10 4.70E+10 4.87E+10 4.88E+10 4.75E+10 4.49E+10 4.15E+10 3.74E+10 3.29E+10 2.84E+10 2.40E+10 1.97E+10 1.59E+10 1.25E+10 9.70E+09 7.33E+09 5.41E+09 3.91E+09 2.76E+09 1.90E+09 1.28E+09 8.37E+08 5.35E+08 3.31E+08 2.00E+08
  60.00  2.398  5.09E+14 2.31E+13 4.85E+14 1.84E+11 5.44E+11 8.82E+11 1.18E+12 1.44E+12 1.64E+12 1.78E+12 1.87E+12 1.89E+12 1.86E+12 1.79E+12 1.68E+12 1.54E+12 1.38E+12 1.21E+12 1.05E+12 8.83E+11 7.31E+11 5.93E+11 4.73E+11 3.70E+11 2.83E+11 2.13E+11 1.56E+11 1.13E+11 7.96E+10 5.49E+10 3.72E+10 2.46E+10 1.58E+10
  70.00  2.590  1.56E+16 7.54E+14 1.65E+16 4.90E+12 1.45E+13 2.36E+13 3.17E+13 3.87E+13 4.43E+13 4.85E+13 5.10E+13 5.20E+13 5.16E+13 5.01E+13 4.74E+13 4.39E+13 3.99E+13 3.55E+13 3.10E+13 2.66E+13 2.24E+13 1.85E+13 1.51E+13 1.20E+13 9.38E+12 7.20E+12 5.44E+12 4.03E+12 2.92E+12 2.09E+12 1.46E+12 9.97E+11 6.68E+11
  80.00  2.769  3.83E+17 1.81E+16 4.06E+17 1.15E+14 3.39E+14 5.50E+14 7.43E+14 9.10E+14 1.05E+15 1.15E+15 1.22E+15 1.25E+15 1.25E+15 1.22E+15 1.17E+15 1.10E+15 1.01E+15 9.07E+14 8.04E+14 6.99E+14 5.98E+14 5.03E+14 4.16E+14 3.38E+14 2.70E+14 2.12E+14 1.65E+14 1.25E+14 9.35E+13 6.87E+13 4.95E+13 3.51E+13 2.44E+13
  90.00  2.937  7.90E+18 3.68E+17 8.49E+18 2.22E+15 6.58E+15 1.08E+16 1.45E+16 1.78E+16 2.05E+16 2.26E+16 2.40E+16 2.49E+16 2.51E+16 2.47E+16 2.37E+16 2.24E+16 2.08E+16 1.89E+16 1.69E+16 1.49E+16 1.29E+16 1.10E+16 9.23E+15 7.61E+15 6.19E+15 4.96E+15 3.90E+15 3.03E+15 2.31E+15 1.74E+15 1.28E+15 9.31E+14 6.65E+14
 100.00  3.096  1.40E+20 6.58E+18 1.55E+20 3.67E+16 1.09E+17 1.77E+17 2.40E+17 2.96E+17 3.43E+17 3.78E+17 4.05E+17 4.20E+17 4.25E+17 4.20E+17 4.07E+17 3.87E+17 3.61E+17 3.32E+17 2.99E+17 2.67E+17 2.33E+17 2.01E+17 1.70E+17 1.43E+17 1.18E+17 9.54E+16 7.62E+16 6.01E+16 4.66E+16 3.56E+16 2.68E+16 1.99E+16 1.45E+16
