                    ************************************************************************************************
                    *  Z= 31 A= 67: Positive-Parity Spin-dependent Level Density [MeV-1] for Ga 67 and ldmodel= 6  *
   4.25  0.653  9.03E+02 8.59E+02 4.25E+03 5.61E+01 9.40E+01 1.19E+02 1.05E+02 7.43E+01 5.63E+01 3.98E+01 2.14E+01 1.36E+01 7.47E+00 3.21E+00 6.38E-01 3.94E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.672  1.29E+03 1.15E+03 5.92E+03 7.49E+01 1.26E+02 1.66E+02 1.49E+02 1.04E+02 8.08E+01 5.40E+01 2.86E+01 2.04E+01 9.20E+00 3.94E+00 1.22E+00 1.96E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.690  1.81E+03 1.53E+03 8.06E+03 9.47E+01 1.64E+02 2.19E+02 2.03E+02 1.44E+02 1.12E+02 7.34E+01 4.08E+01 2.81E+01 1.13E+01 4.74E+00 2.02E+00 6.05E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.708  2.51E+03 1.98E+03 1.09E+04 1.18E+02 2.13E+02 2.85E+02 2.74E+02 2.04E+02 1.54E+02 9.86E+01 5.76E+01 3.65E+01 1.68E+01 6.78E+00 2.81E+00 1.01E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.743  4.80E+03 3.02E+03 1.82E+04 1.86E+02 3.26E+02 4.38E+02 4.27E+02 3.51E+02 2.62E+02 1.68E+02 9.90E+01 5.82E+01 3.33E+01 1.47E+01 5.88E+00 2.06E+00 3.76E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.776  8.30E+03 4.65E+03 2.80E+04 2.91E+02 5.09E+02 6.57E+02 6.16E+02 5.40E+02 4.08E+02 2.60E+02 1.53E+02 9.70E+01 5.24E+01 2.46E+01 1.06E+01 4.03E+00 1.70E+00 6.46E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.807  1.37E+04 7.08E+03 4.25E+04 4.66E+02 8.21E+02 1.03E+03 9.12E+02 7.90E+02 6.08E+02 3.96E+02 2.34E+02 1.51E+02 7.79E+01 3.90E+01 1.80E+01 9.04E+00 3.87E+00 4.61E-01 3.18E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.838  2.18E+04 1.06E+04 6.32E+04 7.44E+02 1.31E+03 1.60E+03 1.36E+03 1.15E+03 8.80E+02 5.78E+02 3.43E+02 2.21E+02 1.11E+02 6.00E+01 2.72E+01 1.46E+01 6.04E+00 1.60E+00 3.79E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.867  3.38E+04 1.51E+04 9.24E+04 1.09E+03 1.96E+03 2.36E+03 2.03E+03 1.68E+03 1.23E+03 8.24E+02 5.03E+02 3.18E+02 1.67E+02 9.53E+01 4.45E+01 2.20E+01 8.76E+00 3.12E+00 9.13E-01 9.56E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.896  5.08E+04 2.09E+04 1.31E+05 1.48E+03 2.69E+03 3.29E+03 2.94E+03 2.39E+03 1.69E+03 1.16E+03 7.15E+02 4.49E+02 2.50E+02 1.49E+02 7.17E+01 3.51E+01 1.56E+01 5.57E+00 1.68E+00 6.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.923  7.43E+04 2.86E+04 1.83E+05 2.00E+03 3.63E+03 4.41E+03 4.12E+03 3.33E+03 2.34E+03 1.61E+03 9.96E+02 6.31E+02 3.60E+02 2.20E+02 1.09E+02 5.64E+01 2.85E+01 1.15E+01 4.23E+00 1.39E+00 1.79E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.950  1.07E+05 3.85E+04 2.49E+05 2.78E+03 5.04E+03 5.86E+03 5.53E+03 4.54E+03 3.16E+03 2.15E+03 1.36E+03 8.73E+02 5.02E+02 3.13E+02 1.60E+02 9.00E+01 4.69E+01 2.07E+01 8.98E+00 2.42E+00 8.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.976  1.50E+05 5.21E+04 3.35E+05 3.88E+03 7.00E+03 7.84E+03 7.32E+03 6.08E+03 4.19E+03 2.84E+03 1.81E+03 1.19E+03 6.92E+02 4.34E+02 2.32E+02 1.36E+02 7.08E+01 3.41E+01 1.74E+01 5.40E+00 2.06E+00 8.25E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.001  2.08E+05 6.93E+04 4.53E+05 5.21E+03 9.40E+03 1.06E+04 9.77E+03 8.01E+03 5.61E+03 3.83E+03 2.45E+03 1.65E+03 9.73E+02 6.14E+02 3.45E+02 2.00E+02 1.08E+02 5.45E+01 2.73E+01 1.08E+01 4.06E+00 9.15E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.050  4.08E+05 1.17E+05 7.96E+05 8.55E+03 1.55E+04 1.78E+04 1.68E+04 1.34E+04 9.69E+03 6.69E+03 4.41E+03 3.06E+03 1.87E+03 1.24E+03 7.19E+02 4.32E+02 2.46E+02 1.22E+02 6.30E+01 2.91E+01 1.18E+01 4.07E+00 1.43E+00 1.54E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.097  7.32E+05 1.87E+05 1.31E+06 1.43E+04 2.58E+04 2.83E+04 2.64E+04 2.10E+04 1.51E+04 1.07E+04 7.33E+03 5.18E+03 3.35E+03 2.28E+03 1.43E+03 8.69E+02 5.22E+02 2.77E+02 1.54E+02 7.62E+01 3.24E+01 1.25E+01 4.97E+00 1.49E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.142  1.22E+06 2.82E+05 2.05E+06 2.14E+04 3.91E+04 4.35E+04 3.98E+04 3.13E+04 2.28E+04 1.67E+04 1.17E+04 8.44E+03 5.64E+03 3.96E+03 2.57E+03 1.58E+03 9.91E+02 5.71E+02 3.22E+02 1.76E+02 7.72E+01 3.64E+01 1.46E+01 4.61E+00 1.37E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.185  1.96E+06 4.11E+05 3.16E+06 3.01E+04 5.39E+04 6.15E+04 5.79E+04 4.54E+04 3.41E+04 2.53E+04 1.84E+04 1.38E+04 9.65E+03 6.84E+03 4.59E+03 2.92E+03 1.86E+03 1.09E+03 6.37E+02 3.32E+02 1.64E+02 7.89E+01 2.98E+01 1.10E+01 3.54E+00 1.01E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.226  3.03E+06 5.99E+05 4.80E+06 4.35E+04 7.59E+04 8.55E+04 8.04E+04 6.42E+04 4.89E+04 3.72E+04 2.89E+04 2.19E+04 1.62E+04 1.18E+04 8.36E+03 5.51E+03 3.61E+03 2.19E+03 1.30E+03 7.31E+02 3.73E+02 1.84E+02 7.48E+01 3.14E+01 1.07E+01 2.82E+00 5.24E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.267  4.54E+06 8.30E+05 7.08E+06 5.77E+04 9.99E+04 1.17E+05 1.08E+05 8.92E+04 6.92E+04 5.44E+04 4.38E+04 3.38E+04 2.57E+04 1.89E+04 1.37E+04 9.38E+03 6.15E+03 3.88E+03 2.36E+03 1.35E+03 7.17E+02 3.66E+02 1.59E+02 6.84E+01 2.73E+01 7.01E+00 2.50E+00 6.35E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.305  6.72E+06 1.22E+06 1.08E+07 7.57E+04 1.30E+05 1.56E+05 1.49E+05 1.29E+05 1.03E+05 8.30E+04 6.87E+04 5.41E+04 4.22E+04 3.16E+04 2.32E+04 1.63E+04 1.08E+04 7.00E+03 4.27E+03 2.50E+03 1.37E+03 7.09E+02 3.39E+02 1.46E+02 6.13E+01 2.22E+01 8.02E+00 2.69E+00 2.52E-01 1.52E-01 1.00E-30 1.00E-30 1.00E-30
  18.00  1.343  9.84E+06 1.71E+06 1.64E+07 9.43E+04 1.67E+05 2.03E+05 2.03E+05 1.81E+05 1.52E+05 1.27E+05 1.06E+05 8.55E+04 6.73E+04 5.16E+04 3.82E+04 2.70E+04 1.84E+04 1.20E+04 7.48E+03 4.48E+03 2.50E+03 1.35E+03 6.53E+02 2.96E+02 1.24E+02 4.61E+01 1.76E+01 5.09E+00 1.46E+00 1.66E-01 1.00E-30 1.00E-30 1.00E-30
  19.00  1.380  1.42E+07 2.38E+06 2.39E+07 1.18E+05 2.10E+05 2.61E+05 2.69E+05 2.50E+05 2.17E+05 1.85E+05 1.58E+05 1.29E+05 1.04E+05 7.96E+04 5.99E+04 4.30E+04 2.96E+04 1.96E+04 1.23E+04 7.52E+03 4.28E+03 2.31E+03 1.16E+03 5.52E+02 2.31E+02 9.63E+01 3.25E+01 1.09E+01 4.63E+00 7.07E-01 1.00E-30 1.00E-30 1.00E-30
  20.00  1.416  2.06E+07 3.61E+06 3.71E+07 1.55E+05 2.80E+05 3.55E+05 3.77E+05 3.63E+05 3.29E+05 2.87E+05 2.48E+05 2.06E+05 1.67E+05 1.30E+05 9.83E+04 7.08E+04 4.93E+04 3.29E+04 2.09E+04 1.29E+04 7.34E+03 4.07E+03 2.07E+03 9.73E+02 4.25E+02 1.72E+02 6.09E+01 2.03E+01 8.02E+00 2.22E+00 1.00E-30 1.00E-30 1.00E-30
  22.50  1.502  5.52E+07 7.42E+06 8.67E+07 2.54E+05 4.70E+05 6.25E+05 7.09E+05 7.32E+05 7.12E+05 6.59E+05 5.86E+05 5.04E+05 4.19E+05 3.34E+05 2.56E+05 1.89E+05 1.34E+05 9.11E+04 5.93E+04 3.71E+04 2.18E+04 1.25E+04 6.51E+03 3.17E+03 1.46E+03 6.13E+02 2.27E+02 7.37E+01 2.48E+01 7.32E+00 6.81E-01 1.00E-30 1.00E-30
  25.00  1.583  1.40E+08 1.85E+07 2.27E+08 4.83E+05 9.23E+05 1.29E+06 1.54E+06 1.69E+06 1.72E+06 1.67E+06 1.53E+06 1.35E+06 1.15E+06 9.31E+05 7.28E+05 5.47E+05 3.95E+05 2.73E+05 1.81E+05 1.15E+05 6.97E+04 3.99E+04 2.12E+04 1.06E+04 4.95E+03 2.06E+03 7.59E+02 2.54E+02 7.22E+01 1.56E+01 3.96E+00 1.84E-01 1.00E-30
  30.00  1.734  1.06E+09 1.02E+08 1.31E+09 2.46E+06 4.71E+06 6.63E+06 8.06E+06 8.94E+06 9.26E+06 9.16E+06 8.54E+06 7.65E+06 6.60E+06 5.46E+06 4.36E+06 3.35E+06 2.48E+06 1.76E+06 1.20E+06 7.91E+05 4.98E+05 3.00E+05 1.71E+05 9.28E+04 4.81E+04 2.31E+04 1.02E+04 4.24E+03 1.55E+03 5.02E+02 1.46E+02 3.51E+01 5.04E+00
  40.00  2.003  8.07E+10 4.66E+09 6.35E+10 9.80E+07 1.89E+08 2.67E+08 3.29E+08 3.70E+08 3.91E+08 3.92E+08 3.76E+08 3.47E+08 3.07E+08 2.64E+08 2.18E+08 1.75E+08 1.35E+08 1.01E+08 7.39E+07 5.19E+07 3.53E+07 2.31E+07 1.46E+07 8.86E+06 5.20E+06 2.91E+06 1.57E+06 7.99E+05 3.87E+05 1.77E+05 7.51E+04 2.93E+04 1.03E+04
  50.00  2.239  2.20E+12 1.12E+11 1.65E+12 2.15E+09 4.17E+09 5.95E+09 7.37E+09 8.39E+09 8.97E+09 9.13E+09 8.92E+09 8.38E+09 7.62E+09 6.70E+09 5.71E+09 4.73E+09 3.80E+09 2.97E+09 2.26E+09 1.67E+09 1.19E+09 8.28E+08 5.59E+08 3.65E+08 2.32E+08 1.42E+08 8.42E+07 4.81E+07 2.65E+07 1.40E+07 7.13E+06 3.46E+06 1.60E+06
  60.00  2.453  4.38E+13 2.28E+12 3.53E+13 4.01E+10 7.79E+10 1.11E+11 1.39E+11 1.60E+11 1.73E+11 1.77E+11 1.75E+11 1.68E+11 1.55E+11 1.39E+11 1.22E+11 1.03E+11 8.52E+10 6.85E+10 5.38E+10 4.10E+10 3.05E+10 2.21E+10 1.56E+10 1.07E+10 7.16E+09 4.65E+09 2.94E+09 1.79E+09 1.06E+09 6.11E+08 3.39E+08 1.82E+08 9.35E+07
  70.00  2.649  7.97E+14 4.08E+13 6.60E+14 6.73E+11 1.31E+12 1.88E+12 2.36E+12 2.72E+12 2.96E+12 3.08E+12 3.08E+12 2.97E+12 2.78E+12 2.53E+12 2.24E+12 1.94E+12 1.63E+12 1.34E+12 1.07E+12 8.39E+11 6.41E+11 4.78E+11 3.48E+11 2.47E+11 1.71E+11 1.16E+11 7.60E+10 4.88E+10 3.04E+10 1.84E+10 1.09E+10 6.22E+09 3.45E+09
  80.00  2.832  1.54E+16 7.95E+14 1.32E+16 1.24E+13 2.42E+13 3.48E+13 4.38E+13 5.07E+13 5.54E+13 5.79E+13 5.83E+13 5.68E+13 5.36E+13 4.93E+13 4.41E+13 3.85E+13 3.29E+13 2.74E+13 2.23E+13 1.78E+13 1.38E+13 1.05E+13 7.79E+12 5.66E+12 4.02E+12 2.78E+12 1.89E+12 1.25E+12 8.02E+11 5.03E+11 3.08E+11 1.83E+11 1.06E+11
  90.00  3.004  2.35E+17 1.19E+16 2.02E+17 1.79E+14 3.49E+14 5.03E+14 6.34E+14 7.37E+14 8.08E+14 8.49E+14 8.58E+14 8.40E+14 8.00E+14 7.41E+14 6.69E+14 5.90E+14 5.08E+14 4.28E+14 3.52E+14 2.84E+14 2.23E+14 1.73E+14 1.30E+14 9.59E+13 6.96E+13 4.92E+13 3.40E+13 2.30E+13 1.52E+13 9.83E+12 6.16E+12 3.79E+12 2.26E+12
 100.00  3.166  3.02E+18 1.50E+17 2.63E+18 2.16E+15 4.22E+15 6.09E+15 7.69E+15 8.96E+15 9.87E+15 1.04E+16 1.06E+16 1.05E+16 1.00E+16 9.39E+15 8.54E+15 7.61E+15 6.62E+15 5.65E+15 4.72E+15 3.85E+15 3.09E+15 2.42E+15 1.86E+15 1.40E+15 1.04E+15 7.46E+14 5.28E+14 3.66E+14 2.48E+14 1.64E+14 1.07E+14 6.77E+13 4.19E+13
 110.00  3.321  3.82E+19 1.89E+18 3.41E+19 2.61E+16 5.10E+16 7.37E+16 9.31E+16 1.09E+17 1.21E+17 1.28E+17 1.31E+17 1.30E+17 1.26E+17 1.18E+17 1.09E+17 9.76E+16 8.58E+16 7.39E+16 6.24E+16 5.16E+16 4.18E+16 3.33E+16 2.60E+16 1.99E+16 1.49E+16 1.10E+16 7.93E+15 5.61E+15 3.89E+15 2.64E+15 1.75E+15 1.14E+15 7.28E+14
 120.00  3.468  4.16E+20 2.02E+19 3.74E+20 2.67E+17 5.23E+17 7.57E+17 9.63E+17 1.12E+18 1.25E+18 1.33E+18 1.37E+18 1.36E+18 1.33E+18 1.26E+18 1.17E+18 1.06E+18 9.34E+17 8.15E+17 6.95E+17 5.82E+17 4.78E+17 3.85E+17 3.05E+17 2.37E+17 1.81E+17 1.35E+17 9.95E+16 7.16E+16 5.06E+16 3.51E+16 2.38E+16 1.59E+16 1.04E+16
 130.00  3.610  4.09E+21 1.96E+20 3.72E+21 2.49E+18 4.89E+18 7.09E+18 9.02E+18 1.06E+19 1.18E+19 1.27E+19 1.30E+19 1.30E+19 1.27E+19 1.22E+19 1.13E+19 1.04E+19 9.27E+18 8.13E+18 7.01E+18 5.92E+18 4.92E+18 4.01E+18 3.21E+18 2.53E+18 1.95E+18 1.48E+18 1.11E+18 8.11E+17 5.84E+17 4.13E+17 2.86E+17 1.95E+17 1.30E+17
 140.00  3.746  3.53E+22 1.66E+21 3.22E+22 2.03E+19 3.99E+19 5.80E+19 7.39E+19 8.72E+19 9.70E+19 1.04E+20 1.08E+20 1.09E+20 1.07E+20 1.03E+20 9.59E+19 8.84E+19 7.96E+19 7.05E+19 6.12E+19 5.22E+19 4.38E+19 3.61E+19 2.92E+19 2.33E+19 1.82E+19 1.40E+19 1.06E+19 7.89E+18 5.77E+18 4.14E+18 2.93E+18 2.03E+18 1.38E+18
 150.00  3.878  2.82E+23 1.31E+22 2.59E+23 1.56E+20 3.05E+20 4.42E+20 5.65E+20 6.68E+20 7.48E+20 8.04E+20 8.36E+20 8.46E+20 8.33E+20 8.03E+20 7.58E+20 7.00E+20 6.36E+20 5.66E+20 4.95E+20 4.26E+20 3.60E+20 3.00E+20 2.46E+20 1.97E+20 1.56E+20 1.21E+20 9.32E+19 7.02E+19 5.21E+19 3.80E+19 2.72E+19 1.92E+19 1.33E+19
 160.00  4.005  2.11E+24 9.66E+22 1.95E+24 1.12E+21 2.18E+21 3.18E+21 4.06E+21 4.80E+21 5.39E+21 5.82E+21 6.06E+21 6.16E+21 6.09E+21 5.90E+21 5.59E+21 5.20E+21 4.75E+21 4.26E+21 3.75E+21 3.25E+21 2.77E+21 2.32E+21 1.91E+21 1.56E+21 1.24E+21 9.79E+20 7.60E+20 5.79E+20 4.35E+20 3.22E+20 2.33E+20 1.67E+20 1.17E+20
