                    ************************************************************************************************
                    *  Z= 25 A= 53: Positive-Parity Spin-dependent Level Density [MeV-1] for Mn 53 and ldmodel= 6  *
   4.25  0.806  1.87E+02 8.13E+00 1.21E+02 7.48E-01 1.50E+00 1.87E+00 1.84E+00 1.73E+00 1.86E+00 1.50E+00 1.13E+00 7.99E-01 9.65E-03 3.62E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.830  2.10E+02 7.68E+00 2.38E+02 1.48E+00 2.97E+00 3.70E+00 3.66E+00 3.76E+00 3.68E+00 2.98E+00 2.24E+00 1.30E+00 5.60E-03 7.22E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.853  2.28E+02 7.53E+00 2.76E+02 1.65E+00 3.24E+00 4.05E+00 4.11E+00 4.79E+00 4.07E+00 3.24E+00 2.45E+00 1.32E+00 2.58E-01 8.61E-01 1.05E-01 6.51E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.875  2.44E+02 7.44E+00 2.28E+02 1.29E+00 2.43E+00 3.05E+00 3.25E+00 3.45E+00 3.11E+00 2.40E+00 1.83E+00 8.08E-01 7.87E-01 7.63E-01 3.24E-01 2.00E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.917  3.05E+02 3.41E+01 7.77E+01 2.96E-01 5.48E-01 6.89E-01 7.54E-01 7.64E-01 7.10E-01 5.38E-01 4.14E-01 1.47E-01 2.77E-01 1.88E-01 7.24E-01 4.33E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.958  4.29E+02 2.10E+01 1.86E+02 7.87E-01 1.57E+00 2.17E+00 2.16E+00 2.76E+00 2.17E+00 2.02E+00 1.47E+00 1.29E+00 6.45E-01 6.50E-01 2.47E-01 1.67E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.997  6.80E+02 1.41E+00 1.46E+02 1.14E+00 2.19E+00 2.41E+00 2.42E+00 2.58E+00 2.41E+00 1.53E+00 1.28E+00 5.07E-01 2.61E-01 2.48E-01 1.65E-02 4.34E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  1.035  9.52E+02 2.39E+01 2.45E+02 2.22E+00 3.66E+00 4.05E+00 4.21E+00 4.24E+00 4.10E+00 2.88E+00 1.96E+00 8.35E-01 5.12E-01 3.35E-01 1.55E-02 1.73E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.071  1.09E+03 1.50E+01 1.02E+03 6.40E+00 1.06E+01 1.37E+01 1.51E+01 1.52E+01 1.41E+01 1.19E+01 8.20E+00 5.36E+00 4.49E+00 2.74E+00 4.32E-02 2.19E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.106  1.74E+03 3.61E+01 1.29E+03 6.68E+00 1.22E+01 1.68E+01 1.89E+01 1.92E+01 1.75E+01 1.51E+01 1.12E+01 8.13E+00 5.06E+00 2.69E+00 9.71E-02 5.00E-02 2.14E-01 1.27E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.141  3.25E+03 1.56E+02 3.19E+02 2.06E+00 2.02E+00 2.41E+00 2.27E+00 2.82E+00 2.31E+00 4.37E+00 3.27E+00 2.34E+00 1.39E+00 9.17E-01 1.05E+00 5.41E-01 7.48E-02 4.45E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.174  5.08E+03 1.27E+02 1.33E+02 6.23E-01 1.14E+00 1.45E+00 1.55E+00 1.71E+00 1.51E+00 1.29E+00 1.01E+00 7.30E-01 4.49E-01 3.36E-01 4.89E-01 2.56E-01 1.69E-02 7.27E-03 2.38E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.206  7.46E+03 1.14E+01 1.11E+04 8.82E+01 1.05E+01 1.41E+01 1.61E+01 1.68E+01 1.58E+01 1.39E+01 1.12E+01 1.64E+02 1.22E+02 8.62E+01 5.72E+01 3.49E+01 1.98E+01 9.94E+00 4.08E+00 1.41E+00 3.53E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.237  1.07E+04 1.31E+01 4.25E+04 2.06E+02 2.08E+02 2.81E+02 3.25E+02 3.43E+02 3.31E+02 2.97E+02 2.49E+02 3.84E+02 2.86E+02 2.02E+02 1.34E+02 8.19E+01 4.64E+01 2.33E+01 9.58E+00 3.32E+00 8.29E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.297  2.16E+04 6.03E+03 4.14E+04 1.48E+02 2.79E+02 3.83E+02 4.46E+02 4.67E+02 4.46E+02 4.01E+02 3.37E+02 2.67E+02 1.96E+02 1.35E+02 8.68E+01 5.34E+01 3.01E+01 1.50E+01 6.31E+00 2.24E+00 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.355  4.74E+04 3.44E+03 1.51E+05 4.66E+02 8.84E+02 1.21E+03 1.43E+03 1.52E+03 1.50E+03 1.38E+03 1.20E+03 9.79E+02 7.56E+02 5.51E+02 3.78E+02 2.46E+02 1.48E+02 8.21E+01 4.03E+01 1.75E+01 7.09E+00 9.75E-01 3.54E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.410  7.36E+04 1.56E+04 2.28E+05 7.45E+02 1.41E+03 1.93E+03 2.26E+03 2.38E+03 2.33E+03 2.13E+03 1.84E+03 1.48E+03 1.13E+03 8.00E+02 5.32E+02 3.36E+02 1.99E+02 1.10E+02 5.31E+01 2.21E+01 7.16E+00 1.26E+00 9.65E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.464  8.73E+04 2.04E+04 7.08E+04 2.50E+02 4.69E+02 6.34E+02 7.36E+02 7.72E+02 7.47E+02 6.73E+02 5.68E+02 4.52E+02 3.38E+02 2.38E+02 1.57E+02 9.63E+01 5.63E+01 3.08E+01 1.59E+01 6.99E+00 2.53E+00 6.73E-01 1.20E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.515  1.46E+05 5.23E+03 4.38E+05 1.31E+03 2.48E+03 3.42E+03 4.04E+03 4.32E+03 4.26E+03 3.96E+03 3.46E+03 2.84E+03 2.21E+03 1.62E+03 1.12E+03 7.27E+02 4.42E+02 2.50E+02 1.29E+02 5.91E+01 2.33E+01 1.03E+01 2.20E+00 3.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.565  2.92E+05 4.90E+04 9.35E+05 2.67E+03 5.07E+03 6.99E+03 8.27E+03 8.86E+03 8.80E+03 8.21E+03 7.23E+03 6.02E+03 4.75E+03 3.54E+03 2.49E+03 1.66E+03 1.05E+03 6.20E+02 3.42E+02 1.72E+02 7.73E+01 3.04E+01 9.60E+00 2.45E+00 7.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.613  4.59E+05 8.22E+04 4.12E+05 1.27E+03 2.42E+03 3.32E+03 3.90E+03 4.14E+03 4.08E+03 3.75E+03 3.24E+03 2.66E+03 2.06E+03 1.50E+03 1.01E+03 6.53E+02 3.96E+02 2.26E+02 1.21E+02 5.74E+01 2.42E+01 8.04E+00 1.69E+00 1.65E+00 2.43E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.660  5.53E+05 3.07E+04 2.25E+05 7.41E+02 1.40E+03 1.90E+03 2.23E+03 2.34E+03 2.27E+03 2.06E+03 1.75E+03 1.40E+03 1.06E+03 7.59E+02 5.36E+02 3.43E+02 2.09E+02 1.22E+02 6.95E+01 4.09E+01 2.47E+01 1.34E+01 7.79E+00 8.32E+00 1.72E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.705  8.79E+05 1.80E+04 1.27E+06 3.56E+03 6.76E+03 9.31E+03 1.11E+04 1.18E+04 1.18E+04 1.10E+04 9.60E+03 8.01E+03 6.33E+03 4.74E+03 3.46E+03 2.34E+03 1.49E+03 9.04E+02 5.19E+02 2.86E+02 1.49E+02 7.21E+01 3.17E+01 1.26E+01 3.51E+00 7.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.749  1.38E+06 1.34E+05 2.55E+06 7.19E+03 1.37E+04 1.90E+04 2.32E+04 2.50E+04 2.50E+04 2.36E+04 2.09E+04 1.77E+04 1.42E+04 1.08E+04 4.77E+03 3.24E+03 2.07E+03 1.26E+03 7.15E+02 3.82E+02 1.89E+02 8.54E+01 3.32E+01 2.57E+01 8.10E+00 3.52E+00 5.12E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.856  3.57E+06 5.24E+05 6.71E+06 2.17E+04 4.14E+04 5.76E+04 6.21E+04 6.73E+04 6.77E+04 6.41E+04 5.74E+04 4.87E+04 3.93E+04 3.02E+04 8.44E+03 5.72E+03 3.67E+03 2.21E+03 1.25E+03 6.52E+02 3.13E+02 1.37E+02 5.11E+01 1.18E+02 4.53E+01 1.40E+01 3.41E+00 2.41E+00 4.14E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.956  7.58E+06 7.27E+05 1.25E+07 4.46E+04 8.54E+04 1.19E+05 1.01E+05 1.09E+05 1.10E+05 1.03E+05 9.22E+04 7.77E+04 6.24E+04 4.74E+04 3.45E+04 2.39E+04 1.57E+04 9.79E+03 5.74E+03 3.17E+03 1.63E+03 7.88E+02 3.50E+02 3.21E+02 1.47E+02 6.37E+01 2.93E+01 1.21E+01 2.36E+00 3.22E+00 6.27E-01 1.00E-30 1.00E-30
  30.00  2.143  6.14E+07 6.24E+06 1.06E+08 2.06E+05 3.96E+05 5.56E+05 6.77E+05 7.50E+05 7.77E+05 7.62E+05 7.10E+05 6.32E+05 5.39E+05 4.42E+05 3.48E+05 2.63E+05 1.91E+05 1.33E+05 8.88E+04 5.68E+04 3.46E+04 2.02E+04 1.11E+04 5.73E+03 2.78E+03 1.27E+03 5.32E+02 2.09E+02 7.26E+01 2.23E+01 4.45E+00 7.30E-01 1.75E-01
  40.00  2.474  1.52E+09 6.11E+07 1.05E+09 2.03E+06 3.91E+06 5.50E+06 6.69E+06 7.44E+06 7.72E+06 7.57E+06 7.07E+06 6.30E+06 5.38E+06 4.41E+06 3.47E+06 2.61E+06 1.88E+06 1.30E+06 8.61E+05 5.42E+05 3.25E+05 1.86E+05 1.00E+05 5.11E+04 2.45E+04 1.11E+04 4.73E+03 1.87E+03 6.77E+02 2.16E+02 5.91E+01 1.23E+01 2.97E+00
  50.00  2.766  1.83E+10 6.84E+08 1.25E+10 2.25E+07 4.34E+07 6.12E+07 7.46E+07 8.30E+07 8.67E+07 8.55E+07 8.04E+07 7.25E+07 6.26E+07 5.21E+07 4.18E+07 3.22E+07 2.39E+07 1.72E+07 1.18E+07 7.85E+06 4.99E+06 3.05E+06 1.79E+06 9.95E+05 5.29E+05 2.67E+05 1.28E+05 5.72E+04 2.41E+04 9.28E+03 3.26E+03 1.00E+03 2.59E+02
  60.00  3.030  2.97E+11 1.10E+10 2.13E+11 3.46E+08 6.67E+08 9.42E+08 1.16E+09 1.29E+09 1.37E+09 1.36E+09 1.29E+09 1.19E+09 1.04E+09 8.86E+08 7.26E+08 5.75E+08 4.39E+08 3.25E+08 2.32E+08 1.60E+08 1.06E+08 6.77E+07 4.16E+07 2.46E+07 1.39E+07 7.53E+06 3.88E+06 1.89E+06 8.76E+05 3.79E+05 1.49E+05 5.56E+04 1.88E+04
  70.00  3.273  6.11E+12 2.15E+11 4.25E+12 6.39E+09 1.24E+10 1.75E+10 2.16E+10 2.43E+10 2.57E+10 2.59E+10 2.49E+10 2.30E+10 2.05E+10 1.76E+10 1.46E+10 1.18E+10 9.20E+09 6.95E+09 5.08E+09 3.60E+09 2.47E+09 1.64E+09 1.05E+09 6.47E+08 3.86E+08 2.22E+08 1.22E+08 6.48E+07 3.28E+07 1.58E+07 5.61E+06 2.37E+06 9.44E+05
  80.00  3.499  1.05E+14 4.00E+12 7.79E+13 1.08E+11 2.09E+11 2.98E+11 3.69E+11 4.18E+11 4.45E+11 4.51E+11 4.37E+11 4.08E+11 3.68E+11 3.20E+11 2.70E+11 2.21E+11 1.75E+11 1.35E+11 1.00E+11 7.27E+10 5.09E+10 3.46E+10 2.27E+10 1.44E+10 8.89E+09 5.27E+09 3.01E+09 1.65E+09 8.71E+08 4.40E+08 2.12E+08 9.72E+07 4.22E+07
  90.00  3.711  1.23E+15 4.61E+13 9.12E+14 1.17E+12 2.26E+12 3.23E+12 4.01E+12 4.56E+12 4.89E+12 4.99E+12 4.89E+12 4.60E+12 4.20E+12 3.70E+12 3.17E+12 2.63E+12 2.12E+12 1.66E+12 1.27E+12 9.36E+11 6.72E+11 4.70E+11 3.18E+11 2.09E+11 1.33E+11 8.22E+10 4.91E+10 2.83E+10 1.58E+10 8.42E+09 4.34E+09 2.14E+09 1.01E+09
 100.00  3.912  1.23E+16 4.55E+14 9.17E+15 1.09E+13 2.13E+13 3.04E+13 3.78E+13 4.32E+13 4.66E+13 4.78E+13 4.71E+13 4.48E+13 4.12E+13 3.67E+13 3.18E+13 2.67E+13 2.18E+13 1.74E+13 1.34E+13 1.02E+13 7.46E+12 5.33E+12 3.70E+12 2.50E+12 1.64E+12 1.04E+12 6.45E+11 3.86E+11 2.25E+11 1.25E+11 6.81E+10 3.55E+10 1.78E+10
 110.00  4.103  1.14E+17 4.24E+15 8.62E+16 9.63E+13 1.87E+14 2.68E+14 3.34E+14 3.84E+14 4.16E+14 4.29E+14 4.25E+14 4.07E+14 3.77E+14 3.39E+14 2.97E+14 2.53E+14 2.09E+14 1.68E+14 1.32E+14 1.02E+14 7.60E+13 5.53E+13 3.92E+13 2.71E+13 1.82E+13 1.19E+13 7.56E+12 4.66E+12 2.80E+12 1.63E+12 9.15E+11 4.98E+11 2.62E+11
 120.00  4.285  9.09E+17 3.34E+16 6.92E+17 7.24E+14 1.41E+15 2.01E+15 2.52E+15 2.92E+15 3.17E+15 3.29E+15 3.28E+15 3.16E+15 2.95E+15 2.67E+15 2.36E+15 2.03E+15 1.70E+15 1.40E+15 1.11E+15 8.63E+14 6.55E+14 4.86E+14 3.51E+14 2.48E+14 1.70E+14 1.14E+14 7.42E+13 4.71E+13 2.92E+13 1.75E+13 1.02E+13 5.79E+12 3.18E+12
 130.00  4.460  6.65E+18 2.43E+17 5.11E+18 5.01E+15 9.78E+15 1.40E+16 1.77E+16 2.04E+16 2.23E+16 2.32E+16 2.32E+16 2.25E+16 2.11E+16 1.94E+16 1.73E+16 1.50E+16 1.27E+16 1.05E+16 8.47E+15 6.67E+15 5.13E+15 3.87E+15 2.85E+15 2.04E+15 1.43E+15 9.78E+14 6.52E+14 4.25E+14 2.70E+14 1.66E+14 1.00E+14 5.85E+13 3.33E+13
 140.00  4.629  4.51E+19 1.64E+18 3.49E+19 3.24E+16 6.32E+16 9.09E+16 1.14E+17 1.32E+17 1.45E+17 1.52E+17 1.52E+17 1.49E+17 1.41E+17 1.30E+17 1.17E+17 1.02E+17 8.73E+16 7.29E+16 5.95E+16 4.74E+16 3.71E+16 2.82E+16 2.11E+16 1.54E+16 1.10E+16 7.64E+15 5.20E+15 3.46E+15 2.24E+15 1.42E+15 8.77E+14 5.28E+14 3.09E+14
 150.00  4.791  2.86E+20 1.03E+19 2.23E+20 1.96E+17 3.83E+17 5.51E+17 6.94E+17 8.07E+17 8.87E+17 9.31E+17 9.42E+17 9.24E+17 8.79E+17 8.15E+17 7.36E+17 6.50E+17 5.60E+17 4.72E+17 3.89E+17 3.13E+17 2.48E+17 1.91E+17 1.45E+17 1.07E+17 7.74E+16 5.49E+16 3.80E+16 2.58E+16 1.71E+16 1.10E+16 6.98E+15 4.30E+15 2.59E+15
 160.00  4.948  1.71E+21 6.12E+19 1.34E+21 1.12E+18 2.18E+18 3.15E+18 3.97E+18 4.62E+18 5.10E+18 5.37E+18 5.46E+18 5.37E+18 5.14E+18 4.80E+18 4.36E+18 3.87E+18 3.36E+18 2.86E+18 2.38E+18 1.94E+18 1.54E+18 1.20E+18 9.24E+17 6.93E+17 5.08E+17 3.66E+17 2.57E+17 1.78E+17 1.20E+17 7.89E+16 5.09E+16 3.21E+16 1.98E+16
