                    ************************************************************************************************
                    *  Z= 28 A= 62: Positive-Parity Spin-dependent Level Density [MeV-1] for Ni 62 and ldmodel= 2  *
   2.25  0.601  6.39E+00 3.60E+00 1.67E+01 5.09E-01 1.14E+00 1.06E+00 6.13E-01 2.44E-01 6.87E-02 1.40E-02 2.07E-03 2.24E-04 1.79E-05 1.05E-06 4.56E-08 1.47E-09 3.49E-11 6.17E-13 8.10E-15 7.88E-17 5.70E-19 3.07E-21 1.23E-23 3.65E-26 8.07E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.633  8.79E+00 4.79E+00 2.22E+01 6.78E-01 1.52E+00 1.41E+00 8.16E-01 3.24E-01 9.15E-02 1.86E-02 2.75E-03 2.98E-04 2.38E-05 1.40E-06 6.07E-08 1.95E-09 4.65E-11 8.22E-13 1.08E-14 1.05E-16 7.59E-19 4.08E-21 1.63E-23 4.86E-26 1.07E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.664  1.20E+01 6.33E+00 2.93E+01 8.95E-01 2.00E+00 1.86E+00 1.08E+00 4.29E-01 1.21E-01 2.46E-02 3.63E-03 3.94E-04 3.14E-05 1.85E-06 8.02E-08 2.58E-09 6.14E-11 1.09E-12 1.42E-14 1.39E-16 1.00E-18 5.39E-21 2.16E-23 6.41E-26 1.42E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.694  1.61E+01 8.30E+00 3.84E+01 1.17E+00 2.63E+00 2.43E+00 1.41E+00 5.62E-01 1.58E-01 3.22E-02 4.77E-03 5.17E-04 4.12E-05 2.42E-06 1.05E-07 3.38E-09 8.06E-11 1.42E-12 1.87E-14 1.82E-16 1.32E-18 7.07E-21 2.83E-23 8.41E-26 1.86E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.722  2.15E+01 1.08E+01 5.01E+01 1.53E+00 3.42E+00 3.17E+00 1.84E+00 7.32E-01 2.06E-01 4.20E-02 6.21E-03 6.73E-04 5.37E-05 3.15E-06 1.37E-07 4.41E-09 1.05E-10 1.85E-12 2.43E-14 2.37E-16 1.71E-18 9.22E-21 3.69E-23 1.10E-25 2.43E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.749  2.82E+01 1.33E+01 6.48E+01 1.70E+00 3.92E+00 3.85E+00 2.44E+00 1.09E+00 3.54E-01 8.55E-02 1.55E-02 2.11E-03 2.18E-04 1.71E-05 1.02E-06 4.64E-08 1.61E-09 4.25E-11 8.59E-13 1.33E-14 1.57E-16 1.42E-18 9.79E-21 5.18E-23 2.10E-25 6.52E-28 1.55E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.775  3.63E+01 1.62E+01 8.34E+01 1.86E+00 4.41E+00 4.58E+00 3.15E+00 1.57E+00 5.87E-01 1.68E-01 3.69E-02 6.28E-03 8.34E-04 8.63E-05 6.99E-06 4.43E-07 2.20E-08 8.59E-10 2.63E-11 6.34E-13 1.20E-14 1.79E-16 2.10E-18 1.93E-20 1.40E-22 8.03E-25 3.62E-27 1.28E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.801  4.61E+01 1.97E+01 1.07E+02 2.06E+00 4.98E+00 5.41E+00 3.98E+00 2.17E+00 9.09E-01 2.97E-01 7.65E-02 1.56E-02 2.54E-03 3.29E-04 3.41E-05 2.83E-06 1.89E-07 1.01E-08 4.33E-10 1.49E-11 4.15E-13 9.26E-15 1.66E-16 2.41E-18 2.80E-20 2.63E-22 1.99E-24 1.21E-26 5.93E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.826  5.81E+01 2.40E+01 1.36E+02 2.29E+00 5.66E+00 6.37E+00 4.96E+00 2.91E+00 1.34E+00 4.89E-01 1.43E-01 3.40E-02 6.52E-03 1.02E-03 1.30E-04 1.34E-05 1.14E-06 7.91E-08 4.49E-09 2.09E-10 7.95E-12 2.48E-13 6.34E-15 1.33E-16 2.29E-18 3.23E-20 3.75E-22 3.56E-24 2.78E-26 1.78E-28 1.00E-30 1.00E-30 1.00E-30
   4.50  0.849  7.27E+01 2.92E+01 1.72E+02 2.57E+00 6.44E+00 7.49E+00 6.11E+00 3.82E+00 1.90E+00 7.61E-01 2.49E-01 6.68E-02 1.48E-02 2.70E-03 4.07E-04 5.10E-05 5.30E-06 4.57E-07 3.28E-08 1.96E-09 9.73E-11 4.02E-12 1.38E-13 3.97E-15 9.48E-17 1.89E-18 3.13E-20 4.34E-22 5.01E-24 4.82E-26 3.86E-28 2.59E-30 1.00E-30
   4.75  0.873  9.04E+01 3.54E+01 2.18E+02 2.89E+00 7.35E+00 8.77E+00 7.45E+00 4.91E+00 2.61E+00 1.13E+00 4.07E-01 1.21E-01 3.03E-02 6.31E-03 1.10E-03 1.62E-04 2.00E-05 2.08E-06 1.83E-07 1.35E-08 8.40E-10 4.41E-11 1.96E-12 7.32E-14 2.31E-15 6.18E-17 1.39E-18 2.65E-20 4.27E-22 5.81E-24 6.67E-26 6.49E-28 5.33E-30
   5.00  0.895  1.12E+02 4.30E+01 2.73E+02 3.27E+00 8.40E+00 1.03E+01 9.02E+00 6.23E+00 3.50E+00 1.63E+00 6.35E-01 2.08E-01 5.74E-02 1.34E-02 2.66E-03 4.49E-04 6.44E-05 7.87E-06 8.19E-07 7.27E-08 5.50E-09 3.55E-10 1.96E-11 9.22E-13 3.71E-14 1.27E-15 3.74E-17 9.39E-19 2.01E-20 3.69E-22 5.79E-24 7.75E-26 8.89E-28
   5.50  0.939  1.75E+02 6.28E+01 4.26E+02 4.21E+00 1.10E+01 1.40E+01 1.30E+01 9.69E+00 5.98E+00 3.12E+00 1.38E+00 5.26E-01 1.72E-01 4.86E-02 1.19E-02 2.51E-03 4.59E-04 7.29E-05 1.01E-05 1.21E-06 1.26E-07 1.14E-08 8.97E-10 6.15E-11 3.67E-12 1.91E-13 8.62E-15 3.40E-16 1.17E-17 3.48E-19 9.07E-21 2.06E-22 4.07E-24
   6.00  0.981  2.66E+02 9.12E+01 6.55E+02 5.47E+00 1.45E+01 1.90E+01 1.84E+01 1.46E+01 9.68E+00 5.51E+00 2.71E+00 1.16E+00 4.33E-01 1.42E-01 4.07E-02 1.03E-02 2.28E-03 4.44E-04 7.65E-05 1.16E-05 1.55E-06 1.83E-07 1.91E-08 1.76E-09 1.43E-10 1.03E-11 6.53E-13 3.66E-14 1.82E-15 7.97E-17 3.09E-18 1.06E-19 3.21E-21
   6.50  1.021  3.97E+02 1.31E+02 9.93E+02 7.12E+00 1.91E+01 2.56E+01 2.58E+01 2.14E+01 1.51E+01 9.21E+00 4.92E+00 2.32E+00 9.63E-01 3.55E-01 1.16E-01 3.37E-02 8.72E-03 2.01E-03 4.14E-04 7.59E-05 1.24E-05 1.82E-06 2.37E-07 2.77E-08 2.89E-09 2.70E-10 2.25E-11 1.68E-12 1.12E-13 6.68E-15 3.56E-16 1.70E-17 7.28E-19
   7.00  1.060  5.85E+02 1.88E+02 1.49E+03 9.29E+00 2.52E+01 3.44E+01 3.57E+01 3.07E+01 2.28E+01 1.48E+01 8.44E+00 4.30E+00 1.95E+00 7.92E-01 2.88E-01 9.42E-02 2.77E-02 7.31E-03 1.74E-03 3.73E-04 7.22E-05 1.26E-05 1.98E-06 2.81E-07 3.59E-08 4.15E-09 4.34E-10 4.09E-11 3.48E-12 2.68E-13 1.86E-14 1.17E-15 6.62E-17
   7.50  1.097  8.52E+02 2.67E+02 2.21E+03 1.21E+01 3.32E+01 4.61E+01 4.89E+01 4.36E+01 3.36E+01 2.29E+01 1.39E+01 7.53E+00 3.68E+00 1.62E+00 6.45E-01 2.33E-01 7.60E-02 2.25E-02 6.06E-03 1.48E-03 3.29E-04 6.64E-05 1.22E-05 2.04E-06 3.10E-07 4.28E-08 5.40E-09 6.19E-10 6.46E-11 6.14E-12 5.32E-13 4.20E-14 3.02E-15
   8.00  1.133  1.23E+03 3.77E+02 3.24E+03 1.59E+01 4.37E+01 6.14E+01 6.66E+01 6.10E+01 4.87E+01 3.46E+01 2.20E+01 1.26E+01 6.56E+00 3.10E+00 1.33E+00 5.22E-01 1.87E-01 6.09E-02 1.82E-02 4.97E-03 1.24E-03 2.84E-04 5.95E-05 1.14E-05 2.01E-06 3.23E-07 4.78E-08 6.47E-09 8.04E-10 9.15E-11 9.56E-12 9.16E-13 8.05E-14
   8.50  1.168  1.76E+03 5.29E+02 4.71E+03 2.07E+01 5.74E+01 8.16E+01 9.01E+01 8.45E+01 6.95E+01 5.11E+01 3.39E+01 2.04E+01 1.12E+01 5.61E+00 2.58E+00 1.08E+00 4.19E-01 1.49E-01 4.86E-02 1.46E-02 4.03E-03 1.03E-03 2.41E-04 5.21E-05 1.04E-05 1.91E-06 3.23E-07 5.05E-08 7.28E-09 9.68E-10 1.19E-10 1.35E-11 1.41E-12
   9.00  1.201  2.49E+03 7.37E+02 6.80E+03 2.70E+01 7.52E+01 1.08E+02 1.21E+02 1.16E+02 9.80E+01 7.43E+01 5.11E+01 3.21E+01 1.84E+01 9.73E+00 4.73E+00 2.12E+00 8.75E-01 3.34E-01 1.18E-01 3.85E-02 1.16E-02 3.25E-03 8.41E-04 2.02E-04 4.48E-05 9.22E-06 1.76E-06 3.12E-07 5.11E-08 7.78E-09 1.10E-09 1.44E-10 1.75E-11
   9.50  1.234  3.52E+03 1.02E+03 9.72E+03 3.51E+01 9.83E+01 1.43E+02 1.62E+02 1.58E+02 1.36E+02 1.06E+02 7.55E+01 4.92E+01 2.94E+01 1.63E+01 8.30E+00 3.93E+00 1.72E+00 7.00E-01 2.65E-01 9.28E-02 3.03E-02 9.19E-03 2.59E-03 6.81E-04 1.67E-04 3.79E-05 8.03E-06 1.58E-06 2.91E-07 4.99E-08 7.96E-09 1.18E-09 1.64E-10
  10.00  1.266  4.92E+03 1.41E+03 1.38E+04 4.56E+01 1.28E+02 1.87E+02 2.16E+02 2.14E+02 1.88E+02 1.50E+02 1.10E+02 7.38E+01 4.58E+01 2.63E+01 1.41E+01 6.98E+00 3.22E+00 1.39E+00 5.57E-01 2.08E-01 7.28E-02 2.37E-02 7.23E-03 2.06E-03 5.47E-04 1.36E-04 3.16E-05 6.87E-06 1.40E-06 2.65E-07 4.72E-08 7.85E-09 1.22E-09
  11.00  1.328  1.02E+04 2.66E+03 2.73E+04 7.92E+01 2.24E+02 3.31E+02 3.87E+02 3.91E+02 3.55E+02 2.92E+02 2.22E+02 1.56E+02 1.02E+02 6.16E+01 3.49E+01 1.85E+01 9.17E+00 4.26E+00 1.85E+00 7.56E-01 2.90E-01 1.04E-01 3.52E-02 1.12E-02 3.33E-03 9.32E-04 2.45E-04 6.08E-05 1.41E-05 3.10E-06 6.38E-07 1.23E-07 2.25E-08
  12.00  1.387  2.03E+04 5.01E+03 5.26E+04 1.42E+02 4.03E+02 6.00E+02 7.07E+02 7.23E+02 6.64E+02 5.57E+02 4.31E+02 3.09E+02 2.06E+02 1.29E+02 7.51E+01 4.11E+01 2.11E+01 1.02E+01 4.62E+00 1.97E+00 7.89E-01 2.98E-01 1.06E-01 3.55E-02 1.12E-02 3.33E-03 9.34E-04 2.47E-04 6.15E-05 1.44E-05 3.20E-06 6.69E-07 1.32E-07
  13.00  1.444  3.88E+04 9.25E+03 9.91E+04 2.52E+02 7.15E+02 1.07E+03 1.27E+03 1.31E+03 1.22E+03 1.04E+03 8.14E+02 5.95E+02 4.06E+02 2.59E+02 1.56E+02 8.76E+01 4.64E+01 2.31E+01 1.09E+01 4.81E+00 2.01E+00 7.92E-01 2.95E-01 1.04E-01 3.44E-02 1.08E-02 3.19E-03 8.92E-04 2.36E-04 5.89E-05 1.39E-05 3.11E-06 6.57E-07
  14.00  1.498  7.23E+04 1.68E+04 1.83E+05 4.39E+02 1.25E+03 1.87E+03 2.24E+03 2.33E+03 2.19E+03 1.89E+03 1.51E+03 1.12E+03 7.78E+02 5.08E+02 3.12E+02 1.80E+02 9.79E+01 5.03E+01 2.44E+01 1.12E+01 4.84E+00 1.98E+00 7.67E-01 2.81E-01 9.75E-02 3.20E-02 9.95E-03 2.93E-03 8.16E-04 2.16E-04 5.39E-05 1.28E-05 2.87E-06
  15.00  1.551  1.32E+05 2.99E+04 3.32E+05 7.54E+02 2.15E+03 3.24E+03 3.89E+03 4.08E+03 3.87E+03 3.37E+03 2.73E+03 2.06E+03 1.46E+03 9.68E+02 6.06E+02 3.58E+02 2.00E+02 1.05E+02 5.26E+01 2.48E+01 1.11E+01 4.70E+00 1.89E+00 7.18E-01 2.59E-01 8.87E-02 2.88E-02 8.87E-03 2.59E-03 7.19E-04 1.89E-04 4.73E-05 1.12E-05
  16.00  1.602  2.37E+05 5.24E+04 5.93E+05 1.28E+03 3.65E+03 5.52E+03 6.67E+03 7.05E+03 6.74E+03 5.93E+03 4.85E+03 3.71E+03 2.67E+03 1.80E+03 1.15E+03 6.94E+02 3.96E+02 2.14E+02 1.09E+02 5.31E+01 2.44E+01 1.07E+01 4.42E+00 1.74E+00 6.51E-01 2.31E-01 7.81E-02 2.51E-02 7.64E-03 2.22E-03 6.11E-04 1.60E-04 3.99E-05
  17.00  1.651  4.18E+05 9.07E+04 1.04E+06 2.14E+03 6.13E+03 9.29E+03 1.13E+04 1.20E+04 1.16E+04 1.03E+04 8.49E+03 6.58E+03 4.79E+03 3.29E+03 2.14E+03 1.31E+03 7.64E+02 4.21E+02 2.21E+02 1.10E+02 5.19E+01 2.33E+01 9.94E+00 4.04E+00 1.56E+00 5.73E-01 2.01E-01 6.68E-02 2.12E-02 6.38E-03 1.83E-03 5.02E-04 1.31E-04
  18.00  1.699  7.28E+05 1.55E+05 1.81E+06 3.55E+03 1.02E+04 1.55E+04 1.89E+04 2.02E+04 1.96E+04 1.75E+04 1.46E+04 1.15E+04 8.46E+03 5.89E+03 3.88E+03 2.43E+03 1.44E+03 8.10E+02 4.33E+02 2.20E+02 1.07E+02 4.91E+01 2.15E+01 9.00E+00 3.58E+00 1.36E+00 4.90E-01 1.69E-01 5.54E-02 1.74E-02 5.18E-03 1.47E-03 4.00E-04
  19.00  1.746  1.25E+06 2.61E+05 3.09E+06 5.83E+03 1.67E+04 2.55E+04 3.12E+04 3.35E+04 3.27E+04 2.95E+04 2.49E+04 1.97E+04 1.47E+04 1.04E+04 6.94E+03 4.40E+03 2.65E+03 1.52E+03 8.29E+02 4.31E+02 2.13E+02 1.00E+02 4.51E+01 1.94E+01 7.91E+00 3.09E+00 1.15E+00 4.08E-01 1.38E-01 4.48E-02 1.38E-02 4.08E-03 1.15E-03
  20.00  1.791  2.12E+06 4.36E+05 5.22E+06 9.46E+03 2.72E+04 4.15E+04 5.09E+04 5.50E+04 5.40E+04 4.91E+04 4.18E+04 3.34E+04 2.52E+04 1.80E+04 1.22E+04 7.84E+03 4.80E+03 2.80E+03 1.55E+03 8.22E+02 4.15E+02 2.00E+02 9.19E+01 4.03E+01 1.69E+01 6.77E+00 2.59E+00 9.47E-01 3.31E-01 1.10E-01 3.53E-02 1.08E-02 3.14E-03
  22.50  1.900  9.59E+06 1.49E+06 1.85E+07 3.05E+04 8.79E+04 1.35E+05 1.67E+05 1.82E+05 1.81E+05 1.68E+05 1.45E+05 1.18E+05 9.14E+04 6.70E+04 4.67E+04 3.10E+04 1.96E+04 1.19E+04 6.86E+03 3.79E+03 2.00E+03 1.01E+03 4.87E+02 2.25E+02 9.98E+01 4.23E+01 1.72E+01 6.69E+00 2.49E+00 8.91E-01 3.05E-01 1.00E-01 3.15E-02
  25.00  2.002  3.38E+07 4.84E+06 6.16E+07 9.36E+04 2.70E+05 4.17E+05 5.19E+05 5.71E+05 5.75E+05 5.38E+05 4.73E+05 3.93E+05 3.09E+05 2.32E+05 1.66E+05 1.13E+05 7.36E+04 4.59E+04 2.74E+04 1.57E+04 8.57E+03 4.50E+03 2.27E+03 1.10E+03 5.08E+02 2.26E+02 9.67E+01 3.97E+01 1.56E+01 5.91E+00 2.15E+00 7.50E-01 2.52E-01
  30.00  2.193  4.74E+08 4.40E+07 5.86E+08 7.74E+05 2.24E+06 3.48E+06 4.38E+06 4.89E+06 5.01E+06 4.79E+06 4.31E+06 3.68E+06 3.00E+06 2.33E+06 1.73E+06 1.23E+06 8.38E+05 5.48E+05 3.45E+05 2.09E+05 1.21E+05 6.79E+04 3.66E+04 1.90E+04 9.46E+03 4.55E+03 2.11E+03 9.41E+02 4.05E+02 1.68E+02 6.70E+01 2.58E+01 9.59E+00
  40.00  2.533  4.69E+10 2.32E+09 3.34E+10 3.52E+07 1.03E+08 1.61E+08 2.05E+08 2.34E+08 2.45E+08 2.42E+08 2.25E+08 2.00E+08 1.70E+08 1.39E+08 1.09E+08 8.19E+07 5.95E+07 4.17E+07 2.82E+07 1.85E+07 1.17E+07 7.13E+06 4.21E+06 2.41E+06 1.33E+06 7.13E+05 3.70E+05 1.85E+05 9.01E+04 4.24E+04 1.93E+04 8.54E+03 3.65E+03
  50.00  2.832  1.64E+12 7.95E+10 1.21E+12 1.08E+09 3.14E+09 4.96E+09 6.40E+09 7.38E+09 7.88E+09 7.91E+09 7.55E+09 6.88E+09 6.02E+09 5.07E+09 4.12E+09 3.23E+09 2.45E+09 1.80E+09 1.28E+09 8.83E+08 5.90E+08 3.83E+08 2.41E+08 1.47E+08 8.72E+07 5.02E+07 2.81E+07 1.52E+07 8.04E+06 4.13E+06 2.06E+06 9.96E+05 4.69E+05
  60.00  3.102  4.14E+13 1.99E+12 3.16E+13 2.45E+10 7.17E+10 1.14E+11 1.48E+11 1.72E+11 1.86E+11 1.89E+11 1.84E+11 1.71E+11 1.53E+11 1.32E+11 1.10E+11 8.89E+10 6.96E+10 5.29E+10 3.90E+10 2.79E+10 1.95E+10 1.32E+10 8.68E+09 5.56E+09 3.47E+09 2.11E+09 1.24E+09 7.16E+08 4.02E+08 2.19E+08 1.17E+08 6.05E+07 3.05E+07
  70.00  3.350  8.20E+14 3.89E+13 6.45E+14 4.44E+11 1.30E+12 2.07E+12 2.71E+12 3.18E+12 3.46E+12 3.57E+12 3.51E+12 3.31E+12 3.01E+12 2.65E+12 2.26E+12 1.86E+12 1.49E+12 1.17E+12 8.84E+11 6.53E+11 4.69E+11 3.29E+11 2.24E+11 1.49E+11 9.68E+10 6.12E+10 3.78E+10 2.27E+10 1.34E+10 7.66E+09 4.29E+09 2.34E+09 1.25E+09
  80.00  3.582  1.34E+16 6.28E+14 1.08E+16 6.69E+12 1.97E+13 3.14E+13 4.12E+13 4.86E+13 5.34E+13 5.55E+13 5.52E+13 5.27E+13 4.86E+13 4.34E+13 3.76E+13 3.16E+13 2.58E+13 2.06E+13 1.60E+13 1.21E+13 8.90E+12 6.40E+12 4.50E+12 3.08E+12 2.06E+12 1.35E+12 8.62E+11 5.38E+11 3.28E+11 1.96E+11 1.14E+11 6.49E+10 3.62E+10
  90.00  3.799  1.86E+17 8.63E+15 1.52E+17 8.67E+13 2.55E+14 4.08E+14 5.38E+14 6.38E+14 7.05E+14 7.39E+14 7.40E+14 7.14E+14 6.66E+14 6.02E+14 5.28E+14 4.51E+14 3.75E+14 3.04E+14 2.40E+14 1.85E+14 1.39E+14 1.03E+14 7.37E+13 5.18E+13 3.56E+13 2.39E+13 1.57E+13 1.01E+13 6.36E+12 3.92E+12 2.36E+12 1.39E+12 8.03E+11
 100.00  4.005  2.26E+18 1.04E+17 1.88E+18 9.88E+14 2.91E+15 4.67E+15 6.17E+15 7.35E+15 8.16E+15 8.60E+15 8.68E+15 8.45E+15 7.95E+15 7.26E+15 6.45E+15 5.57E+15 4.70E+15 3.86E+15 3.10E+15 2.43E+15 1.86E+15 1.40E+15 1.02E+15 7.35E+14 5.17E+14 3.55E+14 2.39E+14 1.58E+14 1.02E+14 6.44E+13 3.99E+13 2.43E+13 1.44E+13
 110.00  4.200  2.45E+19 1.11E+18 2.06E+19 1.01E+16 2.97E+16 4.77E+16 6.33E+16 7.56E+16 8.44E+16 8.94E+16 9.09E+16 8.90E+16 8.45E+16 7.78E+16 6.98E+16 6.10E+16 5.20E+16 4.33E+16 3.52E+16 2.80E+16 2.18E+16 1.66E+16 1.24E+16 9.06E+15 6.49E+15 4.55E+15 3.13E+15 2.11E+15 1.39E+15 9.01E+14 5.72E+14 3.56E+14 2.18E+14
 120.00  4.387  2.40E+20 1.08E+19 2.04E+20 9.34E+16 2.75E+17 4.43E+17 5.89E+17 7.06E+17 7.91E+17 8.42E+17 8.61E+17 8.48E+17 8.11E+17 7.53E+17 6.81E+17 6.01E+17 5.17E+17 4.35E+17 3.59E+17 2.89E+17 2.28E+17 1.76E+17 1.33E+17 9.90E+16 7.20E+16 5.14E+16 3.60E+16 2.47E+16 1.66E+16 1.10E+16 7.13E+15 4.54E+15 2.83E+15
 130.00  4.566  2.15E+21 9.53E+19 1.84E+21 7.95E+17 2.35E+18 3.78E+18 5.03E+18 6.05E+18 6.80E+18 7.27E+18 7.47E+18 7.40E+18 7.12E+18 6.66E+18 6.06E+18 5.39E+18 4.69E+18 3.98E+18 3.31E+18 2.70E+18 2.16E+18 1.69E+18 1.29E+18 9.74E+17 7.19E+17 5.21E+17 3.70E+17 2.58E+17 1.77E+17 1.19E+17 7.87E+16 5.11E+16 3.26E+16
 140.00  4.738  1.78E+22 7.80E+20 1.54E+22 6.27E+18 1.85E+19 2.99E+19 3.99E+19 4.80E+19 5.42E+19 5.81E+19 5.99E+19 5.97E+19 5.77E+19 5.43E+19 4.98E+19 4.46E+19 3.91E+19 3.35E+19 2.81E+19 2.32E+19 1.87E+19 1.48E+19 1.15E+19 8.74E+18 6.53E+18 4.80E+18 3.46E+18 2.45E+18 1.71E+18 1.17E+18 7.83E+17 5.17E+17 3.36E+17
 150.00  4.905  1.37E+23 5.95E+21 1.19E+23 4.62E+19 1.37E+20 2.21E+20 2.95E+20 3.56E+20 4.03E+20 4.33E+20 4.49E+20 4.49E+20 4.36E+20 4.13E+20 3.81E+20 3.43E+20 3.03E+20 2.62E+20 2.22E+20 1.84E+20 1.50E+20 1.20E+20 9.38E+19 7.23E+19 5.47E+19 4.06E+19 2.97E+19 2.13E+19 1.50E+19 1.04E+19 7.11E+18 4.77E+18 3.14E+18
 160.00  5.065  9.89E+23 4.26E+22 8.68E+23 3.20E+20 9.46E+20 1.53E+21 2.05E+21 2.48E+21 2.81E+21 3.03E+21 3.15E+21 3.17E+21 3.09E+21 2.94E+21 2.73E+21 2.47E+21 2.20E+21 1.91E+21 1.63E+21 1.36E+21 1.12E+21 9.03E+20 7.15E+20 5.56E+20 4.25E+20 3.19E+20 2.36E+20 1.71E+20 1.22E+20 8.60E+19 5.95E+19 4.04E+19 2.70E+19
 170.00  5.221  6.75E+24 2.88E+23 5.94E+24 2.10E+21 6.20E+21 1.00E+22 1.35E+22 1.63E+22 1.85E+22 2.01E+22 2.09E+22 2.11E+22 2.07E+22 1.97E+22 1.84E+22 1.68E+22 1.50E+22 1.31E+22 1.13E+22 9.50E+21 7.86E+21 6.39E+21 5.10E+21 4.01E+21 3.09E+21 2.35E+21 1.75E+21 1.29E+21 9.29E+20 6.61E+20 4.62E+20 3.18E+20 2.16E+20
