   5.9   0.2606
   6.0   0.3124
   6.0   0.2479
   6.1   0.241
   6.2   0.2552
   6.3   0.2694
   6.4   0.2836
   6.5   0.2913
   6.6   0.299
   6.7   0.3067
   6.8   0.4762
   6.9   0.6456
   7.0   0.4854
   7.1   0.4531
   7.2   0.4208
   7.3   0.3885
   7.4   0.4063
   7.5   0.424
   7.6   0.4418
   7.7   0.4595
   7.8   0.4773
   7.9   0.6093
   8.0   0.7413
   8.1   0.8216
   8.2   0.902
   8.3   0.9823
   8.4   0.5073
   8.5   0.6232
   8.6   0.739
   8.7   0.8549
   8.8   0.9708
   8.9   0.6572
   9.0   0.6962
   9.1   0.7351
   9.2   0.7741
   9.3   0.813
   9.4   0.852
   9.4   1.245
   9.5   1.282
   9.6   1.319
   9.7   1.356
   9.8   1.393
   9.9   1.43
   10.0   1.3335
   10.1   1.2371
   10.2   1.1406
   10.3   1.0442
   10.4   0.9477
   10.5   1.0033
   10.6   1.0589
   10.7   1.1145
   10.8   1.1702
   10.9   1.2258
   11.0   1.2814
   11.1   1.337
   11.2   1.367
   11.3   1.397
   11.4   1.427
   11.5   1.457
   11.6   1.487
   11.7   1.517
   11.8   1.547
   11.9   1.577
   12.0   1.607
   12.1   1.637
