                    ************************************************************************************************
                    *  Z= 22 A= 46: Positive-Parity Spin-dependent Level Density [MeV-1] for Ti 46 and ldmodel= 6  *
   2.25  0.564  2.31E+00 7.03E+00 2.36E+01 5.68E-01 1.00E-30 2.99E+00 4.32E-01 5.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.594  3.94E+00 9.85E+00 3.91E+01 3.96E-01 1.00E-30 2.69E+00 2.66E+00 7.35E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.623  5.75E+00 1.84E+01 4.26E+01 1.03E+00 7.32E-02 1.80E+00 2.89E+00 5.83E-01 4.61E-01 1.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.651  8.37E+00 2.17E+01 5.91E+01 1.03E+00 2.41E-01 2.40E+00 3.11E+00 5.89E-01 9.40E-01 6.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.677  1.30E+01 2.62E+01 1.03E+02 2.05E+00 5.98E-01 4.24E+00 3.92E+00 1.92E+00 1.84E+00 1.03E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.703  1.94E+01 3.67E+01 1.42E+02 2.39E+00 9.13E-01 4.54E+00 5.32E+00 3.52E+00 2.57E+00 1.31E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.728  2.68E+01 3.51E+01 1.71E+02 1.71E+00 4.14E+00 3.56E+00 4.37E+00 6.42E+00 2.07E+00 2.07E+00 5.88E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.752  3.66E+01 3.78E+01 2.32E+02 2.05E+00 6.40E+00 5.54E+00 4.44E+00 9.20E+00 2.00E+00 2.69E+00 8.27E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.775  4.78E+01 4.68E+01 2.53E+02 2.73E+00 3.12E+00 8.15E+00 5.68E+00 8.80E+00 2.67E+00 1.95E+00 1.63E+00 1.19E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.797  5.99E+01 8.60E+01 2.69E+02 2.55E+00 4.13E+00 8.72E+00 5.39E+00 8.20E+00 3.10E+00 2.00E+00 2.30E+00 2.56E-01 1.02E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.819  7.54E+01 1.03E+02 3.28E+02 2.71E+00 6.36E+00 8.18E+00 5.73E+00 1.04E+01 3.88E+00 3.82E+00 2.04E+00 5.06E-01 4.29E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.840  1.01E+02 1.30E+02 6.03E+02 3.55E+00 1.08E+01 1.18E+01 8.05E+00 1.53E+01 5.88E+00 8.64E+00 3.72E+00 1.73E+00 2.24E+00 4.57E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.881  1.98E+02 2.50E+02 1.08E+03 1.63E+01 6.17E+00 1.51E+01 1.77E+01 1.42E+01 1.72E+01 9.53E+00 8.71E+00 5.34E+00 4.71E+00 4.04E+00 3.75E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.921  4.12E+02 9.45E+02 2.48E+03 3.30E+00 1.19E+01 2.47E+01 3.50E+01 2.59E+01 3.11E+01 2.75E+01 1.80E+01 1.88E+01 1.10E+01 8.29E+00 5.44E+00 1.85E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.958  1.16E+03 2.41E+03 9.27E+03 1.67E+01 4.61E+01 6.06E+01 8.54E+01 9.60E+01 1.05E+02 8.94E+01 7.24E+01 7.43E+01 5.20E+01 3.96E+01 2.50E+01 6.52E+00 2.08E+00 1.19E-03 1.42E+00 5.47E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.994  3.12E+03 7.02E+02 2.64E+04 3.93E+01 9.67E+01 1.63E+02 2.11E+02 2.53E+02 2.58E+02 2.48E+02 2.19E+02 1.97E+02 1.57E+02 1.24E+02 8.66E+01 1.72E+01 7.79E+00 3.28E-02 9.34E+00 6.33E+00 2.31E+00 5.09E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.029  4.38E+03 1.93E+03 9.82E+03 1.93E+01 5.48E+01 8.35E+01 9.68E+01 1.03E+02 1.02E+02 9.59E+01 8.66E+01 7.38E+01 5.41E+01 3.58E+01 2.11E+01 8.35E+00 2.87E+00 8.29E-01 1.93E+00 1.12E+00 4.17E-01 9.23E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.063  6.03E+03 4.26E+03 2.01E+04 3.93E+01 1.10E+02 1.60E+02 1.79E+02 1.87E+02 1.87E+02 1.82E+02 1.71E+02 1.50E+02 1.14E+02 7.65E+01 4.50E+01 2.83E+01 1.43E+01 1.03E+01 5.45E+00 1.26E+00 4.82E-01 1.96E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.096  9.49E+03 8.95E+03 4.88E+04 7.40E+01 2.04E+02 3.12E+02 3.70E+02 4.11E+02 4.23E+02 4.20E+02 3.92E+02 3.45E+02 2.72E+02 2.03E+02 1.38E+02 9.25E+01 5.78E+01 3.70E+01 2.02E+01 4.93E+00 2.04E+00 5.70E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.127  1.72E+04 1.05E+04 1.11E+05 1.21E+02 3.37E+02 5.47E+02 6.99E+02 8.23E+02 8.74E+02 8.81E+02 8.24E+02 7.39E+02 6.12E+02 4.93E+02 3.72E+02 2.72E+02 1.86E+02 1.25E+02 7.45E+01 1.42E+01 6.68E+00 3.31E+00 1.37E+00 5.98E-01 4.23E-01 1.92E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.158  2.68E+04 6.50E+03 1.45E+05 1.49E+02 4.16E+02 6.81E+02 8.82E+02 1.04E+03 1.10E+03 1.12E+03 1.05E+03 9.51E+02 7.94E+02 6.53E+02 5.05E+02 3.77E+02 2.61E+02 1.73E+02 1.04E+02 6.02E+00 1.84E+00 5.62E-01 3.44E-01 2.95E-01 9.13E-01 3.99E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.188  3.29E+04 6.15E+03 9.37E+04 1.14E+02 3.14E+02 5.14E+02 6.55E+02 7.63E+02 7.96E+02 7.87E+02 7.17E+02 6.26E+02 4.93E+02 3.95E+02 2.97E+02 2.15E+02 1.41E+02 8.65E+01 4.43E+01 8.12E+00 5.12E+00 3.77E+00 1.22E+00 6.98E-01 1.71E-01 7.36E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.246  4.42E+04 6.10E+03 8.16E+04 9.64E+01 2.72E+02 4.45E+02 5.75E+02 6.74E+02 7.13E+02 7.08E+02 6.51E+02 5.70E+02 3.79E+02 3.11E+02 2.39E+02 1.77E+02 1.20E+02 7.71E+01 4.41E+01 2.42E+01 1.11E+01 4.96E+00 3.92E-01 1.35E-01 9.87E-01 2.77E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.302  6.45E+04 1.21E+04 1.12E+05 1.19E+02 3.49E+02 5.62E+02 7.40E+02 8.65E+02 9.29E+02 9.27E+02 8.65E+02 7.67E+02 5.06E+02 4.22E+02 3.31E+02 2.52E+02 1.80E+02 1.26E+02 8.22E+01 5.47E+01 3.10E+01 1.50E+01 7.86E-01 1.14E-01 1.32E+00 4.35E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.355  1.14E+05 3.89E+04 2.74E+05 3.14E+02 9.06E+02 1.42E+03 1.83E+03 2.09E+03 2.19E+03 2.15E+03 1.98E+03 1.74E+03 1.46E+03 1.18E+03 9.00E+02 6.62E+02 4.57E+02 2.91E+02 1.71E+02 9.27E+01 3.17E+01 1.15E+01 2.68E+00 1.17E+00 2.42E-02 1.47E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.406  1.81E+05 2.61E+04 4.59E+05 5.02E+02 1.43E+03 2.28E+03 2.92E+03 3.37E+03 3.54E+03 3.51E+03 3.26E+03 2.90E+03 2.44E+03 1.97E+03 1.54E+03 1.13E+03 7.79E+02 5.38E+02 3.34E+02 2.01E+02 7.25E+01 2.86E+01 9.61E+00 2.96E+00 4.01E-02 9.67E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.455  2.72E+05 8.42E+04 6.04E+05 6.61E+02 1.89E+03 2.99E+03 3.82E+03 4.40E+03 4.61E+03 4.55E+03 4.23E+03 3.76E+03 3.18E+03 2.60E+03 2.03E+03 1.51E+03 1.06E+03 7.03E+02 4.39E+02 2.63E+02 1.37E+02 5.58E+01 1.80E+01 5.62E+00 1.03E+00 5.36E-02 9.41E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.503  4.38E+05 6.94E+04 1.12E+06 1.11E+03 3.22E+03 5.12E+03 6.58E+03 7.58E+03 8.03E+03 7.99E+03 7.51E+03 6.77E+03 5.82E+03 4.82E+03 4.01E+03 3.10E+03 2.26E+03 1.42E+03 8.77E+02 5.09E+02 2.74E+02 1.38E+02 3.28E+01 1.05E+01 2.23E+00 9.38E-02 1.75E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.549  6.12E+05 8.53E+04 1.12E+06 1.06E+03 3.06E+03 4.87E+03 6.29E+03 7.24E+03 7.67E+03 7.62E+03 7.15E+03 6.42E+03 5.51E+03 4.56E+03 4.01E+03 3.14E+03 2.33E+03 1.96E+03 1.26E+03 7.63E+02 4.31E+02 2.29E+02 2.83E+01 8.43E+00 1.90E+00 1.46E-01 6.57E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.594  8.28E+05 1.43E+05 1.47E+06 1.66E+03 4.80E+03 7.56E+03 9.64E+03 1.10E+04 1.15E+04 1.13E+04 1.05E+04 9.34E+03 7.95E+03 6.53E+03 4.19E+03 3.04E+03 2.16E+03 1.95E+03 1.22E+03 7.08E+02 3.85E+02 1.97E+02 3.45E+01 1.33E+01 4.02E+00 1.78E+00 4.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.638  1.09E+06 1.68E+05 2.05E+06 2.51E+03 7.28E+03 1.15E+04 1.46E+04 1.66E+04 1.74E+04 1.71E+04 1.58E+04 1.39E+04 1.16E+04 9.24E+03 5.42E+03 3.80E+03 2.59E+03 1.87E+03 1.08E+03 5.73E+02 2.84E+02 1.34E+02 5.50E+01 2.67E+01 1.00E+01 3.06E+00 5.66E-01 1.46E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.681  1.47E+06 3.08E+05 2.85E+06 3.60E+03 1.04E+04 1.64E+04 2.10E+04 2.38E+04 2.49E+04 2.44E+04 2.26E+04 1.99E+04 1.67E+04 1.34E+04 7.13E+03 4.96E+03 3.25E+03 1.99E+03 1.12E+03 5.98E+02 2.94E+02 1.36E+02 5.83E+01 2.15E+01 6.67E+00 3.22E+00 5.76E-01 6.16E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.783  3.66E+06 5.03E+05 6.10E+06 6.99E+03 2.03E+04 3.20E+04 4.10E+04 4.69E+04 4.93E+04 4.87E+04 4.56E+04 4.06E+04 3.46E+04 2.81E+04 1.81E+04 1.30E+04 8.85E+03 5.62E+03 3.33E+03 1.85E+03 9.51E+02 4.63E+02 2.09E+02 8.49E+01 2.87E+01 1.02E+01 1.45E+00 5.30E-02 9.71E-03 4.02E-03 2.00E-03 1.00E-30 1.00E-30
  25.00  1.879  8.31E+06 1.08E+06 1.28E+07 1.37E+04 3.98E+04 6.26E+04 8.02E+04 9.18E+04 9.68E+04 9.53E+04 8.92E+04 7.98E+04 6.79E+04 5.53E+04 4.30E+04 3.18E+04 2.24E+04 1.49E+04 9.39E+03 5.61E+03 2.61E+03 1.38E+03 7.16E+02 3.35E+02 1.40E+02 4.89E+01 1.24E+01 2.64E+00 1.30E-01 3.86E-02 1.24E-01 1.00E-30 1.00E-30
  30.00  2.058  4.35E+07 3.72E+06 4.53E+07 4.93E+04 1.44E+05 2.26E+05 2.89E+05 3.31E+05 3.49E+05 3.44E+05 3.21E+05 2.85E+05 2.41E+05 1.95E+05 1.50E+05 1.09E+05 7.59E+04 5.03E+04 3.15E+04 1.88E+04 1.02E+04 5.41E+03 2.69E+03 1.26E+03 5.47E+02 2.22E+02 8.42E+01 2.71E+01 1.03E+01 2.94E+00 4.06E-01 1.18E-01 1.00E-30
  40.00  2.377  8.92E+08 4.57E+07 5.59E+08 5.97E+05 1.74E+06 2.74E+06 3.51E+06 4.01E+06 4.24E+06 4.19E+06 3.92E+06 3.48E+06 2.95E+06 2.39E+06 1.84E+06 1.36E+06 9.51E+05 6.43E+05 4.14E+05 2.55E+05 1.49E+05 8.29E+04 4.35E+04 2.15E+04 9.97E+03 4.36E+03 1.79E+03 6.93E+02 2.52E+02 8.46E+01 2.73E+01 5.58E+00 1.00E-30
  50.00  2.657  1.20E+10 7.06E+08 8.68E+09 8.90E+06 2.59E+07 4.07E+07 5.24E+07 6.00E+07 6.35E+07 6.29E+07 5.92E+07 5.30E+07 4.53E+07 3.71E+07 2.91E+07 2.18E+07 1.57E+07 1.08E+07 7.13E+06 4.48E+06 2.68E+06 1.53E+06 8.25E+05 4.19E+05 2.00E+05 8.91E+04 3.65E+04 1.37E+04 4.59E+03 1.33E+03 3.17E+02 5.56E+01 5.36E+00
  60.00  2.911  1.69E+11 8.40E+09 1.07E+11 1.03E+08 2.98E+08 4.71E+08 6.08E+08 7.00E+08 7.46E+08 7.46E+08 7.08E+08 6.41E+08 5.56E+08 4.62E+08 3.68E+08 2.81E+08 2.06E+08 1.46E+08 9.81E+07 6.37E+07 3.95E+07 2.33E+07 1.31E+07 7.00E+06 3.55E+06 1.70E+06 7.61E+05 3.20E+05 1.26E+05 4.52E+04 1.47E+04 4.03E+03 8.90E+02
  70.00  3.144  2.47E+12 1.35E+11 1.76E+12 1.51E+09 4.41E+09 6.98E+09 9.07E+09 1.05E+10 1.13E+10 1.14E+10 1.10E+10 1.01E+10 8.94E+09 7.56E+09 6.17E+09 4.84E+09 3.67E+09 2.68E+09 1.88E+09 1.27E+09 8.22E+08 5.12E+08 3.05E+08 1.74E+08 9.43E+07 4.88E+07 2.38E+07 1.10E+07 4.75E+06 1.92E+06 7.12E+05 2.41E+05 7.28E+04
  80.00  3.361  3.11E+13 1.65E+12 2.22E+13 1.80E+10 5.27E+10 8.36E+10 1.08E+11 1.27E+11 1.37E+11 1.39E+11 1.34E+11 1.25E+11 1.11E+11 9.52E+10 7.85E+10 6.25E+10 4.80E+10 3.56E+10 2.54E+10 1.75E+10 1.16E+10 7.41E+09 4.55E+09 2.68E+09 1.51E+09 8.12E+08 4.16E+08 2.02E+08 9.30E+07 4.00E+07 1.61E+07 6.01E+06 2.06E+06
  90.00  3.565  3.36E+14 1.74E+13 2.42E+14 1.85E+11 5.43E+11 8.62E+11 1.12E+12 1.31E+12 1.43E+12 1.46E+12 1.42E+12 1.33E+12 1.19E+12 1.03E+12 8.57E+11 6.90E+11 5.37E+11 4.05E+11 2.94E+11 2.07E+11 1.40E+11 9.18E+10 5.78E+10 3.51E+10 2.05E+10 1.15E+10 6.16E+09 3.15E+09 1.54E+09 7.15E+08 3.14E+08 1.29E+08 5.01E+07
 100.00  3.758  3.12E+15 1.58E+14 2.30E+15 1.58E+12 4.64E+12 7.39E+12 9.72E+12 1.14E+13 1.25E+13 1.29E+13 1.27E+13 1.20E+13 1.09E+13 9.59E+12 8.17E+12 6.73E+12 5.37E+12 4.16E+12 3.11E+12 2.26E+12 1.59E+12 1.08E+12 7.17E+11 4.57E+11 2.82E+11 1.68E+11 9.65E+10 5.31E+10 2.82E+10 1.43E+10 6.97E+09 3.23E+09 1.43E+09
 110.00  3.941  2.41E+16 1.18E+15 1.77E+16 1.13E+13 3.33E+13 5.32E+13 6.99E+13 8.24E+13 9.02E+13 9.38E+13 9.37E+13 8.92E+13 8.20E+13 7.29E+13 6.28E+13 5.25E+13 4.26E+13 3.35E+13 2.55E+13 1.90E+13 1.36E+13 9.54E+12 6.47E+12 4.25E+12 2.71E+12 1.67E+12 9.98E+11 5.75E+11 3.20E+11 1.71E+11 8.83E+10 4.37E+10 2.07E+10
 120.00  4.117  1.68E+17 8.05E+15 1.24E+17 7.45E+13 2.19E+14 3.50E+14 4.61E+14 5.47E+14 6.04E+14 6.30E+14 6.30E+14 6.06E+14 5.62E+14 5.05E+14 4.40E+14 3.72E+14 3.06E+14 2.44E+14 1.89E+14 1.43E+14 1.05E+14 7.49E+13 5.19E+13 3.50E+13 2.29E+13 1.46E+13 8.99E+12 5.37E+12 3.10E+12 1.73E+12 9.35E+11 4.88E+11 2.44E+11
 130.00  4.285  1.08E+18 5.09E+16 8.07E+17 4.54E+14 1.33E+15 2.14E+15 2.82E+15 3.36E+15 3.72E+15 3.91E+15 3.93E+15 3.80E+15 3.55E+15 3.22E+15 2.83E+15 2.43E+15 2.01E+15 1.62E+15 1.28E+15 9.85E+14 7.34E+14 5.34E+14 3.78E+14 2.60E+14 1.75E+14 1.14E+14 7.22E+13 4.44E+13 2.65E+13 1.54E+13 8.62E+12 4.68E+12 2.45E+12
 140.00  4.447  6.49E+18 2.99E+17 4.86E+18 2.57E+15 7.59E+15 1.21E+16 1.61E+16 1.92E+16 2.14E+16 2.25E+16 2.28E+16 2.21E+16 2.09E+16 1.91E+16 1.70E+16 1.46E+16 1.23E+16 1.00E+16 8.01E+15 6.24E+15 4.73E+15 3.49E+15 2.52E+15 1.77E+15 1.21E+15 8.08E+14 5.25E+14 3.32E+14 2.04E+14 1.22E+14 7.05E+13 3.96E+13 2.16E+13
 150.00  4.603  3.64E+19 1.65E+18 2.74E+19 1.37E+16 4.04E+16 6.49E+16 8.61E+16 1.03E+17 1.15E+17 1.22E+17 1.23E+17 1.21E+17 1.15E+17 1.05E+17 9.43E+16 8.22E+16 6.97E+16 5.77E+16 4.66E+16 3.67E+16 2.82E+16 2.11E+16 1.55E+16 1.11E+16 7.72E+15 5.25E+15 3.48E+15 2.25E+15 1.42E+15 8.70E+14 5.19E+14 3.01E+14 1.70E+14
 160.00  4.754  1.92E+20 8.54E+18 1.45E+20 6.88E+16 2.02E+17 3.26E+17 4.33E+17 5.19E+17 5.82E+17 6.19E+17 6.31E+17 6.21E+17 5.93E+17 5.49E+17 4.94E+17 4.34E+17 3.71E+17 3.10E+17 2.52E+17 2.01E+17 1.57E+17 1.20E+17 8.85E+16 6.42E+16 4.55E+16 3.15E+16 2.13E+16 1.40E+16 9.08E+15 5.69E+15 3.48E+15 2.07E+15 1.20E+15
 170.00  4.900  9.55E+20 4.18E+19 7.24E+20 3.26E+17 9.60E+17 1.55E+18 2.06E+18 2.48E+18 2.78E+18 2.97E+18 3.04E+18 3.01E+18 2.89E+18 2.68E+18 2.44E+18 2.15E+18 1.86E+18 1.57E+18 1.28E+18 1.04E+18 8.16E+17 6.28E+17 4.72E+17 3.48E+17 2.50E+17 1.76E+17 1.21E+17 8.13E+16 5.34E+16 3.42E+16 2.14E+16 1.30E+16 7.77E+15
