                    ************************************************************************************************
                    *  Z= 38 A= 88: Positive-Parity Spin-dependent Level Density [MeV-1] for Sr 88 and ldmodel= 1  *
   2.25  0.480  2.47E+00 1.33E+00 9.09E+00 8.82E-02 2.31E-01 2.94E-01 2.75E-01 2.06E-01 1.28E-01 6.76E-02 3.04E-02 1.17E-02 3.89E-03 1.12E-03 2.77E-04 5.98E-05 1.12E-05 1.82E-06 2.58E-07 3.18E-08 3.41E-09 3.18E-10 2.59E-11 1.84E-12 1.14E-13 6.12E-15 2.88E-16 1.18E-17 4.23E-19 1.32E-20 3.60E-22 8.55E-24 1.78E-25
   2.50  0.506  3.35E+00 1.77E+00 1.21E+01 1.18E-01 3.08E-01 3.92E-01 3.66E-01 2.75E-01 1.71E-01 9.01E-02 4.05E-02 1.56E-02 5.18E-03 1.49E-03 3.70E-04 7.97E-05 1.49E-05 2.43E-06 3.44E-07 4.23E-08 4.54E-09 4.24E-10 3.45E-11 2.45E-12 1.51E-13 8.16E-15 3.84E-16 1.57E-17 5.63E-19 1.76E-20 4.79E-22 1.14E-23 2.37E-25
   2.75  0.531  4.53E+00 2.36E+00 1.61E+01 1.57E-01 4.11E-01 5.23E-01 4.88E-01 3.66E-01 2.28E-01 1.20E-01 5.39E-02 2.08E-02 6.90E-03 1.98E-03 4.93E-04 1.06E-04 1.99E-05 3.24E-06 4.58E-07 5.64E-08 6.05E-09 5.65E-10 4.60E-11 3.26E-12 2.02E-13 1.09E-14 5.11E-16 2.10E-17 7.50E-19 2.34E-20 6.39E-22 1.52E-23 3.15E-25
   3.00  0.554  6.11E+00 3.15E+00 2.15E+01 2.09E-01 5.47E-01 6.96E-01 6.50E-01 4.88E-01 3.04E-01 1.60E-01 7.18E-02 2.77E-02 9.20E-03 2.64E-03 6.56E-04 1.42E-04 2.65E-05 4.31E-06 6.10E-07 7.51E-08 8.06E-09 7.52E-10 6.12E-11 4.34E-12 2.69E-13 1.45E-14 6.81E-16 2.79E-17 1.00E-18 3.12E-20 8.51E-22 2.02E-23 4.20E-25
   3.25  0.577  8.20E+00 4.19E+00 2.86E+01 2.78E-01 7.29E-01 9.28E-01 8.67E-01 6.50E-01 4.05E-01 2.13E-01 9.57E-02 3.69E-02 1.23E-02 3.52E-03 8.75E-04 1.89E-04 3.53E-05 5.74E-06 8.13E-07 1.00E-07 1.07E-08 1.00E-09 8.16E-11 5.79E-12 3.58E-13 1.93E-14 9.08E-16 3.72E-17 1.33E-18 4.16E-20 1.13E-21 2.70E-23 5.60E-25
   3.50  0.599  1.10E+01 5.59E+00 3.82E+01 3.70E-01 9.71E-01 1.24E+00 1.15E+00 8.66E-01 5.39E-01 2.84E-01 1.28E-01 4.92E-02 1.63E-02 4.69E-03 1.17E-03 2.51E-04 4.70E-05 7.65E-06 1.08E-06 1.33E-07 1.43E-08 1.34E-09 1.09E-10 7.71E-12 4.77E-13 2.57E-14 1.21E-15 4.96E-17 1.78E-18 5.54E-20 1.51E-21 3.59E-23 7.46E-25
   3.75  0.620  1.47E+01 7.45E+00 5.08E+01 4.94E-01 1.29E+00 1.65E+00 1.54E+00 1.15E+00 7.19E-01 3.78E-01 1.70E-01 6.55E-02 2.18E-02 6.25E-03 1.55E-03 3.35E-04 6.27E-05 1.02E-05 1.44E-06 1.78E-07 1.91E-08 1.78E-09 1.45E-10 1.03E-11 6.35E-13 3.43E-14 1.61E-15 6.61E-17 2.37E-18 7.39E-20 2.01E-21 4.79E-23 9.94E-25
   4.00  0.640  1.97E+01 9.92E+00 6.94E+01 6.27E-01 1.66E+00 2.13E+00 2.03E+00 1.56E+00 1.00E+00 5.49E-01 2.58E-01 1.04E-01 3.67E-02 1.12E-02 2.99E-03 6.96E-04 1.41E-04 2.51E-05 3.91E-06 5.32E-07 6.35E-08 6.64E-09 6.09E-10 4.90E-11 3.46E-12 2.14E-13 1.17E-14 5.56E-16 2.33E-17 8.57E-19 2.77E-20 7.85E-22 1.96E-23
   4.25  0.660  2.63E+01 1.32E+01 9.57E+01 7.82E-01 2.08E+00 2.73E+00 2.66E+00 2.12E+00 1.42E+00 8.18E-01 4.07E-01 1.77E-01 6.71E-02 2.23E-02 6.53E-03 1.68E-03 3.82E-04 7.65E-05 1.35E-05 2.11E-06 2.91E-07 3.55E-08 3.82E-09 3.65E-10 3.08E-11 2.30E-12 1.52E-13 8.89E-15 4.61E-16 2.12E-17 8.60E-19 3.10E-20 9.87E-22
   4.50  0.679  3.51E+01 1.76E+01 1.32E+02 9.78E-01 2.62E+00 3.49E+00 3.48E+00 2.86E+00 1.99E+00 1.20E+00 6.28E-01 2.89E-01 1.17E-01 4.21E-02 1.34E-02 3.76E-03 9.41E-04 2.09E-04 4.13E-05 7.27E-06 1.14E-06 1.59E-07 1.97E-08 2.18E-09 2.15E-10 1.89E-11 1.49E-12 1.04E-13 6.50E-15 3.62E-16 1.80E-17 7.98E-19 3.16E-20
   4.75  0.697  4.68E+01 2.35E+01 1.81E+02 1.23E+00 3.31E+00 4.47E+00 4.55E+00 3.83E+00 2.76E+00 1.72E+00 9.48E-01 4.60E-01 1.98E-01 7.59E-02 2.59E-02 7.90E-03 2.15E-03 5.24E-04 1.14E-04 2.23E-05 3.91E-06 6.14E-07 8.64E-08 1.09E-08 1.24E-09 1.26E-10 1.15E-11 9.41E-13 6.93E-14 4.58E-15 2.72E-16 1.45E-17 6.94E-19
   5.00  0.716  6.25E+01 3.13E+01 2.48E+02 1.55E+00 4.20E+00 5.73E+00 5.94E+00 5.11E+00 3.79E+00 2.46E+00 1.41E+00 7.15E-01 3.25E-01 1.32E-01 4.80E-02 1.57E-02 4.62E-03 1.22E-03 2.91E-04 6.24E-05 1.21E-05 2.10E-06 3.31E-07 4.70E-08 6.02E-09 6.96E-10 7.28E-11 6.86E-12 5.85E-13 4.50E-14 3.13E-15 1.97E-16 1.12E-17
   5.50  0.750  1.18E+02 5.55E+01 4.64E+02 2.48E+00 6.79E+00 9.44E+00 1.01E+01 9.04E+00 7.04E+00 4.85E+00 2.98E+00 1.64E+00 8.14E-01 3.65E-01 1.48E-01 5.47E-02 1.83E-02 5.56E-03 1.54E-03 3.87E-04 8.86E-05 1.85E-05 3.52E-06 6.09E-07 9.62E-08 1.39E-08 1.82E-09 2.18E-10 2.38E-11 2.38E-12 2.16E-13 1.80E-14 1.36E-15
   6.00  0.784  2.17E+02 9.86E+01 8.63E+02 4.00E+00 1.11E+01 1.56E+01 1.71E+01 1.59E+01 1.29E+01 9.30E+00 6.04E+00 3.55E+00 1.90E+00 9.25E-01 4.11E-01 1.67E-01 6.21E-02 2.12E-02 6.62E-03 1.90E-03 4.99E-04 1.21E-04 2.68E-05 5.46E-06 1.02E-06 1.76E-07 2.80E-08 4.07E-09 5.46E-10 6.73E-11 7.63E-12 7.96E-13 7.65E-14
   6.50  0.816  3.92E+02 1.75E+02 1.60E+03 6.52E+00 1.81E+01 2.60E+01 2.91E+01 2.77E+01 2.32E+01 1.75E+01 1.19E+01 7.40E+00 4.20E+00 2.19E+00 1.05E+00 4.63E-01 1.88E-01 7.05E-02 2.44E-02 7.80E-03 2.30E-03 6.29E-04 1.59E-04 3.71E-05 8.03E-06 1.61E-06 2.98E-07 5.11E-08 8.12E-09 1.19E-09 1.63E-10 2.06E-11 2.40E-12
   7.00  0.847  7.03E+02 3.11E+02 2.96E+03 1.07E+01 2.99E+01 4.34E+01 4.94E+01 4.81E+01 4.15E+01 3.24E+01 2.30E+01 1.49E+01 8.94E+00 4.93E+00 2.52E+00 1.19E+00 5.21E-01 2.12E-01 7.99E-02 2.80E-02 9.12E-03 2.76E-03 7.79E-04 2.04E-04 4.99E-05 1.13E-05 2.40E-06 4.72E-07 8.66E-08 1.48E-08 2.36E-09 3.50E-10 4.83E-11
   7.50  0.876  1.25E+03 5.50E+02 5.40E+03 1.78E+01 5.00E+01 7.31E+01 8.42E+01 8.34E+01 7.36E+01 5.88E+01 4.30E+01 2.89E+01 1.80E+01 1.04E+01 5.54E+00 2.76E+00 1.28E+00 5.50E-01 2.21E-01 8.30E-02 2.91E-02 9.51E-03 2.90E-03 8.29E-04 2.21E-04 5.52E-05 1.29E-05 2.81E-06 5.73E-07 1.09E-07 1.95E-08 3.27E-09 5.11E-10
   8.00  0.905  2.21E+03 9.58E+02 9.64E+03 2.95E+01 8.31E+01 1.22E+02 1.42E+02 1.43E+02 1.28E+02 1.04E+02 7.79E+01 5.37E+01 3.44E+01 2.04E+01 1.13E+01 5.84E+00 2.82E+00 1.27E+00 5.36E-01 2.11E-01 7.81E-02 2.70E-02 8.77E-03 2.67E-03 7.61E-04 2.03E-04 5.10E-05 1.20E-05 2.65E-06 5.49E-07 1.07E-07 1.95E-08 3.34E-09
   8.50  0.933  3.85E+03 1.64E+03 1.69E+04 4.83E+01 1.36E+02 2.02E+02 2.37E+02 2.40E+02 2.18E+02 1.81E+02 1.38E+02 9.71E+01 6.37E+01 3.89E+01 2.22E+01 1.19E+01 5.92E+00 2.78E+00 1.22E+00 5.03E-01 1.95E-01 7.08E-02 2.42E-02 7.78E-03 2.35E-03 6.68E-04 1.78E-04 4.49E-05 1.06E-05 2.36E-06 4.95E-07 9.75E-08 1.81E-08
   9.00  0.960  6.62E+03 2.77E+03 2.91E+04 7.81E+01 2.21E+02 3.29E+02 3.89E+02 3.98E+02 3.66E+02 3.08E+02 2.39E+02 1.72E+02 1.15E+02 7.20E+01 4.22E+01 2.32E+01 1.20E+01 5.79E+00 2.64E+00 1.13E+00 4.57E-01 1.74E-01 6.21E-02 2.10E-02 6.66E-03 2.00E-03 5.64E-04 1.50E-04 3.78E-05 8.95E-06 2.00E-06 4.22E-07 8.41E-08
   9.50  0.986  1.12E+04 4.61E+03 4.94E+04 1.25E+02 3.55E+02 5.31E+02 6.31E+02 6.51E+02 6.06E+02 5.16E+02 4.06E+02 2.97E+02 2.03E+02 1.30E+02 7.79E+01 4.39E+01 2.33E+01 1.16E+01 5.48E+00 2.43E+00 1.02E+00 4.02E-01 1.50E-01 5.28E-02 1.76E-02 5.52E-03 1.64E-03 4.60E-04 1.22E-04 3.06E-05 7.24E-06 1.62E-06 3.44E-07
  10.00  1.012  1.88E+04 7.57E+03 8.26E+04 1.98E+02 5.64E+02 8.46E+02 1.01E+03 1.05E+03 9.89E+02 8.51E+02 6.79E+02 5.05E+02 3.51E+02 2.29E+02 1.40E+02 8.10E+01 4.40E+01 2.26E+01 1.10E+01 5.01E+00 2.17E+00 8.87E-01 3.43E-01 1.26E-01 4.35E-02 1.43E-02 4.43E-03 1.30E-03 3.63E-04 9.56E-05 2.39E-05 5.65E-06 1.27E-06
  11.00  1.061  5.83E+04 1.97E+04 2.23E+05 4.85E+02 1.38E+03 2.09E+03 2.52E+03 2.66E+03 2.54E+03 2.23E+03 1.82E+03 1.39E+03 9.97E+02 6.72E+02 4.28E+02 2.57E+02 1.46E+02 7.85E+01 4.00E+01 1.93E+01 8.84E+00 3.84E+00 1.58E+00 6.20E-01 2.30E-01 8.13E-02 2.73E-02 8.68E-03 2.63E-03 7.56E-04 2.07E-04 5.37E-05 1.33E-05
  12.00  1.108  1.57E+05 4.95E+04 5.75E+05 1.15E+03 3.28E+03 4.98E+03 6.07E+03 6.47E+03 6.27E+03 5.60E+03 4.66E+03 3.64E+03 2.67E+03 1.85E+03 1.22E+03 7.56E+02 4.45E+02 2.49E+02 1.32E+02 6.68E+01 3.21E+01 1.47E+01 6.37E+00 2.64E+00 1.04E+00 3.90E-01 1.39E-01 4.75E-02 1.54E-02 4.77E-03 1.41E-03 3.95E-04 1.06E-04
  13.00  1.154  3.97E+05 1.20E+05 1.43E+06 2.63E+03 7.56E+03 1.15E+04 1.41E+04 1.52E+04 1.49E+04 1.35E+04 1.14E+04 9.11E+03 6.84E+03 4.86E+03 3.27E+03 2.09E+03 1.27E+03 7.35E+02 4.04E+02 2.12E+02 1.06E+02 5.06E+01 2.30E+01 9.99E+00 4.14E+00 1.64E+00 6.18E-01 2.23E-01 7.68E-02 2.53E-02 7.95E-03 2.39E-03 6.85E-04
  14.00  1.197  9.58E+05 2.81E+05 3.43E+06 5.89E+03 1.69E+04 2.59E+04 3.20E+04 3.48E+04 3.44E+04 3.16E+04 2.71E+04 2.19E+04 1.68E+04 1.22E+04 8.38E+03 5.49E+03 3.43E+03 2.04E+03 1.16E+03 6.28E+02 3.25E+02 1.61E+02 7.62E+01 3.44E+01 1.49E+01 6.17E+00 2.44E+00 9.26E-01 3.36E-01 1.17E-01 3.87E-02 1.23E-02 3.76E-03
  15.00  1.239  2.24E+06 6.40E+05 7.99E+06 1.29E+04 3.70E+04 5.70E+04 7.06E+04 7.73E+04 7.72E+04 7.16E+04 6.23E+04 5.11E+04 3.97E+04 2.93E+04 2.06E+04 1.38E+04 8.82E+03 5.38E+03 3.14E+03 1.75E+03 9.36E+02 4.79E+02 2.34E+02 1.10E+02 4.94E+01 2.13E+01 8.78E+00 3.47E+00 1.32E+00 4.80E-01 1.67E-01 5.61E-02 1.80E-02
  16.00  1.280  5.09E+06 1.42E+06 1.81E+07 2.75E+04 7.93E+04 1.22E+05 1.52E+05 1.68E+05 1.69E+05 1.58E+05 1.39E+05 1.16E+05 9.12E+04 6.84E+04 4.89E+04 3.34E+04 2.18E+04 1.36E+04 8.13E+03 4.65E+03 2.55E+03 1.34E+03 6.78E+02 3.28E+02 1.53E+02 6.81E+01 2.92E+01 1.20E+01 4.74E+00 1.80E+00 6.55E-01 2.29E-01 7.71E-02
  17.00  1.319  1.13E+07 3.09E+06 4.01E+07 5.75E+04 1.66E+05 2.57E+05 3.22E+05 3.56E+05 3.61E+05 3.41E+05 3.03E+05 2.55E+05 2.04E+05 1.55E+05 1.13E+05 7.81E+04 5.19E+04 3.31E+04 2.02E+04 1.18E+04 6.65E+03 3.59E+03 1.86E+03 9.28E+02 4.44E+02 2.05E+02 9.05E+01 3.85E+01 1.58E+01 6.21E+00 2.35E+00 8.57E-01 3.00E-01
  18.00  1.358  2.44E+07 6.58E+06 8.69E+07 1.18E+05 3.42E+05 5.30E+05 6.66E+05 7.41E+05 7.57E+05 7.20E+05 6.46E+05 5.49E+05 4.43E+05 3.42E+05 2.52E+05 1.77E+05 1.20E+05 7.78E+04 4.84E+04 2.90E+04 1.66E+04 9.19E+03 4.89E+03 2.50E+03 1.23E+03 5.82E+02 2.65E+02 1.16E+02 4.92E+01 2.00E+01 7.85E+00 2.97E+00 1.08E+00
  19.00  1.395  5.19E+07 1.37E+07 1.84E+08 2.39E+05 6.91E+05 1.07E+06 1.35E+06 1.51E+06 1.55E+06 1.49E+06 1.35E+06 1.16E+06 9.43E+05 7.35E+05 5.49E+05 3.93E+05 2.69E+05 1.78E+05 1.12E+05 6.85E+04 4.02E+04 2.27E+04 1.23E+04 6.44E+03 3.25E+03 1.58E+03 7.39E+02 3.33E+02 1.45E+02 6.09E+01 2.46E+01 9.61E+00 3.62E+00
  20.00  1.431  1.08E+08 2.81E+07 3.84E+08 4.74E+05 1.37E+06 2.14E+06 2.71E+06 3.04E+06 3.14E+06 3.03E+06 2.76E+06 2.38E+06 1.97E+06 1.55E+06 1.17E+06 8.47E+05 5.90E+05 3.94E+05 2.54E+05 1.57E+05 9.39E+04 5.40E+04 2.99E+04 1.60E+04 8.25E+03 4.10E+03 1.97E+03 9.11E+02 4.07E+02 1.76E+02 7.31E+01 2.94E+01 1.14E+01
  22.50  1.518  8.96E+08 1.58E+08 2.23E+09 2.48E+06 7.20E+06 1.13E+07 1.43E+07 1.63E+07 1.70E+07 1.66E+07 1.54E+07 1.35E+07 1.14E+07 9.18E+06 7.11E+06 5.29E+06 3.79E+06 2.62E+06 1.75E+06 1.12E+06 6.96E+05 4.17E+05 2.42E+05 1.35E+05 7.31E+04 3.82E+04 1.93E+04 9.46E+03 4.48E+03 2.05E+03 9.08E+02 3.89E+02 1.61E+02
  25.00  1.600  4.94E+09 8.08E+08 1.18E+10 1.19E+07 3.47E+07 5.46E+07 6.99E+07 7.98E+07 8.41E+07 8.32E+07 7.80E+07 6.97E+07 5.97E+07 4.91E+07 3.88E+07 2.95E+07 2.17E+07 1.54E+07 1.05E+07 6.99E+06 4.48E+06 2.78E+06 1.67E+06 9.68E+05 5.45E+05 2.97E+05 1.57E+05 8.04E+04 3.99E+04 1.92E+04 8.94E+03 4.04E+03 1.77E+03
  30.00  1.753  1.75E+11 1.70E+10 2.61E+11 2.26E+08 6.60E+08 1.04E+09 1.35E+09 1.56E+09 1.67E+09 1.68E+09 1.61E+09 1.47E+09 1.29E+09 1.09E+09 8.94E+08 7.05E+08 5.38E+08 3.98E+08 2.85E+08 1.98E+08 1.33E+08 8.73E+07 5.54E+07 3.42E+07 2.05E+07 1.19E+07 6.73E+06 3.70E+06 1.98E+06 1.03E+06 5.18E+05 2.54E+05 1.21E+05
  40.00  2.024  7.74E+13 3.86E+12 6.42E+13 4.37E+10 1.28E+11 2.04E+11 2.67E+11 3.13E+11 3.42E+11 3.53E+11 3.47E+11 3.28E+11 2.99E+11 2.63E+11 2.25E+11 1.86E+11 1.49E+11 1.17E+11 8.89E+10 6.58E+10 4.74E+10 3.33E+10 2.28E+10 1.52E+10 9.92E+09 6.30E+09 3.90E+09 2.36E+09 1.39E+09 8.02E+08 4.51E+08 2.48E+08 1.33E+08
  50.00  2.263  9.32E+15 4.62E+14 8.17E+15 4.63E+12 1.36E+13 2.18E+13 2.87E+13 3.41E+13 3.77E+13 3.95E+13 3.96E+13 3.82E+13 3.56E+13 3.22E+13 2.83E+13 2.42E+13 2.01E+13 1.63E+13 1.29E+13 9.95E+12 7.50E+12 5.52E+12 3.98E+12 2.80E+12 1.92E+12 1.29E+12 8.52E+11 5.48E+11 3.45E+11 2.13E+11 1.28E+11 7.59E+10 4.39E+10
  60.00  2.479  7.10E+17 3.50E+16 6.50E+17 3.18E+14 9.37E+14 1.51E+15 2.00E+15 2.39E+15 2.66E+15 2.82E+15 2.87E+15 2.81E+15 2.66E+15 2.45E+15 2.20E+15 1.92E+15 1.64E+15 1.36E+15 1.11E+15 8.83E+14 6.87E+14 5.23E+14 3.90E+14 2.85E+14 2.04E+14 1.43E+14 9.83E+13 6.62E+13 4.37E+13 2.83E+13 1.80E+13 1.12E+13 6.83E+12
  70.00  2.677  3.82E+19 1.87E+18 3.62E+19 1.57E+16 4.62E+16 7.45E+16 9.92E+16 1.19E+17 1.34E+17 1.43E+17 1.47E+17 1.46E+17 1.40E+17 1.31E+17 1.19E+17 1.06E+17 9.20E+16 7.82E+16 6.50E+16 5.29E+16 4.22E+16 3.30E+16 2.53E+16 1.90E+16 1.40E+16 1.01E+16 7.20E+15 5.02E+15 3.44E+15 2.31E+15 1.52E+15 9.88E+14 6.29E+14
  80.00  2.862  1.56E+21 7.61E+19 1.52E+21 5.94E+17 1.75E+18 2.83E+18 3.78E+18 4.57E+18 5.17E+18 5.56E+18 5.75E+18 5.75E+18 5.58E+18 5.28E+18 4.87E+18 4.39E+18 3.87E+18 3.34E+18 2.82E+18 2.34E+18 1.90E+18 1.52E+18 1.19E+18 9.15E+17 6.91E+17 5.13E+17 3.74E+17 2.68E+17 1.89E+17 1.31E+17 8.89E+16 5.95E+16 3.92E+16
  90.00  3.036  5.10E+22 2.47E+21 5.09E+22 1.81E+19 5.36E+19 8.67E+19 1.16E+20 1.41E+20 1.60E+20 1.73E+20 1.80E+20 1.82E+20 1.78E+20 1.70E+20 1.58E+20 1.44E+20 1.29E+20 1.12E+20 9.64E+19 8.11E+19 6.70E+19 5.44E+19 4.34E+19 3.40E+19 2.62E+19 1.98E+19 1.48E+19 1.08E+19 7.81E+18 5.54E+18 3.87E+18 2.66E+18 1.80E+18
 100.00  3.200  1.38E+24 6.65E+22 1.41E+24 4.62E+20 1.37E+21 2.21E+21 2.97E+21 3.62E+21 4.12E+21 4.48E+21 4.69E+21 4.76E+21 4.69E+21 4.51E+21 4.24E+21 3.90E+21 3.52E+21 3.11E+21 2.70E+21 2.30E+21 1.93E+21 1.59E+21 1.28E+21 1.02E+21 8.00E+20 6.17E+20 4.68E+20 3.50E+20 2.57E+20 1.86E+20 1.33E+20 9.32E+19 6.44E+19
 110.00  3.356  3.19E+25 1.53E+24 3.30E+25 1.01E+22 2.98E+22 4.84E+22 6.52E+22 7.95E+22 9.09E+22 9.92E+22 1.04E+23 1.06E+23 1.06E+23 1.02E+23 9.68E+22 8.98E+22 8.17E+22 7.29E+22 6.39E+22 5.50E+22 4.66E+22 3.88E+22 3.18E+22 2.57E+22 2.04E+22 1.60E+22 1.23E+22 9.34E+21 6.98E+21 5.14E+21 3.73E+21 2.67E+21 1.89E+21
 120.00  3.505  6.42E+26 3.05E+25 6.73E+26 1.92E+23 5.70E+23 9.27E+23 1.25E+24 1.53E+24 1.75E+24 1.92E+24 2.03E+24 2.08E+24 2.07E+24 2.02E+24 1.92E+24 1.79E+24 1.64E+24 1.48E+24 1.31E+24 1.14E+24 9.73E+23 8.20E+23 6.79E+23 5.55E+23 4.46E+23 3.53E+23 2.76E+23 2.12E+23 1.61E+23 1.21E+23 8.89E+22 6.47E+22 4.64E+22
 130.00  3.648  1.14E+28 5.40E+26 1.21E+28 3.27E+24 9.69E+24 1.58E+25 2.13E+25 2.61E+25 3.00E+25 3.29E+25 3.49E+25 3.59E+25 3.60E+25 3.52E+25 3.38E+25 3.17E+25 2.93E+25 2.65E+25 2.36E+25 2.07E+25 1.79E+25 1.52E+25 1.27E+25 1.05E+25 8.52E+24 6.83E+24 5.40E+24 4.21E+24 3.23E+24 2.45E+24 1.83E+24 1.35E+24 9.85E+23
 140.00  3.786  1.83E+29 8.58E+27 1.96E+29 5.00E+25 1.48E+26 2.41E+26 3.26E+26 4.00E+26 4.62E+26 5.09E+26 5.41E+26 5.58E+26 5.62E+26 5.52E+26 5.32E+26 5.03E+26 4.66E+26 4.25E+26 3.82E+26 3.37E+26 2.93E+26 2.51E+26 2.12E+26 1.76E+26 1.45E+26 1.17E+26 9.36E+25 7.37E+25 5.73E+25 4.40E+25 3.33E+25 2.49E+25 1.84E+25
 150.00  3.919  2.66E+30 1.24E+29 2.87E+30 6.97E+26 2.07E+27 3.37E+27 4.56E+27 5.60E+27 6.47E+27 7.15E+27 7.62E+27 7.89E+27 7.97E+27 7.87E+27 7.62E+27 7.23E+27 6.74E+27 6.19E+27 5.58E+27 4.96E+27 4.35E+27 3.75E+27 3.19E+27 2.68E+27 2.22E+27 1.81E+27 1.46E+27 1.16E+27 9.12E+26 7.07E+26 5.41E+26 4.09E+26 3.05E+26
 160.00  4.048  3.54E+31 1.64E+30 3.86E+31 8.92E+27 2.65E+28 4.32E+28 5.85E+28 7.20E+28 8.33E+28 9.23E+28 9.86E+28 1.02E+29 1.04E+29 1.03E+29 9.99E+28 9.53E+28 8.93E+28 8.24E+28 7.48E+28 6.68E+28 5.89E+28 5.12E+28 4.38E+28 3.71E+28 3.09E+28 2.55E+28 2.07E+28 1.66E+28 1.32E+28 1.03E+28 7.96E+27 6.08E+27 4.59E+27
 170.00  4.172  4.37E+32 2.01E+31 4.78E+32 1.06E+29 3.14E+29 5.13E+29 6.95E+29 8.57E+29 9.94E+29 1.10E+30 1.18E+30 1.23E+30 1.25E+30 1.24E+30 1.21E+30 1.16E+30 1.09E+30 1.01E+30 9.23E+29 8.30E+29 7.35E+29 6.43E+29 5.54E+29 4.72E+29 3.96E+29 3.29E+29 2.69E+29 2.18E+29 1.74E+29 1.37E+29 1.07E+29 8.26E+28 6.29E+28
