   6.3   0.09223
   6.4   0.1095
   6.5   0.1268
   6.5   0.1268
   6.6   0.1268
   6.7   0.1268
   6.8   0.1268
   6.8   0.1153
   6.9   0.1441
   7.0   0.1729
   7.1   0.1614
   7.2   0.1499
   7.3   0.173
   7.4   0.196
   7.4   0.2191
   7.5   0.1729
   7.6   0.1672
   7.7   0.1614
   7.7   0.2075
   7.7   0.1614
   7.8   0.1614
   7.9   0.1614
   7.9   0.2191
   8.0   0.2191
   8.0   0.196
   8.1   0.2075
   8.2   0.2344
   8.3   0.2613
   8.4   0.2882
   8.4   0.2998
   8.5   0.2536
   8.6   0.2075
   8.7   0.2191
   8.8   0.2998
   8.9   0.3228
   9.0   0.2652
   9.0   0.2882
   9.1   0.3113
   9.2   0.3343
   9.3   0.3574
   9.4   0.3536
   9.5   0.3497
   9.6   0.3459
   9.7   0.3574
   9.8   0.369
   9.9   0.3805
