                    ************************************************************************************************
                    *  Z= 26 A= 56: Positive-Parity Spin-dependent Level Density [MeV-1] for Fe 56 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
 140.00  4.560  1.70E+20 7.34E+18 1.43E+20 5.87E+16 1.73E+17 2.79E+17 3.74E+17 4.51E+17 5.08E+17 5.46E+17 5.64E+17 5.62E+17 5.44E+17 5.12E+17 4.69E+17 4.21E+17 3.68E+17 3.14E+17 2.62E+17 2.15E+17 1.72E+17 1.35E+17 1.04E+17 7.81E+16 5.76E+16 4.15E+16 2.92E+16 2.02E+16 1.36E+16 9.00E+15 5.80E+15 3.66E+15 2.26E+15
 150.00  4.720  1.13E+21 4.83E+19 9.57E+20 3.73E+17 1.10E+18 1.78E+18 2.38E+18 2.88E+18 3.26E+18 3.51E+18 3.64E+18 3.64E+18 3.54E+18 3.35E+18 3.09E+18 2.78E+18 2.46E+18 2.12E+18 1.79E+18 1.48E+18 1.19E+18 9.49E+17 7.37E+17 5.62E+17 4.19E+17 3.06E+17 2.20E+17 1.54E+17 1.05E+17 7.11E+16 4.68E+16 3.01E+16 1.90E+16
 160.00  4.875  7.08E+21 2.99E+20 6.01E+21 2.23E+18 6.60E+18 1.06E+19 1.43E+19 1.73E+19 1.97E+19 2.12E+19 2.21E+19 2.22E+19 2.17E+19 2.06E+19 1.91E+19 1.73E+19 1.54E+19 1.33E+19 1.13E+19 9.48E+18 7.75E+18 6.21E+18 4.87E+18 3.76E+18 2.83E+18 2.10E+18 1.53E+18 1.08E+18 7.59E+17 5.19E+17 3.47E+17 2.28E+17 1.46E+17
 170.00  5.025  4.17E+22 1.74E+21 3.56E+22 1.26E+19 3.73E+19 6.05E+19 8.11E+19 9.84E+19 1.11E+20 1.21E+20 1.26E+20 1.27E+20 1.25E+20 1.19E+20 1.11E+20 1.01E+20 9.08E+19 7.94E+19 6.80E+19 5.72E+19 4.72E+19 3.81E+19 3.02E+19 2.35E+19 1.80E+19 1.34E+19 9.90E+18 7.14E+18 5.05E+18 3.51E+18 2.39E+18 1.59E+18 1.04E+18
 180.00  5.171  2.33E+23 9.63E+21 2.00E+23 6.78E+19 2.00E+20 3.25E+20 4.36E+20 5.30E+20 6.04E+20 6.57E+20 6.87E+20 6.96E+20 6.85E+20 6.57E+20 6.16E+20 5.64E+20 5.06E+20 4.46E+20 3.85E+20 3.25E+20 2.71E+20 2.20E+20 1.76E+20 1.38E+20 1.06E+20 8.10E+19 6.02E+19 4.40E+19 3.15E+19 2.22E+19 1.53E+19 1.03E+19 6.88E+18
 190.00  5.312  1.24E+24 5.06E+22 1.06E+24 3.46E+20 1.03E+21 1.66E+21 2.24E+21 2.72E+21 3.11E+21 3.38E+21 3.54E+21 3.60E+21 3.56E+21 3.43E+21 3.22E+21 2.98E+21 2.69E+21 2.38E+21 2.06E+21 1.76E+21 1.47E+21 1.20E+21 9.73E+20 7.71E+20 6.01E+20 4.60E+20 3.45E+20 2.55E+20 1.85E+20 1.31E+20 9.21E+19 6.33E+19 4.27E+19
 200.00  5.450  6.18E+24 2.48E+23 5.28E+24 1.65E+21 4.90E+21 7.94E+21 1.07E+22 1.30E+22 1.49E+22 1.62E+22 1.71E+22 1.74E+22 1.72E+22 1.67E+22 1.58E+22 1.46E+22 1.32E+22 1.17E+22 1.03E+22 8.81E+21 7.42E+21 6.13E+21 4.99E+21 3.98E+21 3.13E+21 2.42E+21 1.83E+21 1.36E+21 1.01E+21 7.20E+20 5.10E+20 3.54E+20 2.42E+20

                    ************************************************************************************************
                    *  Z= 26 A= 56: Negative-Parity Spin-dependent Level Density [MeV-1] for Fe 56 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.193  7.28E-02 0.00E+00 9.00E-28 7.43E-02 1.00E-30 2.18E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.273  9.71E-02 0.00E+00 9.00E-28 2.43E-02 1.00E-30 7.29E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.334  1.50E-01 0.00E+00 9.00E-28 1.30E-02 1.00E-30 4.00E-02 1.00E-30 1.59E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.385  2.06E-01 0.00E+00 9.00E-28 3.94E-03 1.00E-30 1.25E-02 1.00E-30 2.06E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.431  2.67E-01 0.00E+00 9.00E-28 8.73E-04 1.00E-30 1.11E-02 1.00E-30 2.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.472  4.13E-01 0.00E+00 9.00E-28 1.93E-01 1.00E-30 1.31E-01 1.00E-30 2.59E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.510  8.58E-01 0.00E+00 9.00E-28 9.54E-01 3.43E-01 2.86E-01 1.00E-30 8.27E-02 1.00E-30 1.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.545  2.12E+00 0.00E+00 9.00E-28 1.63E+00 1.29E+00 1.33E+00 5.06E-01 4.17E-02 4.58E-04 4.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.578  3.70E+00 0.00E+00 9.00E-28 1.79E+00 1.47E+00 1.77E+00 5.91E-01 1.59E-01 4.35E-02 4.76E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.609  5.51E+00 0.00E+00 9.00E-28 1.79E+00 1.24E+00 2.22E+00 9.03E-01 3.48E-01 2.15E-01 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.639  7.82E+00 9.13E-02 4.16E-01 1.75E+00 1.09E+00 2.61E+00 1.57E+00 7.29E-01 4.63E-01 9.05E-01 3.80E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.668  1.07E+01 4.36E-01 2.12E+00 2.11E+00 1.29E+00 3.04E+00 1.85E+00 9.83E-01 5.87E-01 9.83E-01 1.02E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.695  1.33E+01 4.05E-01 2.38E+00 1.87E+00 1.58E+00 2.48E+00 2.03E+00 9.14E-01 6.10E-01 3.99E-01 3.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.721  1.69E+01 8.30E-01 4.63E+00 2.03E+00 1.90E+00 2.65E+00 2.64E+00 1.62E+00 9.52E-01 9.12E-01 7.39E-01 2.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.746  2.14E+01 1.41E+00 9.19E+00 1.86E+00 2.83E+00 3.14E+00 2.25E+00 2.31E+00 1.47E+00 8.31E-01 7.16E-01 1.13E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.771  2.64E+01 3.58E+00 2.81E+01 1.75E+00 2.94E+00 3.46E+00 1.64E+00 2.65E+00 1.78E+00 7.07E-01 4.57E-01 1.34E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.795  3.26E+01 4.90E+00 3.93E+01 2.57E+00 2.79E+00 3.62E+00 2.18E+00 4.66E+00 1.89E+00 9.91E-01 6.92E-01 7.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.818  4.13E+01 8.09E+00 5.29E+01 3.23E+00 3.37E+00 4.10E+00 3.34E+00 7.64E+00 2.08E+00 1.32E+00 1.51E+00 2.27E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.840  5.20E+01 1.28E+01 8.60E+01 3.21E+00 4.23E+00 5.12E+00 4.11E+00 8.74E+00 2.06E+00 1.32E+00 1.90E+00 6.57E-02 9.03E-03 6.04E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.862  6.28E+01 1.04E+01 8.32E+01 2.86E+00 4.38E+00 5.56E+00 4.50E+00 8.16E+00 2.39E+00 1.85E+00 1.48E+00 2.88E-01 1.17E-03 7.72E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.904  1.04E+02 2.91E+01 2.98E+02 2.90E+00 5.37E+00 7.42E+00 6.46E+00 1.27E+01 4.73E+00 4.77E+00 3.72E+00 2.76E+00 1.91E+00 9.78E-01 6.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.944  1.74E+02 4.86E+01 4.74E+02 5.71E+00 6.30E+00 1.04E+01 1.69E+01 1.19E+01 1.27E+01 1.20E+01 6.27E+00 4.52E+00 2.86E+00 2.65E+00 6.26E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.983  2.90E+02 9.29E+01 9.03E+02 2.50E+00 9.03E+00 2.09E+01 2.03E+01 2.17E+01 2.25E+01 1.72E+01 1.01E+01 8.17E+00 5.12E+00 3.61E+00 9.63E-01 1.20E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  1.020  4.81E+02 1.51E+02 1.55E+03 1.07E+01 1.69E+01 2.57E+01 3.23E+01 4.02E+01 2.54E+01 2.75E+01 2.08E+01 1.29E+01 1.15E+01 6.54E+00 2.64E+00 1.26E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.055  8.37E+02 2.85E+02 3.02E+03 1.88E+01 1.98E+01 5.34E+01 6.90E+01 4.24E+01 5.94E+01 5.50E+01 4.22E+01 2.95E+01 1.80E+01 1.61E+01 6.75E+00 3.82E+00 9.71E-01 1.94E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.090  1.45E+03 5.11E+02 5.50E+03 2.96E+01 5.35E+01 9.67E+01 1.02E+02 7.94E+01 8.52E+01 1.00E+02 7.22E+01 4.40E+01 3.30E+01 2.40E+01 8.88E+00 7.40E+00 2.47E+00 9.72E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.124  2.26E+03 6.53E+02 6.99E+03 3.72E+01 7.00E+01 1.08E+02 1.23E+02 1.18E+02 1.24E+02 1.22E+02 8.71E+01 6.08E+01 5.00E+01 3.04E+01 1.35E+01 1.18E+01 2.98E+00 1.85E-01 2.58E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.156  3.34E+03 8.98E+02 9.68E+03 3.36E+01 8.23E+01 1.18E+02 1.49E+02 2.01E+02 1.81E+02 1.44E+02 1.23E+02 1.04E+02 6.65E+01 3.81E+01 2.99E+01 1.45E+01 3.22E+00 1.38E+00 2.05E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.188  4.85E+03 1.22E+03 1.37E+04 4.53E+01 1.05E+02 1.81E+02 2.16E+02 2.65E+02 2.48E+02 2.00E+02 1.83E+02 1.47E+02 8.66E+01 5.99E+01 4.71E+01 1.74E+01 6.97E+00 3.38E+00 6.80E-03 1.22E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.219  7.01E+03 1.77E+03 2.00E+04 9.56E+01 1.88E+02 2.70E+02 3.08E+02 3.22E+02 3.18E+02 3.07E+02 2.52E+02 1.93E+02 1.39E+02 9.24E+01 5.43E+01 3.31E+01 1.64E+01 5.20E+00 1.41E+00 1.96E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.278  2.70E+04 9.16E+03 1.10E+05 2.22E+02 6.09E+02 9.64E+02 1.23E+03 1.39E+03 1.41E+03 1.33E+03 1.17E+03 9.54E+02 7.23E+02 5.07E+02 3.30E+02 1.97E+02 1.01E+02 4.62E+01 1.86E+01 5.72E+00 8.51E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.335  4.46E+04 8.26E+03 1.05E+05 2.24E+02 6.05E+02 9.06E+02 1.10E+03 1.16E+03 1.14E+03 1.04E+03 8.88E+02 7.10E+02 5.48E+02 4.04E+02 2.79E+02 1.85E+02 1.08E+02 5.68E+01 2.62E+01 1.15E+01 3.94E+00 8.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.390  1.08E+05 2.76E+04 3.43E+05 6.92E+02 2.00E+03 3.11E+03 3.92E+03 4.37E+03 4.46E+03 4.22E+03 3.73E+03 3.10E+03 2.40E+03 1.76E+03 1.19E+03 7.54E+02 4.34E+02 2.28E+02 1.05E+02 4.20E+01 1.38E+01 2.93E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.442  2.00E+05 4.29E+04 5.64E+05 8.23E+02 2.38E+03 3.74E+03 4.78E+03 5.43E+03 5.67E+03 5.53E+03 5.08E+03 4.40E+03 3.59E+03 2.78E+03 2.01E+03 1.38E+03 8.67E+02 5.10E+02 2.70E+02 1.30E+02 5.32E+01 1.85E+01 5.18E+00 9.05E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.493  2.42E+05 2.45E+04 3.10E+05 3.18E+02 8.87E+02 1.40E+03 1.75E+03 2.00E+03 2.06E+03 2.00E+03 1.80E+03 1.55E+03 1.23E+03 9.16E+02 6.35E+02 4.34E+02 2.71E+02 1.61E+02 8.24E+01 3.61E+01 1.31E+01 4.18E+00 1.04E+00 6.12E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.542  2.89E+05 3.25E+04 4.09E+05 2.60E+02 7.24E+02 1.15E+03 1.45E+03 1.67E+03 1.73E+03 1.70E+03 1.54E+03 1.32E+03 1.05E+03 8.17E+02 6.25E+02 4.22E+02 2.74E+02 1.67E+02 9.15E+01 5.10E+01 2.37E+01 8.70E+00 3.01E+00 4.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.589  4.35E+05 9.64E+04 1.25E+06 8.45E+02 2.45E+03 3.85E+03 4.93E+03 5.60E+03 5.87E+03 5.77E+03 5.33E+03 4.66E+03 3.87E+03 3.04E+03 2.27E+03 1.51E+03 1.00E+03 6.30E+02 3.72E+02 2.43E+02 1.32E+02 6.23E+01 2.55E+01 1.11E+01 2.95E+00 5.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.635  7.97E+05 1.83E+05 2.27E+06 3.20E+03 9.30E+03 1.44E+04 1.83E+04 2.04E+04 2.10E+04 2.02E+04 1.82E+04 1.55E+04 1.25E+04 9.48E+03 6.82E+03 4.89E+03 3.13E+03 1.86E+03 1.03E+03 4.82E+02 2.17E+02 8.92E+01 3.12E+01 8.60E+00 1.24E+00 2.55E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.680  1.35E+06 2.50E+05 3.47E+06 5.11E+03 1.48E+04 2.31E+04 2.92E+04 3.30E+04 3.41E+04 3.30E+04 3.01E+04 2.60E+04 2.14E+04 1.67E+04 1.24E+04 9.05E+03 6.13E+03 3.93E+03 2.35E+03 1.14E+03 5.18E+02 2.22E+02 8.14E+01 2.56E+01 6.63E+00 1.44E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.724  2.03E+06 4.02E+05 5.07E+06 4.82E+03 1.39E+04 2.18E+04 2.79E+04 3.16E+04 3.28E+04 3.19E+04 2.92E+04 2.54E+04 2.10E+04 1.66E+04 1.25E+04 7.53E+03 4.86E+03 3.06E+03 1.86E+03 1.46E+03 7.69E+02 3.44E+02 1.33E+02 4.49E+01 1.22E+01 2.45E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.828  6.32E+06 1.04E+06 1.31E+07 1.11E+04 3.23E+04 5.06E+04 6.46E+04 7.32E+04 7.62E+04 7.44E+04 6.84E+04 5.98E+04 4.97E+04 3.94E+04 2.98E+04 2.14E+04 1.48E+04 9.68E+03 6.04E+03 3.02E+03 1.35E+03 6.07E+02 2.48E+02 9.28E+01 2.94E+01 7.31E+00 9.51E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.927  1.44E+07 2.22E+06 2.93E+07 1.84E+04 5.34E+04 8.31E+04 1.05E+05 1.17E+05 1.20E+05 1.15E+05 1.04E+05 8.88E+04 7.17E+04 5.50E+04 4.01E+04 2.76E+04 1.81E+04 1.12E+04 6.54E+03 3.57E+03 1.80E+03 8.25E+02 3.41E+02 1.30E+02 4.41E+01 1.29E+01 2.65E+00 5.57E-02 1.32E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  30.00  2.111  9.05E+07 1.01E+07 1.38E+08 8.57E+04 2.49E+05 3.90E+05 4.95E+05 5.59E+05 5.81E+05 5.64E+05 5.16E+05 4.49E+05 3.70E+05 2.92E+05 2.19E+05 1.56E+05 1.07E+05 6.93E+04 4.26E+04 2.48E+04 1.35E+04 6.90E+03 3.23E+03 1.39E+03 5.39E+02 1.87E+02 5.35E+01 1.31E+01 1.50E+00 4.84E-02 1.00E-30 1.00E-30 1.00E-30
  40.00  2.438  2.59E+09 1.37E+08 2.00E+09 1.68E+06 4.88E+06 7.66E+06 9.85E+06 1.13E+07 1.19E+07 1.18E+07 1.11E+07 9.91E+06 8.47E+06 6.93E+06 5.43E+06 4.07E+06 2.93E+06 2.02E+06 1.41E+06 9.06E+05 5.60E+05 3.31E+05 1.88E+05 1.02E+05 5.18E+04 2.48E+04 1.12E+04 4.75E+03 1.86E+03 6.88E+02 1.99E+02 1.24E+01 2.23E+00
  50.00  2.725  4.22E+10 2.02E+09 3.07E+10 2.54E+07 7.43E+07 1.18E+08 1.53E+08 1.77E+08 1.90E+08 1.92E+08 1.85E+08 1.71E+08 1.51E+08 1.28E+08 1.04E+08 8.23E+07 6.25E+07 4.59E+07 3.24E+07 2.21E+07 1.45E+07 9.17E+06 5.57E+06 3.25E+06 1.81E+06 9.69E+05 4.94E+05 2.39E+05 1.10E+05 4.73E+04 1.91E+04 7.16E+03 2.48E+03
  60.00  2.985  7.86E+11 4.01E+10 6.43E+11 4.08E+08 1.20E+09 1.90E+09 2.49E+09 2.92E+09 3.16E+09 3.25E+09 3.18E+09 3.00E+09 2.70E+09 2.35E+09 1.98E+09 1.62E+09 1.27E+09 9.68E+08 7.16E+08 5.12E+08 3.55E+08 2.38E+08 1.54E+08 9.64E+07 5.82E+07 3.39E+07 1.89E+07 1.02E+07 5.24E+06 2.58E+06 1.22E+06 5.41E+05 2.28E+05
  70.00  3.225  1.61E+13 7.28E+11 1.20E+13 8.96E+09 2.64E+10 4.20E+10 5.52E+10 6.51E+10 7.15E+10 7.41E+10 7.34E+10 6.98E+10 6.38E+10 5.63E+10 4.81E+10 3.97E+10 3.18E+10 2.47E+10 1.84E+10 1.34E+10 9.43E+09 6.43E+09 4.25E+09 2.72E+09 1.68E+09 1.01E+09 5.76E+08 3.16E+08 1.68E+08 8.44E+07 4.07E+07 1.91E+07 8.61E+06
  80.00  3.447  2.52E+14 1.20E+13 2.03E+14 1.24E+11 3.64E+11 5.82E+11 7.65E+11 9.05E+11 9.92E+11 1.04E+12 1.03E+12 9.91E+11 9.17E+11 8.20E+11 7.10E+11 5.97E+11 4.87E+11 3.86E+11 2.98E+11 2.22E+11 1.62E+11 1.14E+11 7.82E+10 5.21E+10 3.36E+10 2.10E+10 1.28E+10 7.47E+09 4.23E+09 2.31E+09 1.21E+09 6.12E+08 2.97E+08
  90.00  3.656  3.22E+15 1.49E+14 2.61E+15 1.48E+12 4.34E+12 6.96E+12 9.18E+12 1.09E+13 1.21E+13 1.27E+13 1.28E+13 1.23E+13 1.15E+13 1.04E+13 9.19E+12 7.85E+12 6.52E+12 5.27E+12 4.15E+12 3.18E+12 2.37E+12 1.72E+12 1.22E+12 8.36E+11 5.59E+11 3.63E+11 2.29E+11 1.41E+11 8.35E+10 4.81E+10 2.68E+10 1.44E+10 7.44E+09
