                    ************************************************************************************************
                    *  Z= 27 A= 59: Positive-Parity Spin-dependent Level Density [MeV-1] for Co 59 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
  80.00  3.235  6.90E+15 3.95E+14 5.27E+15 5.90E+12 1.17E+13 1.72E+13 2.23E+13 2.69E+13 2.73E+13 2.88E+13 2.80E+13 2.66E+13 2.39E+13 2.12E+13 1.81E+13 1.50E+13 1.23E+13 9.76E+12 7.61E+12 5.56E+12 4.09E+12 2.92E+12 1.94E+12 1.36E+12 8.51E+11 5.19E+11 3.28E+11 1.95E+11 1.15E+11 6.17E+10 3.28E+10 1.65E+10 8.69E+09
  90.00  3.432  8.57E+16 4.80E+15 6.66E+16 6.92E+13 1.37E+14 2.02E+14 2.62E+14 3.17E+14 3.25E+14 3.44E+14 3.38E+14 3.23E+14 2.94E+14 2.63E+14 2.28E+14 1.91E+14 1.59E+14 1.29E+14 1.02E+14 7.61E+13 5.71E+13 4.17E+13 2.84E+13 2.03E+13 1.32E+13 8.28E+12 5.40E+12 3.32E+12 2.02E+12 1.12E+12 6.20E+11 3.23E+11 1.75E+11
 100.00  3.617  9.48E+17 5.21E+16 7.48E+17 7.25E+14 1.44E+15 2.12E+15 2.76E+15 3.34E+15 3.45E+15 3.67E+15 3.62E+15 3.49E+15 3.21E+15 2.90E+15 2.54E+15 2.15E+15 1.81E+15 1.49E+15 1.20E+15 9.12E+14 6.96E+14 5.17E+14 3.61E+14 2.65E+14 1.76E+14 1.14E+14 7.59E+13 4.81E+13 3.02E+13 1.74E+13 9.96E+12 5.42E+12 3.04E+12
 110.00  3.794  9.49E+18 5.12E+17 7.58E+18 6.90E+15 1.36E+16 2.02E+16 2.63E+16 3.19E+16 3.31E+16 3.54E+16 3.52E+16 3.41E+16 3.16E+16 2.88E+16 2.55E+16 2.19E+16 1.86E+16 1.55E+16 1.26E+16 9.70E+15 7.54E+15 5.70E+15 4.06E+15 3.02E+15 2.06E+15 1.36E+15 9.27E+14 6.05E+14 3.90E+14 2.32E+14 1.37E+14 7.74E+13 4.49E+13
 120.00  3.963  8.69E+19 4.61E+18 7.01E+19 6.03E+16 1.20E+17 1.76E+17 2.30E+17 2.80E+17 2.92E+17 3.13E+17 3.13E+17 3.05E+17 2.85E+17 2.62E+17 2.33E+17 2.02E+17 1.73E+17 1.46E+17 1.20E+17 9.36E+16 7.39E+16 5.67E+16 4.10E+16 3.10E+16 2.15E+16 1.45E+16 1.01E+16 6.74E+15 4.45E+15 2.72E+15 1.65E+15 9.59E+14 5.74E+14
 130.00  4.124  7.36E+20 3.84E+19 6.00E+20 4.89E+17 9.66E+17 1.43E+18 1.86E+18 2.27E+18 2.39E+18 2.57E+18 2.58E+18 2.53E+18 2.38E+18 2.20E+18 1.97E+18 1.72E+18 1.49E+18 1.26E+18 1.05E+18 8.33E+17 6.62E+17 5.15E+17 3.78E+17 2.90E+17 2.05E+17 1.41E+17 1.00E+17 6.77E+16 4.55E+16 2.85E+16 1.77E+16 1.06E+16 6.49E+15
 140.00  4.280  5.82E+21 2.99E+20 4.78E+21 3.71E+18 7.34E+18 1.08E+19 1.41E+19 1.73E+19 1.82E+19 1.97E+19 1.98E+19 1.95E+19 1.84E+19 1.72E+19 1.55E+19 1.37E+19 1.20E+19 1.02E+19 8.56E+18 6.84E+18 5.50E+18 4.32E+18 3.22E+18 2.50E+18 1.79E+18 1.25E+18 8.99E+17 6.20E+17 4.24E+17 2.71E+17 1.72E+17 1.05E+17 6.60E+16
 150.00  4.430  4.32E+22 2.19E+21 3.57E+22 2.64E+19 5.24E+19 7.74E+19 1.01E+20 1.23E+20 1.31E+20 1.41E+20 1.43E+20 1.42E+20 1.34E+20 1.26E+20 1.14E+20 1.02E+20 8.95E+19 7.69E+19 6.51E+19 5.24E+19 4.26E+19 3.37E+19 2.55E+19 1.99E+19 1.45E+19 1.02E+19 7.49E+18 5.24E+18 3.64E+18 2.37E+18 1.53E+18 9.57E+17 6.13E+17
 160.00  4.576  3.02E+23 1.51E+22 2.52E+23 1.78E+20 3.53E+20 5.23E+20 6.84E+20 8.34E+20 8.85E+20 9.62E+20 9.79E+20 9.70E+20 9.27E+20 8.67E+20 7.96E+20 7.10E+20 6.29E+20 5.45E+20 4.65E+20 3.78E+20 3.09E+20 2.48E+20 1.89E+20 1.49E+20 1.10E+20 7.89E+19 5.82E+19 4.13E+19 2.91E+19 1.92E+19 1.27E+19 8.04E+18 5.24E+18
 170.00  4.716  2.01E+24 9.91E+22 1.68E+24 1.14E+21 2.27E+21 3.36E+21 4.39E+21 5.37E+21 5.72E+21 6.21E+21 6.34E+21 6.31E+21 6.05E+21 5.71E+21 5.24E+21 4.71E+21 4.19E+21 3.66E+21 3.15E+21 2.58E+21 2.12E+21 1.72E+21 1.32E+21 1.05E+21 7.83E+20 5.69E+20 4.25E+20 3.05E+20 2.17E+20 1.46E+20 9.78E+19 6.30E+19 4.17E+19
 180.00  4.853  1.27E+25 6.20E+23 1.07E+25 6.99E+21 1.39E+22 2.05E+22 2.69E+22 3.29E+22 3.52E+22 3.83E+22 3.91E+22 3.91E+22 3.76E+22 3.57E+22 3.29E+22 2.97E+22 2.66E+22 2.34E+22 2.02E+22 1.66E+22 1.39E+22 1.13E+22 8.78E+21 7.04E+21 5.29E+21 3.88E+21 2.93E+21 2.13E+21 1.53E+21 1.04E+21 7.06E+20 4.63E+20 3.11E+20
 190.00  4.986  7.71E+25 3.71E+24 6.51E+25 4.09E+22 8.13E+22 1.21E+23 1.58E+23 1.93E+23 2.07E+23 2.26E+23 2.32E+23 2.32E+23 2.24E+23 2.14E+23 1.98E+23 1.80E+23 1.61E+23 1.43E+23 1.24E+23 1.03E+23 8.60E+22 7.05E+22 5.52E+22 4.47E+22 3.39E+22 2.52E+22 1.91E+22 1.40E+22 1.02E+22 7.05E+21 4.83E+21 3.22E+21 2.19E+21
 200.00  5.116  3.93E+26 1.79E+25 3.24E+26 1.97E+23 3.91E+23 5.80E+23 7.60E+23 9.28E+23 9.99E+23 1.10E+24 1.12E+24 1.13E+24 1.09E+24 1.04E+24 9.71E+23 8.82E+23 7.99E+23 7.09E+23 6.19E+23 5.17E+23 4.35E+23 3.58E+23 2.82E+23 2.30E+23 1.76E+23 1.32E+23 1.01E+23 7.47E+22 5.50E+22 3.83E+22 2.65E+22 1.78E+22 1.22E+22

                    ************************************************************************************************
                    *  Z= 27 A= 59: Negative-Parity Spin-dependent Level Density [MeV-1] for Co 59 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.181  2.50E-31 3.66E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.256  5.00E-31 1.34E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.313  7.50E-31 1.34E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.362  7.54E-01 6.62E+00 1.65E+01 4.12E-01 1.10E-01 1.33E-01 5.23E-01 2.20E-01 1.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.404  1.15E+00 8.23E+00 1.26E+01 8.80E-02 2.35E-02 1.38E-01 2.22E-01 2.68E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.443  1.49E+00 1.27E+01 1.32E+01 1.00E-30 1.00E-30 2.35E-02 1.34E-01 1.57E-01 2.44E-01 1.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.479  2.74E+00 2.19E+01 3.69E+01 1.37E-01 7.42E-01 8.24E-01 8.57E-02 2.44E-01 6.77E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.512  4.72E+00 2.07E+01 5.10E+01 1.67E-01 9.00E-01 1.44E+00 2.96E-01 1.57E-01 6.58E-01 2.44E-01 1.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.543  7.66E+00 2.89E+01 7.61E+01 5.77E-01 1.01E+00 1.56E+00 1.20E+00 3.54E-01 7.42E-01 3.77E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.572  1.26E+01 3.58E+01 1.28E+02 9.95E-01 1.66E+00 2.82E+00 1.49E+00 1.05E+00 1.18E+00 5.94E-01 2.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.600  1.79E+01 3.30E+01 1.44E+02 9.29E-01 1.09E+00 3.03E+00 1.88E+00 1.19E+00 1.07E+00 8.53E-01 2.68E-01 1.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.627  2.47E+01 4.48E+01 1.92E+02 1.04E+00 1.68E+00 3.38E+00 2.46E+00 1.72E+00 1.93E+00 1.01E+00 2.68E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.652  3.33E+01 7.19E+01 2.47E+02 8.01E-01 2.83E+00 4.66E+00 2.01E+00 2.39E+00 2.61E+00 1.15E+00 4.88E-01 2.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.677  4.17E+01 8.71E+01 2.58E+02 4.13E-01 2.42E+00 4.16E+00 2.44E+00 2.09E+00 2.73E+00 1.52E+00 4.25E-01 3.77E-01 1.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.700  5.35E+01 1.16E+02 3.44E+02 1.00E+00 3.83E+00 4.27E+00 4.06E+00 2.82E+00 3.88E+00 2.19E+00 8.74E-01 7.01E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.723  7.23E+01 1.57E+02 5.11E+02 2.24E+00 7.57E+00 5.68E+00 5.76E+00 5.76E+00 4.06E+00 2.87E+00 2.02E+00 1.29E+00 2.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.746  9.64E+01 1.57E+02 6.61E+02 3.35E+00 7.84E+00 7.66E+00 8.43E+00 7.65E+00 4.40E+00 4.07E+00 2.57E+00 1.62E+00 3.77E-01 1.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.767  1.28E+02 2.02E+02 8.57E+02 4.30E+00 9.47E+00 9.76E+00 1.15E+01 1.03E+01 6.72E+00 4.53E+00 3.50E+00 1.78E+00 4.01E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.788  1.69E+02 2.67E+02 1.14E+03 7.87E+00 1.13E+01 1.19E+01 1.45E+01 1.48E+01 8.12E+00 5.04E+00 4.80E+00 2.64E+00 6.23E-01 2.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.809  2.12E+02 3.15E+02 1.26E+03 7.67E+00 8.44E+00 1.37E+01 1.58E+01 1.49E+01 1.04E+01 6.85E+00 4.69E+00 2.90E+00 8.88E-01 3.77E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.848  3.71E+02 5.41E+02 2.07E+03 1.60E+01 2.10E+01 2.24E+01 2.48E+01 2.66E+01 1.82E+01 1.08E+01 9.71E+00 6.23E+00 1.89E+00 5.99E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.886  6.21E+02 7.58E+02 3.26E+03 2.31E+01 2.86E+01 3.75E+01 4.12E+01 4.09E+01 2.80E+01 2.04E+01 1.67E+01 8.11E+00 3.75E+00 1.90E+00 5.28E-01 5.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.922  1.03E+03 1.04E+03 5.31E+03 3.36E+01 4.53E+01 6.10E+01 6.44E+01 6.63E+01 4.89E+01 3.23E+01 2.78E+01 1.49E+01 7.17E+00 3.67E+00 1.12E+00 1.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.957  1.61E+03 1.60E+03 7.55E+03 4.15E+01 6.28E+01 8.17E+01 9.51E+01 9.06E+01 7.57E+01 5.43E+01 3.92E+01 2.22E+01 1.05E+01 5.02E+00 1.88E+00 4.87E-01 5.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.991  2.48E+03 2.36E+03 1.11E+04 5.50E+01 9.47E+01 1.25E+02 1.37E+02 1.31E+02 1.10E+02 9.07E+01 6.02E+01 3.44E+01 2.07E+01 9.06E+00 3.64E+00 9.11E-01 1.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.023  3.91E+03 3.51E+03 1.73E+04 7.93E+01 1.65E+02 2.12E+02 2.14E+02 2.16E+02 1.75E+02 1.40E+02 1.00E+02 6.09E+01 3.82E+01 1.92E+01 6.41E+00 1.64E+00 5.28E-01 5.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.055  6.05E+03 5.10E+03 2.58E+04 1.11E+02 2.36E+02 3.04E+02 3.29E+02 3.24E+02 2.78E+02 2.12E+02 1.46E+02 9.72E+01 5.68E+01 3.00E+01 1.08E+01 4.19E+00 1.18E+00 1.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.085  9.15E+03 7.21E+03 3.83E+04 1.61E+02 3.25E+02 4.17E+02 4.71E+02 4.63E+02 4.12E+02 3.23E+02 2.14E+02 1.47E+02 8.97E+01 4.59E+01 1.98E+01 7.87E+00 2.02E+00 2.68E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.115  1.38E+04 1.05E+04 5.60E+04 2.52E+02 4.85E+02 6.22E+02 6.85E+02 6.94E+02 5.97E+02 4.85E+02 3.45E+02 2.28E+02 1.47E+02 7.87E+01 3.34E+01 1.35E+01 4.05E+00 8.05E-01 5.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.144  2.08E+04 1.47E+04 8.11E+04 3.60E+02 7.25E+02 9.25E+02 1.00E+03 1.05E+03 8.98E+02 6.97E+02 5.37E+02 3.54E+02 2.20E+02 1.26E+02 5.72E+01 2.64E+01 7.70E+00 2.14E+00 2.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.200  4.93E+04 2.98E+04 1.68E+05 7.21E+02 1.34E+03 1.75E+03 2.04E+03 2.14E+03 1.84E+03 1.48E+03 1.13E+03 7.94E+02 4.90E+02 2.85E+02 1.48E+02 6.82E+01 2.20E+01 7.19E+00 1.61E+00 2.64E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.253  1.09E+05 5.59E+04 3.40E+05 1.46E+03 2.79E+03 3.62E+03 4.14E+03 4.37E+03 3.77E+03 3.10E+03 2.46E+03 1.73E+03 1.11E+03 6.72E+02 3.65E+02 1.80E+02 6.96E+01 2.73E+01 6.69E+00 1.39E+00 1.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.304  2.26E+05 1.08E+05 6.61E+05 2.70E+03 5.17E+03 6.76E+03 7.84E+03 8.27E+03 7.44E+03 6.27E+03 4.94E+03 3.58E+03 2.36E+03 1.51E+03 8.14E+02 4.12E+02 1.90E+02 7.15E+01 1.97E+01 5.04E+00 1.17E+00 2.75E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.353  4.52E+05 1.96E+05 1.28E+06 4.98E+03 9.78E+03 1.28E+04 1.49E+04 1.58E+04 1.43E+04 1.21E+04 9.80E+03 7.15E+03 4.87E+03 3.16E+03 1.78E+03 9.78E+02 4.59E+02 2.05E+02 7.08E+01 1.90E+01 4.36E+00 4.77E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.401  8.71E+05 3.53E+05 2.38E+06 8.85E+03 1.73E+04 2.29E+04 2.64E+04 2.87E+04 2.62E+04 2.26E+04 1.85E+04 1.40E+04 9.72E+03 6.44E+03 3.70E+03 2.09E+03 1.03E+03 4.73E+02 1.74E+02 6.09E+01 1.69E+01 2.41E+00 2.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.447  1.63E+06 6.19E+05 4.33E+06 1.55E+04 3.02E+04 4.02E+04 4.74E+04 5.15E+04 4.73E+04 4.11E+04 3.42E+04 2.62E+04 1.85E+04 1.25E+04 7.49E+03 4.38E+03 2.21E+03 1.08E+03 4.54E+02 1.64E+02 4.67E+01 9.84E+00 1.54E+00 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.491  2.98E+06 1.06E+06 7.72E+06 2.67E+04 5.20E+04 6.93E+04 8.15E+04 8.89E+04 8.26E+04 7.33E+04 6.17E+04 4.80E+04 3.45E+04 2.38E+04 1.47E+04 8.76E+03 4.61E+03 2.37E+03 1.03E+03 4.06E+02 1.36E+02 3.61E+01 6.55E+00 9.26E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.535  5.30E+06 1.78E+06 1.34E+07 4.42E+04 8.59E+04 1.16E+05 1.37E+05 1.50E+05 1.41E+05 1.26E+05 1.07E+05 8.48E+04 6.20E+04 4.39E+04 2.75E+04 1.69E+04 9.16E+03 4.84E+03 2.23E+03 9.36E+02 3.56E+02 1.05E+02 2.35E+01 3.47E+00 2.33E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.577  9.22E+06 2.92E+06 2.28E+07 7.21E+04 1.42E+05 1.91E+05 2.26E+05 2.48E+05 2.36E+05 2.13E+05 1.84E+05 1.46E+05 1.09E+05 7.83E+04 5.04E+04 3.17E+04 1.78E+04 9.79E+03 4.62E+03 2.05E+03 8.30E+02 2.65E+02 7.19E+01 1.39E+01 1.61E+00 7.55E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.618  1.57E+07 4.70E+06 3.79E+07 1.15E+05 2.24E+05 3.03E+05 3.62E+05 3.99E+05 3.83E+05 3.49E+05 3.04E+05 2.46E+05 1.86E+05 1.36E+05 8.89E+04 5.72E+04 3.29E+04 1.85E+04 9.04E+03 4.20E+03 1.82E+03 6.32E+02 1.86E+02 4.44E+01 8.02E+00 7.85E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.716  6.60E+07 1.41E+07 1.22E+08 3.30E+05 6.47E+05 8.84E+05 1.06E+06 1.18E+06 1.16E+06 1.08E+06 9.61E+05 8.01E+05 6.27E+05 4.76E+05 3.26E+05 2.20E+05 1.34E+05 8.05E+04 4.25E+04 2.14E+04 1.01E+04 4.07E+03 1.49E+03 4.68E+02 1.16E+02 1.95E+01 4.99E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.809  2.07E+08 3.81E+07 3.55E+08 8.58E+05 1.68E+06 2.32E+06 2.80E+06 3.15E+06 3.13E+06 2.97E+06 2.71E+06 2.31E+06 1.87E+06 1.46E+06 1.04E+06 7.37E+05 4.74E+05 2.99E+05 1.69E+05 9.10E+04 4.61E+04 2.03E+04 8.35E+03 3.11E+03 9.75E+02 2.54E+02 4.98E+01 1.27E+01 1.09E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30
