                    ************************************************************************************************
                    *  Z= 33 A= 75: Positive-Parity Spin-dependent Level Density [MeV-1] for As 75 and ldmodel= 5  *
   4.25  0.576  1.47E+03 2.71E+02 7.13E+03 4.41E+01 8.00E+01 1.13E+02 1.28E+02 1.20E+02 1.01E+02 7.30E+01 6.57E+01 3.25E+01 1.52E+01 1.06E+01 4.18E+00 2.61E+00 9.95E-01 2.35E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.593  2.02E+03 3.93E+02 9.78E+03 6.28E+01 1.15E+02 1.46E+02 1.67E+02 1.63E+02 1.42E+02 1.03E+02 8.08E+01 4.49E+01 2.55E+01 1.67E+01 6.88E+00 3.18E+00 9.76E-01 1.11E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.609  2.78E+03 5.66E+02 1.35E+04 8.87E+01 1.62E+02 1.93E+02 2.22E+02 2.19E+02 1.98E+02 1.46E+02 1.02E+02 6.27E+01 4.07E+01 2.56E+01 1.11E+01 3.89E+00 1.46E+00 1.96E+00 1.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.625  3.79E+03 7.28E+02 1.87E+04 1.22E+02 2.21E+02 2.68E+02 3.12E+02 2.93E+02 2.70E+02 2.05E+02 1.37E+02 8.94E+01 5.79E+01 3.57E+01 1.67E+01 4.82E+00 3.32E+00 2.96E+00 4.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.655  7.39E+03 1.36E+03 3.44E+04 1.95E+02 3.70E+02 4.91E+02 5.69E+02 5.25E+02 4.85E+02 3.72E+02 2.64E+02 1.69E+02 1.10E+02 6.71E+01 3.13E+01 1.32E+01 6.80E+00 3.64E+00 1.90E+00 4.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.684  1.38E+04 2.59E+03 6.24E+04 3.17E+02 6.19E+02 8.69E+02 9.72E+02 9.17E+02 8.47E+02 6.66E+02 5.02E+02 3.21E+02 2.08E+02 1.25E+02 6.54E+01 3.74E+01 1.43E+01 6.61E+00 4.75E+00 1.87E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.712  2.50E+04 4.51E+03 1.12E+05 5.38E+02 1.06E+03 1.46E+03 1.65E+03 1.59E+03 1.47E+03 1.18E+03 9.07E+02 5.98E+02 3.93E+02 2.36E+02 1.40E+02 7.81E+01 3.55E+01 1.49E+01 9.74E+00 3.09E+00 4.81E-01 4.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.739  4.42E+04 8.04E+03 1.93E+05 8.86E+02 1.76E+03 2.35E+03 2.72E+03 2.67E+03 2.51E+03 2.01E+03 1.57E+03 1.07E+03 7.22E+02 4.41E+02 2.67E+02 1.55E+02 7.79E+01 3.15E+01 1.54E+01 6.79E+00 2.66E+00 1.87E+00 4.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.765  7.68E+04 1.39E+04 3.31E+05 1.46E+03 2.83E+03 3.81E+03 4.43E+03 4.39E+03 4.18E+03 3.40E+03 2.69E+03 1.88E+03 1.31E+03 8.10E+02 4.95E+02 2.94E+02 1.55E+02 7.42E+01 3.31E+01 1.74E+01 7.42E+00 3.38E+00 1.38E+00 4.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.790  1.31E+05 2.33E+04 5.65E+05 2.38E+03 4.60E+03 6.25E+03 7.31E+03 7.19E+03 6.90E+03 5.68E+03 4.59E+03 3.25E+03 2.31E+03 1.48E+03 9.22E+02 5.40E+02 3.12E+02 1.63E+02 7.76E+01 3.43E+01 1.71E+01 6.46E+00 2.96E+00 1.39E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.814  2.19E+05 3.90E+04 9.42E+05 3.73E+03 7.36E+03 1.01E+04 1.18E+04 1.17E+04 1.12E+04 9.35E+03 7.62E+03 5.46E+03 3.91E+03 2.62E+03 1.66E+03 9.83E+02 5.93E+02 3.16E+02 1.55E+02 6.53E+01 3.52E+01 1.61E+01 6.72E+00 2.85E+00 4.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.838  3.61E+05 6.52E+04 1.54E+06 5.82E+03 1.15E+04 1.57E+04 1.84E+04 1.85E+04 1.80E+04 1.51E+04 1.24E+04 9.01E+03 6.56E+03 4.45E+03 2.90E+03 1.74E+03 1.05E+03 5.83E+02 3.05E+02 1.37E+02 6.90E+01 3.43E+01 1.30E+01 5.71E+00 9.12E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.861  5.83E+05 1.06E+05 2.45E+06 8.88E+03 1.75E+04 2.40E+04 2.82E+04 2.86E+04 2.80E+04 2.38E+04 1.97E+04 1.45E+04 1.07E+04 7.33E+03 4.89E+03 2.98E+03 1.82E+03 1.03E+03 5.68E+02 2.72E+02 1.32E+02 6.47E+01 2.66E+01 1.16E+01 4.26E+00 1.52E+00 2.41E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.883  9.26E+05 1.69E+05 3.87E+06 1.33E+04 2.63E+04 3.61E+04 4.28E+04 4.36E+04 4.30E+04 3.69E+04 3.09E+04 2.32E+04 1.73E+04 1.20E+04 8.09E+03 5.05E+03 3.15E+03 1.78E+03 1.01E+03 5.11E+02 2.55E+02 1.24E+02 5.96E+01 2.45E+01 9.41E+00 3.92E+00 6.21E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  0.926  2.50E+06 4.06E+05 9.03E+06 2.82E+04 5.57E+04 7.71E+04 9.23E+04 9.55E+04 9.53E+04 8.41E+04 7.17E+04 5.51E+04 4.21E+04 2.97E+04 2.06E+04 1.32E+04 8.46E+03 4.90E+03 2.84E+03 1.52E+03 8.06E+02 4.13E+02 2.03E+02 9.23E+01 3.88E+01 1.15E+01 2.39E+00 1.24E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  0.968  5.86E+06 9.04E+05 2.01E+07 5.78E+04 1.13E+05 1.59E+05 1.92E+05 2.00E+05 2.02E+05 1.80E+05 1.57E+05 1.24E+05 9.64E+04 6.98E+04 4.94E+04 3.23E+04 2.12E+04 1.27E+04 7.55E+03 4.16E+03 2.31E+03 1.23E+03 6.18E+02 2.99E+02 1.43E+02 5.84E+01 1.96E+01 6.52E+00 2.25E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.007  1.26E+07 1.93E+06 4.18E+07 1.11E+05 2.19E+05 3.06E+05 3.71E+05 3.91E+05 3.99E+05 3.64E+05 3.22E+05 2.58E+05 2.06E+05 1.52E+05 1.10E+05 7.35E+04 4.91E+04 3.00E+04 1.82E+04 1.02E+04 5.84E+03 3.20E+03 1.68E+03 8.47E+02 4.12E+02 1.82E+02 7.93E+01 2.76E+01 8.47E+00 3.10E+00 6.21E-01 1.00E-30 1.00E-30
  14.00  1.045  2.55E+07 3.86E+06 8.16E+07 1.99E+05 3.93E+05 5.51E+05 6.71E+05 7.20E+05 7.44E+05 6.88E+05 6.16E+05 5.08E+05 4.11E+05 3.10E+05 2.29E+05 1.56E+05 1.05E+05 6.51E+04 4.02E+04 2.29E+04 1.33E+04 7.34E+03 3.97E+03 2.03E+03 1.01E+03 4.55E+02 2.02E+02 7.82E+01 2.86E+01 8.92E+00 1.77E+00 1.00E-30 1.00E-30
  15.00  1.082  4.88E+07 7.25E+06 1.51E+08 3.39E+05 6.68E+05 9.44E+05 1.15E+06 1.25E+06 1.30E+06 1.23E+06 1.12E+06 9.40E+05 7.75E+05 5.95E+05 4.47E+05 3.10E+05 2.13E+05 1.34E+05 8.37E+04 4.85E+04 2.83E+04 1.58E+04 8.68E+03 4.52E+03 2.31E+03 1.09E+03 4.95E+02 2.00E+02 8.26E+01 3.04E+01 8.58E+00 3.10E+00 6.21E-01
  16.00  1.117  8.89E+07 1.29E+07 2.67E+08 5.55E+05 1.10E+06 1.55E+06 1.91E+06 2.09E+06 2.19E+06 2.08E+06 1.93E+06 1.65E+06 1.39E+06 1.09E+06 8.31E+05 5.86E+05 4.10E+05 2.62E+05 1.65E+05 9.71E+04 5.71E+04 3.19E+04 1.76E+04 9.17E+03 4.76E+03 2.25E+03 1.02E+03 4.27E+02 1.75E+02 6.61E+01 2.13E+01 6.78E+00 1.15E+00
  17.00  1.152  1.55E+08 2.21E+07 4.52E+08 8.81E+05 1.74E+06 2.47E+06 3.05E+06 3.34E+06 3.53E+06 3.40E+06 3.19E+06 2.76E+06 2.36E+06 1.88E+06 1.47E+06 1.06E+06 7.53E+05 4.91E+05 3.14E+05 1.87E+05 1.11E+05 6.19E+04 3.44E+04 1.80E+04 9.37E+03 4.46E+03 2.08E+03 8.84E+02 3.62E+02 1.41E+02 5.24E+01 1.33E+01 2.38E+00
  18.00  1.185  2.61E+08 3.63E+07 7.41E+08 1.36E+06 2.68E+06 3.81E+06 4.72E+06 5.21E+06 5.54E+06 5.37E+06 5.07E+06 4.46E+06 3.87E+06 3.14E+06 2.49E+06 1.83E+06 1.33E+06 8.80E+05 5.74E+05 3.45E+05 2.07E+05 1.16E+05 6.50E+04 3.39E+04 1.77E+04 8.56E+03 4.02E+03 1.77E+03 7.31E+02 2.81E+02 1.01E+02 3.25E+01 1.02E+01
  19.00  1.218  4.27E+08 5.79E+07 1.18E+09 2.03E+06 4.00E+06 5.69E+06 7.08E+06 7.88E+06 8.42E+06 8.24E+06 7.84E+06 6.98E+06 6.11E+06 5.03E+06 4.05E+06 3.04E+06 2.25E+06 1.52E+06 1.01E+06 6.20E+05 3.75E+05 2.12E+05 1.19E+05 6.27E+04 3.28E+04 1.60E+04 7.62E+03 3.35E+03 1.43E+03 5.64E+02 2.09E+02 7.17E+01 2.48E+01
  20.00  1.249  6.76E+08 8.95E+07 1.80E+09 2.96E+06 5.84E+06 8.33E+06 1.04E+07 1.16E+07 1.24E+07 1.22E+07 1.17E+07 1.05E+07 9.28E+06 7.73E+06 6.30E+06 4.80E+06 3.61E+06 2.49E+06 1.69E+06 1.06E+06 6.52E+05 3.74E+05 2.11E+05 1.12E+05 5.90E+04 2.89E+04 1.39E+04 6.20E+03 2.71E+03 1.09E+03 4.19E+02 1.44E+02 4.96E+01
  22.50  1.325  2.33E+09 2.45E+08 5.00E+09 7.35E+06 1.46E+07 2.08E+07 2.60E+07 2.92E+07 3.14E+07 3.12E+07 3.04E+07 2.77E+07 2.50E+07 2.13E+07 1.79E+07 1.41E+07 1.10E+07 7.94E+06 5.64E+06 3.72E+06 2.40E+06 1.44E+06 8.40E+05 4.55E+05 2.44E+05 1.22E+05 5.99E+04 2.76E+04 1.25E+04 5.26E+03 2.15E+03 7.64E+02 2.67E+02
  25.00  1.397  6.39E+09 6.13E+08 1.26E+10 1.72E+07 3.40E+07 4.86E+07 6.10E+07 6.87E+07 7.44E+07 7.46E+07 7.30E+07 6.74E+07 6.14E+07 5.31E+07 4.52E+07 3.64E+07 2.91E+07 2.17E+07 1.61E+07 1.10E+07 7.45E+06 4.70E+06 2.88E+06 1.62E+06 9.01E+05 4.62E+05 2.33E+05 1.09E+05 5.07E+04 2.20E+04 9.21E+03 3.52E+03 1.28E+03
  30.00  1.530  5.19E+10 3.42E+09 7.36E+10 9.19E+07 1.82E+08 2.60E+08 3.28E+08 3.71E+08 4.03E+08 4.04E+08 3.97E+08 3.70E+08 3.40E+08 2.99E+08 2.58E+08 2.13E+08 1.74E+08 1.35E+08 1.04E+08 7.53E+07 5.41E+07 3.68E+07 2.45E+07 1.53E+07 9.30E+06 5.22E+06 2.82E+06 1.41E+06 6.89E+05 3.14E+05 1.41E+05 5.82E+04 2.35E+04
  40.00  1.767  3.04E+12 1.13E+11 2.47E+12 2.93E+09 5.81E+09 8.36E+09 1.05E+10 1.19E+10 1.30E+10 1.31E+10 1.29E+10 1.20E+10 1.11E+10 9.75E+09 8.49E+09 7.04E+09 5.82E+09 4.57E+09 3.57E+09 2.65E+09 1.97E+09 1.40E+09 9.95E+08 6.74E+08 4.54E+08 2.91E+08 1.83E+08 1.10E+08 6.45E+07 3.56E+07 1.91E+07 9.49E+06 4.55E+06
  50.00  1.975  9.09E+13 3.44E+12 7.46E+13 8.08E+10 1.60E+11 2.31E+11 2.94E+11 3.35E+11 3.67E+11 3.73E+11 3.72E+11 3.50E+11 3.26E+11 2.91E+11 2.56E+11 2.15E+11 1.81E+11 1.44E+11 1.14E+11 8.65E+10 6.54E+10 4.74E+10 3.43E+10 2.36E+10 1.63E+10 1.07E+10 6.97E+09 4.36E+09 2.72E+09 1.63E+09 9.64E+08 5.45E+08 3.05E+08
  60.00  2.164  1.86E+15 6.84E+13 1.57E+15 1.39E+12 2.75E+12 4.07E+12 5.35E+12 6.53E+12 6.91E+12 7.22E+12 7.51E+12 7.01E+12 6.62E+12 6.07E+12 5.20E+12 4.54E+12 3.91E+12 3.18E+12 2.57E+12 2.01E+12 1.57E+12 1.18E+12 8.85E+11 6.00E+11 4.32E+11 2.92E+11 1.93E+11 1.27E+11 8.29E+10 5.06E+10 3.15E+10 1.88E+10 1.10E+10
  70.00  2.337  4.18E+16 1.57E+15 3.67E+16 2.95E+13 5.86E+13 8.67E+13 1.14E+14 1.39E+14 1.48E+14 1.56E+14 1.64E+14 1.55E+14 1.47E+14 1.37E+14 1.19E+14 1.05E+14 9.23E+13 7.63E+13 6.29E+13 5.02E+13 3.99E+13 3.07E+13 2.37E+13 1.65E+13 1.22E+13 8.50E+12 5.83E+12 3.98E+12 2.67E+12 1.70E+12 1.09E+12 6.80E+11 4.15E+11
  80.00  2.498  7.87E+17 2.97E+16 7.07E+17 5.24E+14 1.04E+15 1.54E+15 2.03E+15 2.48E+15 2.67E+15 2.82E+15 2.97E+15 2.83E+15 2.72E+15 2.56E+15 2.25E+15 2.01E+15 1.79E+15 1.50E+15 1.26E+15 1.02E+15 8.24E+14 6.47E+14 5.08E+14 3.64E+14 2.76E+14 1.96E+14 1.39E+14 9.70E+13 6.73E+13 4.40E+13 2.93E+13 1.90E+13 1.20E+13
  90.00  2.650  1.27E+19 4.81E+17 1.16E+19 8.01E+15 1.60E+16 2.36E+16 3.11E+16 3.81E+16 4.11E+16 4.37E+16 4.62E+16 4.44E+16 4.30E+16 4.07E+16 3.63E+16 3.28E+16 2.94E+16 2.50E+16 2.12E+16 1.75E+16 1.44E+16 1.14E+16 9.11E+15 6.67E+15 5.13E+15 3.74E+15 2.69E+15 1.93E+15 1.38E+15 9.24E+14 6.34E+14 4.19E+14 2.74E+14
 100.00  2.793  1.81E+20 6.82E+18 1.68E+20 1.08E+17 2.15E+17 3.19E+17 4.19E+17 5.15E+17 5.58E+17 5.97E+17 6.32E+17 6.12E+17 5.97E+17 5.68E+17 5.12E+17 4.67E+17 4.21E+17 3.62E+17 3.11E+17 2.58E+17 2.15E+17 1.73E+17 1.40E+17 1.05E+17 8.19E+16 6.08E+16 4.47E+16 3.27E+16 2.36E+16 1.63E+16 1.14E+16 7.72E+15 5.18E+15
 110.00  2.930  2.29E+21 8.65E+19 2.15E+21 1.30E+18 2.59E+18 3.86E+18 5.08E+18 6.24E+18 6.79E+18 7.28E+18 7.75E+18 7.54E+18 7.40E+18 7.09E+18 6.43E+18 5.91E+18 5.38E+18 4.67E+18 4.04E+18 3.39E+18 2.85E+18 2.33E+18 1.90E+18 1.45E+18 1.14E+18 8.63E+17 6.45E+17 4.79E+17 3.52E+17 2.47E+17 1.76E+17 1.22E+17 8.36E+16
 120.00  3.060  2.64E+22 9.93E+20 2.50E+22 1.44E+19 2.86E+19 4.25E+19 5.60E+19 6.88E+19 7.51E+19 8.09E+19 8.62E+19 8.45E+19 8.32E+19 8.02E+19 7.32E+19 6.76E+19 6.20E+19 5.42E+19 4.74E+19 4.01E+19 3.40E+19 2.81E+19 2.33E+19 1.78E+19 1.43E+19 1.09E+19 8.26E+18 6.23E+18 4.64E+18 3.31E+18 2.41E+18 1.70E+18 1.18E+18
 130.00  3.185  2.77E+23 1.04E+22 2.66E+23 1.45E+20 2.89E+20 4.30E+20 5.66E+20 6.97E+20 7.63E+20 8.24E+20 8.81E+20 8.67E+20 8.58E+20 8.30E+20 7.63E+20 7.09E+20 6.53E+20 5.76E+20 5.07E+20 4.33E+20 3.70E+20 3.08E+20 2.58E+20 2.00E+20 1.61E+20 1.25E+20 9.57E+19 7.30E+19 5.52E+19 3.99E+19 2.95E+19 2.10E+19 1.49E+19
 140.00  3.305  2.72E+24 1.02E+23 2.61E+24 1.36E+21 2.71E+21 4.04E+21 5.32E+21 6.55E+21 7.19E+21 7.79E+21 8.34E+21 8.25E+21 8.19E+21 7.96E+21 7.36E+21 6.87E+21 6.36E+21 5.64E+21 5.00E+21 4.31E+21 3.71E+21 3.11E+21 2.62E+21 2.06E+21 1.67E+21 1.31E+21 1.01E+21 7.82E+20 5.98E+20 4.39E+20 3.27E+20 2.37E+20 1.70E+20
 150.00  3.421  2.47E+25 9.22E+23 2.39E+25 1.20E+22 2.38E+22 3.54E+22 4.67E+22 5.75E+22 6.34E+22 6.87E+22 7.37E+22 7.32E+22 7.29E+22 7.12E+22 6.61E+22 6.21E+22 5.77E+22 5.15E+22 4.58E+22 3.97E+22 3.44E+22 2.91E+22 2.46E+22 1.95E+22 1.60E+22 1.27E+22 9.92E+21 7.72E+21 5.98E+21 4.43E+21 3.34E+21 2.44E+21 1.78E+21
 160.00  3.533  2.11E+26 7.84E+24 2.05E+26 9.87E+22 1.96E+23 2.92E+23 3.86E+23 4.75E+23 5.24E+23 5.70E+23 6.13E+23 6.10E+23 6.10E+23 5.97E+23 5.57E+23 5.25E+23 4.91E+23 4.40E+23 3.94E+23 3.44E+23 2.99E+23 2.55E+23 2.18E+23 1.74E+23 1.44E+23 1.15E+23 9.05E+22 7.10E+22 5.54E+22 4.16E+22 3.17E+22 2.34E+22 1.72E+22
