                    ************************************************************************************************
                    *  Z= 38 A= 86: Positive-Parity Spin-dependent Level Density [MeV-1] for Sr 86 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
  18.00  1.223  6.90E+07 1.50E+07 2.32E+08 3.03E+05 3.94E+05 9.73E+05 9.87E+05 1.42E+06 1.33E+06 1.55E+06 1.36E+06 1.37E+06 1.16E+06 1.07E+06 8.24E+05 6.97E+05 4.94E+05 3.81E+05 2.51E+05 1.75E+05 1.05E+05 6.54E+04 3.47E+04 1.88E+04 8.73E+03 3.87E+03 1.50E+03 4.79E+02 1.34E+02 3.03E+01 1.24E+00 9.53E-02 1.00E-30
  19.00  1.256  1.18E+08 2.45E+07 3.87E+08 4.82E+05 6.22E+05 1.55E+06 1.57E+06 2.26E+06 2.12E+06 2.48E+06 2.19E+06 2.24E+06 1.90E+06 1.77E+06 1.38E+06 1.18E+06 8.47E+05 6.73E+05 4.56E+05 3.26E+05 1.98E+05 1.26E+05 6.99E+04 3.99E+04 1.94E+04 9.02E+03 3.73E+03 1.37E+03 4.06E+02 9.64E+01 1.90E+01 7.63E-01 1.00E-30
  20.00  1.289  1.95E+08 3.90E+07 6.27E+08 7.43E+05 9.49E+05 2.38E+06 2.40E+06 3.48E+06 3.28E+06 3.87E+06 3.44E+06 3.54E+06 3.02E+06 2.85E+06 2.24E+06 1.94E+06 1.41E+06 1.14E+06 7.87E+05 5.83E+05 3.62E+05 2.35E+05 1.33E+05 7.94E+04 4.02E+04 1.95E+04 8.39E+03 3.29E+03 1.16E+03 3.42E+02 6.50E+01 7.48E+00 9.53E-02
  22.50  1.367  7.73E+08 1.16E+08 1.94E+09 2.10E+06 2.64E+06 6.68E+06 6.75E+06 9.88E+06 9.35E+06 1.11E+07 9.92E+06 1.04E+07 8.92E+06 8.59E+06 6.85E+06 6.13E+06 4.56E+06 3.82E+06 2.71E+06 2.11E+06 1.38E+06 9.75E+05 5.87E+05 3.78E+05 2.05E+05 1.14E+05 5.53E+04 2.49E+04 1.02E+04 3.85E+03 1.26E+03 3.26E+02 5.67E+01
  25.00  1.441  2.36E+09 3.18E+08 5.49E+09 5.52E+06 6.83E+06 1.75E+07 1.76E+07 2.59E+07 2.45E+07 2.94E+07 2.63E+07 2.78E+07 2.41E+07 2.36E+07 1.91E+07 1.74E+07 1.32E+07 1.13E+07 8.25E+06 6.67E+06 4.51E+06 3.35E+06 2.11E+06 1.46E+06 8.62E+05 5.24E+05 2.73E+05 1.41E+05 6.57E+04 2.91E+04 1.10E+04 3.80E+03 1.10E+03
  30.00  1.579  2.41E+10 2.18E+09 3.92E+10 3.61E+07 4.31E+07 1.13E+08 1.13E+08 1.69E+08 1.59E+08 1.93E+08 1.74E+08 1.86E+08 1.62E+08 1.61E+08 1.32E+08 1.22E+08 9.47E+07 8.36E+07 6.27E+07 5.26E+07 3.72E+07 2.92E+07 1.96E+07 1.47E+07 9.41E+06 6.45E+06 3.84E+06 2.37E+06 1.30E+06 7.34E+05 3.52E+05 1.66E+05 6.84E+04
  40.00  1.823  2.29E+12 1.14E+11 2.11E+12 1.80E+09 2.06E+09 5.58E+09 5.52E+09 8.36E+09 7.91E+09 9.70E+09 8.80E+09 9.49E+09 8.41E+09 8.40E+09 6.99E+09 6.54E+09 5.18E+09 4.60E+09 3.54E+09 3.00E+09 2.19E+09 1.75E+09 1.22E+09 9.43E+08 6.38E+08 4.58E+08 2.96E+08 2.01E+08 1.25E+08 8.18E+07 4.82E+07 2.96E+07 1.62E+07
  50.00  2.038  9.74E+13 4.77E+12 9.21E+13 7.04E+10 7.92E+10 2.17E+11 2.15E+11 3.28E+11 3.12E+11 3.86E+11 3.53E+11 3.86E+11 3.46E+11 3.51E+11 2.97E+11 2.82E+11 2.28E+11 2.07E+11 1.63E+11 1.41E+11 1.06E+11 8.60E+10 6.21E+10 4.88E+10 3.42E+10 2.50E+10 1.68E+10 1.16E+10 7.48E+09 4.98E+09 3.08E+09 1.94E+09 1.13E+09
  60.00  2.233  6.46E+15 3.20E+14 6.53E+15 3.92E+12 4.36E+12 1.21E+13 1.22E+13 1.95E+13 1.92E+13 2.60E+13 2.19E+13 2.51E+13 2.30E+13 2.30E+13 2.07E+13 1.96E+13 1.63E+13 1.54E+13 1.17E+13 1.06E+13 8.32E+12 7.10E+12 5.18E+12 4.17E+12 2.98E+12 2.28E+12 1.62E+12 1.19E+12 8.23E+11 5.82E+11 3.60E+11 2.32E+11 1.52E+11
  70.00  2.411  1.83E+17 8.87E+15 1.87E+17 1.02E+14 1.13E+14 3.15E+14 3.20E+14 5.12E+14 5.04E+14 6.82E+14 5.83E+14 6.72E+14 6.19E+14 6.28E+14 5.70E+14 5.47E+14 4.60E+14 4.42E+14 3.42E+14 3.15E+14 2.52E+14 2.19E+14 1.63E+14 1.34E+14 9.87E+13 7.76E+13 5.66E+13 4.27E+13 3.06E+13 2.23E+13 1.44E+13 9.66E+12 6.58E+12
  80.00  2.578  4.17E+18 2.00E+17 4.35E+18 2.20E+15 2.43E+15 6.76E+15 6.86E+15 1.10E+16 1.09E+16 1.47E+16 1.27E+16 1.47E+16 1.36E+16 1.40E+16 1.28E+16 1.24E+16 1.05E+16 1.02E+16 8.03E+15 7.50E+15 6.07E+15 5.36E+15 4.08E+15 3.42E+15 2.56E+15 2.06E+15 1.53E+15 1.19E+15 8.68E+14 6.52E+14 4.33E+14 3.01E+14 2.11E+14
  90.00  2.734  8.04E+19 3.83E+18 8.51E+19 4.02E+16 4.41E+16 1.23E+17 1.25E+17 2.01E+17 1.98E+17 2.70E+17 2.34E+17 2.73E+17 2.54E+17 2.62E+17 2.41E+17 2.36E+17 2.03E+17 1.99E+17 1.58E+17 1.49E+17 1.22E+17 1.09E+17 8.44E+16 7.18E+16 5.47E+16 4.47E+16 3.39E+16 2.67E+16 1.99E+16 1.53E+16 1.04E+16 7.43E+15 5.33E+15
 100.00  2.882  1.34E+21 6.34E+19 1.44E+21 6.40E+17 6.98E+17 1.96E+18 1.99E+18 3.20E+18 3.16E+18 4.30E+18 3.76E+18 4.40E+18 4.11E+18 4.28E+18 3.95E+18 3.90E+18 3.37E+18 3.33E+18 2.68E+18 2.55E+18 2.11E+18 1.91E+18 1.49E+18 1.29E+18 9.93E+17 8.23E+17 6.33E+17 5.08E+17 3.85E+17 3.01E+17 2.09E+17 1.52E+17 1.11E+17
 110.00  3.023  1.99E+22 9.31E+20 2.15E+22 9.05E+18 9.84E+18 2.77E+19 2.81E+19 4.53E+19 4.48E+19 6.10E+19 5.36E+19 6.30E+19 5.89E+19 6.18E+19 5.72E+19 5.70E+19 4.95E+19 4.93E+19 4.00E+19 3.83E+19 3.20E+19 2.92E+19 2.31E+19 2.01E+19 1.57E+19 1.32E+19 1.03E+19 8.37E+18 6.42E+18 5.10E+18 3.60E+18 2.68E+18 1.99E+18
 120.00  3.157  2.65E+23 1.23E+22 2.89E+23 1.15E+20 1.25E+20 3.53E+20 3.58E+20 5.78E+20 5.72E+20 7.80E+20 6.88E+20 8.12E+20 7.62E+20 8.04E+20 7.47E+20 7.48E+20 6.54E+20 6.55E+20 5.35E+20 5.17E+20 4.34E+20 4.00E+20 3.19E+20 2.81E+20 2.22E+20 1.88E+20 1.48E+20 1.22E+20 9.47E+19 7.61E+19 5.46E+19 4.12E+19 3.11E+19
 130.00  3.286  3.21E+24 1.48E+23 3.53E+24 1.35E+21 1.46E+21 4.12E+21 4.17E+21 6.74E+21 6.67E+21 9.10E+21 8.07E+21 9.56E+21 8.98E+21 9.52E+21 8.87E+21 8.94E+21 7.86E+21 7.90E+21 6.51E+21 6.32E+21 5.35E+21 4.96E+21 3.99E+21 3.54E+21 2.82E+21 2.42E+21 1.92E+21 1.60E+21 1.25E+21 1.02E+21 7.41E+20 5.67E+20 4.32E+20
 140.00  3.410  3.59E+25 1.64E+24 3.96E+25 1.45E+22 1.56E+22 4.42E+22 4.48E+22 7.24E+22 7.18E+22 9.80E+22 8.72E+22 1.04E+23 9.76E+22 1.04E+23 9.71E+22 9.84E+22 8.68E+22 8.77E+22 7.27E+22 7.09E+22 6.04E+22 5.63E+22 4.57E+22 4.09E+22 3.28E+22 2.83E+22 2.27E+22 1.91E+22 1.51E+22 1.24E+22 9.13E+21 7.07E+21 5.45E+21
 150.00  3.530  3.71E+26 1.68E+25 4.11E+26 1.45E+23 1.56E+23 4.42E+23 4.47E+23 7.24E+23 7.18E+23 9.81E+23 8.76E+23 1.04E+24 9.84E+23 1.05E+24 9.86E+23 1.00E+24 8.89E+23 9.02E+23 7.52E+23 7.37E+23 6.31E+23 5.92E+23 4.83E+23 4.35E+23 3.52E+23 3.06E+23 2.47E+23 2.09E+23 1.67E+23 1.39E+23 1.03E+23 8.07E+22 6.27E+22
