                    ************************************************************************************************
                    *  Z= 30 A= 66: Positive-Parity Spin-dependent Level Density [MeV-1] for Zn 66 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
 150.00  3.930  1.18E+24 6.62E+22 1.11E+24 6.27E+20 6.35E+20 1.88E+21 1.85E+21 3.05E+21 2.86E+21 3.67E+21 3.43E+21 3.82E+21 3.49E+21 3.66E+21 3.21E+21 3.12E+21 2.68E+21 2.54E+21 2.07E+21 1.93E+21 1.56E+21 1.31E+21 1.00E+21 8.62E+20 6.45E+20 5.16E+20 3.87E+20 2.90E+20 2.12E+20 1.56E+20 1.10E+20 7.76E+19 5.14E+19
 160.00  4.059  9.05E+24 5.02E+23 8.58E+24 4.66E+21 4.72E+21 1.39E+22 1.37E+22 2.27E+22 2.13E+22 2.74E+22 2.57E+22 2.87E+22 2.63E+22 2.77E+22 2.43E+22 2.38E+22 2.06E+22 1.96E+22 1.60E+22 1.50E+22 1.22E+22 1.03E+22 8.06E+21 6.94E+21 5.25E+21 4.24E+21 3.21E+21 2.43E+21 1.80E+21 1.34E+21 9.61E+20 6.85E+20 4.60E+20
 170.00  4.183  6.59E+25 3.60E+24 6.28E+25 3.28E+22 3.32E+22 9.78E+22 9.69E+22 1.60E+23 1.50E+23 1.94E+23 1.82E+23 2.04E+23 1.87E+23 1.98E+23 1.75E+23 1.72E+23 1.49E+23 1.43E+23 1.18E+23 1.11E+23 9.08E+22 7.74E+22 6.06E+22 5.27E+22 4.01E+22 3.27E+22 2.50E+22 1.91E+22 1.43E+22 1.08E+22 7.79E+21 5.64E+21 3.83E+21
 180.00  4.305  4.56E+26 2.46E+25 4.36E+26 2.20E+23 2.22E+23 6.57E+23 6.51E+23 1.07E+24 1.01E+24 1.30E+24 1.22E+24 1.38E+24 1.27E+24 1.35E+24 1.20E+24 1.18E+24 1.03E+24 9.87E+23 8.20E+23 7.75E+23 6.38E+23 5.48E+23 4.32E+23 3.78E+23 2.91E+23 2.38E+23 1.83E+23 1.42E+23 1.07E+23 8.19E+22 5.94E+22 4.36E+22 3.00E+22
 190.00  4.423  3.01E+27 1.60E+26 2.89E+27 1.41E+24 1.42E+24 4.21E+24 4.16E+24 6.87E+24 6.49E+24 8.36E+24 7.89E+24 8.91E+24 8.19E+24 8.75E+24 7.79E+24 7.72E+24 6.75E+24 6.53E+24 5.43E+24 5.16E+24 4.27E+24 3.69E+24 2.93E+24 2.58E+24 2.00E+24 1.65E+24 1.28E+24 1.00E+24 7.59E+23 5.85E+23 4.29E+23 3.18E+23 2.21E+23
 200.00  4.538  1.67E+28 8.34E+26 1.56E+28 7.37E+24 7.45E+24 2.20E+25 2.19E+25 3.60E+25 3.41E+25 4.40E+25 4.16E+25 4.71E+25 4.35E+25 4.65E+25 4.14E+25 4.12E+25 3.62E+25 3.51E+25 2.93E+25 2.80E+25 2.32E+25 2.02E+25 1.62E+25 1.43E+25 1.11E+25 9.25E+24 7.22E+24 5.67E+24 4.34E+24 3.37E+24 2.49E+24 1.86E+24 1.31E+24

                    ************************************************************************************************
                    *  Z= 30 A= 66: Negative-Parity Spin-dependent Level Density [MeV-1] for Zn 66 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.160  2.50E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.227  5.00E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.278  7.50E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.321  1.00E-30 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.359  1.24E-01 0.00E+00 9.00E-28 2.79E-01 1.00E-30 1.08E-01 1.00E-30 1.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.393  4.72E-01 0.00E+00 9.00E-28 7.21E-01 1.00E-30 2.81E-01 1.00E-30 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.424  5.69E-01 1.42E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.454  6.67E-01 1.42E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 2.81E-01 1.00E-30 1.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.481  1.06E+00 6.91E+00 9.00E-28 5.21E-03 3.87E-01 4.96E-01 2.62E-02 2.79E-01 1.00E-30 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.507  2.40E+00 9.24E+00 9.00E-28 1.27E-01 1.39E+00 2.09E+00 4.19E-01 1.00E+00 1.00E-30 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.532  4.70E+00 1.08E+01 4.10E+00 7.96E-01 1.49E+00 3.66E+00 1.36E+00 1.33E+00 1.08E-01 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.556  8.58E+00 1.40E+01 1.47E+01 1.80E+00 1.78E+00 5.33E+00 1.84E+00 2.36E+00 4.97E-01 3.89E-01 1.00E-30 1.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.578  1.33E+01 1.34E+01 2.69E+01 1.80E+00 1.51E+00 5.33E+00 2.65E+00 3.09E+00 1.10E+00 3.89E-01 1.00E-30 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.600  1.98E+01 1.91E+01 6.35E+01 1.67E+00 1.11E+00 5.03E+00 3.34E+00 3.84E+00 2.04E+00 7.15E-01 1.08E-01 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.621  2.73E+01 2.76E+01 8.34E+01 1.55E+00 1.71E+00 3.89E+00 3.37E+00 4.89E+00 2.33E+00 1.66E+00 3.89E-01 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.642  3.56E+01 5.98E+01 1.06E+02 2.34E+00 1.55E+00 3.39E+00 3.67E+00 4.80E+00 2.69E+00 2.33E+00 7.15E-01 2.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.661  4.72E+01 9.14E+01 1.32E+02 4.12E+00 2.13E+00 5.58E+00 5.50E+00 4.93E+00 3.65E+00 4.30E+00 1.66E+00 1.08E-01 1.00E-30 1.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.681  6.32E+01 1.46E+02 1.54E+02 7.50E+00 3.41E+00 9.05E+00 9.36E+00 7.10E+00 3.11E+00 6.39E+00 2.13E+00 4.97E-01 1.00E-30 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.699  8.60E+01 1.87E+02 2.17E+02 1.03E+01 5.72E+00 1.47E+01 1.18E+01 1.25E+01 3.56E+00 6.67E+00 3.01E+00 1.10E+00 1.08E-01 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.717  1.19E+02 2.36E+02 3.45E+02 1.26E+01 9.66E+00 2.15E+01 1.48E+01 1.84E+01 5.90E+00 6.78E+00 3.99E+00 2.13E+00 3.89E-01 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.752  2.50E+02 3.35E+02 9.49E+02 1.78E+01 1.27E+01 3.20E+01 2.33E+01 3.08E+01 1.70E+01 1.06E+01 4.81E+00 5.88E+00 1.66E+00 1.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.786  4.62E+02 6.17E+02 1.87E+03 1.72E+01 1.38E+01 4.07E+01 3.30E+01 4.43E+01 2.81E+01 2.45E+01 1.08E+01 8.12E+00 3.27E+00 7.15E-01 1.00E-30 1.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.818  7.96E+02 1.17E+03 2.97E+03 2.32E+01 2.42E+01 7.13E+01 4.95E+01 7.17E+01 4.45E+01 4.34E+01 2.38E+01 1.17E+01 6.00E+00 2.80E+00 2.49E-01 3.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.849  1.34E+03 2.01E+03 5.08E+03 3.53E+01 4.07E+01 1.15E+02 8.22E+01 1.07E+02 6.90E+01 6.88E+01 3.93E+01 2.38E+01 9.34E+00 6.17E+00 1.50E+00 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.879  2.30E+03 3.07E+03 9.34E+03 5.78E+01 6.46E+01 1.78E+02 1.39E+02 1.69E+02 1.08E+02 1.10E+02 6.23E+01 4.57E+01 2.01E+01 1.14E+01 4.50E+00 2.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.908  3.94E+03 4.82E+03 1.66E+04 9.61E+01 1.01E+02 2.83E+02 2.33E+02 2.81E+02 1.82E+02 1.84E+02 1.09E+02 7.89E+01 4.18E+01 2.37E+01 9.06E+00 4.10E+00 8.89E-01 2.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.935  6.60E+03 7.67E+03 2.74E+04 1.49E+02 1.61E+02 4.38E+02 3.66E+02 4.78E+02 3.15E+02 3.09E+02 1.92E+02 1.34E+02 7.71E+01 4.79E+01 1.80E+01 8.44E+00 2.43E+00 7.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.963  1.08E+04 1.24E+04 4.37E+04 2.26E+02 2.41E+02 6.44E+02 5.37E+02 7.37E+02 5.24E+02 5.07E+02 3.20E+02 2.22E+02 1.30E+02 7.92E+01 3.63E+01 1.38E+01 4.26E+00 1.89E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.989  1.73E+04 1.94E+04 7.01E+04 3.50E+02 3.63E+02 9.75E+02 7.86E+02 1.08E+03 8.00E+02 7.97E+02 5.19E+02 3.67E+02 2.18E+02 1.32E+02 6.51E+01 2.73E+01 1.03E+01 3.99E+00 3.91E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.015  2.76E+04 2.91E+04 1.13E+05 5.45E+02 5.69E+02 1.55E+03 1.27E+03 1.67E+03 1.21E+03 1.24E+03 8.46E+02 6.14E+02 3.77E+02 2.32E+02 1.22E+02 6.09E+01 2.48E+01 8.52E+00 1.50E+00 1.03E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.064  7.82E+04 6.54E+04 2.77E+05 1.20E+03 1.27E+03 3.54E+03 3.01E+03 4.11E+03 3.05E+03 3.10E+03 2.09E+03 1.62E+03 1.07E+03 6.68E+02 3.65E+02 1.97E+02 9.13E+01 3.35E+01 1.11E+01 3.48E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.111  1.91E+05 1.44E+05 6.37E+05 2.48E+03 2.69E+03 7.47E+03 6.32E+03 8.70E+03 6.61E+03 7.04E+03 5.04E+03 3.87E+03 2.58E+03 1.75E+03 1.01E+03 5.35E+02 2.71E+02 1.25E+02 3.64E+01 1.46E+01 4.28E+00 5.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.157  4.41E+05 2.95E+05 1.43E+06 5.30E+03 5.58E+03 1.57E+04 1.36E+04 1.89E+04 1.44E+04 1.53E+04 1.12E+04 9.03E+03 6.22E+03 4.26E+03 2.55E+03 1.45E+03 7.65E+02 3.68E+02 1.44E+02 5.21E+01 1.47E+01 5.35E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.201  9.60E+05 5.92E+05 3.05E+06 1.05E+04 1.10E+04 3.09E+04 2.69E+04 3.77E+04 2.99E+04 3.25E+04 2.39E+04 1.95E+04 1.38E+04 9.96E+03 6.03E+03 3.54E+03 1.98E+03 9.82E+02 4.16E+02 1.81E+02 5.78E+01 1.81E+01 4.28E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.243  2.01E+06 1.14E+06 6.28E+06 2.01E+04 2.12E+04 5.99E+04 5.25E+04 7.43E+04 5.87E+04 6.48E+04 4.91E+04 4.12E+04 2.96E+04 2.16E+04 1.37E+04 8.35E+03 4.76E+03 2.52E+03 1.11E+03 5.31E+02 1.90E+02 6.49E+01 1.54E+01 2.97E+00 5.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.283  4.04E+06 2.09E+06 1.24E+07 3.74E+04 3.95E+04 1.12E+05 9.84E+04 1.41E+05 1.14E+05 1.26E+05 9.59E+04 8.23E+04 6.03E+04 4.50E+04 2.90E+04 1.84E+04 1.09E+04 5.91E+03 2.79E+03 1.38E+03 5.41E+02 2.06E+02 6.31E+01 1.82E+01 3.89E+00 5.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.323  7.81E+06 3.78E+06 2.36E+07 6.64E+04 6.98E+04 1.98E+05 1.77E+05 2.54E+05 2.07E+05 2.34E+05 1.83E+05 1.58E+05 1.17E+05 9.09E+04 5.96E+04 3.85E+04 2.33E+04 1.34E+04 6.47E+03 3.33E+03 1.40E+03 5.93E+02 1.86E+02 6.04E+01 1.28E+01 3.25E+00 5.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.361  1.47E+07 6.53E+06 4.35E+07 1.17E+05 1.23E+05 3.49E+05 3.10E+05 4.51E+05 3.70E+05 4.20E+05 3.29E+05 2.95E+05 2.21E+05 1.73E+05 1.16E+05 7.76E+04 4.80E+04 2.82E+04 1.43E+04 7.61E+03 3.35E+03 1.50E+03 5.33E+02 1.88E+02 5.11E+01 1.12E+01 2.25E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.399  2.66E+07 1.10E+07 7.74E+07 1.92E+05 2.01E+05 5.71E+05 5.18E+05 7.59E+05 6.31E+05 7.27E+05 5.78E+05 5.23E+05 3.98E+05 3.21E+05 2.18E+05 1.49E+05 9.40E+04 5.71E+04 2.95E+04 1.64E+04 7.51E+03 3.41E+03 1.30E+03 4.99E+02 1.41E+02 3.51E+01 7.06E+00 5.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.435  4.68E+07 1.79E+07 1.33E+08 3.16E+05 3.31E+05 9.41E+05 8.52E+05 1.25E+06 1.04E+06 1.21E+06 9.75E+05 9.05E+05 6.94E+05 5.68E+05 3.93E+05 2.77E+05 1.78E+05 1.11E+05 5.90E+04 3.38E+04 1.59E+04 7.59E+03 3.05E+03 1.25E+03 3.93E+02 1.10E+02 2.55E+01 4.89E+00 5.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.522  2.09E+08 5.45E+07 4.50E+08 9.24E+05 9.64E+05 2.76E+06 2.53E+06 3.76E+06 3.22E+06 3.81E+06 3.12E+06 3.00E+06 2.37E+06 2.04E+06 1.45E+06 1.08E+06 7.25E+05 4.81E+05 2.71E+05 1.65E+05 8.36E+04 4.29E+04 1.87E+04 8.27E+03 3.18E+03 1.08E+03 3.36E+02 8.65E+01 1.46E+01 5.49E+00 9.66E-01 1.00E-30 1.00E-30
  25.00  1.604  6.72E+08 1.46E+08 1.34E+09 2.41E+06 2.51E+06 7.19E+06 6.63E+06 1.00E+07 8.65E+06 1.04E+07 8.69E+06 8.61E+06 6.92E+06 6.20E+06 4.55E+06 3.59E+06 2.49E+06 1.76E+06 1.04E+06 6.75E+05 3.62E+05 1.99E+05 9.28E+04 4.47E+04 1.87E+04 7.03E+03 2.56E+03 7.96E+02 2.17E+02 4.37E+01 8.26E+00 2.96E+00 3.23E-01
  30.00  1.757  6.19E+09 8.26E+08 8.56E+09 1.29E+07 1.33E+07 3.83E+07 3.55E+07 5.42E+07 4.74E+07 5.82E+07 4.93E+07 5.07E+07 4.17E+07 3.91E+07 2.99E+07 2.53E+07 1.85E+07 1.43E+07 9.23E+06 6.69E+06 3.95E+06 2.49E+06 1.30E+06 7.20E+05 3.41E+05 1.50E+05 6.36E+04 2.39E+04 8.38E+03 2.48E+03 6.85E+02 1.55E+02 6.83E+01
  40.00  2.029  2.92E+11 2.08E+10 2.34E+11 3.10E+08 3.19E+08 9.22E+08 8.59E+08 1.31E+09 1.15E+09 1.43E+09 1.23E+09 1.28E+09 1.07E+09 1.02E+09 7.98E+08 7.01E+08 5.31E+08 4.36E+08 3.00E+08 2.37E+08 1.55E+08 1.13E+08 6.82E+07 4.64E+07 2.67E+07 1.55E+07 8.27E+06 4.29E+06 1.97E+06 8.43E+05 3.36E+05 1.21E+05 3.70E+04
  50.00  2.269  6.97E+12 4.81E+11 5.60E+12 6.94E+09 7.08E+09 2.07E+10 1.93E+10 2.97E+10 2.62E+10 3.27E+10 2.83E+10 2.96E+10 2.50E+10 2.41E+10 1.92E+10 1.69E+10 1.31E+10 1.08E+10 7.66E+09 6.13E+09 4.14E+09 3.08E+09 1.95E+09 1.37E+09 8.42E+08 5.32E+08 3.14E+08 1.87E+08 1.02E+08 5.48E+07 2.75E+07 1.34E+07 5.62E+06
  60.00  2.485  2.51E+14 1.86E+13 2.14E+14 2.17E+11 2.21E+11 6.47E+11 6.32E+11 1.03E+12 9.32E+11 1.14E+12 1.03E+12 1.07E+12 9.27E+11 9.06E+11 7.36E+11 6.51E+11 5.14E+11 4.38E+11 3.18E+11 2.66E+11 1.89E+11 1.37E+11 9.02E+10 6.70E+10 4.20E+10 2.80E+10 1.74E+10 1.04E+10 6.24E+09 3.61E+09 1.99E+09 1.06E+09 5.14E+08
  70.00  2.684  5.26E+15 3.52E+14 4.55E+15 4.16E+12 4.23E+12 1.24E+13 1.22E+13 2.00E+13 1.83E+13 2.25E+13 2.05E+13 2.16E+13 1.90E+13 1.87E+13 1.55E+13 1.39E+13 1.12E+13 9.74E+12 7.20E+12 6.18E+12 4.53E+12 3.35E+12 2.28E+12 1.74E+12 1.13E+12 7.78E+11 5.06E+11 3.15E+11 1.97E+11 1.19E+11 6.92E+10 3.90E+10 2.03E+10
  80.00  2.870  8.66E+16 5.61E+15 7.61E+16 6.40E+13 6.50E+13 1.91E+14 1.88E+14 3.08E+14 2.84E+14 3.52E+14 3.22E+14 3.44E+14 3.04E+14 3.04E+14 2.54E+14 2.31E+14 1.89E+14 1.67E+14 1.27E+14 1.10E+14 8.26E+13 6.25E+13 4.36E+13 3.41E+13 2.29E+13 1.63E+13 1.09E+13 7.02E+12 4.54E+12 2.87E+12 1.74E+12 1.03E+12 5.63E+11
  90.00  3.044  1.23E+18 7.71E+16 1.09E+18 8.56E+14 8.70E+14 2.55E+15 2.52E+15 4.12E+15 3.81E+15 4.76E+15 4.37E+15 4.71E+15 4.19E+15 4.24E+15 3.57E+15 3.30E+15 2.72E+15 2.45E+15 1.88E+15 1.66E+15 1.26E+15 9.78E+14 6.98E+14 5.57E+14 3.82E+14 2.79E+14 1.92E+14 1.28E+14 8.51E+13 5.55E+13 3.49E+13 2.15E+13 1.23E+13
 100.00  3.209  1.53E+19 9.40E+17 1.38E+19 1.01E+16 1.03E+16 3.02E+16 2.98E+16 4.89E+16 4.53E+16 5.69E+16 5.26E+16 5.70E+16 5.10E+16 5.20E+16 4.42E+16 4.13E+16 3.44E+16 3.13E+16 2.44E+16 2.18E+16 1.68E+16 1.33E+16 9.63E+15 7.78E+15 5.48E+15 4.08E+15 2.86E+15 1.96E+15 1.33E+15 8.95E+14 5.78E+14 3.68E+14 2.18E+14
