                    ************************************************************************************************
                    *  Z= 28 A= 62: Positive-Parity Spin-dependent Level Density [MeV-1] for Ni 62 and ldmodel= 5  *
   2.25  0.523  8.98E+00 4.96E+00 5.77E+01 1.32E+00 1.05E+00 1.91E+00 1.92E+00 1.87E+00 3.20E-01 4.63E-01 1.60E-01 8.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.551  1.26E+01 7.40E+00 7.60E+01 1.61E+00 1.67E+00 2.29E+00 2.15E+00 2.65E+00 6.68E-01 5.95E-01 9.08E-02 1.54E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.578  1.70E+01 1.16E+01 9.63E+01 1.59E+00 2.02E+00 3.25E+00 2.06E+00 3.09E+00 1.21E+00 7.29E-01 2.17E-01 1.57E-01 1.00E-30 6.92E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.604  2.20E+01 1.52E+01 1.23E+02 2.08E+00 2.42E+00 3.98E+00 2.50E+00 3.43E+00 2.19E+00 8.79E-01 2.26E-01 2.17E-01 6.66E-02 7.52E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.629  2.76E+01 2.16E+01 1.31E+02 1.95E+00 1.62E+00 3.81E+00 2.82E+00 3.47E+00 2.59E+00 1.25E+00 2.81E-01 1.53E-01 7.23E-02 7.23E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.652  3.41E+01 3.15E+01 1.55E+02 1.70E+00 1.63E+00 4.36E+00 3.26E+00 3.71E+00 2.71E+00 1.98E+00 5.71E-01 2.01E-01 6.97E-02 6.97E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.675  4.21E+01 4.23E+01 1.97E+02 1.93E+00 1.62E+00 4.86E+00 4.48E+00 4.59E+00 3.21E+00 2.85E+00 7.80E-01 3.21E-01 1.27E-01 6.72E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.697  5.15E+01 5.30E+01 2.43E+02 2.31E+00 2.00E+00 5.87E+00 5.51E+00 5.46E+00 3.66E+00 3.49E+00 1.27E+00 4.78E-01 1.59E-01 9.37E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.719  6.28E+01 6.95E+01 3.02E+02 2.77E+00 2.54E+00 7.17E+00 6.65E+00 6.47E+00 4.15E+00 4.21E+00 2.14E+00 7.15E-01 1.85E-01 1.22E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.740  7.66E+01 7.03E+01 3.57E+02 3.03E+00 3.39E+00 8.29E+00 7.09E+00 7.76E+00 5.11E+00 4.66E+00 2.57E+00 1.11E+00 2.35E-01 1.21E-01 2.68E-02 2.68E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.760  9.36E+01 8.32E+01 4.21E+02 3.27E+00 4.57E+00 9.54E+00 7.44E+00 9.33E+00 6.36E+00 5.10E+00 2.95E+00 1.73E+00 2.86E-01 1.17E-01 5.52E-02 5.52E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.780  1.15E+02 1.07E+02 5.20E+02 4.41E+00 5.51E+00 1.16E+01 9.37E+00 1.12E+01 7.91E+00 6.32E+00 3.27E+00 2.39E+00 4.82E-01 1.89E-01 5.67E-02 5.67E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.818  1.83E+02 1.71E+02 8.11E+02 7.43E+00 7.89E+00 1.80E+01 1.49E+01 1.70E+01 1.18E+01 9.66E+00 4.88E+00 3.86E+00 1.42E+00 4.14E-01 5.33E-02 5.33E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.854  2.89E+02 2.48E+02 1.26E+03 1.01E+01 1.11E+01 2.72E+01 2.25E+01 2.68E+01 1.74E+01 1.44E+01 8.68E+00 5.46E+00 2.83E+00 1.05E+00 9.46E-02 7.24E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.889  4.43E+02 4.10E+02 1.80E+03 1.29E+01 1.37E+01 3.46E+01 3.13E+01 3.73E+01 2.59E+01 2.13E+01 1.26E+01 8.25E+00 3.41E+00 2.21E+00 3.96E-01 9.47E-02 2.09E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.923  6.62E+02 6.80E+02 2.50E+03 1.69E+01 1.81E+01 4.37E+01 4.05E+01 4.95E+01 3.69E+01 3.13E+01 1.74E+01 1.24E+01 4.93E+00 3.37E+00 1.03E+00 2.00E-01 4.47E-02 1.98E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.955  9.74E+02 1.05E+03 3.60E+03 2.28E+01 2.59E+01 6.08E+01 5.51E+01 6.82E+01 5.03E+01 4.55E+01 2.68E+01 1.83E+01 9.22E+00 4.81E+00 2.07E+00 4.71E-01 4.23E-02 4.23E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.986  1.43E+03 1.44E+03 5.15E+03 2.95E+01 3.55E+01 8.44E+01 7.45E+01 9.47E+01 6.94E+01 6.34E+01 4.07E+01 2.77E+01 1.43E+01 7.70E+00 3.38E+00 1.12E+00 1.67E-01 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.017  2.09E+03 2.19E+03 7.48E+03 4.00E+01 5.07E+01 1.19E+02 1.06E+02 1.30E+02 9.88E+01 9.04E+01 5.85E+01 4.35E+01 2.24E+01 1.27E+01 5.54E+00 2.53E+00 4.58E-01 2.04E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.046  3.05E+03 3.18E+03 1.07E+04 5.72E+01 6.80E+01 1.63E+02 1.51E+02 1.81E+02 1.40E+02 1.29E+02 8.27E+01 6.51E+01 3.48E+01 1.98E+01 8.54E+00 4.44E+00 1.03E+00 3.11E-01 3.66E-02 8.01E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.075  4.42E+03 4.81E+03 1.53E+04 7.68E+01 9.41E+01 2.24E+02 2.06E+02 2.57E+02 1.99E+02 1.80E+02 1.19E+02 9.22E+01 5.20E+01 3.12E+01 1.35E+01 6.64E+00 2.22E+00 5.46E-01 1.14E-01 2.48E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.103  6.35E+03 7.20E+03 2.15E+04 1.01E+02 1.26E+02 3.01E+02 2.77E+02 3.54E+02 2.75E+02 2.52E+02 1.69E+02 1.30E+02 7.63E+01 4.77E+01 2.14E+01 1.03E+01 4.22E+00 1.12E+00 2.26E-01 8.47E-02 1.87E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.156  1.38E+04 1.57E+04 4.09E+04 1.72E+02 2.08E+02 5.15E+02 4.87E+02 6.19E+02 4.90E+02 4.78E+02 3.30E+02 2.58E+02 1.57E+02 1.03E+02 5.36E+01 2.65E+01 1.12E+01 5.61E+00 1.28E+00 3.74E-01 1.17E-01 1.70E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.208  2.79E+04 3.15E+04 7.72E+04 3.14E+02 3.67E+02 9.07E+02 8.44E+02 1.09E+03 8.85E+02 8.63E+02 6.24E+02 5.08E+02 3.23E+02 2.15E+02 1.19E+02 6.60E+01 3.04E+01 1.40E+01 5.75E+00 2.03E+00 3.74E-01 1.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.257  5.40E+04 6.31E+04 1.44E+05 5.54E+02 6.31E+02 1.59E+03 1.51E+03 1.94E+03 1.59E+03 1.56E+03 1.14E+03 9.56E+02 6.43E+02 4.42E+02 2.50E+02 1.46E+02 7.19E+01 3.55E+01 1.55E+01 6.16E+00 2.18E+00 6.60E-01 1.39E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.305  9.95E+04 1.27E+05 2.60E+05 9.06E+02 1.04E+03 2.65E+03 2.52E+03 3.33E+03 2.78E+03 2.76E+03 2.07E+03 1.74E+03 1.18E+03 8.59E+02 5.11E+02 3.01E+02 1.59E+02 8.26E+01 3.68E+01 1.81E+01 6.45E+00 1.94E+00 7.42E-01 1.65E-01 2.62E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.350  1.77E+05 2.44E+05 4.53E+05 1.44E+03 1.64E+03 4.23E+03 4.00E+03 5.41E+03 4.58E+03 4.68E+03 3.58E+03 3.09E+03 2.13E+03 1.58E+03 9.78E+02 6.09E+02 3.32E+02 1.83E+02 8.96E+01 4.14E+01 1.88E+01 7.72E+00 2.22E+00 8.85E-01 1.52E-01 3.63E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.395  3.06E+05 4.49E+05 7.58E+05 2.27E+03 2.56E+03 6.63E+03 6.32E+03 8.56E+03 7.32E+03 7.62E+03 5.90E+03 5.25E+03 3.70E+03 2.77E+03 1.76E+03 1.14E+03 6.33E+02 3.61E+02 1.84E+02 9.10E+01 4.05E+01 1.66E+01 7.01E+00 2.38E+00 5.80E-01 1.84E-01 1.12E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.438  5.13E+05 7.94E+05 1.24E+06 3.64E+03 4.09E+03 1.06E+04 1.01E+04 1.37E+04 1.17E+04 1.22E+04 9.52E+03 8.58E+03 6.16E+03 4.73E+03 3.03E+03 1.98E+03 1.14E+03 6.53E+02 3.37E+02 1.70E+02 7.57E+01 3.34E+01 1.29E+01 4.86E+00 1.56E+00 4.17E-01 8.60E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.479  8.37E+05 1.39E+06 2.00E+06 5.60E+03 6.26E+03 1.63E+04 1.55E+04 2.14E+04 1.84E+04 1.92E+04 1.51E+04 1.37E+04 9.93E+03 7.85E+03 5.10E+03 3.40E+03 1.98E+03 1.17E+03 6.09E+02 3.15E+02 1.45E+02 6.39E+01 2.58E+01 9.97E+00 3.37E+00 1.02E+00 2.58E-01 1.93E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.520  1.33E+06 2.40E+06 3.12E+06 8.09E+03 9.00E+03 2.38E+04 2.28E+04 3.18E+04 2.76E+04 2.95E+04 2.33E+04 2.14E+04 1.56E+04 1.25E+04 8.32E+03 5.70E+03 3.39E+03 2.05E+03 1.10E+03 5.80E+02 2.78E+02 1.25E+02 5.24E+01 2.15E+01 7.18E+00 2.37E+00 6.35E-01 1.03E-01 2.49E-02 3.58E-03 1.00E-30 1.00E-30 1.00E-30
  20.00  1.559  2.06E+06 3.98E+06 4.67E+06 1.15E+04 1.27E+04 3.37E+04 3.24E+04 4.53E+04 3.96E+04 4.28E+04 3.43E+04 3.22E+04 2.38E+04 1.94E+04 1.30E+04 9.12E+03 5.53E+03 3.43E+03 1.88E+03 1.01E+03 4.96E+02 2.31E+02 9.96E+01 4.17E+01 1.49E+01 5.21E+00 1.52E+00 2.86E-01 1.28E-01 1.84E-02 1.00E-30 1.00E-30 1.00E-30
  22.50  1.654  6.63E+06 1.24E+07 1.23E+07 2.69E+04 2.94E+04 7.87E+04 7.58E+04 1.08E+05 9.53E+04 1.06E+05 8.63E+04 8.35E+04 6.35E+04 5.37E+04 3.72E+04 2.76E+04 1.74E+04 1.13E+04 6.50E+03 3.72E+03 1.90E+03 9.38E+02 4.28E+02 1.88E+02 7.54E+01 2.90E+01 9.67E+00 2.50E+00 6.49E-01 1.95E-01 6.05E-03 1.00E-30 1.00E-30
  25.00  1.743  1.68E+07 3.53E+07 2.84E+07 5.63E+04 6.13E+04 1.66E+05 1.60E+05 2.32E+05 2.06E+05 2.33E+05 1.92E+05 1.88E+05 1.45E+05 1.27E+05 9.10E+04 7.05E+04 4.57E+04 3.11E+04 1.85E+04 1.12E+04 5.92E+03 3.07E+03 1.46E+03 6.66E+02 2.81E+02 1.13E+02 3.98E+01 1.24E+01 3.81E+00 7.89E-01 9.03E-01 1.98E-01 2.51E-02
  30.00  1.910  9.97E+07 2.07E+08 1.24E+08 2.07E+05 2.23E+05 6.09E+05 5.89E+05 8.66E+05 7.78E+05 9.08E+05 7.65E+05 7.80E+05 6.16E+05 5.62E+05 4.21E+05 3.47E+05 2.38E+05 1.75E+05 1.11E+05 7.39E+04 4.23E+04 2.42E+04 1.25E+04 6.29E+03 2.86E+03 1.25E+03 5.03E+02 1.87E+02 6.46E+01 2.02E+01 5.51E+00 1.28E+00 1.81E-01
  40.00  2.205  2.12E+09 4.31E+09 1.59E+09 2.31E+06 2.45E+06 6.79E+06 6.53E+06 9.67E+06 8.71E+06 1.03E+07 8.77E+06 9.19E+06 7.46E+06 7.07E+06 5.43E+06 4.70E+06 3.44E+06 2.76E+06 1.89E+06 1.42E+06 9.12E+05 6.18E+05 3.67E+05 2.27E+05 1.22E+05 6.64E+04 3.15E+04 1.47E+04 6.14E+03 2.46E+03 8.96E+02 3.10E+02 9.93E+01
  50.00  2.466  2.65E+10 8.08E+10 1.97E+10 2.70E+07 2.81E+07 7.91E+07 7.63E+07 1.15E+08 1.03E+08 1.22E+08 1.05E+08 1.11E+08 9.02E+07 8.59E+07 6.66E+07 5.79E+07 4.31E+07 3.50E+07 2.48E+07 1.87E+07 1.25E+07 8.81E+06 5.60E+06 3.72E+06 2.21E+06 1.37E+06 7.60E+05 4.25E+05 2.12E+05 1.06E+05 4.75E+04 2.08E+04 8.13E+03
  60.00  2.701  4.06E+11 2.01E+12 3.19E+11 3.67E+08 3.81E+08 1.10E+09 1.09E+09 1.76E+09 1.52E+09 1.88E+09 1.63E+09 1.80E+09 1.40E+09 1.37E+09 1.06E+09 9.44E+08 7.29E+08 6.09E+08 4.57E+08 3.33E+08 2.28E+08 1.61E+08 1.09E+08 7.13E+07 4.47E+07 2.83E+07 1.78E+07 1.04E+07 5.33E+06 2.98E+06 1.55E+06 8.53E+05 3.86E+05
  70.00  2.917  4.97E+12 3.64E+13 3.95E+12 4.18E+09 4.32E+09 1.25E+10 1.23E+10 2.01E+10 1.75E+10 2.18E+10 1.92E+10 2.12E+10 1.68E+10 1.67E+10 1.31E+10 1.18E+10 9.32E+09 7.94E+09 6.07E+09 4.53E+09 3.18E+09 2.31E+09 1.62E+09 1.08E+09 7.01E+08 4.58E+08 2.97E+08 1.79E+08 9.58E+07 5.55E+07 3.08E+07 1.77E+07 8.77E+06
  80.00  3.119  5.33E+13 5.66E+14 4.30E+13 4.20E+10 4.35E+10 1.26E+11 1.24E+11 2.03E+11 1.77E+11 2.23E+11 1.97E+11 2.20E+11 1.77E+11 1.78E+11 1.41E+11 1.30E+11 1.04E+11 8.98E+10 7.01E+10 5.34E+10 3.84E+10 2.86E+10 2.05E+10 1.41E+10 9.42E+09 6.36E+09 4.25E+09 2.66E+09 1.49E+09 8.93E+08 5.18E+08 3.09E+08 1.62E+08
  90.00  3.308  5.08E+14 7.62E+15 4.15E+14 3.78E+11 3.87E+11 1.13E+12 1.12E+12 1.82E+12 1.61E+12 2.03E+12 1.81E+12 2.03E+12 1.65E+12 1.68E+12 1.35E+12 1.26E+12 1.02E+12 8.91E+11 7.06E+11 5.50E+11 4.03E+11 3.07E+11 2.24E+11 1.59E+11 1.08E+11 7.52E+10 5.17E+10 3.33E+10 1.94E+10 1.21E+10 7.24E+09 4.48E+09 2.45E+09
 100.00  3.487  4.37E+15 9.10E+16 3.61E+15 3.08E+12 3.16E+12 9.22E+12 9.11E+12 1.49E+13 1.32E+13 1.68E+13 1.50E+13 1.69E+13 1.39E+13 1.42E+13 1.16E+13 1.09E+13 8.92E+12 7.93E+12 6.35E+12 5.05E+12 3.75E+12 2.91E+12 2.16E+12 1.57E+12 1.09E+12 7.75E+11 5.45E+11 3.61E+11 2.17E+11 1.39E+11 8.59E+10 5.52E+10 3.12E+10
 110.00  3.657  3.45E+16 9.78E+17 2.87E+16 2.31E+13 2.37E+13 6.91E+13 6.84E+13 1.12E+14 9.95E+13 1.27E+14 1.14E+14 1.30E+14 1.08E+14 1.11E+14 9.10E+13 8.64E+13 7.13E+13 6.41E+13 5.17E+13 4.19E+13 3.15E+13 2.48E+13 1.88E+13 1.38E+13 9.80E+12 7.11E+12 5.09E+12 3.46E+12 2.12E+12 1.40E+12 8.88E+11 5.85E+11 3.41E+11
 120.00  3.820  2.52E+17 9.59E+18 2.12E+17 1.61E+14 1.65E+14 4.82E+14 4.77E+14 7.81E+14 6.98E+14 8.94E+14 8.06E+14 9.20E+14 7.69E+14 7.97E+14 6.60E+14 6.32E+14 5.25E+14 4.77E+14 3.89E+14 3.18E+14 2.43E+14 1.94E+14 1.48E+14 1.11E+14 8.00E+13 5.90E+13 4.29E+13 2.98E+13 1.87E+13 1.26E+13 8.16E+12 5.50E+12 3.30E+12
 130.00  3.976  1.72E+18 8.68E+19 1.45E+18 1.05E+15 1.07E+15 3.14E+15 3.12E+15 5.10E+15 4.58E+15 5.88E+15 5.33E+15 6.10E+15 5.13E+15 5.36E+15 4.46E+15 4.31E+15 3.60E+15 3.30E+15 2.71E+15 2.25E+15 1.73E+15 1.40E+15 1.08E+15 8.23E+14 6.01E+14 4.50E+14 3.31E+14 2.35E+14 1.50E+14 1.03E+14 6.80E+13 4.68E+13 2.87E+13
 140.00  4.126  1.10E+19 7.31E+20 9.37E+18 6.44E+15 6.63E+15 1.94E+16 1.92E+16 3.14E+16 2.83E+16 3.65E+16 3.32E+16 3.81E+16 3.23E+16 3.38E+16 2.83E+16 2.76E+16 2.32E+16 2.14E+16 1.77E+16 1.48E+16 1.16E+16 9.46E+15 7.35E+15 5.68E+15 4.19E+15 3.18E+15 2.37E+15 1.70E+15 1.11E+15 7.75E+14 5.20E+14 3.64E+14 2.27E+14
 150.00  4.270  6.70E+19 5.76E+21 5.72E+19 3.77E+16 3.86E+16 1.13E+17 1.12E+17 1.84E+17 1.66E+17 2.14E+17 1.95E+17 2.26E+17 1.92E+17 2.02E+17 1.71E+17 1.67E+17 1.41E+17 1.31E+17 1.09E+17 9.25E+16 7.24E+16 5.98E+16 4.71E+16 3.67E+16 2.73E+16 2.10E+16 1.58E+16 1.16E+16 7.66E+15 5.40E+15 3.69E+15 2.63E+15 1.67E+15
 160.00  4.410  3.87E+20 4.29E+22 3.32E+20 2.10E+17 2.15E+17 6.31E+17 6.24E+17 1.02E+18 9.27E+17 1.20E+18 1.10E+18 1.27E+18 1.09E+18 1.15E+18 9.74E+17 9.56E+17 8.14E+17 7.62E+17 6.38E+17 5.45E+17 4.29E+17 3.59E+17 2.84E+17 2.24E+17 1.69E+17 1.31E+17 9.96E+16 7.36E+16 4.94E+16 3.55E+16 2.45E+16 1.77E+16 1.14E+16
 170.00  4.546  2.14E+21 3.02E+23 1.84E+21 1.12E+18 1.14E+18 3.36E+18 3.33E+18 5.47E+18 4.95E+18 6.44E+18 5.89E+18 6.85E+18 5.86E+18 6.24E+18 5.31E+18 5.26E+18 4.48E+18 4.22E+18 3.55E+18 3.06E+18 2.43E+18 2.04E+18 1.63E+18 1.30E+18 9.86E+17 7.74E+17 5.93E+17 4.44E+17 3.00E+17 2.19E+17 1.53E+17 1.12E+17 7.31E+16
