                    ************************************************************************************************
                    *  Z= 21 A= 45: Positive-Parity Spin-dependent Level Density [MeV-1] for Sc 45 and ldmodel= 5  *
   4.25  0.744  2.61E+02 1.74E+01 1.17E+02 1.96E+00 3.68E+00 3.20E+00 2.93E+00 2.64E+00 2.35E+00 1.14E+00 8.44E-02 1.00E-30 1.00E-30 7.24E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.766  3.09E+02 2.69E+01 1.98E+02 2.80E+00 6.54E+00 4.25E+00 3.84E+00 4.05E+00 3.38E+00 1.16E+00 1.00E+00 1.45E-01 7.24E-02 8.58E-01 7.24E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.787  3.69E+02 4.45E+01 3.57E+02 3.39E+00 8.93E+00 8.69E+00 5.75E+00 7.39E+00 4.79E+00 1.49E+00 1.10E+00 1.79E+00 9.43E-01 9.31E-01 8.58E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.807  4.43E+02 6.66E+01 5.54E+02 4.74E+00 1.10E+01 1.28E+01 1.12E+01 1.10E+01 5.91E+00 2.56E+00 2.24E+00 2.83E+00 1.92E+00 1.76E+00 9.00E-01 3.62E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.847  6.57E+02 1.51E+02 1.29E+03 1.37E+01 2.10E+01 2.79E+01 2.77E+01 1.96E+01 1.33E+01 9.56E+00 6.32E+00 7.36E+00 4.28E+00 2.94E+00 1.86E+00 8.94E-01 3.62E-02 3.62E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.884  1.02E+03 3.52E+02 2.96E+03 3.12E+01 5.31E+01 6.57E+01 5.71E+01 3.84E+01 3.11E+01 2.72E+01 2.07E+01 1.48E+01 9.23E+00 5.81E+00 1.92E+00 1.74E+00 9.43E-01 8.94E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.920  1.53E+03 5.75E+02 4.83E+03 4.80E+01 8.52E+01 1.03E+02 9.33E+01 7.13E+01 5.40E+01 4.36E+01 3.33E+01 2.19E+01 1.17E+01 8.52E+00 4.33E+00 2.26E+00 2.89E+00 1.69E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.955  2.30E+03 8.79E+02 7.73E+03 6.94E+01 1.06E+02 1.47E+02 1.42E+02 1.24E+02 9.83E+01 6.67E+01 4.85E+01 2.89E+01 2.04E+01 1.63E+01 1.21E+01 7.66E+00 3.64E+00 9.70E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.989  3.40E+03 1.26E+03 1.15E+04 7.78E+01 1.36E+02 2.10E+02 2.12E+02 1.94E+02 1.47E+02 9.85E+01 6.40E+01 4.83E+01 4.13E+01 2.37E+01 1.75E+01 1.02E+01 2.36E+00 3.88E-01 1.09E-01 3.62E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.021  5.01E+03 1.90E+03 1.79E+04 1.16E+02 2.04E+02 2.87E+02 3.00E+02 2.73E+02 2.31E+02 1.64E+02 1.10E+02 8.34E+01 6.86E+01 4.45E+01 2.40E+01 1.42E+01 5.18E+00 2.81E+00 2.57E+00 8.58E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.053  7.38E+03 2.85E+03 2.67E+04 1.77E+02 3.20E+02 4.27E+02 4.18E+02 3.93E+02 3.48E+02 2.62E+02 1.98E+02 1.32E+02 9.04E+01 5.76E+01 2.80E+01 1.64E+01 1.16E+01 6.16E+00 2.62E+00 8.64E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.083  1.06E+04 3.81E+03 3.66E+04 2.18E+02 4.06E+02 5.45E+02 5.74E+02 5.30E+02 4.71E+02 3.66E+02 2.68E+02 1.77E+02 1.17E+02 7.99E+01 4.60E+01 2.64E+01 1.97E+01 1.14E+01 4.06E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.113  1.53E+04 5.04E+03 4.97E+04 2.64E+02 4.75E+02 6.61E+02 7.66E+02 7.23E+02 6.38E+02 5.04E+02 3.55E+02 2.42E+02 1.65E+02 1.12E+02 7.79E+01 4.95E+01 2.70E+01 1.31E+01 5.73E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.142  2.14E+04 6.25E+03 6.29E+04 2.99E+02 5.64E+02 8.02E+02 9.39E+02 9.11E+02 8.01E+02 6.52E+02 4.61E+02 3.25E+02 2.28E+02 1.42E+02 9.43E+01 6.19E+01 2.87E+01 1.32E+01 6.02E+00 1.20E+00 1.09E-01 3.63E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.197  4.44E+04 1.18E+04 1.22E+05 6.10E+02 1.13E+03 1.50E+03 1.56E+03 1.57E+03 1.48E+03 1.22E+03 9.72E+02 6.79E+02 4.66E+02 3.06E+02 1.98E+02 1.21E+02 7.55E+01 4.20E+01 2.13E+01 1.05E+01 5.14E+00 1.70E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.251  8.67E+04 2.04E+04 2.11E+05 9.86E+02 1.91E+03 2.66E+03 2.84E+03 2.74E+03 2.48E+03 2.11E+03 1.58E+03 1.18E+03 8.36E+02 5.27E+02 3.47E+02 2.14E+02 1.24E+02 6.91E+01 3.81E+01 1.86E+01 4.99E+00 1.13E+00 3.63E-02 1.81E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.302  1.63E+05 3.77E+04 3.94E+05 2.02E+03 3.65E+03 4.86E+03 4.98E+03 4.82E+03 4.44E+03 3.72E+03 2.98E+03 2.22E+03 1.63E+03 1.06E+03 6.99E+02 4.57E+02 2.90E+02 1.72E+02 8.86E+01 4.30E+01 1.81E+01 7.35E+00 1.79E+00 8.97E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.351  2.92E+05 6.76E+04 7.17E+05 3.31E+03 6.10E+03 8.45E+03 9.31E+03 8.81E+03 8.09E+03 6.74E+03 5.19E+03 3.93E+03 2.92E+03 2.03E+03 1.35E+03 8.83E+02 5.43E+02 3.19E+02 1.81E+02 9.95E+01 5.40E+01 2.65E+01 1.08E+01 2.74E+00 3.63E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.398  5.07E+05 1.12E+05 1.21E+06 5.17E+03 9.73E+03 1.34E+04 1.50E+04 1.47E+04 1.35E+04 1.13E+04 8.91E+03 6.73E+03 5.08E+03 3.54E+03 2.31E+03 1.50E+03 9.52E+02 5.78E+02 3.39E+02 1.96E+02 9.62E+01 4.05E+01 1.43E+01 3.97E+00 1.75E+00 1.81E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.444  8.50E+05 1.75E+05 1.92E+06 7.54E+03 1.43E+04 2.01E+04 2.29E+04 2.31E+04 2.18E+04 1.85E+04 1.44E+04 1.07E+04 8.04E+03 5.63E+03 3.72E+03 2.44E+03 1.54E+03 9.21E+02 5.38E+02 2.90E+02 1.45E+02 7.01E+01 3.11E+01 1.41E+01 4.34E+00 8.58E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.489  1.40E+06 2.70E+05 3.01E+06 1.15E+04 2.16E+04 3.01E+04 3.40E+04 3.47E+04 3.31E+04 2.91E+04 2.32E+04 1.75E+04 1.30E+04 9.01E+03 6.05E+03 3.96E+03 2.48E+03 1.50E+03 8.66E+02 4.97E+02 2.56E+02 1.26E+02 5.85E+01 2.33E+01 7.29E+00 9.52E-01 1.81E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.532  2.26E+06 4.26E+05 4.81E+06 1.80E+04 3.39E+04 4.72E+04 5.27E+04 5.33E+04 5.11E+04 4.51E+04 3.72E+04 2.84E+04 2.12E+04 1.46E+04 1.01E+04 6.74E+03 4.27E+03 2.62E+03 1.55E+03 8.95E+02 4.81E+02 2.51E+02 1.21E+02 4.92E+01 1.77E+01 5.32E+00 8.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.574  3.59E+06 6.45E+05 7.31E+06 2.63E+04 5.03E+04 7.05E+04 8.02E+04 8.09E+04 7.69E+04 6.78E+04 5.64E+04 4.40E+04 3.30E+04 2.29E+04 1.54E+04 1.03E+04 6.53E+03 3.91E+03 2.31E+03 1.32E+03 6.98E+02 3.44E+02 1.53E+02 6.57E+01 2.38E+01 6.88E+00 1.09E+00 1.81E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.615  5.56E+06 9.52E+05 1.10E+07 3.87E+04 7.26E+04 1.01E+05 1.14E+05 1.19E+05 1.15E+05 1.00E+05 8.35E+04 6.59E+04 5.03E+04 3.52E+04 2.38E+04 1.59E+04 1.03E+04 6.35E+03 3.83E+03 2.22E+03 1.21E+03 6.38E+02 3.16E+02 1.43E+02 5.76E+01 2.12E+01 5.35E+00 9.01E-01 8.44E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.713  1.83E+07 2.54E+06 2.98E+07 9.71E+04 1.84E+05 2.60E+05 2.99E+05 3.09E+05 3.00E+05 2.66E+05 2.26E+05 1.78E+05 1.40E+05 1.01E+05 6.96E+04 4.69E+04 3.04E+04 1.91E+04 1.14E+04 6.73E+03 3.69E+03 1.96E+03 9.90E+02 4.59E+02 2.01E+02 7.47E+01 2.27E+01 6.08E+00 1.06E+00 7.25E-03 1.00E-30 1.00E-30 1.00E-30
  25.00  1.805  4.84E+07 5.92E+06 7.15E+07 2.13E+05 4.07E+05 5.74E+05 6.64E+05 6.97E+05 6.94E+05 6.36E+05 5.46E+05 4.38E+05 3.47E+05 2.52E+05 1.76E+05 1.21E+05 7.79E+04 4.88E+04 2.95E+04 1.74E+04 9.63E+03 5.19E+03 2.66E+03 1.30E+03 5.80E+02 2.40E+02 9.25E+01 2.76E+01 8.09E+00 1.02E+00 3.50E-02 3.62E-03 1.00E-30
  30.00  1.978  3.26E+08 2.80E+07 3.51E+08 9.33E+05 1.78E+06 2.52E+06 2.97E+06 3.16E+06 3.17E+06 2.97E+06 2.59E+06 2.16E+06 1.76E+06 1.34E+06 9.56E+05 6.68E+05 4.41E+05 2.81E+05 1.71E+05 1.03E+05 5.93E+04 3.24E+04 1.72E+04 8.61E+03 4.08E+03 1.79E+03 7.46E+02 2.88E+02 1.10E+02 3.84E+01 8.36E+00 1.10E+00 6.71E-02
  40.00  2.283  7.49E+09 3.55E+08 4.76E+09 1.03E+07 1.99E+07 2.84E+07 3.40E+07 3.69E+07 3.79E+07 3.65E+07 3.34E+07 2.91E+07 2.46E+07 1.95E+07 1.48E+07 1.09E+07 7.57E+06 5.02E+06 3.19E+06 1.97E+06 1.15E+06 6.31E+05 3.42E+05 1.77E+05 8.73E+04 4.11E+04 1.86E+04 7.81E+03 3.10E+03 1.16E+03 3.85E+02 1.18E+02 3.20E+01
  50.00  2.553  7.22E+10 3.21E+09 4.38E+10 9.31E+07 1.79E+08 2.54E+08 3.04E+08 3.30E+08 3.39E+08 3.25E+08 2.96E+08 2.58E+08 2.20E+08 1.78E+08 1.37E+08 1.04E+08 7.45E+07 5.17E+07 3.41E+07 2.21E+07 1.34E+07 7.66E+06 4.25E+06 2.24E+06 1.13E+06 5.36E+05 2.49E+05 1.09E+05 4.48E+04 1.76E+04 6.40E+03 2.17E+03 6.63E+02
  60.00  2.797  9.11E+11 4.20E+10 5.70E+11 1.16E+09 2.28E+09 3.33E+09 4.07E+09 4.51E+09 4.39E+09 4.18E+09 3.88E+09 3.53E+09 2.90E+09 2.28E+09 1.74E+09 1.31E+09 9.62E+08 6.28E+08 4.10E+08 2.67E+08 1.67E+08 1.00E+08 5.48E+07 2.96E+07 1.54E+07 7.82E+06 3.56E+06 1.54E+06 6.24E+05 2.46E+05 9.52E+04 3.12E+04 9.57E+03
  70.00  3.021  9.90E+12 4.43E+11 6.04E+12 1.22E+10 2.39E+10 3.50E+10 4.28E+10 4.74E+10 4.61E+10 4.38E+10 4.07E+10 3.71E+10 3.06E+10 2.41E+10 1.85E+10 1.40E+10 1.04E+10 6.81E+09 4.48E+09 2.94E+09 1.85E+09 1.12E+09 6.19E+08 3.41E+08 1.85E+08 9.81E+07 4.74E+07 2.15E+07 9.32E+06 3.86E+06 1.53E+06 5.28E+05 1.73E+05
  80.00  3.229  1.02E+14 4.62E+12 6.40E+13 1.23E+11 2.41E+11 3.53E+11 4.33E+11 4.82E+11 4.74E+11 4.55E+11 4.26E+11 3.91E+11 3.26E+11 2.59E+11 2.00E+11 1.53E+11 1.14E+11 7.55E+10 5.01E+10 3.33E+10 2.13E+10 1.31E+10 7.40E+09 4.14E+09 2.28E+09 1.24E+09 6.15E+08 2.92E+08 1.34E+08 5.86E+07 2.45E+07 8.97E+06 3.16E+06
  90.00  3.425  9.73E+14 4.32E+13 6.13E+14 1.09E+12 2.17E+12 3.17E+12 3.92E+12 4.38E+12 4.34E+12 4.19E+12 3.96E+12 3.67E+12 3.09E+12 2.50E+12 1.97E+12 1.53E+12 1.16E+12 7.84E+11 5.31E+11 3.59E+11 2.33E+11 1.46E+11 8.42E+10 4.84E+10 2.75E+10 1.54E+10 7.92E+09 3.90E+09 1.87E+09 8.70E+08 3.91E+08 1.56E+08 6.09E+07
 100.00  3.610  8.52E+15 3.76E+14 5.45E+15 9.21E+12 1.82E+13 2.67E+13 3.30E+13 3.71E+13 3.70E+13 3.61E+13 3.43E+13 3.20E+13 2.73E+13 2.23E+13 1.78E+13 1.40E+13 1.07E+13 7.42E+12 5.13E+12 3.55E+12 2.37E+12 1.52E+12 9.02E+11 5.33E+11 3.12E+11 1.80E+11 9.58E+10 4.91E+10 2.46E+10 1.20E+10 5.67E+09 2.40E+09 1.01E+09
 110.00  3.787  6.86E+16 2.99E+15 4.43E+16 7.04E+13 1.40E+14 2.05E+14 2.53E+14 2.86E+14 2.88E+14 2.82E+14 2.71E+14 2.55E+14 2.20E+14 1.82E+14 1.47E+14 1.17E+14 9.14E+13 6.42E+13 4.52E+13 3.17E+13 2.16E+13 1.42E+13 8.63E+12 5.23E+12 3.14E+12 1.87E+12 1.02E+12 5.46E+11 2.83E+11 1.44E+11 7.13E+10 3.18E+10 1.42E+10
 120.00  3.955  5.12E+17 2.21E+16 3.34E+17 5.03E+14 9.95E+14 1.47E+15 1.82E+15 2.06E+15 2.09E+15 2.06E+15 1.99E+15 1.88E+15 1.64E+15 1.37E+15 1.11E+15 8.99E+14 7.13E+14 5.09E+14 3.65E+14 2.61E+14 1.81E+14 1.22E+14 7.54E+13 4.68E+13 2.88E+13 1.76E+13 1.00E+13 5.49E+12 2.95E+12 1.56E+12 8.03E+11 3.75E+11 1.75E+11
 130.00  4.116  3.58E+18 1.53E+17 2.35E+18 3.36E+15 6.66E+15 9.80E+15 1.22E+16 1.39E+16 1.42E+16 1.41E+16 1.37E+16 1.30E+16 1.13E+16 9.62E+15 7.93E+15 6.45E+15 5.17E+15 3.75E+15 2.72E+15 1.98E+15 1.40E+15 9.50E+14 6.04E+14 3.83E+14 2.41E+14 1.51E+14 8.78E+13 4.95E+13 2.74E+13 1.50E+13 7.98E+12 3.88E+12 1.89E+12
 140.00  4.272  2.35E+19 9.94E+17 1.56E+19 2.12E+16 4.20E+16 6.17E+16 7.72E+16 8.80E+16 8.99E+16 8.97E+16 8.76E+16 8.39E+16 7.42E+16 6.32E+16 5.27E+16 4.33E+16 3.50E+16 2.57E+16 1.90E+16 1.40E+16 9.97E+15 6.91E+15 4.47E+15 2.89E+15 1.86E+15 1.18E+15 7.07E+14 4.09E+14 2.33E+14 1.31E+14 7.17E+13 3.61E+13 1.82E+13
 150.00  4.422  1.46E+20 6.11E+18 9.74E+19 1.26E+17 2.51E+17 3.69E+17 4.63E+17 5.29E+17 5.43E+17 5.45E+17 5.34E+17 5.15E+17 4.58E+17 3.93E+17 3.30E+17 2.74E+17 2.24E+17 1.67E+17 1.23E+17 9.23E+16 6.69E+16 4.70E+16 3.09E+16 2.03E+16 1.33E+16 8.63E+15 5.26E+15 3.11E+15 1.82E+15 1.04E+15 5.89E+14 3.05E+14 1.59E+14
 160.00  4.567  8.63E+20 3.57E+19 5.78E+20 7.20E+17 1.43E+18 2.10E+18 2.64E+18 3.02E+18 3.12E+18 3.14E+18 3.09E+18 2.99E+18 2.68E+18 2.32E+18 1.96E+18 1.64E+18 1.35E+18 1.01E+18 7.65E+17 5.76E+17 4.23E+17 3.01E+17 2.01E+17 1.35E+17 8.91E+16 5.88E+16 3.65E+16 2.20E+16 1.31E+16 7.69E+15 4.46E+15 2.37E+15 1.27E+15
