                    ************************************************************************************************
                    *  Z= 38 A= 84: Positive-Parity Spin-dependent Level Density [MeV-1] for Sr 84 and ldmodel= 2  *
   2.25  0.453  4.47E+00 3.27E+00 2.26E+01 2.10E-01 5.53E-01 7.09E-01 6.71E-01 5.11E-01 3.25E-01 1.75E-01 8.09E-02 3.22E-02 1.11E-02 3.32E-03 8.62E-04 1.95E-04 3.85E-05 6.63E-06 9.97E-07 1.31E-07 1.50E-08 1.51E-09 1.33E-10 1.02E-11 6.87E-13 4.05E-14 2.09E-15 9.44E-17 3.74E-18 1.30E-19 3.94E-21 1.05E-22 2.45E-24
   2.50  0.477  7.27E+00 5.60E+00 3.89E+01 3.59E-01 9.45E-01 1.21E+00 1.15E+00 8.79E-01 5.60E-01 3.03E-01 1.41E-01 5.63E-02 1.95E-02 5.87E-03 1.54E-03 3.50E-04 6.96E-05 1.21E-05 1.84E-06 2.44E-07 2.83E-08 2.87E-09 2.55E-10 1.99E-11 1.36E-12 8.10E-14 4.24E-15 1.95E-16 7.82E-18 2.76E-19 8.52E-21 2.31E-22 5.49E-24
   2.75  0.501  1.18E+01 9.10E+00 6.50E+01 5.51E-01 1.46E+00 1.91E+00 1.84E+00 1.45E+00 9.58E-01 5.41E-01 2.64E-01 1.12E-01 4.13E-02 1.33E-02 3.77E-03 9.38E-04 2.05E-04 3.93E-05 6.63E-06 9.86E-07 1.29E-07 1.49E-08 1.52E-09 1.36E-10 1.08E-11 7.54E-13 4.65E-14 2.53E-15 1.22E-16 5.16E-18 1.93E-19 6.39E-21 1.87E-22
   3.00  0.523  1.90E+01 1.44E+01 1.06E+02 8.28E-01 2.21E+00 2.92E+00 2.88E+00 2.32E+00 1.58E+00 9.30E-01 4.74E-01 2.11E-01 8.27E-02 2.85E-02 8.64E-03 2.32E-03 5.49E-04 1.15E-04 2.14E-05 3.53E-06 5.15E-07 6.67E-08 7.67E-09 7.82E-10 7.08E-11 5.70E-12 4.07E-13 2.58E-14 1.45E-15 7.29E-17 3.24E-18 1.28E-19 4.51E-21
   3.25  0.544  3.02E+01 2.23E+01 1.68E+02 1.22E+00 3.28E+00 4.38E+00 4.39E+00 3.62E+00 2.54E+00 1.55E+00 8.21E-01 3.83E-01 1.58E-01 5.76E-02 1.86E-02 5.35E-03 1.37E-03 3.11E-04 6.30E-05 1.14E-05 1.83E-06 2.63E-07 3.37E-08 3.86E-09 3.94E-10 3.60E-11 2.93E-12 2.14E-13 1.39E-14 8.09E-16 4.20E-17 1.95E-18 8.11E-20
   3.50  0.565  4.71E+01 3.39E+01 2.61E+02 1.77E+00 4.77E+00 6.44E+00 6.56E+00 5.53E+00 3.98E+00 2.50E+00 1.38E+00 6.69E-01 2.89E-01 1.11E-01 3.80E-02 1.16E-02 3.18E-03 7.78E-04 1.70E-04 3.34E-05 5.88E-06 9.28E-07 1.31E-07 1.67E-08 1.90E-09 1.95E-10 1.79E-11 1.48E-12 1.10E-13 7.30E-15 4.37E-16 2.35E-17 1.13E-18
   3.75  0.585  7.24E+01 5.06E+01 3.99E+02 2.52E+00 6.84E+00 9.31E+00 9.63E+00 8.27E+00 6.10E+00 3.94E+00 2.24E+00 1.13E+00 5.10E-01 2.06E-01 7.42E-02 2.40E-02 6.98E-03 1.83E-03 4.29E-04 9.09E-05 1.73E-05 2.98E-06 4.62E-07 6.45E-08 8.12E-09 9.23E-10 9.46E-11 8.75E-12 7.30E-13 5.50E-14 3.74E-15 2.30E-16 1.27E-17
   4.00  0.604  1.10E+02 7.43E+01 6.00E+02 3.55E+00 9.66E+00 1.33E+01 1.39E+01 1.22E+01 9.16E+00 6.07E+00 3.56E+00 1.86E+00 8.73E-01 3.67E-01 1.39E-01 4.74E-02 1.46E-02 4.05E-03 1.02E-03 2.31E-04 4.74E-05 8.80E-06 1.48E-06 2.26E-07 3.11E-08 3.89E-09 4.40E-10 4.52E-11 4.21E-12 3.55E-13 2.71E-14 1.88E-15 1.18E-16
   4.25  0.622  1.63E+02 1.08E+02 8.87E+02 4.93E+00 1.35E+01 1.87E+01 1.98E+01 1.76E+01 1.35E+01 9.17E+00 5.53E+00 2.99E+00 1.45E+00 6.35E-01 2.51E-01 8.99E-02 2.91E-02 8.55E-03 2.28E-03 5.51E-04 1.21E-04 2.42E-05 4.39E-06 7.23E-07 1.08E-07 1.48E-08 1.84E-09 2.07E-10 2.13E-11 1.99E-12 1.70E-13 1.32E-14 9.28E-16
   4.50  0.640  2.41E+02 1.54E+02 1.30E+03 6.78E+00 1.86E+01 2.60E+01 2.78E+01 2.51E+01 1.97E+01 1.36E+01 8.43E+00 4.69E+00 2.35E+00 1.07E+00 4.40E-01 1.65E-01 5.59E-02 1.73E-02 4.87E-03 1.25E-03 2.92E-04 6.22E-05 1.21E-05 2.15E-06 3.48E-07 5.14E-08 6.95E-09 8.56E-10 9.64E-11 9.92E-12 9.33E-13 8.01E-14 6.28E-15
   4.75  0.658  3.50E+02 2.18E+02 1.87E+03 9.24E+00 2.54E+01 3.57E+01 3.87E+01 3.53E+01 2.82E+01 1.99E+01 1.26E+01 7.22E+00 3.73E+00 1.75E+00 7.50E-01 2.92E-01 1.04E-01 3.36E-02 9.95E-03 2.69E-03 6.67E-04 1.51E-04 3.14E-05 5.95E-06 1.04E-06 1.65E-07 2.41E-08 3.22E-09 3.95E-10 4.43E-11 4.57E-12 4.31E-13 3.73E-14
   5.00  0.675  5.03E+02 3.06E+02 2.67E+03 1.25E+01 3.45E+01 4.87E+01 5.32E+01 4.92E+01 3.98E+01 2.87E+01 1.86E+01 1.09E+01 5.81E+00 2.81E+00 1.24E+00 5.03E-01 1.86E-01 6.30E-02 1.96E-02 5.57E-03 1.46E-03 3.49E-04 7.68E-05 1.55E-05 2.89E-06 4.93E-07 7.73E-08 1.11E-08 1.48E-09 1.80E-10 2.02E-11 2.08E-12 1.97E-13
   5.50  0.708  1.09E+03 5.84E+02 5.28E+03 2.22E+01 6.17E+01 8.81E+01 9.80E+01 9.27E+01 7.72E+01 5.75E+01 3.88E+01 2.38E+01 1.33E+01 6.83E+00 3.21E+00 1.39E+00 5.53E-01 2.03E-01 6.85E-02 2.13E-02 6.13E-03 1.63E-03 3.99E-04 9.02E-05 1.89E-05 3.64E-06 6.51E-07 1.07E-07 1.64E-08 2.31E-09 3.02E-10 3.64E-11 4.07E-12
   6.00  0.739  2.16E+03 1.08E+03 1.01E+04 3.84E+01 1.07E+02 1.55E+02 1.75E+02 1.68E+02 1.44E+02 1.10E+02 7.70E+01 4.91E+01 2.87E+01 1.55E+01 7.69E+00 3.53E+00 1.50E+00 5.87E-01 2.14E-01 7.20E-02 2.25E-02 6.52E-03 1.75E-03 4.38E-04 1.01E-04 2.18E-05 4.37E-06 8.11E-07 1.40E-07 2.24E-08 3.34E-09 4.63E-10 5.96E-11
   6.50  0.770  4.10E+03 1.94E+03 1.87E+04 6.49E+01 1.82E+02 2.65E+02 3.03E+02 2.97E+02 2.59E+02 2.04E+02 1.47E+02 9.69E+01 5.90E+01 3.32E+01 1.73E+01 8.35E+00 3.75E+00 1.56E+00 6.06E-01 2.19E-01 7.36E-02 2.31E-02 6.74E-03 1.83E-03 4.65E-04 1.10E-04 2.43E-05 5.01E-06 9.63E-07 1.73E-07 2.89E-08 4.52E-09 6.60E-10
   7.00  0.799  7.50E+03 3.40E+03 3.37E+04 1.07E+02 3.02E+02 4.44E+02 5.13E+02 5.11E+02 4.54E+02 3.66E+02 2.70E+02 1.84E+02 1.16E+02 6.78E+01 3.68E+01 1.86E+01 8.78E+00 3.87E+00 1.59E+00 6.10E-01 2.19E-01 7.35E-02 2.31E-02 6.78E-03 1.87E-03 4.80E-04 1.16E-04 2.62E-05 5.53E-06 1.10E-06 2.04E-07 3.54E-08 5.78E-09
   7.50  0.827  1.33E+04 5.83E+03 5.95E+04 1.74E+02 4.93E+02 7.28E+02 8.50E+02 8.59E+02 7.77E+02 6.39E+02 4.83E+02 3.38E+02 2.20E+02 1.33E+02 7.49E+01 3.95E+01 1.95E+01 8.99E+00 3.89E+00 1.58E+00 6.00E-01 2.14E-01 7.18E-02 2.26E-02 6.68E-03 1.85E-03 4.84E-04 1.19E-04 2.73E-05 5.92E-06 1.20E-06 2.31E-07 4.15E-08
   8.00  0.854  2.31E+04 9.81E+03 1.03E+05 2.79E+02 7.90E+02 1.17E+03 1.38E+03 1.42E+03 1.30E+03 1.09E+03 8.42E+02 6.04E+02 4.03E+02 2.51E+02 1.47E+02 8.02E+01 4.11E+01 1.98E+01 8.98E+00 3.83E+00 1.53E+00 5.79E-01 2.06E-01 6.88E-02 2.17E-02 6.44E-03 1.80E-03 4.76E-04 1.18E-04 2.78E-05 6.15E-06 1.28E-06 2.52E-07
   8.50  0.880  3.94E+04 1.62E+04 1.74E+05 4.39E+02 1.25E+03 1.86E+03 2.21E+03 2.29E+03 2.13E+03 1.82E+03 1.43E+03 1.05E+03 7.19E+02 4.61E+02 2.77E+02 1.57E+02 8.34E+01 4.18E+01 1.97E+01 8.78E+00 3.69E+00 1.46E+00 5.48E-01 1.94E-01 6.48E-02 2.04E-02 6.10E-03 1.72E-03 4.59E-04 1.16E-04 2.76E-05 6.22E-06 1.33E-06
   9.00  0.906  6.58E+04 2.64E+04 2.90E+05 6.81E+02 1.94E+03 2.91E+03 3.49E+03 3.65E+03 3.44E+03 2.97E+03 2.39E+03 1.78E+03 1.25E+03 8.21E+02 5.08E+02 2.96E+02 1.63E+02 8.45E+01 4.14E+01 1.92E+01 8.42E+00 3.49E+00 1.37E+00 5.11E-01 1.80E-01 6.00E-02 1.90E-02 5.69E-03 1.62E-03 4.35E-04 1.11E-04 2.69E-05 6.16E-06
   9.50  0.930  1.08E+05 4.23E+04 4.76E+05 1.04E+03 2.98E+03 4.50E+03 5.43E+03 5.72E+03 5.46E+03 4.79E+03 3.90E+03 2.97E+03 2.12E+03 1.43E+03 9.07E+02 5.43E+02 3.08E+02 1.65E+02 8.37E+01 4.02E+01 1.83E+01 7.94E+00 3.26E+00 1.27E+00 4.69E-01 1.65E-01 5.48E-02 1.74E-02 5.22E-03 1.49E-03 4.05E-04 1.05E-04 2.56E-05
  10.00  0.955  1.75E+05 6.70E+04 7.70E+05 1.58E+03 4.53E+03 6.87E+03 8.34E+03 8.86E+03 8.54E+03 7.59E+03 6.28E+03 4.86E+03 3.54E+03 2.43E+03 1.58E+03 9.70E+02 5.65E+02 3.12E+02 1.63E+02 8.12E+01 3.84E+01 1.72E+01 7.36E+00 2.99E+00 1.15E+00 4.25E-01 1.49E-01 4.95E-02 1.57E-02 4.73E-03 1.36E-03 3.72E-04 9.70E-05
  11.00  1.001  4.99E+05 1.62E+05 1.94E+06 3.53E+03 1.01E+04 1.55E+04 1.90E+04 2.05E+04 2.01E+04 1.83E+04 1.55E+04 1.24E+04 9.34E+03 6.66E+03 4.50E+03 2.89E+03 1.77E+03 1.03E+03 5.68E+02 3.00E+02 1.51E+02 7.25E+01 3.32E+01 1.45E+01 6.07E+00 2.42E+00 9.22E-01 3.36E-01 1.17E-01 3.88E-02 1.23E-02 3.74E-03 1.09E-03
  12.00  1.046  1.25E+06 3.76E+05 4.67E+06 7.63E+03 2.20E+04 3.38E+04 4.18E+04 4.57E+04 4.55E+04 4.21E+04 3.66E+04 2.99E+04 2.32E+04 1.70E+04 1.19E+04 7.94E+03 5.05E+03 3.06E+03 1.78E+03 9.86E+02 5.23E+02 2.65E+02 1.29E+02 6.00E+01 2.67E+01 1.14E+01 4.67E+00 1.83E+00 6.88E-01 2.48E-01 8.55E-02 2.83E-02 8.99E-03
  13.00  1.088  2.96E+06 8.52E+05 1.08E+07 1.66E+04 4.78E+04 7.36E+04 9.17E+04 1.01E+05 1.01E+05 9.48E+04 8.33E+04 6.90E+04 5.43E+04 4.06E+04 2.90E+04 1.97E+04 1.28E+04 7.97E+03 4.75E+03 2.71E+03 1.48E+03 7.74E+02 3.89E+02 1.87E+02 8.65E+01 3.83E+01 1.63E+01 6.67E+00 2.62E+00 9.86E-01 3.57E-01 1.24E-01 4.14E-02
  14.00  1.129  6.70E+06 1.87E+06 2.42E+07 3.49E+04 1.01E+05 1.56E+05 1.95E+05 2.16E+05 2.19E+05 2.06E+05 1.83E+05 1.54E+05 1.23E+05 9.31E+04 6.75E+04 4.68E+04 3.10E+04 1.97E+04 1.20E+04 7.01E+03 3.93E+03 2.11E+03 1.09E+03 5.43E+02 2.59E+02 1.19E+02 5.23E+01 2.22E+01 9.03E+00 3.54E+00 1.33E+00 4.84E-01 1.69E-01
  15.00  1.169  1.47E+07 3.98E+06 5.25E+07 7.17E+04 2.08E+05 3.22E+05 4.04E+05 4.50E+05 4.59E+05 4.36E+05 3.91E+05 3.32E+05 2.68E+05 2.06E+05 1.52E+05 1.07E+05 7.21E+04 4.66E+04 2.90E+04 1.73E+04 9.92E+03 5.47E+03 2.90E+03 1.48E+03 7.26E+02 3.43E+02 1.56E+02 6.82E+01 2.87E+01 1.17E+01 4.56E+00 1.72E+00 6.22E-01
  16.00  1.207  3.12E+07 8.27E+06 1.11E+08 1.44E+05 4.17E+05 6.48E+05 8.17E+05 9.13E+05 9.37E+05 8.98E+05 8.11E+05 6.95E+05 5.67E+05 4.42E+05 3.30E+05 2.35E+05 1.61E+05 1.06E+05 6.72E+04 4.09E+04 2.40E+04 1.35E+04 7.32E+03 3.82E+03 1.93E+03 9.34E+02 4.36E+02 1.97E+02 8.54E+01 3.58E+01 1.44E+01 5.62E+00 2.11E+00
  17.00  1.245  6.48E+07 1.68E+07 2.29E+08 2.83E+05 8.21E+05 1.28E+06 1.62E+06 1.82E+06 1.87E+06 1.81E+06 1.64E+06 1.42E+06 1.17E+06 9.22E+05 6.96E+05 5.04E+05 3.50E+05 2.34E+05 1.51E+05 9.33E+04 5.56E+04 3.20E+04 1.77E+04 9.45E+03 4.87E+03 2.42E+03 1.16E+03 5.36E+02 2.39E+02 1.03E+02 4.28E+01 1.72E+01 6.66E+00
  18.00  1.281  1.31E+08 3.33E+07 4.61E+08 5.46E+05 1.58E+06 2.47E+06 3.14E+06 3.53E+06 3.67E+06 3.56E+06 3.26E+06 2.84E+06 2.36E+06 1.88E+06 1.43E+06 1.05E+06 7.39E+05 5.01E+05 3.27E+05 2.06E+05 1.25E+05 7.30E+04 4.12E+04 2.24E+04 1.18E+04 5.99E+03 2.93E+03 1.39E+03 6.36E+02 2.81E+02 1.20E+02 4.95E+01 1.98E+01
  19.00  1.316  2.61E+08 6.49E+07 9.10E+08 1.03E+06 3.00E+06 4.70E+06 5.97E+06 6.76E+06 7.04E+06 6.87E+06 6.33E+06 5.56E+06 4.66E+06 3.74E+06 2.88E+06 2.13E+06 1.52E+06 1.04E+06 6.91E+05 4.41E+05 2.71E+05 1.61E+05 9.26E+04 5.14E+04 2.75E+04 1.43E+04 7.14E+03 3.45E+03 1.62E+03 7.31E+02 3.20E+02 1.35E+02 5.55E+01
  20.00  1.350  5.10E+08 1.24E+08 1.76E+09 1.93E+06 5.61E+06 8.78E+06 1.12E+07 1.27E+07 1.33E+07 1.30E+07 1.21E+07 1.07E+07 9.02E+06 7.30E+06 5.67E+06 4.24E+06 3.06E+06 2.12E+06 1.42E+06 9.20E+05 5.75E+05 3.47E+05 2.02E+05 1.14E+05 6.22E+04 3.28E+04 1.67E+04 8.26E+03 3.95E+03 1.82E+03 8.16E+02 3.54E+02 1.48E+02
  22.50  1.432  3.45E+09 5.88E+08 8.60E+09 8.59E+06 2.50E+07 3.93E+07 5.04E+07 5.77E+07 6.09E+07 6.03E+07 5.67E+07 5.08E+07 4.36E+07 3.59E+07 2.85E+07 2.18E+07 1.61E+07 1.14E+07 7.88E+06 5.25E+06 3.38E+06 2.11E+06 1.27E+06 7.44E+05 4.21E+05 2.31E+05 1.23E+05 6.34E+04 3.17E+04 1.54E+04 7.23E+03 3.29E+03 1.46E+03
  25.00  1.509  1.62E+10 2.56E+09 3.84E+10 3.54E+07 1.03E+08 1.63E+08 2.10E+08 2.41E+08 2.57E+08 2.57E+08 2.44E+08 2.21E+08 1.93E+08 1.61E+08 1.30E+08 1.01E+08 7.61E+07 5.54E+07 3.90E+07 2.66E+07 1.76E+07 1.13E+07 7.00E+06 4.22E+06 2.47E+06 1.40E+06 7.72E+05 4.13E+05 2.14E+05 1.08E+05 5.30E+04 2.52E+04 1.16E+04
  30.00  1.653  4.10E+11 3.94E+10 6.20E+11 4.99E+08 1.46E+09 2.31E+09 3.00E+09 3.48E+09 3.75E+09 3.80E+09 3.68E+09 3.40E+09 3.02E+09 2.59E+09 2.15E+09 1.72E+09 1.34E+09 1.01E+09 7.35E+08 5.22E+08 3.59E+08 2.41E+08 1.57E+08 9.91E+07 6.10E+07 3.65E+07 2.13E+07 1.21E+07 6.66E+06 3.58E+06 1.87E+06 9.52E+05 4.72E+05
  40.00  1.909  1.04E+14 5.17E+12 8.74E+13 5.67E+10 1.66E+11 2.66E+11 3.48E+11 4.10E+11 4.49E+11 4.65E+11 4.60E+11 4.37E+11 4.01E+11 3.55E+11 3.06E+11 2.55E+11 2.07E+11 1.63E+11 1.26E+11 9.41E+10 6.86E+10 4.88E+10 3.39E+10 2.30E+10 1.52E+10 9.79E+09 6.16E+09 3.79E+09 2.28E+09 1.34E+09 7.66E+08 4.29E+08 2.34E+08
  50.00  2.134  7.93E+15 3.91E+14 6.99E+15 3.84E+12 1.13E+13 1.81E+13 2.39E+13 2.84E+13 3.15E+13 3.30E+13 3.32E+13 3.21E+13 3.01E+13 2.73E+13 2.41E+13 2.07E+13 1.73E+13 1.41E+13 1.12E+13 8.72E+12 6.61E+12 4.91E+12 3.56E+12 2.52E+12 1.75E+12 1.19E+12 7.89E+11 5.13E+11 3.26E+11 2.03E+11 1.24E+11 7.40E+10 4.33E+10
  60.00  2.338  4.09E+17 2.00E+16 3.74E+17 1.80E+14 5.30E+14 8.52E+14 1.13E+15 1.35E+15 1.51E+15 1.60E+15 1.63E+15 1.60E+15 1.52E+15 1.40E+15 1.26E+15 1.11E+15 9.45E+14 7.89E+14 6.44E+14 5.14E+14 4.02E+14 3.07E+14 2.30E+14 1.69E+14 1.21E+14 8.55E+13 5.91E+13 4.00E+13 2.66E+13 1.73E+13 1.10E+13 6.92E+12 4.25E+12
  70.00  2.526  1.57E+19 7.64E+17 1.48E+19 6.35E+15 1.87E+16 3.02E+16 4.02E+16 4.84E+16 5.44E+16 5.82E+16 5.98E+16 5.93E+16 5.70E+16 5.34E+16 4.87E+16 4.33E+16 3.77E+16 3.20E+16 2.67E+16 2.18E+16 1.74E+16 1.36E+16 1.05E+16 7.88E+15 5.82E+15 4.22E+15 3.01E+15 2.10E+15 1.44E+15 9.72E+14 6.43E+14 4.18E+14 2.67E+14
  80.00  2.700  4.76E+20 2.30E+19 4.61E+20 1.79E+17 5.29E+17 8.54E+17 1.14E+18 1.38E+18 1.56E+18 1.68E+18 1.74E+18 1.74E+18 1.69E+18 1.60E+18 1.47E+18 1.33E+18 1.17E+18 1.01E+18 8.55E+17 7.09E+17 5.77E+17 4.61E+17 3.61E+17 2.78E+17 2.10E+17 1.56E+17 1.14E+17 8.17E+16 5.76E+16 3.99E+16 2.72E+16 1.82E+16 1.20E+16
  90.00  2.864  1.19E+22 5.71E+20 1.18E+22 4.19E+18 1.24E+19 2.00E+19 2.68E+19 3.25E+19 3.70E+19 4.00E+19 4.16E+19 4.19E+19 4.11E+19 3.92E+19 3.65E+19 3.33E+19 2.97E+19 2.59E+19 2.22E+19 1.87E+19 1.55E+19 1.25E+19 1.00E+19 7.83E+18 6.03E+18 4.57E+18 3.40E+18 2.49E+18 1.80E+18 1.27E+18 8.88E+17 6.10E+17 4.12E+17
 100.00  3.019  2.52E+23 1.20E+22 2.54E+23 8.37E+19 2.48E+20 4.01E+20 5.39E+20 6.55E+20 7.47E+20 8.12E+20 8.49E+20 8.61E+20 8.49E+20 8.16E+20 7.66E+20 7.05E+20 6.35E+20 5.61E+20 4.86E+20 4.14E+20 3.46E+20 2.85E+20 2.30E+20 1.83E+20 1.43E+20 1.10E+20 8.36E+19 6.24E+19 4.58E+19 3.31E+19 2.36E+19 1.65E+19 1.14E+19
 110.00  3.166  4.65E+24 2.20E+23 4.74E+24 1.46E+21 4.32E+21 7.01E+21 9.44E+21 1.15E+22 1.32E+22 1.44E+22 1.51E+22 1.54E+22 1.52E+22 1.47E+22 1.40E+22 1.29E+22 1.17E+22 1.05E+22 9.17E+21 7.89E+21 6.67E+21 5.55E+21 4.54E+21 3.66E+21 2.90E+21 2.27E+21 1.74E+21 1.32E+21 9.86E+20 7.25E+20 5.25E+20 3.75E+20 2.64E+20
 120.00  3.307  7.58E+25 3.56E+24 7.82E+25 2.26E+22 6.70E+22 1.09E+23 1.47E+23 1.79E+23 2.06E+23 2.25E+23 2.38E+23 2.43E+23 2.42E+23 2.36E+23 2.24E+23 2.09E+23 1.92E+23 1.72E+23 1.52E+23 1.32E+23 1.13E+23 9.47E+22 7.84E+22 6.39E+22 5.13E+22 4.05E+22 3.16E+22 2.42E+22 1.83E+22 1.37E+22 1.01E+22 7.30E+21 5.23E+21
 130.00  3.442  1.11E+27 5.17E+25 1.16E+27 3.16E+23 9.36E+23 1.52E+24 2.05E+24 2.51E+24 2.89E+24 3.17E+24 3.36E+24 3.45E+24 3.46E+24 3.38E+24 3.24E+24 3.04E+24 2.80E+24 2.53E+24 2.25E+24 1.97E+24 1.70E+24 1.44E+24 1.20E+24 9.90E+23 8.03E+23 6.42E+23 5.06E+23 3.93E+23 3.01E+23 2.28E+23 1.70E+23 1.25E+23 9.06E+22
 140.00  3.572  1.47E+28 6.82E+26 1.55E+28 4.02E+24 1.19E+25 1.94E+25 2.62E+25 3.21E+25 3.70E+25 4.07E+25 4.33E+25 4.46E+25 4.49E+25 4.41E+25 4.24E+25 4.00E+25 3.70E+25 3.37E+25 3.02E+25 2.66E+25 2.31E+25 1.97E+25 1.66E+25 1.38E+25 1.13E+25 9.13E+24 7.27E+24 5.71E+24 4.42E+24 3.38E+24 2.55E+24 1.90E+24 1.40E+24
 150.00  3.697  1.80E+29 8.25E+27 1.90E+29 4.69E+25 1.39E+26 2.27E+26 3.07E+26 3.77E+26 4.35E+26 4.80E+26 5.12E+26 5.29E+26 5.34E+26 5.27E+26 5.09E+26 4.82E+26 4.49E+26 4.11E+26 3.70E+26 3.29E+26 2.87E+26 2.47E+26 2.10E+26 1.76E+26 1.45E+26 1.18E+26 9.48E+25 7.52E+25 5.88E+25 4.55E+25 3.47E+25 2.61E+25 1.94E+25
 160.00  3.818  2.03E+30 9.23E+28 2.16E+30 5.09E+26 1.51E+27 2.46E+27 3.33E+27 4.10E+27 4.74E+27 5.24E+27 5.60E+27 5.81E+27 5.88E+27 5.82E+27 5.65E+27 5.37E+27 5.03E+27 4.63E+27 4.19E+27 3.74E+27 3.29E+27 2.85E+27 2.43E+27 2.05E+27 1.71E+27 1.40E+27 1.14E+27 9.08E+26 7.17E+26 5.59E+26 4.31E+26 3.28E+26 2.46E+26
 170.00  3.936  2.13E+31 9.62E+29 2.28E+31 5.14E+27 1.53E+28 2.49E+28 3.38E+28 4.16E+28 4.82E+28 5.34E+28 5.72E+28 5.95E+28 6.03E+28 5.99E+28 5.83E+28 5.58E+28 5.24E+28 4.84E+28 4.41E+28 3.95E+28 3.50E+28 3.05E+28 2.62E+28 2.22E+28 1.86E+28 1.54E+28 1.26E+28 1.01E+28 8.07E+27 6.35E+27 4.93E+27 3.79E+27 2.87E+27
