                    ************************************************************************************************
                    *  Z= 27 A= 59: Positive-Parity Spin-dependent Level Density [MeV-1] for Co 59 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
  90.00  3.678  2.07E+18 9.69E+16 1.51E+18 2.20E+15 4.25E+15 6.02E+15 7.40E+15 8.34E+15 8.83E+15 8.87E+15 8.53E+15 7.90E+15 7.06E+15 6.10E+15 5.11E+15 4.16E+15 3.28E+15 2.52E+15 1.89E+15 1.37E+15 9.72E+14 6.71E+14 4.52E+14 2.96E+14 1.89E+14 1.18E+14 7.19E+13 4.27E+13 2.47E+13 1.40E+13 7.71E+12 4.15E+12 2.18E+12
 100.00  3.877  2.86E+19 1.33E+18 2.12E+19 2.86E+16 5.53E+16 7.85E+16 9.70E+16 1.10E+17 1.17E+17 1.19E+17 1.15E+17 1.08E+17 9.73E+16 8.52E+16 7.23E+16 5.97E+16 4.79E+16 3.75E+16 2.85E+16 2.12E+16 1.53E+16 1.08E+16 7.44E+15 5.00E+15 3.28E+15 2.10E+15 1.32E+15 8.05E+14 4.81E+14 2.80E+14 1.60E+14 8.91E+13 4.85E+13
 110.00  4.066  3.50E+20 1.61E+19 2.64E+20 3.30E+17 6.40E+17 9.12E+17 1.13E+18 1.29E+18 1.38E+18 1.41E+18 1.37E+18 1.30E+18 1.18E+18 1.05E+18 9.00E+17 7.52E+17 6.12E+17 4.86E+17 3.76E+17 2.83E+17 2.09E+17 1.50E+17 1.06E+17 7.24E+16 4.86E+16 3.19E+16 2.04E+16 1.28E+16 7.85E+15 4.71E+15 2.76E+15 1.58E+15 8.88E+14
 120.00  4.247  3.86E+21 1.75E+20 2.95E+21 3.45E+18 6.69E+18 9.55E+18 1.19E+19 1.36E+19 1.46E+19 1.50E+19 1.48E+19 1.40E+19 1.29E+19 1.15E+19 1.00E+19 8.46E+18 6.97E+18 5.60E+18 4.39E+18 3.36E+18 2.52E+18 1.84E+18 1.32E+18 9.20E+17 6.29E+17 4.21E+17 2.76E+17 1.77E+17 1.11E+17 6.80E+16 4.08E+16 2.40E+16 1.38E+16
 130.00  4.420  3.87E+22 1.74E+21 2.99E+22 3.29E+19 6.39E+19 9.14E+19 1.14E+20 1.31E+20 1.41E+20 1.46E+20 1.44E+20 1.38E+20 1.28E+20 1.15E+20 1.01E+20 8.62E+19 7.18E+19 5.84E+19 4.63E+19 3.59E+19 2.73E+19 2.02E+19 1.47E+19 1.04E+19 7.26E+18 4.94E+18 3.30E+18 2.15E+18 1.38E+18 8.63E+17 5.30E+17 3.19E+17 1.88E+17
 140.00  4.587  3.57E+23 1.59E+22 2.78E+23 2.89E+20 5.63E+20 8.07E+20 1.01E+21 1.16E+21 1.26E+21 1.30E+21 1.30E+21 1.25E+21 1.17E+21 1.06E+21 9.35E+20 8.05E+20 6.77E+20 5.56E+20 4.46E+20 3.50E+20 2.69E+20 2.02E+20 1.49E+20 1.07E+20 7.57E+19 5.23E+19 3.55E+19 2.36E+19 1.53E+19 9.80E+18 6.13E+18 3.77E+18 2.27E+18
 150.00  4.748  3.06E+24 1.35E+23 2.40E+24 2.37E+21 4.62E+21 6.63E+21 8.30E+21 9.58E+21 1.04E+22 1.08E+22 1.09E+22 1.05E+22 9.86E+21 9.00E+21 8.01E+21 6.95E+21 5.89E+21 4.88E+21 3.96E+21 3.14E+21 2.44E+21 1.85E+21 1.38E+21 1.01E+21 7.21E+20 5.06E+20 3.48E+20 2.35E+20 1.55E+20 1.01E+20 6.43E+19 4.02E+19 2.46E+19
 160.00  4.904  2.44E+25 1.07E+24 1.94E+25 1.82E+22 3.55E+22 5.10E+22 6.40E+22 7.41E+22 8.09E+22 8.44E+22 8.48E+22 8.24E+22 7.78E+22 7.15E+22 6.40E+22 5.60E+22 4.78E+22 3.99E+22 3.27E+22 2.61E+22 2.05E+22 1.58E+22 1.19E+22 8.76E+21 6.35E+21 4.51E+21 3.15E+21 2.15E+21 1.44E+21 9.52E+20 6.16E+20 3.91E+20 2.44E+20
 170.00  5.055  1.84E+26 7.97E+24 1.47E+26 1.32E+23 2.57E+23 3.69E+23 4.65E+23 5.39E+23 5.90E+23 6.18E+23 6.23E+23 6.09E+23 5.78E+23 5.33E+23 4.81E+23 4.23E+23 3.64E+23 3.06E+23 2.52E+23 2.04E+23 1.61E+23 1.25E+23 9.51E+22 7.10E+22 5.20E+22 3.74E+22 2.64E+22 1.83E+22 1.24E+22 8.31E+21 5.45E+21 3.51E+21 2.22E+21
 180.00  5.201  1.31E+27 5.62E+25 1.05E+27 9.02E+23 1.76E+24 2.54E+24 3.19E+24 3.71E+24 4.08E+24 4.28E+24 4.33E+24 4.25E+24 4.05E+24 3.76E+24 3.40E+24 3.01E+24 2.61E+24 2.21E+24 1.84E+24 1.49E+24 1.19E+24 9.32E+23 7.16E+23 5.40E+23 3.99E+23 2.90E+23 2.07E+23 1.45E+23 9.99E+22 6.76E+22 4.49E+22 2.94E+22 1.88E+22
 190.00  5.344  8.83E+27 3.76E+26 7.13E+27 5.88E+24 1.15E+25 1.66E+25 2.09E+25 2.43E+25 2.68E+25 2.82E+25 2.86E+25 2.82E+25 2.70E+25 2.51E+25 2.29E+25 2.04E+25 1.77E+25 1.51E+25 1.26E+25 1.04E+25 8.33E+24 6.57E+24 5.09E+24 3.87E+24 2.89E+24 2.12E+24 1.53E+24 1.08E+24 7.54E+23 5.16E+23 3.47E+23 2.30E+23 1.49E+23
 200.00  5.483  5.69E+28 2.40E+27 4.61E+28 3.65E+25 7.14E+25 1.03E+26 1.30E+26 1.52E+26 1.68E+26 1.77E+26 1.80E+26 1.78E+26 1.71E+26 1.60E+26 1.46E+26 1.31E+26 1.15E+26 9.84E+25 8.27E+25 6.83E+25 5.53E+25 4.39E+25 3.43E+25 2.63E+25 1.98E+25 1.47E+25 1.07E+25 7.63E+24 5.37E+24 3.71E+24 2.53E+24 1.69E+24 1.11E+24

