                    ************************************************************************************************
                    *  Z= 22 A= 46: Positive-Parity Spin-dependent Level Density [MeV-1] for Ti 46 and ldmodel= 1  *
   2.25  0.564  1.35E+01 5.20E+00 2.87E+01 5.22E-01 1.28E+00 1.41E+00 1.06E+00 5.98E-01 2.60E-01 8.93E-02 2.43E-02 5.29E-03 9.25E-04 1.30E-04 1.47E-05 1.35E-06 9.96E-08 5.96E-09 2.89E-10 1.13E-11 3.61E-13 9.31E-15 1.95E-16 3.31E-18 4.57E-20 5.12E-22 4.65E-24 3.44E-26 2.06E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.594  1.65E+01 6.09E+00 3.36E+01 6.12E-01 1.49E+00 1.65E+00 1.24E+00 7.00E-01 3.05E-01 1.05E-01 2.85E-02 6.20E-03 1.08E-03 1.52E-04 1.72E-05 1.58E-06 1.17E-07 6.98E-09 3.38E-10 1.33E-11 4.23E-13 1.09E-14 2.29E-16 3.88E-18 5.36E-20 6.00E-22 5.45E-24 4.03E-26 2.42E-28 1.18E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.623  2.01E+01 7.14E+00 3.94E+01 7.17E-01 1.75E+00 1.93E+00 1.46E+00 8.21E-01 3.58E-01 1.23E-01 3.34E-02 7.27E-03 1.27E-03 1.78E-04 2.02E-05 1.85E-06 1.37E-07 8.18E-09 3.97E-10 1.56E-11 4.96E-13 1.28E-14 2.68E-16 4.55E-18 6.28E-20 7.03E-22 6.39E-24 4.72E-26 2.83E-28 1.38E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.651  2.43E+01 8.36E+00 4.62E+01 8.41E-01 2.05E+00 2.26E+00 1.71E+00 9.62E-01 4.19E-01 1.44E-01 3.91E-02 8.52E-03 1.49E-03 2.09E-04 2.37E-05 2.17E-06 1.60E-07 9.59E-09 4.65E-10 1.82E-11 5.81E-13 1.50E-14 3.14E-16 5.33E-18 7.36E-20 8.24E-22 7.49E-24 5.53E-26 3.32E-28 1.62E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.677  2.92E+01 9.80E+00 5.41E+01 9.85E-01 2.40E+00 2.65E+00 2.00E+00 1.13E+00 4.91E-01 1.68E-01 4.59E-02 9.98E-03 1.74E-03 2.45E-04 2.78E-05 2.54E-06 1.88E-07 1.12E-08 5.45E-10 2.14E-11 6.81E-13 1.76E-14 3.68E-16 6.25E-18 8.62E-20 9.65E-22 8.78E-24 6.48E-26 3.89E-28 1.89E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.703  3.49E+01 1.15E+01 6.39E+01 1.14E+00 2.78E+00 3.09E+00 2.35E+00 1.34E+00 5.96E-01 2.08E-01 5.81E-02 1.30E-02 2.34E-03 3.40E-04 4.00E-05 3.81E-06 2.94E-07 1.85E-08 9.41E-10 3.90E-11 1.31E-12 3.60E-14 8.05E-16 1.46E-17 2.16E-19 2.61E-21 2.57E-23 2.05E-25 1.34E-27 7.13E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.728  4.16E+01 1.35E+01 7.59E+01 1.30E+00 3.20E+00 3.59E+00 2.77E+00 1.62E+00 7.36E-01 2.65E-01 7.67E-02 1.79E-02 3.37E-03 5.16E-04 6.41E-05 6.50E-06 5.37E-07 3.62E-08 1.99E-09 8.96E-11 3.30E-12 9.91E-14 2.44E-15 4.92E-17 8.11E-19 1.09E-20 1.21E-22 1.10E-24 8.13E-27 4.94E-29 1.00E-30 1.00E-30 1.00E-30
   4.00  0.752  4.95E+01 1.58E+01 9.00E+01 1.48E+00 3.67E+00 4.16E+00 3.27E+00 1.94E+00 9.05E-01 3.36E-01 1.01E-01 2.44E-02 4.80E-03 7.71E-04 1.01E-04 1.09E-05 9.57E-07 6.91E-08 4.09E-09 1.99E-10 7.96E-12 2.61E-13 7.06E-15 1.57E-16 2.86E-18 4.31E-20 5.33E-22 5.42E-24 4.55E-26 3.14E-28 1.78E-30 1.00E-30 1.00E-30
   4.25  0.775  5.88E+01 1.85E+01 1.07E+02 1.70E+00 4.22E+00 4.83E+00 3.85E+00 2.33E+00 1.11E+00 4.24E-01 1.31E-01 3.30E-02 6.77E-03 1.14E-03 1.57E-04 1.79E-05 1.67E-06 1.29E-07 8.18E-09 4.29E-10 1.85E-11 6.62E-13 1.95E-14 4.76E-16 9.59E-18 1.60E-19 2.20E-21 2.50E-23 2.36E-25 1.84E-27 1.18E-29 1.00E-30 1.00E-30
   4.50  0.797  6.96E+01 2.17E+01 1.27E+02 1.95E+00 4.86E+00 5.60E+00 4.52E+00 2.79E+00 1.36E+00 5.33E-01 1.70E-01 4.43E-02 9.46E-03 1.66E-03 2.41E-04 2.89E-05 2.86E-06 2.35E-07 1.59E-08 8.96E-10 4.18E-11 1.62E-12 5.19E-14 1.38E-15 3.05E-17 5.61E-19 8.54E-21 1.08E-22 1.14E-24 9.94E-27 7.22E-29 1.00E-30 1.00E-30
   4.75  0.819  8.23E+01 2.54E+01 1.50E+02 2.23E+00 5.59E+00 6.50E+00 5.31E+00 3.33E+00 1.66E+00 6.67E-01 2.19E-01 5.90E-02 1.31E-02 2.41E-03 3.66E-04 4.61E-05 4.82E-06 4.19E-07 3.03E-08 1.82E-09 9.14E-11 3.81E-12 1.33E-13 3.84E-15 9.28E-17 1.87E-18 3.14E-20 4.40E-22 5.15E-24 5.02E-26 4.09E-28 2.78E-30 1.00E-30
   5.00  0.840  9.72E+01 2.98E+01 1.78E+02 2.55E+00 6.43E+00 7.54E+00 6.24E+00 3.97E+00 2.02E+00 8.33E-01 2.81E-01 7.82E-02 1.80E-02 3.44E-03 5.47E-04 7.23E-05 7.98E-06 7.34E-07 5.64E-08 3.62E-09 1.94E-10 8.71E-12 3.27E-13 1.03E-14 2.70E-16 5.95E-18 1.10E-19 1.69E-21 2.19E-23 2.37E-25 2.15E-27 1.64E-29 1.00E-30
   5.50  0.881  1.38E+02 4.09E+01 2.50E+02 3.36E+00 8.52E+00 1.02E+01 8.59E+00 5.64E+00 2.97E+00 1.28E+00 4.57E-01 1.35E-01 3.33E-02 6.86E-03 1.18E-03 1.71E-04 2.09E-05 2.13E-06 1.84E-07 1.33E-08 8.11E-10 4.17E-11 1.81E-12 6.60E-14 2.03E-15 5.29E-17 1.16E-18 2.14E-20 3.35E-22 4.42E-24 4.91E-26 4.62E-28 3.66E-30
   6.00  0.921  1.94E+02 5.61E+01 3.50E+02 4.43E+00 1.13E+01 1.37E+01 1.18E+01 7.96E+00 4.35E+00 1.96E+00 7.31E-01 2.28E-01 5.99E-02 1.32E-02 2.46E-03 3.88E-04 5.16E-05 5.82E-06 5.55E-07 4.49E-08 3.08E-09 1.80E-10 8.88E-12 3.73E-13 1.33E-14 4.02E-16 1.03E-17 2.26E-19 4.19E-21 6.62E-23 8.88E-25 1.01E-26 9.82E-29
   6.50  0.958  2.71E+02 7.70E+01 4.91E+02 5.84E+00 1.50E+01 1.84E+01 1.62E+01 1.12E+01 6.32E+00 2.95E+00 1.15E+00 3.79E-01 1.05E-01 2.48E-02 4.96E-03 8.42E-04 1.22E-04 1.50E-05 1.58E-06 1.41E-07 1.08E-08 7.06E-10 3.94E-11 1.88E-12 7.65E-14 2.66E-15 7.93E-17 2.02E-18 4.40E-20 8.20E-22 1.31E-23 1.78E-25 2.08E-27
   7.00  0.994  3.77E+02 1.06E+02 6.88E+02 7.73E+00 2.00E+01 2.47E+01 2.22E+01 1.57E+01 9.12E+00 4.42E+00 1.80E+00 6.20E-01 1.82E-01 4.53E-02 9.67E-03 1.76E-03 2.75E-04 3.68E-05 4.22E-06 4.16E-07 3.52E-08 2.55E-09 1.59E-10 8.55E-12 3.94E-13 1.56E-14 5.33E-16 1.56E-17 3.95E-19 8.57E-21 1.60E-22 2.58E-24 3.57E-26
   7.50  1.029  5.22E+02 1.45E+02 9.62E+02 1.02E+01 2.66E+01 3.33E+01 3.03E+01 2.20E+01 1.31E+01 6.56E+00 2.77E+00 9.99E-01 3.07E-01 8.10E-02 1.83E-02 3.57E-03 5.99E-04 8.65E-05 1.08E-05 1.16E-06 1.07E-07 8.60E-09 5.96E-10 3.56E-11 1.84E-12 8.24E-14 3.19E-15 1.07E-16 3.08E-18 7.71E-20 1.67E-21 3.13E-23 5.08E-25
   8.00  1.063  7.22E+02 2.00E+02 1.35E+03 1.36E+01 3.54E+01 4.48E+01 4.14E+01 3.06E+01 1.87E+01 9.67E+00 4.24E+00 1.59E+00 5.12E-01 1.42E-01 3.40E-02 7.03E-03 1.26E-03 1.95E-04 2.62E-05 3.06E-06 3.09E-07 2.72E-08 2.07E-09 1.37E-10 7.88E-12 3.94E-13 1.71E-14 6.47E-16 2.12E-17 6.07E-19 1.51E-20 3.25E-22 6.11E-24
   8.50  1.096  9.96E+02 2.74E+02 1.88E+03 1.80E+01 4.72E+01 6.03E+01 5.65E+01 4.26E+01 2.67E+01 1.42E+01 6.42E+00 2.50E+00 8.40E-01 2.44E-01 6.16E-02 1.35E-02 2.57E-03 4.26E-04 6.14E-05 7.72E-06 8.46E-07 8.09E-08 6.74E-09 4.91E-10 3.12E-11 1.73E-12 8.38E-14 3.54E-15 1.31E-16 4.23E-18 1.19E-19 2.94E-21 6.34E-23
   9.00  1.127  1.37E+03 3.76E+02 2.63E+03 2.39E+01 6.30E+01 8.11E+01 7.71E+01 5.92E+01 3.79E+01 2.07E+01 9.65E+00 3.89E+00 1.36E+00 4.14E-01 1.10E-01 2.53E-02 5.10E-03 8.99E-04 1.39E-04 1.87E-05 2.21E-06 2.29E-07 2.07E-08 1.65E-09 1.15E-10 7.02E-12 3.76E-13 1.77E-14 7.31E-16 2.65E-17 8.41E-19 2.35E-20 5.75E-22
   9.50  1.158  1.89E+03 5.17E+02 3.66E+03 3.18E+01 8.42E+01 1.09E+02 1.05E+02 8.20E+01 5.37E+01 3.00E+01 1.44E+01 6.01E+00 2.18E+00 6.91E-01 1.91E-01 4.64E-02 9.88E-03 1.84E-03 3.03E-04 4.36E-05 5.53E-06 6.16E-07 6.04E-08 5.22E-09 3.97E-10 2.66E-11 1.57E-12 8.13E-14 3.72E-15 1.50E-16 5.33E-18 1.67E-19 4.61E-21
  10.00  1.188  2.60E+03 7.10E+02 5.11E+03 4.23E+01 1.12E+02 1.47E+02 1.43E+02 1.13E+02 7.57E+01 4.33E+01 2.14E+01 9.20E+00 3.46E+00 1.14E+00 3.29E-01 8.36E-02 1.87E-02 3.69E-03 6.41E-04 9.83E-05 1.33E-05 1.59E-06 1.68E-07 1.57E-08 1.29E-09 9.42E-11 6.07E-12 3.46E-13 1.75E-14 7.79E-16 3.07E-17 1.07E-18 3.31E-20
  11.00  1.246  5.28E+03 1.34E+03 9.94E+03 7.52E+01 2.01E+02 2.67E+02 2.66E+02 2.16E+02 1.50E+02 8.92E+01 4.63E+01 2.11E+01 8.45E+00 2.99E+00 9.33E-01 2.58E-01 6.33E-02 1.38E-02 2.66E-03 4.57E-04 6.98E-05 9.48E-06 1.14E-06 1.23E-07 1.18E-08 1.00E-09 7.60E-11 5.13E-12 3.09E-13 1.66E-14 7.91E-16 3.37E-17 1.28E-18
  12.00  1.302  1.03E+04 2.52E+03 1.93E+04 1.34E+02 3.61E+02 4.86E+02 4.92E+02 4.11E+02 2.93E+02 1.82E+02 9.85E+01 4.72E+01 2.00E+01 7.52E+00 2.52E+00 7.52E-01 2.00E-01 4.76E-02 1.01E-02 1.92E-03 3.26E-04 4.96E-05 6.74E-06 8.22E-07 8.98E-08 8.78E-09 7.70E-10 6.05E-11 4.26E-12 2.69E-13 1.52E-14 7.72E-16 3.51E-17
  13.00  1.355  1.98E+04 4.76E+03 3.73E+04 2.40E+02 6.50E+02 8.83E+02 9.10E+02 7.78E+02 5.71E+02 3.65E+02 2.06E+02 1.03E+02 4.61E+01 1.83E+01 6.54E+00 2.09E+00 5.98E-01 1.54E-01 3.55E-02 7.38E-03 1.38E-03 2.32E-04 3.52E-05 4.80E-06 5.90E-07 6.53E-08 6.52E-09 5.86E-10 4.75E-11 3.47E-12 2.29E-13 1.36E-14 7.29E-16
  14.00  1.406  3.78E+04 8.98E+03 7.22E+04 4.30E+02 1.17E+03 1.61E+03 1.68E+03 1.47E+03 1.10E+03 7.29E+02 4.27E+02 2.22E+02 1.04E+02 4.35E+01 1.64E+01 5.56E+00 1.70E+00 4.70E-01 1.17E-01 2.64E-02 5.38E-03 9.92E-04 1.65E-04 2.50E-05 3.41E-06 4.23E-07 4.74E-08 4.81E-09 4.43E-10 3.69E-11 2.79E-12 1.91E-13 1.19E-14
  15.00  1.455  7.17E+04 1.69E+04 1.40E+05 7.73E+02 2.12E+03 2.93E+03 3.11E+03 2.76E+03 2.13E+03 1.44E+03 8.72E+02 4.72E+02 2.29E+02 1.01E+02 3.99E+01 1.43E+01 4.64E+00 1.37E+00 3.65E-01 8.86E-02 1.95E-02 3.91E-03 7.12E-04 1.18E-04 1.77E-05 2.43E-06 3.03E-07 3.43E-08 3.54E-09 3.33E-10 2.85E-11 2.22E-12 1.57E-13
  16.00  1.503  1.35E+05 3.17E+04 2.67E+05 1.39E+03 3.82E+03 5.33E+03 5.72E+03 5.16E+03 4.05E+03 2.81E+03 1.74E+03 9.73E+02 4.90E+02 2.23E+02 9.23E+01 3.46E+01 1.18E+01 3.67E+00 1.04E+00 2.68E-01 6.30E-02 1.35E-02 2.65E-03 4.73E-04 7.71E-05 1.15E-05 1.56E-06 1.94E-07 2.21E-08 2.29E-09 2.17E-10 1.88E-11 1.49E-12
  17.00  1.549  2.52E+05 5.83E+04 5.00E+05 2.46E+03 6.78E+03 9.53E+03 1.03E+04 9.44E+03 7.53E+03 5.33E+03 3.39E+03 1.94E+03 1.01E+03 4.74E+02 2.03E+02 7.92E+01 2.82E+01 9.18E+00 2.73E+00 7.42E-01 1.85E-01 4.20E-02 8.75E-03 1.67E-03 2.92E-04 4.68E-05 6.87E-06 9.24E-07 1.14E-07 1.29E-08 1.34E-09 1.27E-10 1.11E-11
  18.00  1.594  4.62E+05 1.05E+05 9.18E+05 4.29E+03 1.18E+04 1.67E+04 1.83E+04 1.69E+04 1.37E+04 9.88E+03 6.40E+03 3.76E+03 2.00E+03 9.70E+02 4.29E+02 1.74E+02 6.43E+01 2.18E+01 6.77E+00 1.93E+00 5.04E-01 1.21E-01 2.67E-02 5.40E-03 1.00E-03 1.72E-04 2.70E-05 3.89E-06 5.17E-07 6.31E-08 7.08E-09 7.31E-10 6.94E-11
  19.00  1.638  8.35E+05 1.86E+05 1.65E+06 7.36E+03 2.04E+04 2.90E+04 3.19E+04 2.98E+04 2.45E+04 1.79E+04 1.18E+04 7.09E+03 3.87E+03 1.93E+03 8.78E+02 3.67E+02 1.40E+02 4.94E+01 1.60E+01 4.75E+00 1.30E+00 3.27E-01 7.59E-02 1.62E-02 3.18E-03 5.77E-04 9.64E-05 1.48E-05 2.10E-06 2.75E-07 3.32E-08 3.69E-09 3.79E-10
  20.00  1.681  1.49E+06 3.25E+05 2.93E+06 1.25E+04 3.46E+04 4.94E+04 5.48E+04 5.17E+04 4.30E+04 3.19E+04 2.14E+04 1.31E+04 7.30E+03 3.72E+03 1.74E+03 7.49E+02 2.96E+02 1.08E+02 3.62E+01 1.12E+01 3.18E+00 8.37E-01 2.03E-01 4.55E-02 9.42E-03 1.80E-03 3.18E-04 5.18E-05 7.80E-06 1.09E-06 1.40E-07 1.66E-08 1.83E-09
  22.50  1.783  7.65E+06 1.23E+06 1.15E+07 4.41E+04 1.23E+05 1.77E+05 2.00E+05 1.93E+05 1.64E+05 1.26E+05 8.77E+04 5.58E+04 3.26E+04 1.75E+04 8.68E+03 3.97E+03 1.68E+03 6.57E+02 2.38E+02 8.00E+01 2.49E+01 7.18E+00 1.92E+00 4.78E-01 1.10E-01 2.36E-02 4.69E-03 8.67E-04 1.49E-04 2.37E-05 3.51E-06 4.82E-07 6.17E-08
  25.00  1.879  2.94E+07 4.34E+06 4.18E+07 1.46E+05 4.09E+05 5.96E+05 6.80E+05 6.67E+05 5.80E+05 4.57E+05 3.28E+05 2.16E+05 1.31E+05 7.34E+04 3.81E+04 1.83E+04 8.20E+03 3.40E+03 1.32E+03 4.73E+02 1.58E+02 4.93E+01 1.43E+01 3.87E+00 9.76E-01 2.29E-01 5.03E-02 1.03E-02 1.96E-03 3.49E-04 5.80E-05 8.99E-06 1.30E-06
  30.00  2.058  4.80E+08 4.50E+07 4.56E+08 1.37E+06 3.86E+06 5.69E+06 6.63E+06 6.68E+06 6.01E+06 4.92E+06 3.70E+06 2.57E+06 1.65E+06 9.90E+05 5.53E+05 2.88E+05 1.40E+05 6.40E+04 2.73E+04 1.09E+04 4.09E+03 1.44E+03 4.73E+02 1.46E+02 4.23E+01 1.15E+01 2.94E+00 7.06E-01 1.59E-01 3.36E-02 6.68E-03 1.25E-03 2.18E-04
  40.00  2.377  5.81E+10 2.88E+09 3.16E+10 7.49E+07 2.13E+08 3.20E+08 3.83E+08 3.99E+08 3.76E+08 3.25E+08 2.60E+08 1.94E+08 1.35E+08 8.86E+07 5.46E+07 3.17E+07 1.73E+07 8.96E+06 4.37E+06 2.02E+06 8.79E+05 3.62E+05 1.41E+05 5.22E+04 1.83E+04 6.05E+03 1.90E+03 5.64E+02 1.59E+02 4.24E+01 1.07E+01 2.57E+00 5.84E-01
  50.00  2.657  2.33E+12 1.14E+11 1.32E+12 2.62E+09 7.51E+09 1.14E+10 1.39E+10 1.48E+10 1.44E+10 1.29E+10 1.07E+10 8.40E+09 6.18E+09 4.30E+09 2.82E+09 1.76E+09 1.04E+09 5.83E+08 3.11E+08 1.57E+08 7.59E+07 3.48E+07 1.52E+07 6.32E+06 2.50E+06 9.43E+05 3.39E+05 1.16E+05 3.79E+04 1.18E+04 3.49E+03 9.87E+02 2.66E+02
  60.00  2.911  6.61E+13 3.19E+12 3.90E+13 6.68E+10 1.92E+11 2.95E+11 3.63E+11 3.95E+11 3.91E+11 3.59E+11 3.08E+11 2.49E+11 1.91E+11 1.38E+11 9.53E+10 6.25E+10 3.90E+10 2.32E+10 1.32E+10 7.17E+09 3.71E+09 1.84E+09 8.71E+08 3.94E+08 1.71E+08 7.07E+07 2.80E+07 1.06E+07 3.86E+06 1.34E+06 4.46E+05 1.42E+05 4.34E+04
  70.00  3.144  1.45E+15 6.90E+13 8.78E+14 1.33E+12 3.85E+12 5.94E+12 7.40E+12 8.14E+12 8.20E+12 7.67E+12 6.74E+12 5.60E+12 4.41E+12 3.31E+12 2.36E+12 1.61E+12 1.05E+12 6.54E+11 3.91E+11 2.23E+11 1.22E+11 6.42E+10 3.24E+10 1.56E+10 7.25E+09 3.23E+09 1.38E+09 5.66E+08 2.23E+08 8.44E+07 3.07E+07 1.07E+07 3.59E+06
  80.00  3.361  2.58E+16 1.22E+15 1.60E+16 2.19E+13 6.35E+13 9.84E+13 1.24E+14 1.37E+14 1.40E+14 1.33E+14 1.19E+14 1.01E+14 8.16E+13 6.28E+13 4.61E+13 3.25E+13 2.19E+13 1.41E+13 8.78E+12 5.23E+12 3.00E+12 1.65E+12 8.74E+11 4.45E+11 2.18E+11 1.03E+11 4.66E+10 2.04E+10 8.57E+09 3.47E+09 1.35E+09 5.08E+08 1.84E+08
  90.00  3.565  3.88E+17 1.81E+16 2.46E+17 3.07E+14 8.91E+14 1.39E+15 1.75E+15 1.97E+15 2.03E+15 1.95E+15 1.77E+15 1.53E+15 1.26E+15 9.89E+14 7.45E+14 5.37E+14 3.73E+14 2.48E+14 1.59E+14 9.82E+13 5.83E+13 3.34E+13 1.84E+13 9.78E+12 5.01E+12 2.48E+12 1.18E+12 5.43E+11 2.41E+11 1.03E+11 4.27E+10 1.70E+10 6.55E+09
 100.00  3.758  5.07E+18 2.34E+17 3.26E+18 3.76E+15 1.09E+16 1.71E+16 2.17E+16 2.45E+16 2.55E+16 2.48E+16 2.28E+16 2.00E+16 1.67E+16 1.34E+16 1.03E+16 7.57E+15 5.38E+15 3.67E+15 2.42E+15 1.54E+15 9.41E+14 5.56E+14 3.17E+14 1.75E+14 9.31E+13 4.79E+13 2.38E+13 1.14E+13 5.31E+12 2.38E+12 1.03E+12 4.34E+11 1.76E+11
 110.00  3.941  5.86E+19 2.68E+18 3.83E+19 4.10E+16 1.19E+17 1.87E+17 2.39E+17 2.71E+17 2.84E+17 2.80E+17 2.60E+17 2.31E+17 1.95E+17 1.59E+17 1.24E+17 9.32E+16 6.75E+16 4.71E+16 3.18E+16 2.07E+16 1.30E+16 7.90E+15 4.64E+15 2.64E+15 1.45E+15 7.72E+14 3.98E+14 1.98E+14 9.56E+13 4.47E+13 2.02E+13 8.86E+12 3.76E+12
 120.00  4.117  6.11E+20 2.76E+19 4.04E+20 4.04E+17 1.18E+18 1.85E+18 2.37E+18 2.71E+18 2.86E+18 2.84E+18 2.66E+18 2.39E+18 2.05E+18 1.69E+18 1.34E+18 1.02E+18 7.52E+17 5.35E+17 3.68E+17 2.45E+17 1.57E+17 9.80E+16 5.91E+16 3.45E+16 1.95E+16 1.07E+16 5.68E+15 2.92E+15 1.46E+15 7.06E+14 3.31E+14 1.51E+14 6.65E+13
 130.00  4.285  5.80E+21 2.60E+20 3.87E+21 3.65E+18 1.06E+19 1.68E+19 2.16E+19 2.48E+19 2.63E+19 2.62E+19 2.48E+19 2.25E+19 1.95E+19 1.62E+19 1.30E+19 1.01E+19 7.55E+18 5.47E+18 3.83E+18 2.59E+18 1.70E+18 1.08E+18 6.67E+17 3.99E+17 2.31E+17 1.30E+17 7.10E+16 3.76E+16 1.93E+16 9.64E+15 4.67E+15 2.20E+15 1.00E+15
 140.00  4.447  5.08E+22 2.25E+21 3.42E+22 3.04E+19 8.89E+19 1.40E+20 1.81E+20 2.09E+20 2.23E+20 2.24E+20 2.13E+20 1.95E+20 1.70E+20 1.43E+20 1.16E+20 9.14E+19 6.93E+19 5.09E+19 3.62E+19 2.49E+19 1.67E+19 1.08E+19 6.79E+18 4.15E+18 2.46E+18 1.42E+18 7.91E+17 4.30E+17 2.27E+17 1.16E+17 5.79E+16 2.80E+16 1.32E+16
 150.00  4.603  4.12E+23 1.81E+22 2.80E+23 2.36E+20 6.91E+20 1.09E+21 1.41E+21 1.64E+21 1.75E+21 1.77E+21 1.70E+21 1.56E+21 1.38E+21 1.17E+21 9.63E+20 7.64E+20 5.87E+20 4.36E+20 3.15E+20 2.20E+20 1.50E+20 9.86E+19 6.31E+19 3.93E+19 2.37E+19 1.39E+19 7.97E+18 4.43E+18 2.39E+18 1.26E+18 6.42E+17 3.19E+17 1.54E+17
 160.00  4.754  3.14E+24 1.36E+23 2.14E+24 1.72E+21 5.04E+21 7.98E+21 1.04E+22 1.20E+22 1.30E+22 1.31E+22 1.27E+22 1.17E+22 1.04E+22 8.96E+21 7.42E+21 5.95E+21 4.62E+21 3.48E+21 2.54E+21 1.80E+21 1.24E+21 8.31E+20 5.40E+20 3.42E+20 2.10E+20 1.26E+20 7.34E+19 4.16E+19 2.30E+19 1.23E+19 6.45E+18 3.28E+18 1.63E+18
 170.00  4.900  2.24E+25 9.66E+23 1.54E+25 1.18E+22 3.47E+22 5.50E+22 7.15E+22 8.33E+22 9.01E+22 9.18E+22 8.92E+22 8.30E+22 7.44E+22 6.42E+22 5.37E+22 4.34E+22 3.41E+22 2.59E+22 1.92E+22 1.38E+22 9.60E+21 6.51E+21 4.30E+21 2.76E+21 1.73E+21 1.05E+21 6.24E+20 3.61E+20 2.03E+20 1.11E+20 5.93E+19 3.09E+19 1.57E+19
