                    ************************************************************************************************
                    *  Z= 21 A= 46: Positive-Parity Spin-dependent Level Density [MeV-1] for Sc 46 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
 110.00  3.816  5.77E+16 6.43E+14 4.27E+16 2.73E+13 8.00E+13 1.28E+14 1.68E+14 1.98E+14 2.18E+14 2.26E+14 2.25E+14 2.15E+14 1.98E+14 1.76E+14 1.52E+14 1.27E+14 1.03E+14 8.09E+13 6.17E+13 4.59E+13 3.30E+13 2.31E+13 1.57E+13 1.03E+13 6.58E+12 4.08E+12 2.43E+12 1.40E+12 7.82E+11 4.20E+11 2.16E+11 1.07E+11 5.07E+10
 120.00  3.985  4.23E+17 4.42E+15 3.15E+17 1.89E+14 5.56E+14 8.85E+14 1.17E+15 1.38E+15 1.53E+15 1.60E+15 1.60E+15 1.53E+15 1.42E+15 1.28E+15 1.12E+15 9.43E+14 7.74E+14 6.18E+14 4.81E+14 3.63E+14 2.67E+14 1.91E+14 1.33E+14 8.93E+13 5.86E+13 3.73E+13 2.30E+13 1.38E+13 7.97E+12 4.44E+12 2.41E+12 1.25E+12 6.31E+11
 130.00  4.148  2.86E+18 2.81E+16 2.14E+18 1.20E+15 3.54E+15 5.66E+15 7.47E+15 8.90E+15 9.85E+15 1.04E+16 1.04E+16 1.01E+16 9.43E+15 8.57E+15 7.54E+15 6.42E+15 5.34E+15 4.33E+15 3.41E+15 2.62E+15 1.96E+15 1.43E+15 1.01E+15 6.95E+14 4.68E+14 3.05E+14 1.93E+14 1.19E+14 7.14E+13 4.13E+13 2.32E+13 1.26E+13 6.63E+12
 140.00  4.305  1.79E+19 1.66E+17 1.35E+19 7.14E+15 2.11E+16 3.38E+16 4.47E+16 5.33E+16 5.92E+16 6.24E+16 6.33E+16 6.16E+16 5.80E+16 5.30E+16 4.71E+16 4.06E+16 3.42E+16 2.80E+16 2.23E+16 1.74E+16 1.32E+16 9.76E+15 7.03E+15 4.94E+15 3.39E+15 2.26E+15 1.47E+15 9.28E+14 5.71E+14 3.41E+14 1.98E+14 1.12E+14 6.08E+13
 150.00  4.456  1.05E+20 9.17E+17 7.97E+19 3.98E+16 1.17E+17 1.88E+17 2.49E+17 2.99E+17 3.33E+17 3.53E+17 3.59E+17 3.52E+17 3.33E+17 3.06E+17 2.74E+17 2.39E+17 2.03E+17 1.68E+17 1.35E+17 1.07E+17 8.23E+16 6.14E+16 4.51E+16 3.23E+16 2.25E+16 1.54E+16 1.02E+16 6.57E+15 4.15E+15 2.55E+15 1.52E+15 8.84E+14 4.98E+14
 160.00  4.602  5.75E+20 4.76E+18 4.40E+20 2.08E+17 6.12E+17 9.86E+17 1.31E+18 1.57E+18 1.76E+18 1.87E+18 1.91E+18 1.88E+18 1.79E+18 1.66E+18 1.50E+18 1.32E+18 1.12E+18 9.41E+17 7.68E+17 6.10E+17 4.76E+17 3.62E+17 2.69E+17 1.95E+17 1.39E+17 9.58E+16 6.49E+16 4.29E+16 2.76E+16 1.74E+16 1.06E+16 6.34E+15 3.67E+15
 170.00  4.743  2.98E+21 2.33E+19 2.29E+21 1.03E+18 3.03E+18 4.88E+18 6.48E+18 7.82E+18 8.75E+18 9.37E+18 9.57E+18 9.48E+18 9.11E+18 8.45E+18 7.68E+18 6.81E+18 5.88E+18 4.95E+18 4.07E+18 3.28E+18 2.58E+18 1.99E+18 1.50E+18 1.10E+18 7.94E+17 5.56E+17 3.84E+17 2.58E+17 1.69E+17 1.09E+17 6.80E+16 4.15E+16 2.47E+16
 180.00  4.881  1.46E+22 1.08E+20 1.12E+22 4.81E+18 1.42E+19 2.29E+19 3.05E+19 3.68E+19 4.14E+19 4.43E+19 4.56E+19 4.53E+19 4.36E+19 4.09E+19 3.73E+19 3.32E+19 2.89E+19 2.45E+19 2.04E+19 1.66E+19 1.31E+19 1.02E+19 7.82E+18 5.83E+18 4.24E+18 3.03E+18 2.12E+18 1.45E+18 9.66E+17 6.30E+17 4.02E+17 2.51E+17 1.53E+17
 190.00  5.015  6.79E+22 4.78E+20 5.23E+22 2.14E+19 6.34E+19 1.02E+20 1.36E+20 1.64E+20 1.85E+20 1.99E+20 2.06E+20 2.05E+20 1.98E+20 1.87E+20 1.71E+20 1.53E+20 1.35E+20 1.15E+20 9.61E+19 7.88E+19 6.32E+19 4.98E+19 3.83E+19 2.89E+19 2.13E+19 1.54E+19 1.09E+19 7.59E+18 5.14E+18 3.42E+18 2.22E+18 1.41E+18 8.76E+17
 200.00  5.145  2.97E+23 1.97E+21 2.28E+23 8.94E+19 2.64E+20 4.27E+20 5.71E+20 6.91E+20 7.78E+20 8.42E+20 8.71E+20 8.72E+20 8.49E+20 8.02E+20 7.39E+20 6.63E+20 5.88E+20 5.05E+20 4.26E+20 3.52E+20 2.85E+20 2.26E+20 1.75E+20 1.34E+20 9.94E+19 7.32E+19 5.23E+19 3.68E+19 2.53E+19 1.70E+19 1.12E+19 7.24E+18 4.59E+18

                    ************************************************************************************************
                    *  Z= 21 A= 46: Negative-Parity Spin-dependent Level Density [MeV-1] for Sc 46 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.182  1.32E+00 0.00E+00 9.00E-28 3.55E-01 1.00E-30 7.78E-01 2.62E+00 9.43E-01 7.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.257  3.72E+00 0.00E+00 9.00E-28 9.39E-01 1.67E-01 1.36E+00 4.22E+00 1.74E+00 1.22E+00 7.23E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.315  7.06E+00 0.00E+00 9.00E-28 9.36E-01 5.69E-01 2.17E+00 3.83E+00 2.80E+00 2.01E+00 5.51E-01 3.35E-01 2.97E-02 2.15E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.364  1.10E+01 0.00E+00 9.00E-28 4.07E-01 1.10E+00 3.08E+00 1.52E+00 3.95E+00 2.99E+00 1.13E+00 7.87E-01 2.81E-01 2.10E-01 4.25E-02 4.25E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.407  1.65E+01 0.00E+00 9.00E-28 4.98E-01 1.98E+00 3.77E+00 1.95E+00 4.85E+00 3.96E+00 2.15E+00 1.33E+00 5.88E-01 4.41E-01 1.49E-01 1.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.446  2.21E+01 0.00E+00 9.00E-28 1.01E+00 1.98E+00 3.73E+00 3.88E+00 4.86E+00 3.59E+00 1.69E+00 1.08E+00 2.89E-01 2.15E-01 3.20E-02 3.20E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.481  2.90E+01 0.00E+00 9.00E-28 1.33E+00 2.61E+00 4.09E+00 5.27E+00 5.40E+00 4.06E+00 2.55E+00 1.36E+00 3.75E-01 2.80E-01 4.12E-04 4.12E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.514  3.46E+01 0.00E+00 9.00E-28 9.44E-01 1.82E+00 2.71E+00 3.57E+00 3.55E+00 2.66E+00 1.76E+00 9.07E-01 1.75E+00 1.32E+00 6.81E-01 4.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.546  4.34E+01 0.00E+00 9.00E-28 7.92E-01 2.14E+00 3.31E+00 4.11E+00 4.46E+00 4.16E+00 3.62E+00 3.13E+00 3.60E+00 2.76E+00 2.02E+00 1.24E+00 8.77E-02 5.31E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.575  7.34E+01 0.00E+00 9.00E-28 2.67E+00 6.94E+00 1.08E+01 1.29E+01 1.40E+01 1.40E+01 1.32E+01 1.12E+01 1.26E+01 9.82E+00 6.28E+00 3.78E+00 1.43E+00 7.43E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.603  1.22E+02 0.00E+00 9.00E-28 4.64E+00 1.29E+01 2.02E+01 2.37E+01 2.54E+01 2.53E+01 2.37E+01 2.02E+01 1.36E+01 1.06E+01 6.75E+00 3.97E+00 1.84E+00 9.26E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.630  1.61E+02 0.00E+00 9.00E-28 4.62E+00 1.22E+01 1.96E+01 2.27E+01 2.36E+01 2.33E+01 2.09E+01 1.73E+01 3.03E+00 2.36E+00 2.10E+00 1.24E+00 6.08E-01 3.04E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.656  1.74E+02 0.00E+00 8.47E+00 2.04E+00 4.28E+00 7.90E+00 8.50E+00 8.44E+00 8.18E+00 6.01E+00 4.83E+00 1.58E+00 9.68E-01 3.00E-01 1.82E-01 8.91E-02 4.45E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.681  1.89E+02 0.00E+00 2.74E+01 5.97E-01 1.37E+00 2.98E+00 3.38E+00 3.68E+00 3.70E+00 2.51E+00 2.04E+00 1.03E+01 9.27E+00 5.10E+00 2.84E+00 1.41E+00 7.05E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.705  2.21E+02 0.00E+00 5.84E+00 1.61E+00 6.03E+00 8.93E+00 1.10E+01 1.25E+01 1.26E+01 1.09E+01 9.26E+00 1.99E+01 1.44E+01 8.63E+00 5.00E+00 2.46E+00 1.25E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.728  2.90E+02 9.27E-01 3.17E+00 5.55E+00 1.60E+01 2.50E+01 3.09E+01 3.41E+01 3.37E+01 3.14E+01 2.68E+01 2.42E+01 1.85E+01 1.23E+01 7.75E+00 4.10E+00 2.17E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.750  3.75E+02 2.80E+00 2.15E+01 7.85E+00 2.08E+01 3.22E+01 3.97E+01 4.34E+01 4.24E+01 3.96E+01 3.40E+01 2.72E+01 2.08E+01 1.42E+01 9.10E+00 4.96E+00 2.71E+00 3.06E-01 1.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.772  5.08E+02 0.00E+00 1.93E+03 1.02E+01 2.67E+01 4.15E+01 5.10E+01 5.56E+01 5.41E+01 5.04E+01 4.31E+01 3.44E+01 2.65E+01 1.79E+01 1.18E+01 6.55E+00 3.61E+00 1.05E+00 5.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.793  7.36E+02 2.34E-01 4.29E+03 1.37E+01 3.54E+01 5.51E+01 6.77E+01 7.37E+01 7.13E+01 6.62E+01 5.66E+01 4.50E+01 3.48E+01 2.32E+01 1.59E+01 8.96E+00 4.97E+00 1.90E+00 9.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.813  1.06E+03 1.08E+00 8.46E+03 8.88E+00 2.45E+01 3.82E+01 4.65E+01 5.04E+01 4.90E+01 4.45E+01 3.76E+01 2.99E+01 2.18E+01 1.40E+01 9.59E+00 5.22E+00 3.33E+00 1.29E+00 6.42E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.853  2.29E+03 3.04E+02 2.30E+04 8.89E+00 2.65E+01 4.16E+01 5.06E+01 5.55E+01 5.52E+01 5.01E+01 4.30E+01 3.49E+01 2.51E+01 1.65E+01 1.14E+01 6.45E+00 8.13E+00 4.08E+00 2.21E+00 3.58E-01 2.15E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.891  4.22E+03 1.25E+03 2.75E+04 2.91E+01 8.37E+01 1.33E+02 1.64E+02 1.83E+02 1.85E+02 1.75E+02 1.56E+02 1.32E+02 1.04E+02 7.73E+01 5.56E+01 3.56E+01 2.20E+01 1.12E+01 5.86E+00 1.39E+00 7.50E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.928  6.16E+03 1.75E+03 2.49E+04 3.50E+01 1.02E+02 1.61E+02 1.97E+02 2.15E+02 2.16E+02 2.03E+02 1.79E+02 1.50E+02 1.17E+02 8.79E+01 6.21E+01 3.95E+01 2.37E+01 1.20E+01 5.61E+00 1.79E+00 8.91E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.963  8.04E+03 1.61E+03 2.08E+04 4.01E+01 1.18E+02 1.84E+02 2.24E+02 2.45E+02 2.46E+02 2.28E+02 2.01E+02 1.66E+02 1.29E+02 9.56E+01 6.57E+01 4.12E+01 2.48E+01 1.28E+01 5.62E+00 2.03E+00 1.01E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.996  9.91E+03 1.36E+03 2.20E+04 3.80E+01 1.03E+02 1.60E+02 1.94E+02 2.13E+02 2.15E+02 2.01E+02 1.77E+02 1.47E+02 1.14E+02 8.50E+01 5.78E+01 3.95E+01 2.47E+01 1.34E+01 6.14E+00 2.41E+00 1.29E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.029  1.18E+04 1.03E+03 3.85E+04 1.81E+01 4.65E+01 7.18E+01 8.74E+01 9.53E+01 9.53E+01 8.80E+01 7.68E+01 6.24E+01 4.83E+01 3.53E+01 2.34E+01 1.59E+01 9.43E+00 4.38E+00 2.58E+00 1.04E+00 5.73E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.061  1.47E+04 1.60E+03 5.23E+04 2.52E+01 7.17E+01 1.11E+02 1.38E+02 1.52E+02 1.52E+02 1.38E+02 1.21E+02 9.82E+01 7.65E+01 5.49E+01 3.69E+01 2.21E+01 1.27E+01 5.60E+00 7.70E+00 3.43E+00 1.24E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.091  1.98E+04 2.94E+03 5.76E+04 1.05E+02 3.03E+02 4.74E+02 6.03E+02 6.80E+02 6.99E+02 6.58E+02 5.96E+02 5.07E+02 4.06E+02 3.04E+02 2.20E+02 1.47E+02 9.26E+01 5.38E+01 2.89E+01 1.32E+01 4.93E+00 1.07E+00 1.28E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.121  2.77E+04 2.55E+03 8.49E+04 1.53E+02 4.42E+02 6.89E+02 8.78E+02 9.91E+02 1.02E+03 1.03E+03 9.38E+02 8.04E+02 6.51E+02 4.96E+02 3.26E+02 2.20E+02 1.40E+02 8.18E+01 4.54E+01 2.17E+01 8.85E+00 2.41E+00 3.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.150  3.60E+04 3.76E+03 1.18E+05 1.11E+02 3.20E+02 4.96E+02 6.28E+02 7.03E+02 7.20E+02 8.33E+02 7.54E+02 6.44E+02 5.25E+02 4.05E+02 2.06E+02 1.37E+02 8.50E+01 4.85E+01 2.74E+01 1.34E+01 5.51E+00 1.80E+00 3.88E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.207  6.56E+04 7.60E+03 2.05E+05 9.31E+01 2.58E+02 3.96E+02 5.00E+02 5.55E+02 5.58E+02 2.51E+03 2.29E+03 1.98E+03 1.62E+03 1.26E+03 2.07E+02 1.44E+02 9.10E+01 5.32E+01 3.02E+01 1.55E+01 7.00E+00 2.78E+00 9.86E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.260  1.18E+05 1.22E+04 2.72E+05 3.60E+02 1.03E+03 1.60E+03 2.05E+03 2.31E+03 2.39E+03 4.30E+03 3.95E+03 3.42E+03 2.80E+03 2.17E+03 9.05E+02 6.28E+02 4.08E+02 2.48E+02 1.43E+02 7.54E+01 3.59E+01 1.42E+01 6.15E+00 8.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.312  1.87E+05 1.42E+04 4.70E+05 5.40E+02 1.56E+03 2.44E+03 3.10E+03 3.51E+03 3.64E+03 3.53E+03 3.22E+03 2.77E+03 2.26E+03 1.75E+03 1.30E+03 9.04E+02 5.95E+02 3.70E+02 2.15E+02 1.16E+02 5.81E+01 2.51E+01 9.33E+00 2.30E+00 1.05E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.361  2.90E+05 2.75E+04 8.70E+05 6.43E+02 1.87E+03 2.94E+03 3.74E+03 4.26E+03 4.45E+03 4.36E+03 4.02E+03 3.50E+03 2.90E+03 2.30E+03 1.73E+03 1.24E+03 8.43E+02 5.42E+02 3.28E+02 1.87E+02 9.89E+01 4.56E+01 1.78E+01 5.13E+00 7.42E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.409  4.64E+05 4.77E+04 1.26E+06 1.26E+03 3.67E+03 5.79E+03 7.42E+03 8.52E+03 9.00E+03 8.91E+03 8.31E+03 7.33E+03 6.15E+03 4.91E+03 3.74E+03 2.70E+03 1.85E+03 1.20E+03 7.37E+02 4.27E+02 2.29E+02 1.12E+02 4.73E+01 1.61E+01 5.17E+00 1.01E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.455  7.02E+05 6.05E+04 2.07E+06 1.32E+03 3.84E+03 6.00E+03 7.68E+03 8.74E+03 9.20E+03 9.09E+03 8.51E+03 7.57E+03 6.41E+03 5.15E+03 3.95E+03 2.88E+03 1.98E+03 1.28E+03 7.81E+02 4.41E+02 2.26E+02 1.03E+02 5.65E+01 2.15E+01 6.35E+00 1.28E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.500  9.31E+05 1.09E+05 1.89E+06 1.52E+03 4.37E+03 6.81E+03 8.64E+03 9.71E+03 1.00E+04 9.79E+03 9.05E+03 7.96E+03 6.72E+03 5.36E+03 4.04E+03 2.86E+03 1.99E+03 1.28E+03 7.67E+02 4.26E+02 2.16E+02 9.30E+01 6.06E+01 2.05E+01 5.21E+00 6.19E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.543  1.27E+06 7.41E+04 2.54E+06 2.55E+03 7.40E+03 1.16E+04 1.47E+04 1.65E+04 1.72E+04 1.66E+04 1.53E+04 1.33E+04 1.11E+04 8.77E+03 6.56E+03 4.62E+03 3.13E+03 1.97E+03 1.16E+03 6.33E+02 3.18E+02 1.39E+02 6.38E+01 1.89E+01 3.89E+00 1.18E-01 6.55E-04 1.29E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.586  1.82E+06 1.28E+05 4.54E+06 3.43E+03 9.99E+03 1.57E+04 2.03E+04 2.32E+04 2.45E+04 2.41E+04 2.25E+04 1.99E+04 1.69E+04 1.35E+04 1.04E+04 7.56E+03 5.23E+03 3.43E+03 2.14E+03 1.25E+03 6.38E+02 3.01E+02 1.23E+02 4.12E+01 1.31E+01 4.33E+00 1.34E+00 1.97E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.627  2.63E+06 2.29E+05 6.78E+06 4.78E+03 1.39E+04 2.20E+04 2.84E+04 3.26E+04 3.46E+04 3.44E+04 3.25E+04 2.90E+04 2.48E+04 2.02E+04 1.57E+04 1.16E+04 8.18E+03 5.50E+03 3.53E+03 2.14E+03 1.12E+03 5.53E+02 2.39E+02 9.02E+01 3.53E+01 1.01E+01 3.07E+00 6.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.726  7.25E+06 4.81E+05 1.53E+07 1.15E+04 3.34E+04 5.27E+04 6.77E+04 7.75E+04 8.21E+04 8.19E+04 7.75E+04 6.98E+04 6.00E+04 4.93E+04 3.86E+04 2.89E+04 2.05E+04 1.39E+04 8.95E+03 5.46E+03 3.06E+03 1.58E+03 7.55E+02 3.34E+02 1.31E+02 4.50E+01 1.34E+01 2.63E+00 6.58E-02 1.31E-01 1.00E-30 1.00E-30 1.00E-30
  25.00  1.819  1.67E+07 1.07E+06 3.38E+07 2.11E+04 6.16E+04 9.71E+04 1.25E+05 1.43E+05 1.52E+05 1.51E+05 1.43E+05 1.28E+05 1.10E+05 9.02E+04 7.07E+04 5.31E+04 3.78E+04 2.59E+04 1.66E+04 1.02E+04 5.86E+03 3.15E+03 1.58E+03 7.40E+02 3.12E+02 1.17E+02 4.06E+01 1.06E+01 1.38E+01 4.77E+00 1.26E+00 2.41E-01 1.00E-30
  30.00  1.993  9.93E+07 4.09E+06 1.38E+08 1.01E+05 2.94E+05 4.64E+05 5.98E+05 6.91E+05 7.39E+05 7.42E+05 7.08E+05 6.45E+05 5.63E+05 4.71E+05 3.78E+05 2.92E+05 2.15E+05 1.51E+05 1.03E+05 6.63E+04 4.09E+04 2.39E+04 1.33E+04 6.99E+03 3.48E+03 1.66E+03 7.60E+02 3.27E+02 1.27E+02 4.10E+01 1.18E+01 5.91E+00 9.39E-01
  40.00  2.301  2.01E+09 4.03E+07 1.50E+09 1.21E+06 3.54E+06 5.61E+06 7.27E+06 8.41E+06 9.04E+06 9.13E+06 8.78E+06 8.04E+06 7.10E+06 5.99E+06 4.88E+06 3.82E+06 2.89E+06 2.09E+06 1.46E+06 9.80E+05 6.31E+05 3.88E+05 2.28E+05 1.28E+05 6.80E+04 3.43E+04 1.63E+04 7.22E+03 2.95E+03 1.07E+03 3.00E+02 8.36E+01 1.92E+01
  50.00  2.572  2.49E+10 3.73E+08 1.56E+10 1.69E+07 4.93E+07 7.78E+07 1.00E+08 1.16E+08 1.24E+08 1.25E+08 1.19E+08 1.09E+08 9.50E+07 7.95E+07 6.43E+07 4.97E+07 3.72E+07 2.66E+07 1.83E+07 1.21E+07 7.69E+06 4.69E+06 2.73E+06 1.52E+06 8.09E+05 4.09E+05 1.97E+05 8.97E+04 3.86E+04 1.58E+04 6.14E+03 2.27E+03 8.13E+02
  60.00  2.818  3.92E+11 6.34E+09 2.82E+11 2.46E+08 7.18E+08 1.13E+09 1.46E+09 1.69E+09 1.80E+09 1.81E+09 1.72E+09 1.56E+09 1.36E+09 1.14E+09 9.09E+08 6.99E+08 5.19E+08 3.69E+08 2.52E+08 1.65E+08 1.03E+08 6.22E+07 3.57E+07 1.96E+07 1.02E+07 5.08E+06 2.40E+06 1.08E+06 4.59E+05 1.86E+05 7.20E+04 2.63E+04 9.14E+03
